# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(24,27),(27,18),-0.993206 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.868727 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-1.09971 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.969579 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.890182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.0966376 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.1846 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.00223677 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0434276 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),0.022489 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.37075 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.18013 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.261257 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.914779 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.561323 # DEPENDENCYPART_GRANDPAR
(24,30),(30,25),0.212294 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),-0.157629 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.0856702 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.732819 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.148338 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.566707 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.408034 # DEPENDENCYPART_GRANDPAR
(24,30),(30,35),-0.428467 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.724549 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),-0.218162 # DEPENDENCYPART_GRANDPAR
(24,32),(32,22),-0.970944 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.173673 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.089643 # DEPENDENCYPART_GRANDPAR
(24,32),(32,35),-0.241235 # DEPENDENCYPART_GRANDPAR
(24,32),(32,36),-0.943492 # DEPENDENCYPART_GRANDPAR
(24,33),(33,2),-1.81105 # DEPENDENCYPART_GRANDPAR
(24,33),(33,4),-1.25638 # DEPENDENCYPART_GRANDPAR
(24,33),(33,5),-1.12272 # DEPENDENCYPART_GRANDPAR
(24,33),(33,8),-1.28564 # DEPENDENCYPART_GRANDPAR
(24,33),(33,10),-1.27388 # DEPENDENCYPART_GRANDPAR
(24,33),(33,12),-1.34653 # DEPENDENCYPART_GRANDPAR
(24,33),(33,13),-0.56876 # DEPENDENCYPART_GRANDPAR
(24,33),(33,14),-1.37533 # DEPENDENCYPART_GRANDPAR
(24,33),(33,15),-1.18123 # DEPENDENCYPART_GRANDPAR
(24,33),(33,17),-1.43821 # DEPENDENCYPART_GRANDPAR
(24,33),(33,18),-0.994311 # DEPENDENCYPART_GRANDPAR
(24,33),(33,19),-0.869136 # DEPENDENCYPART_GRANDPAR
(24,33),(33,21),-1.10011 # DEPENDENCYPART_GRANDPAR
(24,33),(33,22),-0.969904 # DEPENDENCYPART_GRANDPAR
(24,33),(33,24),-0.868644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,33),(33,25),0.129554 # DEPENDENCYPART_GRANDPAR
(24,33),(33,26),-0.140317 # DEPENDENCYPART_GRANDPAR
(24,33),(33,27),0.178002 # DEPENDENCYPART_GRANDPAR
(24,33),(33,28),-0.130322 # DEPENDENCYPART_GRANDPAR
(24,33),(33,29),-1.0844 # DEPENDENCYPART_GRANDPAR
(24,33),(33,30),-0.152032 # DEPENDENCYPART_GRANDPAR
(24,33),(33,31),-0.0627703 # DEPENDENCYPART_GRANDPAR
(24,33),(33,32),-0.0318032 # DEPENDENCYPART_GRANDPAR
(24,33),(33,35),-0.277168 # DEPENDENCYPART_GRANDPAR
(24,33),(33,36),-0.936601 # DEPENDENCYPART_GRANDPAR
(24,35),(35,34),-0.65437 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.105647 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),0.0150603 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.061822 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.0461791 # DEPENDENCYPART_GRANDPAR
(25,24),(24,5),-0.152638 # DEPENDENCYPART_GRANDPAR
(25,24),(24,6),0.19872 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.0465204 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),0.0284 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.134851 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.279515 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.42956 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.53834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.53008 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.721491 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.774458 # DEPENDENCYPART_GRANDPAR
(25,24),(24,31),-1.10453 # DEPENDENCYPART_GRANDPAR
(25,24),(24,32),-1.04007 # DEPENDENCYPART_GRANDPAR
(25,24),(24,33),-0.963166 # DEPENDENCYPART_GRANDPAR
(25,24),(24,35),-1.35699 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.51121 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.748529 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.813139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),0.418062 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),0.331616 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.00672773 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),0.154576 # DEPENDENCYPART_GRANDPAR
(25,27),(27,2),-0.957431 # DEPENDENCYPART_GRANDPAR
(25,27),(27,4),-1.0743 # DEPENDENCYPART_GRANDPAR
(25,27),(27,5),-1.06793 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-0.962361 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-1.08822 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-1.00559 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.858558 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.744293 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.901618 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.964927 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.760624 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.900482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.00871212 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.0416108 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.0618524 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.276458 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.339124 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.180648 # DEPENDENCYPART_GRANDPAR
(25,27),(27,35),-0.536765 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),-0.651639 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.568484 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.783162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),0.197502 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.112711 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.404721 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.343969 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.275325 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-0.145231 # DEPENDENCYPART_GRANDPAR
(25,30),(30,35),-0.596362 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.407721 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),0.129613 # DEPENDENCYPART_GRANDPAR
(25,33),(33,2),-0.957742 # DEPENDENCYPART_GRANDPAR
(25,33),(33,4),-1.07425 # DEPENDENCYPART_GRANDPAR
(25,33),(33,5),-1.06788 # DEPENDENCYPART_GRANDPAR
(25,33),(33,8),-0.547595 # DEPENDENCYPART_GRANDPAR
(25,33),(33,10),-0.712894 # DEPENDENCYPART_GRANDPAR
(25,33),(33,12),-1.191 # DEPENDENCYPART_GRANDPAR
(25,33),(33,13),-0.962305 # DEPENDENCYPART_GRANDPAR
(25,33),(33,14),-1.08817 # DEPENDENCYPART_GRANDPAR
(25,33),(33,15),-1.00553 # DEPENDENCYPART_GRANDPAR
(25,33),(33,17),-1.13018 # DEPENDENCYPART_GRANDPAR
(25,33),(33,18),-0.858869 # DEPENDENCYPART_GRANDPAR
(25,33),(33,19),-0.74425 # DEPENDENCYPART_GRANDPAR
(25,33),(33,21),-0.901575 # DEPENDENCYPART_GRANDPAR
(25,33),(33,22),-0.96476 # DEPENDENCYPART_GRANDPAR
(25,33),(33,24),-0.760935 # DEPENDENCYPART_GRANDPAR
(25,33),(33,25),-0.902746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,33),(33,26),0.004555 # DEPENDENCYPART_GRANDPAR
(25,33),(33,27),-0.0798935 # DEPENDENCYPART_GRANDPAR
(25,33),(33,28),0.0595556 # DEPENDENCYPART_GRANDPAR
(25,33),(33,29),-0.625335 # DEPENDENCYPART_GRANDPAR
(25,33),(33,30),0.00205572 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),-0.311132 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),-0.278159 # DEPENDENCYPART_GRANDPAR
(25,33),(33,35),-0.540985 # DEPENDENCYPART_GRANDPAR
(25,33),(33,36),-0.658896 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.260395 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.221049 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.55379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,5),-0.327175 # DEPENDENCYPART_GRANDPAR
(26,24),(24,6),-0.12238 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.627872 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.300934 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.254514 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.453776 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.459243 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.282668 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),0.305618 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.871446 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-1.13764 # DEPENDENCYPART_GRANDPAR
(26,24),(24,32),-1.06878 # DEPENDENCYPART_GRANDPAR
(26,24),(24,33),-0.723065 # DEPENDENCYPART_GRANDPAR
(26,24),(24,35),-0.864003 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.0384786 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.184557 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.322029 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.48642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),0.361956 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.79571 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-1.06191 # DEPENDENCYPART_GRANDPAR
(26,25),(25,33),-0.666684 # DEPENDENCYPART_GRANDPAR
(26,27),(27,2),-1.4716 # DEPENDENCYPART_GRANDPAR
(26,27),(27,4),-1.39239 # DEPENDENCYPART_GRANDPAR
(26,27),(27,5),-1.38742 # DEPENDENCYPART_GRANDPAR
(26,27),(27,13),-1.49842 # DEPENDENCYPART_GRANDPAR
(26,27),(27,14),-1.46584 # DEPENDENCYPART_GRANDPAR
(26,27),(27,15),-1.38749 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-1.35936 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-1.08173 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-1.19381 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-1.24444 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-1.29938 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-1.13552 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.845844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.252423 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),0.0192676 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.227625 # DEPENDENCYPART_GRANDPAR
(26,27),(27,32),-0.350811 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),0.0853937 # DEPENDENCYPART_GRANDPAR
(26,27),(27,35),0.044036 # DEPENDENCYPART_GRANDPAR
(26,27),(27,36),-0.854257 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-1.46371 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-1.12165 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.736224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),1.22097 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.666399 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.470922 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.237179 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),0.150792 # DEPENDENCYPART_GRANDPAR
(26,30),(30,35),-0.194253 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.683814 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),0.171863 # DEPENDENCYPART_GRANDPAR
(26,33),(33,2),-1.47196 # DEPENDENCYPART_GRANDPAR
(26,33),(33,4),-1.3924 # DEPENDENCYPART_GRANDPAR
(26,33),(33,5),-1.38742 # DEPENDENCYPART_GRANDPAR
(26,33),(33,8),-1.21723 # DEPENDENCYPART_GRANDPAR
(26,33),(33,10),-1.10136 # DEPENDENCYPART_GRANDPAR
(26,33),(33,12),-1.39774 # DEPENDENCYPART_GRANDPAR
(26,33),(33,13),-1.49841 # DEPENDENCYPART_GRANDPAR
(26,33),(33,14),-1.46584 # DEPENDENCYPART_GRANDPAR
(26,33),(33,15),-1.3875 # DEPENDENCYPART_GRANDPAR
(26,33),(33,17),-1.24478 # DEPENDENCYPART_GRANDPAR
(26,33),(33,18),-1.35973 # DEPENDENCYPART_GRANDPAR
(26,33),(33,19),-1.08175 # DEPENDENCYPART_GRANDPAR
(26,33),(33,21),-1.19383 # DEPENDENCYPART_GRANDPAR
(26,33),(33,22),-1.24438 # DEPENDENCYPART_GRANDPAR
(26,33),(33,24),-1.29975 # DEPENDENCYPART_GRANDPAR
(26,33),(33,25),-1.13552 # DEPENDENCYPART_GRANDPAR
(26,33),(33,26),-0.839095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,33),(33,27),1.09163 # DEPENDENCYPART_GRANDPAR
(26,33),(33,28),0.346411 # DEPENDENCYPART_GRANDPAR
(26,33),(33,29),-0.825176 # DEPENDENCYPART_GRANDPAR
(26,33),(33,30),-0.0634388 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),-0.317494 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.238517 # DEPENDENCYPART_GRANDPAR
(26,33),(33,35),0.057557 # DEPENDENCYPART_GRANDPAR
(26,33),(33,36),-0.838731 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.232616 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-0.867595 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),-0.485813 # DEPENDENCYPART_GRANDPAR
(27,2),(2,6),-0.324659 # DEPENDENCYPART_GRANDPAR
(27,2),(2,15),-0.216191 # DEPENDENCYPART_GRANDPAR
(27,2),(2,36),-1.51334 # DEPENDENCYPART_GRANDPAR
(27,4),(4,2),-0.824616 # DEPENDENCYPART_GRANDPAR
(27,4),(4,3),-0.455401 # DEPENDENCYPART_GRANDPAR
(27,4),(4,5),-0.749926 # DEPENDENCYPART_GRANDPAR
(27,4),(4,6),-0.521765 # DEPENDENCYPART_GRANDPAR
(27,4),(4,8),-0.434179 # DEPENDENCYPART_GRANDPAR
(27,4),(4,10),-0.499615 # DEPENDENCYPART_GRANDPAR
(27,4),(4,12),-0.255618 # DEPENDENCYPART_GRANDPAR
(27,4),(4,36),-1.74232 # DEPENDENCYPART_GRANDPAR
(27,5),(5,1),-0.424131 # DEPENDENCYPART_GRANDPAR
(27,5),(5,2),-0.837388 # DEPENDENCYPART_GRANDPAR
(27,5),(5,3),-0.427555 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-1.31341 # DEPENDENCYPART_GRANDPAR
(27,5),(5,6),-0.559984 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),-0.874959 # DEPENDENCYPART_GRANDPAR
(27,5),(5,8),-0.506876 # DEPENDENCYPART_GRANDPAR
(27,5),(5,10),-0.547553 # DEPENDENCYPART_GRANDPAR
(27,5),(5,11),-0.912268 # DEPENDENCYPART_GRANDPAR
(27,5),(5,12),-0.289239 # DEPENDENCYPART_GRANDPAR
(27,5),(5,14),-0.704121 # DEPENDENCYPART_GRANDPAR
(27,5),(5,15),-0.493991 # DEPENDENCYPART_GRANDPAR
(27,5),(5,18),-0.562148 # DEPENDENCYPART_GRANDPAR
(27,5),(5,19),-0.620464 # DEPENDENCYPART_GRANDPAR
(27,5),(5,21),-0.128675 # DEPENDENCYPART_GRANDPAR
(27,5),(5,22),-0.392183 # DEPENDENCYPART_GRANDPAR
(27,5),(5,24),-0.193792 # DEPENDENCYPART_GRANDPAR
(27,5),(5,25),-0.272895 # DEPENDENCYPART_GRANDPAR
(27,5),(5,27),-2.03983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,5),(5,30),-1.03672 # DEPENDENCYPART_GRANDPAR
(27,5),(5,31),-1.21022 # DEPENDENCYPART_GRANDPAR
(27,5),(5,32),-1.44766 # DEPENDENCYPART_GRANDPAR
(27,5),(5,33),-1.22752 # DEPENDENCYPART_GRANDPAR
(27,5),(5,35),-1.22529 # DEPENDENCYPART_GRANDPAR
(27,5),(5,36),-1.74121 # DEPENDENCYPART_GRANDPAR
(27,14),(14,2),-0.818222 # DEPENDENCYPART_GRANDPAR
(27,14),(14,8),-0.5042 # DEPENDENCYPART_GRANDPAR
(27,14),(14,10),-0.539183 # DEPENDENCYPART_GRANDPAR
(27,14),(14,12),-0.556465 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),-1.70404 # DEPENDENCYPART_GRANDPAR
(27,14),(14,18),-0.559904 # DEPENDENCYPART_GRANDPAR
(27,14),(14,19),-0.570518 # DEPENDENCYPART_GRANDPAR
(27,14),(14,33),-1.24703 # DEPENDENCYPART_GRANDPAR
(27,14),(14,36),-1.75227 # DEPENDENCYPART_GRANDPAR
(27,15),(15,2),-0.824928 # DEPENDENCYPART_GRANDPAR
(27,15),(15,4),-1.29991 # DEPENDENCYPART_GRANDPAR
(27,15),(15,5),-0.846389 # DEPENDENCYPART_GRANDPAR
(27,15),(15,6),-0.569324 # DEPENDENCYPART_GRANDPAR
(27,15),(15,7),-0.859426 # DEPENDENCYPART_GRANDPAR
(27,15),(15,8),-0.452153 # DEPENDENCYPART_GRANDPAR
(27,15),(15,9),-1.02304 # DEPENDENCYPART_GRANDPAR
(27,15),(15,10),-0.466526 # DEPENDENCYPART_GRANDPAR
(27,15),(15,11),-0.893602 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.482685 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),-1.56599 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-1.17424 # DEPENDENCYPART_GRANDPAR
(27,15),(15,17),-0.486842 # DEPENDENCYPART_GRANDPAR
(27,15),(15,18),-0.563688 # DEPENDENCYPART_GRANDPAR
(27,15),(15,19),-0.627499 # DEPENDENCYPART_GRANDPAR
(27,15),(15,20),-0.816154 # DEPENDENCYPART_GRANDPAR
(27,15),(15,21),-0.144809 # DEPENDENCYPART_GRANDPAR
(27,15),(15,22),-0.407366 # DEPENDENCYPART_GRANDPAR
(27,15),(15,24),-0.195332 # DEPENDENCYPART_GRANDPAR
(27,15),(15,25),-0.279402 # DEPENDENCYPART_GRANDPAR
(27,15),(15,26),-0.456009 # DEPENDENCYPART_GRANDPAR
(27,15),(15,27),-2.03921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,15),(15,30),-1.03646 # DEPENDENCYPART_GRANDPAR
(27,15),(15,31),-1.20996 # DEPENDENCYPART_GRANDPAR
(27,15),(15,32),-1.44685 # DEPENDENCYPART_GRANDPAR
(27,15),(15,33),-1.2269 # DEPENDENCYPART_GRANDPAR
(27,15),(15,35),-1.22503 # DEPENDENCYPART_GRANDPAR
(27,15),(15,36),-1.74094 # DEPENDENCYPART_GRANDPAR
(27,18),(18,5),-0.764938 # DEPENDENCYPART_GRANDPAR
(27,18),(18,6),-0.433097 # DEPENDENCYPART_GRANDPAR
(27,18),(18,8),-0.60393 # DEPENDENCYPART_GRANDPAR
(27,18),(18,10),-0.569967 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.709014 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-1.08028 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.504396 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.861515 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.340524 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.359241 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),-0.550406 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.458226 # DEPENDENCYPART_GRANDPAR
(27,18),(18,22),-0.36733 # DEPENDENCYPART_GRANDPAR
(27,18),(18,23),0.157993 # DEPENDENCYPART_GRANDPAR
(27,18),(18,24),0.060386 # DEPENDENCYPART_GRANDPAR
(27,18),(18,25),-0.21394 # DEPENDENCYPART_GRANDPAR
(27,18),(18,26),-0.152383 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.65281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,30),-0.735173 # DEPENDENCYPART_GRANDPAR
(27,18),(18,31),-0.908672 # DEPENDENCYPART_GRANDPAR
(27,18),(18,33),-0.840482 # DEPENDENCYPART_GRANDPAR
(27,18),(18,35),-0.923742 # DEPENDENCYPART_GRANDPAR
(27,18),(18,36),-1.51334 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.44011 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),-0.705541 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.0462471 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),-0.457123 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),-0.422152 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.291672 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.352418 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),-0.41081 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.68884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,5),-0.757839 # DEPENDENCYPART_GRANDPAR
(27,24),(24,6),-0.433011 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.591335 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.65316 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.568823 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.537588 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.0779011 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.191632 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.109898 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.65281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,30),-0.735175 # DEPENDENCYPART_GRANDPAR
(27,24),(24,31),-0.908674 # DEPENDENCYPART_GRANDPAR
(27,24),(24,32),-1.05134 # DEPENDENCYPART_GRANDPAR
(27,24),(24,33),-0.840486 # DEPENDENCYPART_GRANDPAR
(27,24),(24,35),-0.923744 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.352238 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),-0.336407 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.0579259 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.0467616 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.67654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,30),-0.740102 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.913604 # DEPENDENCYPART_GRANDPAR
(27,25),(25,33),-0.864199 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.234754 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.249161 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.203582 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.77191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,30),-0.899725 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-1.07323 # DEPENDENCYPART_GRANDPAR
(27,26),(26,33),-0.9596 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.967921 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),-0.912156 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.514978 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.665114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,29),0.61758 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.19584 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.449474 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.0798118 # DEPENDENCYPART_GRANDPAR
(27,30),(30,35),-0.20726 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),0.619995 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),0.271439 # DEPENDENCYPART_GRANDPAR
(27,32),(32,22),-1.51887 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),0.00962854 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.168511 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),-0.176453 # DEPENDENCYPART_GRANDPAR
(27,32),(32,36),-0.752984 # DEPENDENCYPART_GRANDPAR
(27,33),(33,2),-1.87467 # DEPENDENCYPART_GRANDPAR
