# _root_ No els en deixa passar ni una i , si hi ha dubtes sobre la sonoritat d' una nota , fa que la repeteixin tots .
#goldHeads=5,5,5,5,0,7,5,5,12,12,12,21,12,13,16,14,16,19,17,12,5,24,24,21,24,5,
#predictedHeads=5,5,5,5,0,5,5,7,12,12,12,5,12,13,16,14,16,19,17,12,12,24,24,21,24,5,
(17,24),(24,19),0.555965 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.314225 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.305825 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.408209 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.177956 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.333982 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.832801 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-1.02613 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-1.31965 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.28266 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.08025 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.36406 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.35563 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.937067 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.334644 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.212193 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.245863 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.953261 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.393074 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.810029 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.925699 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.326309 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.054283 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.264517 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.999512 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.283962 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.575297 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.33858 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.660992 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.0965632 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.361051 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.142529 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.0554185 # DEPENDENCYPART_GRANDPAR
(19,4),(4,20),-0.327844 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-1.12964 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),-1.08639 # DEPENDENCYPART_GRANDPAR
(19,4),(4,25),-0.800671 # DEPENDENCYPART_GRANDPAR
(19,4),(4,26),-1.43187 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.921932 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.301837 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.0280778 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.487925 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-1.00636 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.246408 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.625104 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.345979 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.71184 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.134142 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.409631 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.172441 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.0935235 # DEPENDENCYPART_GRANDPAR
(19,5),(5,20),-0.327964 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),-1.12981 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),-1.08655 # DEPENDENCYPART_GRANDPAR
(19,5),(5,25),-0.800791 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-1.43199 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.474505 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.516317 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.411378 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.625353 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.26274 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.611946 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.545451 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.51748 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.263093 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.567433 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.181409 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.609484 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.158574 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.166504 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.472903 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.286463 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.878265 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.511906 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.452495 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.303972 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.184823 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.156779 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0253135 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.153879 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.0942558 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.63074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.329368 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-1.13569 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-1.09243 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-1.43339 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0729153 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.395092 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.090718 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0185031 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.54749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.234869 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.992197 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.589673 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.949717 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.187311 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.362106 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.466848 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.81062 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0207141 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.60075 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.877455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.41602 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.28544 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.6774 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.635893 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.39982 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.41822 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.44826 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.02711 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.56344 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.11267 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.04781 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.11244 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.924241 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.735839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.639427 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.057336 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-1.04845 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.139862 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.0568198 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.674907 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.973243 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.498455 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.102856 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-1.41384 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-1.28325 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-1.67555 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.633516 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-1.3949 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-1.41636 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-1.44334 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-1.02473 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-1.56126 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-1.1107 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-1.04592 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-1.11047 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.922347 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.645855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.763303 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.19123 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),1.20262 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.895072 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.161579 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.556399 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.888086 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.742277 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0721581 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.223461 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.315497 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.475333 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),0.194824 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.256167 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.256374 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.423558 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.154835 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.112586 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.0948244 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.569488 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.549957 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.436151 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.428415 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),0.513181 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.498841 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.216856 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.238809 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),0.132219 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.385587 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.512676 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.93522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,24),-0.823672 # DEPENDENCYPART_GRANDPAR
(21,4),(4,25),-0.933823 # DEPENDENCYPART_GRANDPAR
(21,4),(4,26),-1.54211 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.0652652 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),0.144457 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.124344 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.604955 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.501865 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.385867 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.424628 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),0.590378 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),0.499983 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),0.267088 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),0.285928 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),0.165886 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.336105 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),0.589873 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.9354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,24),-0.823857 # DEPENDENCYPART_GRANDPAR
(21,5),(5,25),-0.933912 # DEPENDENCYPART_GRANDPAR
(21,5),(5,26),-1.5422 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.7225 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.305531 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),0.465012 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),0.338922 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),0.000131932 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.35981 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.325721 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),0.210059 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.174356 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.262595 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.0930495 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.0108615 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.1289 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.283359 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.0858179 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.216718 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.111308 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.121654 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.268457 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.165218 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.272327 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.64072 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.79251 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.351227 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.240981 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.212225 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.950259 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.176982 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.1571 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.325246 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.0788027 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.14317 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.0375517 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.62575 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.95538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,24),-0.843837 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-1.55345 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.0744209 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.192793 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.592227 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.77657 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.402117 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.287164 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),0.23443 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.310149 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.268039 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.33817 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.116015 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.10761 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.00326646 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.0438136 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.55284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,24),-0.438993 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-0.520733 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0911422 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.353348 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0628047 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.14467 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.0443642 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.499599 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.65604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.476032 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.545987 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.047492 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.571829 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.756173 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.369454 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),0.252393 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.283399 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.247641 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.00119121 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.103263 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.30543 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.00751862 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0373875 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.55284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),0.0175496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.438994 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.520734 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.3553 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.138695 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.434328 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.66393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.486559 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.553876 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.0536032 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.172155 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.562838 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.747182 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.375982 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.279801 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),0.244171 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.28951 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.238651 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.280751 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0160728 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.30744 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0322935 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.55309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.391117 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),0.0172958 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.439247 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.520987 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.397476 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.462247 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.175034 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-1.61972 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-1.76889 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.31661 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-1.52206 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.41034 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-1.00138 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.70469 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.961308 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.17887 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.959242 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-1.12078 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.04297 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.826483 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.15478 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.00189 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.789249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),1.07597 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.708367 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0238547 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.410159 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.714367 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.377204 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.489883 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.15383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,25),-0.702508 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.30492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,14),-0.888378 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.853913 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),-0.451879 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),0.0975446 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),0.186983 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.0632337 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.52326 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.468871 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.388152 # DEPENDENCYPART_GRANDPAR
(24,4),(4,8),-0.331426 # DEPENDENCYPART_GRANDPAR
(24,4),(4,9),0.151093 # DEPENDENCYPART_GRANDPAR
(24,4),(4,10),0.691 # DEPENDENCYPART_GRANDPAR
(24,4),(4,11),0.409368 # DEPENDENCYPART_GRANDPAR
(24,4),(4,12),-0.111726 # DEPENDENCYPART_GRANDPAR
(24,4),(4,13),-0.0525323 # DEPENDENCYPART_GRANDPAR
(24,4),(4,14),-0.228628 # DEPENDENCYPART_GRANDPAR
(24,4),(4,20),0.204124 # DEPENDENCYPART_GRANDPAR
(24,4),(4,21),-0.0338281 # DEPENDENCYPART_GRANDPAR
(24,4),(4,24),-1.87672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,4),(4,25),-0.715925 # DEPENDENCYPART_GRANDPAR
(24,4),(4,26),-1.26282 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),0.187114 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),0.218853 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.0337145 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.808203 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.420779 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.337868 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.327639 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),0.22829 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),0.692143 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),0.4596 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.0646068 # DEPENDENCYPART_GRANDPAR
(24,5),(5,13),-0.0188658 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.179146 # DEPENDENCYPART_GRANDPAR
(24,5),(5,20),0.281321 # DEPENDENCYPART_GRANDPAR
(24,5),(5,21),0.00693694 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.87691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),-0.716014 # DEPENDENCYPART_GRANDPAR
(24,5),(5,26),-1.2629 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.605891 # DEPENDENCYPART_GRANDPAR
(24,6),(6,8),-0.159075 # DEPENDENCYPART_GRANDPAR
(24,6),(6,9),0.169923 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),0.579345 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),0.258334 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.220157 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.178482 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.0886666 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),0.0400949 # DEPENDENCYPART_GRANDPAR
(24,7),(7,14),-0.0419306 # DEPENDENCYPART_GRANDPAR
(24,7),(7,16),-0.0277664 # DEPENDENCYPART_GRANDPAR
(24,7),(7,17),0.142299 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.421894 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.168601 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.191577 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),0.0446989 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.412578 # DEPENDENCYPART_GRANDPAR
