# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(15,14),(14,6),0.417422 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.162249 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.120936 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0504847 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0936482 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.39803 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.55271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.536172 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.771148 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.422929 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.17724 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.00428 # DEPENDENCYPART_GRANDPAR
(15,14),(14,32),-1.88926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.745835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.278462 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.474065 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.717543 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.609032 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.87472 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.142749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.39895 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-1.38369 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.063712 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.286985 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.19888 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.0946669 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.0587902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),0.118316 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),0.0642706 # DEPENDENCYPART_GRANDPAR
(15,17),(17,30),0.109493 # DEPENDENCYPART_GRANDPAR
(15,17),(17,32),-0.952718 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.398817 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.231041 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.524337 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.245259 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.0471189 # DEPENDENCYPART_GRANDPAR
(15,19),(19,32),-0.756084 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.05499 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.37903 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.22909 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.12417 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.673017 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.993214 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.952266 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.17384 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.1386 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.02819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.27819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.337329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.505075 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.266762 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.21216 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.484794 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.107759 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.285753 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0175494 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),0.0786278 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),0.269243 # DEPENDENCYPART_GRANDPAR
(15,20),(20,30),0.154003 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-0.685087 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0164209 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.322126 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.0653382 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),0.206155 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.593741 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.750984 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.132416 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),0.144046 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),0.125279 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),0.12246 # DEPENDENCYPART_GRANDPAR
(15,27),(27,2),-1.05182 # DEPENDENCYPART_GRANDPAR
(15,27),(27,3),-1.37631 # DEPENDENCYPART_GRANDPAR
(15,27),(27,6),-0.671359 # DEPENDENCYPART_GRANDPAR
(15,27),(27,8),-0.990044 # DEPENDENCYPART_GRANDPAR
(15,27),(27,9),-0.950457 # DEPENDENCYPART_GRANDPAR
(15,27),(27,17),0.553362 # DEPENDENCYPART_GRANDPAR
(15,27),(27,18),-0.276698 # DEPENDENCYPART_GRANDPAR
(15,27),(27,19),0.195702 # DEPENDENCYPART_GRANDPAR
(15,27),(27,20),0.521911 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),0.298396 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),0.293793 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),0.111288 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.241381 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.291751 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),0.184284 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),0.0759676 # DEPENDENCYPART_GRANDPAR
(15,27),(27,31),-0.176402 # DEPENDENCYPART_GRANDPAR
(15,27),(27,32),-0.714278 # DEPENDENCYPART_GRANDPAR
(15,29),(29,6),-0.286808 # DEPENDENCYPART_GRANDPAR
(15,29),(29,23),0.557623 # DEPENDENCYPART_GRANDPAR
(15,29),(29,26),-0.381157 # DEPENDENCYPART_GRANDPAR
(15,29),(29,27),0.40753 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),0.370717 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),0.0873997 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),-0.341204 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),-0.975802 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.912926 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.64342 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.909663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.585747 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.1774 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.436536 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.7213 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.485993 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.399128 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.642215 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.564261 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.417834 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.536019 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.0852968 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.395112 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.42551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),-0.462239 # DEPENDENCYPART_GRANDPAR
(17,2),(2,29),-0.941631 # DEPENDENCYPART_GRANDPAR
(17,2),(2,32),-1.55818 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.135288 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.667411 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.629584 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.0908808 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.805681 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.397778 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.385762 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.55735 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.487979 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.526635 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.244614 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.416516 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.331488 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.5666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),-0.360004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.627362 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.73244 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.737486 # DEPENDENCYPART_GRANDPAR
(17,6),(6,25),-0.514404 # DEPENDENCYPART_GRANDPAR
(17,6),(6,27),-0.955879 # DEPENDENCYPART_GRANDPAR
(17,6),(6,29),-1.08261 # DEPENDENCYPART_GRANDPAR
(17,6),(6,32),-1.65244 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.303543 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.380905 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.364569 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.357196 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.299874 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.937977 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.488579 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.177336 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.408284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.42268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,12),-0.535682 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.659665 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.482101 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.25862 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.678875 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.415644 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.332351 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.325738 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.315956 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.5703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.632158 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.735036 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.515098 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-0.960675 # DEPENDENCYPART_GRANDPAR
(17,14),(14,32),-1.65213 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.130863 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.673102 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.598803 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.0806319 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.799787 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.425724 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.273934 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.687448 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.432871 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.39767 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.347665 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.247564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.792965 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.56594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.358779 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.626138 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.73085 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.736894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.513702 # DEPENDENCYPART_GRANDPAR
(17,15),(15,27),-0.954655 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-1.08194 # DEPENDENCYPART_GRANDPAR
(17,15),(15,32),-1.65061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.690369 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.48408 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.281771 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.471578 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.195198 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.0264749 # DEPENDENCYPART_GRANDPAR
(17,19),(19,32),-0.801869 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.74339 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.62097 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.867858 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.68691 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.4389 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.35246 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.64595 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.51561 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.30046 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.47973 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.68009 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.36058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.651673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.81078 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.908238 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.269028 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0304311 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.16187 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.307065 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.0636058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.00879402 # DEPENDENCYPART_GRANDPAR
(17,20),(20,30),0.00294801 # DEPENDENCYPART_GRANDPAR
(17,20),(20,32),-0.830007 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0278791 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0456043 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.347726 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.106211 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.110998 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.623914 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.304488 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.165102 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.142312 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.0654668 # DEPENDENCYPART_GRANDPAR
(17,27),(27,2),-1.74143 # DEPENDENCYPART_GRANDPAR
(17,27),(27,3),-1.61728 # DEPENDENCYPART_GRANDPAR
(17,27),(27,6),-1.4378 # DEPENDENCYPART_GRANDPAR
(17,27),(27,8),-1.35051 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-1.64474 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-0.584233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,18),1.74724 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),0.933562 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.46304 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.266143 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.906716 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.0365792 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.309683 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.0252942 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.0194587 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),0.0321468 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),0.0566939 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.781453 # DEPENDENCYPART_GRANDPAR
(17,29),(29,6),-1.27395 # DEPENDENCYPART_GRANDPAR
(17,29),(29,23),-0.659942 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.619953 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.0145285 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.0436523 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),0.0076052 # DEPENDENCYPART_GRANDPAR
(17,29),(29,31),-0.129429 # DEPENDENCYPART_GRANDPAR
(17,29),(29,32),-0.771653 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.0269664 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),0.269976 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.79658 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-2.42617 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-2.21509 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.97267 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-2.2886 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.81849 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.85048 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.97373 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.73426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-2.10088 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-2.00676 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.9425 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-2.02185 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.71149 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.23108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.238727 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.517556 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.335927 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.714975 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.738959 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.409347 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.511814 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-1.12446 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0748618 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0222043 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.50139 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.30544 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.070215 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.227569 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.686836 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.517375 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.379573 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.38899 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.7934 # DEPENDENCYPART_GRANDPAR
(19,27),(27,3),-2.42344 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-2.28694 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-1.81532 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-1.84867 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-2.01868 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-1.70984 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-1.24312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.27305 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.204306 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.212571 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.37073 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.777059 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.380269 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.486403 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.582247 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.870323 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-1.14753 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.141912 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.458537 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.106657 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),0.150752 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.16331 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.34791 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.0573022 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),0.32911 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),0.0539286 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.349894 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),0.383818 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.262212 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.3041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,29),-0.665177 # DEPENDENCYPART_GRANDPAR
(20,2),(2,32),-1.54874 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.425042 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.187453 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.393612 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.368307 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.16595 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.0836117 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.134126 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.487134 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.0308874 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.19155 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.176204 # DEPENDENCYPART_GRANDPAR
(20,5),(5,25),-1.24221 # DEPENDENCYPART_GRANDPAR
(20,5),(5,32),-1.79532 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.405572 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.433015 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.257576 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-1.04182 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.499107 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.172704 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.561172 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.389384 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.0945296 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.272872 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),0.196118 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.0188774 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.149793 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.0738016 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),-0.350576 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.70576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.716236 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.676689 # DEPENDENCYPART_GRANDPAR
(20,6),(6,25),-1.23361 # DEPENDENCYPART_GRANDPAR
(20,6),(6,27),-0.935188 # DEPENDENCYPART_GRANDPAR
(20,6),(6,29),-0.971052 # DEPENDENCYPART_GRANDPAR
(20,6),(6,32),-1.78704 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.398081 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.629178 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.159675 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.69526 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.297776 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0972883 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.26602 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),0.0179598 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.332126 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.40455 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.222183 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,24),-0.420131 # DEPENDENCYPART_GRANDPAR
(20,8),(8,29),-0.657651 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.0362313 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.224651 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.0833204 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.116628 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.163896 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.705025 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.232222 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.269462 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.0122768 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.335232 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.0273324 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.407195 # DEPENDENCYPART_GRANDPAR
