# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(15,7),(7,15),-1.4801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,27),-0.578693 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0774383 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.0790231 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.267227 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.157432 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.17802 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.515695 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.621642 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.31337 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.221825 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.36053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.226243 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.118933 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-1.55439 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.050597 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.0813801 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.175744 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0350233 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.572193 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.331581 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0208131 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.534345 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.75025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.531739 # DEPENDENCYPART_GRANDPAR
(15,10),(10,29),-1.78489 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.586775 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.0234564 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.090707 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.243019 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.124419 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.223578 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0452803 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0614421 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.479699 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.107193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0430002 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.544629 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.74737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.528168 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.581781 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.629631 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.25253 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.865815 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-1.13638 # DEPENDENCYPART_GRANDPAR
(15,11),(11,26),-0.941107 # DEPENDENCYPART_GRANDPAR
(15,11),(11,29),-1.78244 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.0733909 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.0836359 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.27315 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.168177 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.186082 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.341259 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.202197 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.220717 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.36168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.227393 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.12018 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.16803 # DEPENDENCYPART_GRANDPAR
(15,13),(13,29),-1.55554 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0346405 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.780812 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.400215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.70052 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.603583 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.332481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.39276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.160418 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0599994 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.112569 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.041497 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.300264 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.0442405 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.041957 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.150707 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),0.179573 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),0.0574579 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.143707 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-0.83001 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.702215 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),1.16117 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0756752 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0170274 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0267571 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.136645 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.0689522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.120528 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),0.0340449 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.105027 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.780774 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),1.35614 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.269908 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.134516 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0141059 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.291602 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0236451 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0405507 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.123316 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.0560516 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.116316 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.822764 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0259959 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0267571 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.136645 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.0689522 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.120528 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.135968 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),0.0340449 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.105027 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),1.3566 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.270011 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.2989 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0426451 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0231362 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.135737 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),0.191414 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),0.0386371 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.128736 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.170284 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0295197 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0433015 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.0733629 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.0582797 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),0.107198 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),0.0888637 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.0512796 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.859184 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.521812 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.0812993 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.00073133 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.0779011 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.106191 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.12898 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.0698804 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.0991907 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.816205 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.222064 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.188711 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.0769251 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.14565 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),0.191292 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),0.0382449 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.12885 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),0.14565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.3529 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.39167 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.28506 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.30709 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.35485 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.28632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.23788 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-1.2656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.285625 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-1.39491 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.64865 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.626804 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.292554 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-1.49346 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.65572 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.284617 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-1.51237 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.582469 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.2843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.22326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-1.28729 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.42452 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-1.41816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.792003 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.596699 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.462134 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.727998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.454196 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.755297 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.145482 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.625214 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.728734 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.326844 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.22573 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.671154 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.590535 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.509927 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.298667 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.0880164 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.378515 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.44668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.308244 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.560489 # DEPENDENCYPART_GRANDPAR
(17,2),(2,29),-1.74227 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.793398 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.33895 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.268 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.487281 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.599259 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.316067 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.348249 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.546608 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.167605 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.600068 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.200702 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0867698 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.295445 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.59055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.556402 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.808647 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.868602 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.842096 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-1.06646 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.735574 # DEPENDENCYPART_GRANDPAR
(17,11),(11,29),-1.83491 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.495012 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.688893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.372199 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.355807 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.795311 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.66996 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.6395 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0482314 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.371144 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.44668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.308293 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.560538 # DEPENDENCYPART_GRANDPAR
(17,13),(13,29),-1.74227 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.33495 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.772694 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.309308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.457638 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.578199 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.287065 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.321788 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.516966 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.188377 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.572111 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.440428 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.559334 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.144451 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.190885 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.59055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.556402 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.88969 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.808647 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.0166 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.868602 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.842096 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.877027 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.06646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.735573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-1.29285 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-1.83491 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.47903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.529312 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.07104 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.837381 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.347 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0747954 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.218676 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0229873 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.114644 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.0731241 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),0.136039 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),0.19621 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.22155 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.872212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.414942 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0273998 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.141531 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.079495 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.148514 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.00215153 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.191085 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.120935 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.417479 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.96962 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.35531 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.218676 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0229873 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.114644 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.0731241 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.169123 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.136039 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.19621 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.872223 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.415267 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0846739 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.149963 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0204172 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.190368 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.0614309 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),0.102669 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.416762 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.162097 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.112716 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.160497 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0398576 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.109769 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.0400359 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.162944 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.336163 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-1.13548 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-1.31032 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.158198 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.108917 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0215486 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.151112 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.138544 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),0.195145 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.0752818 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.96254 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.163241 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),0.244504 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0983519 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.00327163 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),0.0615495 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.102982 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.416626 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.0215486 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.157983 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0752818 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),0.00327163 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.67711 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.172686 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.53763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,2),-1.13072 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.42562 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.70317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.199663 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.21599 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.06675 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.133367 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.172713 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.292445 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.0281478 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),0.230184 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-0.384529 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.623155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),0.358383 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0824567 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.206305 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0100273 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.434837 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.265367 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.154593 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.42562 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.703171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,22),0.0470299 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.107536 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0974544 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.269531 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.225569 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.0471108 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),0.20727 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.17662 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.461723 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.255694 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.235734 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.493047 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.260088 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.091169 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.430786 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.408318 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-1.13313 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.104385 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0164173 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.495913 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.481306 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.222208 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.169964 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),0.419045 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.531929 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.495913 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.25601 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),0.419045 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.925376 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.0955836 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.438236 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.713708 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.283577 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.153996 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.567542 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.453198 # DEPENDENCYPART_GRANDPAR
