# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(21,19),(19,21),-1.14688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.191765 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-0.931602 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.939654 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.189843 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.16285 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.423192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.639414 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.190341 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0254717 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.18598 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.24918 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.199147 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.367374 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.512778 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.422405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.639574 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.635166 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.00421267 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.134931 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.24403 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.166926 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.200452 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.366203 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.00611918 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),0.134861 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),0.359938 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.0192969 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.0443946 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.756747 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.552714 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),-0.454427 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),-0.370449 # DEPENDENCYPART_GRANDPAR
(23,1),(1,17),-0.319585 # DEPENDENCYPART_GRANDPAR
(23,1),(1,24),-0.728673 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.583579 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.286649 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.318567 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.346444 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.266562 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.336342 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.50959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,1),-0.526358 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.613121 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),0.068543 # DEPENDENCYPART_GRANDPAR
(23,20),(20,6),-0.468046 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.349284 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.41151 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.264875 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.634621 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.286075 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.198125 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.527655 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.31904 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.2257 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.20981 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0022291 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.265009 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.67964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.809196 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-1.00002 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.828794 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-0.965899 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-1.31473 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0670748 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.5565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.723344 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.876884 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.749093 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.842768 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.804019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,21),-0.452567 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.566608 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.772454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.297191 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.0560666 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.00436181 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.580843 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.0804222 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.422369 # DEPENDENCYPART_GRANDPAR
(23,29),(29,24),0.293413 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.0559531 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.0936962 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.00448304 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),0.888166 # DEPENDENCYPART_GRANDPAR
(24,23),(23,1),-0.736449 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.648135 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.787276 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.626101 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.657943 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.897402 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.91643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.685731 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.789377 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.971851 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.89264 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.856442 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.341729 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),0.098515 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),0.308001 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.4753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.561266 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-0.550828 # DEPENDENCYPART_GRANDPAR
(26,23),(23,1),-0.394705 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),0.057998 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.485203 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.520334 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.211459 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.369835 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.333823 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.0175685 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.45444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.55229 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.529966 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-1.11028 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.0248986 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.703701 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.924885 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.691347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.195179 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.450603 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.245443 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),-0.189264 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.307567 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.235288 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.0795511 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.435879 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),-0.16016 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.191927 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.54085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,30),-0.852897 # DEPENDENCYPART_GRANDPAR
