# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(22,10),(10,18),0.0143064 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),-0.310834 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.4191 # DEPENDENCYPART_GRANDPAR
(22,10),(10,25),-0.273998 # DEPENDENCYPART_GRANDPAR
(22,10),(10,31),-1.61194 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-1.26498 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-1.52262 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.423882 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.507943 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.273128 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.52145 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.525561 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.663009 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.576891 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.332169 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.58909 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.601207 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.92464 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.661397 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.614135 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.572853 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.267681 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.501887 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.0790495 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.464492 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.121434 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.45305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,24),-0.42748 # DEPENDENCYPART_GRANDPAR
(22,13),(13,25),-0.43242 # DEPENDENCYPART_GRANDPAR
(22,13),(13,30),-0.84802 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.717868 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.287713 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.119052 # DEPENDENCYPART_GRANDPAR
(22,14),(14,27),-0.41021 # DEPENDENCYPART_GRANDPAR
(22,14),(14,31),-1.59759 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.614691 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.620062 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.597188 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-1.24555 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.565487 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.514753 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.88536 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.645635 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.59857 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.116605 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.176213 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.921835 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.307713 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.52024 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.055254 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.81867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,24),-0.720858 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.729784 # DEPENDENCYPART_GRANDPAR
(22,17),(17,29),-1.30761 # DEPENDENCYPART_GRANDPAR
(22,17),(17,30),-1.21363 # DEPENDENCYPART_GRANDPAR
(22,17),(17,31),-1.83975 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-0.611064 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-1.29646 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.643228 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-1.15643 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.33228 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.445556 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.511009 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.747132 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.496478 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.515847 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.501224 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.411721 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.0400106 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0493447 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.741657 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.593173 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.554839 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0712595 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.81868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),-0.72117 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.746189 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-1.12847 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.657746 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.730107 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-1.30763 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-1.21365 # DEPENDENCYPART_GRANDPAR
(22,18),(18,31),-1.83989 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.294535 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.810502 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.339756 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.43299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-0.421115 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.274672 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.405038 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.459414 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.52583 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.90731 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.427598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.25651 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0601824 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.156087 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.0983783 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.121902 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.23559 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.137497 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.06157 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.049008 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.203425 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.284286 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.154223 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.0474255 # DEPENDENCYPART_GRANDPAR
(22,26),(26,2),-1.52487 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),1.25644 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0947956 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.118089 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.13189 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.213573 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.11548 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.181987 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.0282421 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.103693 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.49512 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.202736 # DEPENDENCYPART_GRANDPAR
(22,29),(29,3),-1.78243 # DEPENDENCYPART_GRANDPAR
(22,29),(29,4),-2.18419 # DEPENDENCYPART_GRANDPAR
(22,29),(29,5),-1.47514 # DEPENDENCYPART_GRANDPAR
(22,29),(29,15),-1.20728 # DEPENDENCYPART_GRANDPAR
(22,29),(29,16),-1.42403 # DEPENDENCYPART_GRANDPAR
(22,29),(29,20),-1.58836 # DEPENDENCYPART_GRANDPAR
(22,29),(29,22),-0.664395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,29),(29,24),0.313717 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),-0.0951283 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),-0.0927676 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.841179 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.186591 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.19316 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.757085 # DEPENDENCYPART_GRANDPAR
(22,30),(30,1),-1.74812 # DEPENDENCYPART_GRANDPAR
(22,30),(30,3),-1.78229 # DEPENDENCYPART_GRANDPAR
(22,30),(30,4),-2.18389 # DEPENDENCYPART_GRANDPAR
(22,30),(30,5),-1.475 # DEPENDENCYPART_GRANDPAR
(22,30),(30,6),-1.5302 # DEPENDENCYPART_GRANDPAR
(22,30),(30,8),-1.69333 # DEPENDENCYPART_GRANDPAR
(22,30),(30,11),-1.55503 # DEPENDENCYPART_GRANDPAR
(22,30),(30,12),-1.44723 # DEPENDENCYPART_GRANDPAR
(22,30),(30,13),-1.4642 # DEPENDENCYPART_GRANDPAR
(22,30),(30,15),-1.20717 # DEPENDENCYPART_GRANDPAR
(22,30),(30,16),-1.42392 # DEPENDENCYPART_GRANDPAR
(22,30),(30,17),-1.79051 # DEPENDENCYPART_GRANDPAR
(22,30),(30,20),-1.58719 # DEPENDENCYPART_GRANDPAR
(22,30),(30,22),-0.680078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,30),(30,24),0.291477 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),-0.106301 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),-0.115007 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),0.834932 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),0.155469 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.145493 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.760248 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.46677 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.713408 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.665423 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-1.1669 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.36941 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.723496 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),-0.633677 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),-0.389472 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.994802 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-0.559717 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.873308 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.631418 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.591347 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.797488 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-1.03523 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.573952 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.326295 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.655578 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.215667 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.491125 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.381844 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.662064 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.53548 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.175914 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.69902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.611556 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.883796 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.906455 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.943158 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.987579 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),-0.92947 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),-1.52331 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.48718 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.35244 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0579639 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.00578333 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.0190668 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),0.0348446 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-1.4244 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.856154 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.281864 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.235464 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.225628 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.20253 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.166381 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.216679 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.258082 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.00710159 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.0836359 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.172729 # DEPENDENCYPART_GRANDPAR
(24,29),(29,3),-1.41169 # DEPENDENCYPART_GRANDPAR
(24,29),(29,4),-1.83992 # DEPENDENCYPART_GRANDPAR
(24,29),(29,5),-1.61909 # DEPENDENCYPART_GRANDPAR
(24,29),(29,15),-1.53643 # DEPENDENCYPART_GRANDPAR
(24,29),(29,16),-0.601711 # DEPENDENCYPART_GRANDPAR
(24,29),(29,20),-1.67952 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-1.22686 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.738669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),0.308401 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.084748 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.0371653 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.135073 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.0453798 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.655635 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-1.65793 # DEPENDENCYPART_GRANDPAR
(24,30),(30,3),-1.4106 # DEPENDENCYPART_GRANDPAR
(24,30),(30,4),-1.83875 # DEPENDENCYPART_GRANDPAR
(24,30),(30,5),-1.61799 # DEPENDENCYPART_GRANDPAR
(24,30),(30,6),-1.8817 # DEPENDENCYPART_GRANDPAR
(24,30),(30,8),-1.64757 # DEPENDENCYPART_GRANDPAR
(24,30),(30,11),-1.76971 # DEPENDENCYPART_GRANDPAR
(24,30),(30,12),-1.90102 # DEPENDENCYPART_GRANDPAR
(24,30),(30,13),-1.54454 # DEPENDENCYPART_GRANDPAR
(24,30),(30,15),-1.53536 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-0.600635 # DEPENDENCYPART_GRANDPAR
(24,30),(30,17),-1.55049 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),-1.67632 # DEPENDENCYPART_GRANDPAR
(24,30),(30,22),-1.22577 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.743017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.310867 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),0.0803999 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.0371309 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.147824 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.0183995 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.643633 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.266766 # DEPENDENCYPART_GRANDPAR
(25,26),(26,2),-0.822674 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.42744 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.459103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.557753 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.275128 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.320121 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.319957 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.266528 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-0.680123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),1.06179 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.203024 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.303045 # DEPENDENCYPART_GRANDPAR
(25,29),(29,3),-1.39266 # DEPENDENCYPART_GRANDPAR
(25,29),(29,4),-1.34194 # DEPENDENCYPART_GRANDPAR
(25,29),(29,5),-1.31757 # DEPENDENCYPART_GRANDPAR
(25,29),(29,15),-1.35948 # DEPENDENCYPART_GRANDPAR
(25,29),(29,16),-1.39183 # DEPENDENCYPART_GRANDPAR
(25,29),(29,20),-1.39212 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-1.28967 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-1.19996 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.685663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.989102 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.0165675 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.0367238 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.305043 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.612054 # DEPENDENCYPART_GRANDPAR
(25,30),(30,1),-1.43861 # DEPENDENCYPART_GRANDPAR
(25,30),(30,3),-1.39264 # DEPENDENCYPART_GRANDPAR
(25,30),(30,4),-1.34184 # DEPENDENCYPART_GRANDPAR
(25,30),(30,5),-1.31756 # DEPENDENCYPART_GRANDPAR
(25,30),(30,6),-1.27217 # DEPENDENCYPART_GRANDPAR
(25,30),(30,8),-0.761558 # DEPENDENCYPART_GRANDPAR
(25,30),(30,11),-1.19052 # DEPENDENCYPART_GRANDPAR
(25,30),(30,12),-0.966902 # DEPENDENCYPART_GRANDPAR
(25,30),(30,13),-1.18107 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-1.35948 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-1.39183 # DEPENDENCYPART_GRANDPAR
(25,30),(30,17),-1.19778 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-1.39106 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-1.28966 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-1.19889 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.670215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),0.994441 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.0288408 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.0367641 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.356547 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.601251 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-0.239463 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-0.453812 # DEPENDENCYPART_GRANDPAR
(26,2),(2,5),-0.396792 # DEPENDENCYPART_GRANDPAR
(26,2),(2,6),-0.677511 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-0.208458 # DEPENDENCYPART_GRANDPAR
(26,2),(2,8),-0.424826 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.18678 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.5657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.799072 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.814385 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.76402 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.845783 # DEPENDENCYPART_GRANDPAR
(26,27),(27,28),-0.134178 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.473351 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.737659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.034957 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.0818792 # DEPENDENCYPART_GRANDPAR
(26,29),(29,3),-1.18542 # DEPENDENCYPART_GRANDPAR
(26,29),(29,4),-1.57843 # DEPENDENCYPART_GRANDPAR
(26,29),(29,5),-1.3515 # DEPENDENCYPART_GRANDPAR
(26,29),(29,15),-0.955101 # DEPENDENCYPART_GRANDPAR
(26,29),(29,16),-0.921925 # DEPENDENCYPART_GRANDPAR
(26,29),(29,20),-1.39147 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-1.1 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-0.399126 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.619479 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-0.635387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.0958762 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.0439442 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.0078088 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.435974 # DEPENDENCYPART_GRANDPAR
(26,30),(30,1),-1.41393 # DEPENDENCYPART_GRANDPAR
(26,30),(30,3),-1.18433 # DEPENDENCYPART_GRANDPAR
(26,30),(30,4),-1.57726 # DEPENDENCYPART_GRANDPAR
(26,30),(30,5),-1.35041 # DEPENDENCYPART_GRANDPAR
(26,30),(30,6),-1.3893 # DEPENDENCYPART_GRANDPAR
(26,30),(30,8),-1.34596 # DEPENDENCYPART_GRANDPAR
(26,30),(30,11),-0.883931 # DEPENDENCYPART_GRANDPAR
(26,30),(30,12),-1.43328 # DEPENDENCYPART_GRANDPAR
(26,30),(30,13),-1.13811 # DEPENDENCYPART_GRANDPAR
(26,30),(30,15),-0.954026 # DEPENDENCYPART_GRANDPAR
(26,30),(30,16),-0.920849 # DEPENDENCYPART_GRANDPAR
(26,30),(30,17),-1.27607 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-1.38826 # DEPENDENCYPART_GRANDPAR
(26,30),(30,22),-1.0989 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.395921 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.61838 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.639735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.0958418 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),-0.0566951 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.137239 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.423972 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.83197 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.851174 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.754038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.160409 # DEPENDENCYPART_GRANDPAR
(28,25),(25,15),-0.492951 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),0.234091 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.0901059 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-1.51778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),-0.535121 # DEPENDENCYPART_GRANDPAR
(28,25),(25,30),-0.782632 # DEPENDENCYPART_GRANDPAR
(28,26),(26,2),-0.116093 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),-0.190242 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),0.0224767 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),0.029691 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.51326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.542408 # DEPENDENCYPART_GRANDPAR
(28,26),(26,30),-0.789923 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.51027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,3),-1.23726 # DEPENDENCYPART_GRANDPAR
(28,29),(29,4),-1.2157 # DEPENDENCYPART_GRANDPAR
(28,29),(29,5),-1.19419 # DEPENDENCYPART_GRANDPAR
(28,29),(29,15),-1.21418 # DEPENDENCYPART_GRANDPAR
(28,29),(29,16),-1.04748 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-0.95858 # DEPENDENCYPART_GRANDPAR
(28,29),(29,22),-1.05228 # DEPENDENCYPART_GRANDPAR
(28,29),(29,24),-0.765209 # DEPENDENCYPART_GRANDPAR
(28,29),(29,25),-0.798223 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-0.724466 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-0.966831 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.840507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.064156 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.360159 # DEPENDENCYPART_GRANDPAR
(29,3),(3,1),-0.798937 # DEPENDENCYPART_GRANDPAR
(29,3),(3,2),-1.1026 # DEPENDENCYPART_GRANDPAR
(29,3),(3,4),-0.628952 # DEPENDENCYPART_GRANDPAR
(29,3),(3,5),-0.401666 # DEPENDENCYPART_GRANDPAR
