# _root_ L' aparició del Teneighty , un esquí que disposa de la cua aixecada igual que l' espàtula , és la confirmació del fet que la firma francesa continua buscant noves fórmules dins de l' esquí .
#goldHeads=2,19,2,3,7,7,4,9,7,9,12,10,12,12,17,17,12,7,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
#predictedHeads=2,19,2,3,7,7,2,9,7,9,12,10,12,12,17,17,14,9,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
(21,19),(19,24),-0.82012 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.18014 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.961541 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.01203 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.858268 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-1.26833 # DEPENDENCYPART_GRANDPAR
(21,19),(19,31),-1.38389 # DEPENDENCYPART_GRANDPAR
(21,19),(19,32),-1.10025 # DEPENDENCYPART_GRANDPAR
(21,19),(19,35),-1.40608 # DEPENDENCYPART_GRANDPAR
(21,19),(19,36),-1.99992 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.60483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.735668 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.81242 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.304238 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.279905 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.0264365 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.849207 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.326693 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.288902 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.111088 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.245075 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.0823552 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.429829 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.486333 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.404339 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.340445 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.848556 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.0843805 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.213207 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.206951 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.14969 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.265791 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.101639 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.467722 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.4761 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.397772 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.425595 # DEPENDENCYPART_GRANDPAR
(21,26),(26,35),-0.500356 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.200206 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.200366 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.453026 # DEPENDENCYPART_GRANDPAR
(21,28),(28,2),-1.58026 # DEPENDENCYPART_GRANDPAR
(21,28),(28,5),-1.31675 # DEPENDENCYPART_GRANDPAR
(21,28),(28,7),-1.5148 # DEPENDENCYPART_GRANDPAR
(21,28),(28,8),-0.796044 # DEPENDENCYPART_GRANDPAR
(21,28),(28,9),-1.4444 # DEPENDENCYPART_GRANDPAR
(21,28),(28,15),-1.63364 # DEPENDENCYPART_GRANDPAR
(21,28),(28,17),-1.28779 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-1.25306 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.760373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,23),-0.0211852 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),1.03237 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0209274 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.215753 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.156125 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.120386 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.362468 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.331071 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.243533 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.373308 # DEPENDENCYPART_GRANDPAR
(21,28),(28,35),-0.356158 # DEPENDENCYPART_GRANDPAR
(21,28),(28,36),-1.14652 # DEPENDENCYPART_GRANDPAR
(21,29),(29,2),-1.58026 # DEPENDENCYPART_GRANDPAR
(21,29),(29,5),-1.31675 # DEPENDENCYPART_GRANDPAR
(21,29),(29,7),-1.5148 # DEPENDENCYPART_GRANDPAR
(21,29),(29,8),-0.796045 # DEPENDENCYPART_GRANDPAR
(21,29),(29,9),-1.4444 # DEPENDENCYPART_GRANDPAR
(21,29),(29,12),-1.4582 # DEPENDENCYPART_GRANDPAR
(21,29),(29,13),-1.28148 # DEPENDENCYPART_GRANDPAR
(21,29),(29,14),-1.40963 # DEPENDENCYPART_GRANDPAR
(21,29),(29,15),-1.63364 # DEPENDENCYPART_GRANDPAR
(21,29),(29,17),-1.28779 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),-1.25306 # DEPENDENCYPART_GRANDPAR
(21,29),(29,21),-0.735411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,29),(29,22),0.110378 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.00349691 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),1.05086 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.0178888 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.190791 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.14957 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.0246489 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.362446 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.316708 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.236861 # DEPENDENCYPART_GRANDPAR
(21,29),(29,33),-0.355865 # DEPENDENCYPART_GRANDPAR
(21,29),(29,35),-0.341795 # DEPENDENCYPART_GRANDPAR
(21,29),(29,36),-1.13929 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.409756 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.292545 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.429971 # DEPENDENCYPART_GRANDPAR
(21,31),(31,25),0.196511 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),-0.169562 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.454773 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.400361 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.40779 # DEPENDENCYPART_GRANDPAR
(21,31),(31,35),-0.518569 # DEPENDENCYPART_GRANDPAR
(21,31),(31,36),-1.11862 # DEPENDENCYPART_GRANDPAR
(21,33),(33,31),-0.309787 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.30897 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.668027 # DEPENDENCYPART_GRANDPAR
(21,33),(33,35),-0.162934 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.239415 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.43141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,20),-0.837628 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.440142 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.165829 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.223218 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.599524 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.471702 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.770683 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.348328 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.0762933 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.0324905 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.837417 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.665612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,24),0.094552 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.906389 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.287982 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.44616 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.319598 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.834152 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.341374 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.0633985 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.134206 # DEPENDENCYPART_GRANDPAR
(22,26),(26,35),0.0313153 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.760394 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.760904 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.32292 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.27513 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.406541 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.86299 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.181272 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.195222 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.0682954 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.186608 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.314539 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.20061 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.0695113 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.0932287 # DEPENDENCYPART_GRANDPAR
(23,26),(26,35),-0.159961 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.218849 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.212747 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.217902 # DEPENDENCYPART_GRANDPAR
(23,28),(28,2),-1.60286 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-1.29534 # DEPENDENCYPART_GRANDPAR
(23,28),(28,7),-1.55089 # DEPENDENCYPART_GRANDPAR
(23,28),(28,8),-1.12213 # DEPENDENCYPART_GRANDPAR
(23,28),(28,9),-1.57253 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-1.58729 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-1.47365 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-1.46202 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.733512 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.303106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),1.9558 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.0383201 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.585452 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.044546 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),0.489749 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.129424 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),0.0536768 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),0.147391 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),0.0423157 # DEPENDENCYPART_GRANDPAR
(23,28),(28,35),0.0935326 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.8337 # DEPENDENCYPART_GRANDPAR
(23,29),(29,2),-1.60286 # DEPENDENCYPART_GRANDPAR
(23,29),(29,5),-1.29534 # DEPENDENCYPART_GRANDPAR
(23,29),(29,7),-1.55089 # DEPENDENCYPART_GRANDPAR
(23,29),(29,8),-1.12214 # DEPENDENCYPART_GRANDPAR
(23,29),(29,9),-1.57253 # DEPENDENCYPART_GRANDPAR
(23,29),(29,12),-1.61263 # DEPENDENCYPART_GRANDPAR
(23,29),(29,13),-1.13876 # DEPENDENCYPART_GRANDPAR
(23,29),(29,14),-1.30429 # DEPENDENCYPART_GRANDPAR
(23,29),(29,15),-1.58729 # DEPENDENCYPART_GRANDPAR
(23,29),(29,17),-1.47365 # DEPENDENCYPART_GRANDPAR
(23,29),(29,19),-1.46202 # DEPENDENCYPART_GRANDPAR
(23,29),(29,21),-0.733512 # DEPENDENCYPART_GRANDPAR
(23,29),(29,22),-0.644997 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.279702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,29),(29,24),1.97308 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.0401483 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),0.609135 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.0392012 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),0.544952 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.13939 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),0.0554722 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),0.144074 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),0.0497669 # DEPENDENCYPART_GRANDPAR
(23,29),(29,35),0.095328 # DEPENDENCYPART_GRANDPAR
(23,29),(29,36),-0.839103 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.0356925 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),0.11111 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.0272224 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.170833 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.132686 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.216515 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.0721003 # DEPENDENCYPART_GRANDPAR
(23,31),(31,33),-0.0754233 # DEPENDENCYPART_GRANDPAR
(23,31),(31,35),-0.178173 # DEPENDENCYPART_GRANDPAR
(23,31),(31,36),-0.832779 # DEPENDENCYPART_GRANDPAR
(23,33),(33,31),0.0755481 # DEPENDENCYPART_GRANDPAR
(23,33),(33,32),0.110375 # DEPENDENCYPART_GRANDPAR
(23,33),(33,34),-0.25099 # DEPENDENCYPART_GRANDPAR
(23,33),(33,35),0.233738 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.11295 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.763541 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.633144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.204277 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.00752088 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0868793 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.213041 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.265194 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.192397 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.335736 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.496106 # DEPENDENCYPART_GRANDPAR
(24,26),(26,35),-0.0438085 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),0.491815 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),0.776199 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.65859 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0281641 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.125727 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.93868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,26),-1.86273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,25),-0.721546 # DEPENDENCYPART_GRANDPAR
(26,27),(27,28),-0.451557 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.578213 # DEPENDENCYPART_GRANDPAR
(26,28),(28,2),-1.58343 # DEPENDENCYPART_GRANDPAR
(26,28),(28,5),-1.43527 # DEPENDENCYPART_GRANDPAR
(26,28),(28,7),-1.53572 # DEPENDENCYPART_GRANDPAR
(26,28),(28,8),-0.734595 # DEPENDENCYPART_GRANDPAR
(26,28),(28,9),-1.32285 # DEPENDENCYPART_GRANDPAR
(26,28),(28,15),-1.71576 # DEPENDENCYPART_GRANDPAR
(26,28),(28,17),-1.36694 # DEPENDENCYPART_GRANDPAR
(26,28),(28,19),-1.32338 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.975389 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-1.04317 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-1.28887 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.767901 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-1.06651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.00190522 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.0621528 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.494797 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.360499 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.389596 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.339055 # DEPENDENCYPART_GRANDPAR
(26,28),(28,35),-0.358645 # DEPENDENCYPART_GRANDPAR
(26,28),(28,36),-0.809019 # DEPENDENCYPART_GRANDPAR
(26,29),(29,2),-1.58343 # DEPENDENCYPART_GRANDPAR
(26,29),(29,5),-1.43527 # DEPENDENCYPART_GRANDPAR
(26,29),(29,7),-1.53572 # DEPENDENCYPART_GRANDPAR
(26,29),(29,8),-0.734596 # DEPENDENCYPART_GRANDPAR
(26,29),(29,9),-1.32285 # DEPENDENCYPART_GRANDPAR
(26,29),(29,12),-1.51569 # DEPENDENCYPART_GRANDPAR
(26,29),(29,13),-1.59359 # DEPENDENCYPART_GRANDPAR
(26,29),(29,14),-1.65729 # DEPENDENCYPART_GRANDPAR
(26,29),(29,15),-1.71576 # DEPENDENCYPART_GRANDPAR
(26,29),(29,17),-1.36694 # DEPENDENCYPART_GRANDPAR
(26,29),(29,19),-1.32338 # DEPENDENCYPART_GRANDPAR
(26,29),(29,21),-0.975389 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.6323 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-1.04317 # DEPENDENCYPART_GRANDPAR
(26,29),(29,24),-1.28887 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.767902 # DEPENDENCYPART_GRANDPAR
(26,29),(29,26),-1.04155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,29),(29,27),0.00465009 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),-0.247835 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.494775 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.346135 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.382924 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.321612 # DEPENDENCYPART_GRANDPAR
(26,29),(29,35),-0.344282 # DEPENDENCYPART_GRANDPAR
(26,29),(29,36),-0.80179 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.438973 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.434354 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.385065 # DEPENDENCYPART_GRANDPAR
(26,31),(31,25),-0.748447 # DEPENDENCYPART_GRANDPAR
(26,31),(31,27),0.00032541 # DEPENDENCYPART_GRANDPAR
(26,31),(31,30),-0.576419 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.528196 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.343874 # DEPENDENCYPART_GRANDPAR
(26,31),(31,35),-0.505533 # DEPENDENCYPART_GRANDPAR
(26,31),(31,36),-0.757869 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),-0.554668 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),-0.544138 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),-0.237951 # DEPENDENCYPART_GRANDPAR
(26,32),(32,35),-0.431102 # DEPENDENCYPART_GRANDPAR
(26,32),(32,36),-0.965241 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),-0.33643 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.453084 # DEPENDENCYPART_GRANDPAR
(26,33),(33,34),-0.860985 # DEPENDENCYPART_GRANDPAR
(26,33),(33,35),-0.189473 # DEPENDENCYPART_GRANDPAR
(26,35),(35,30),-0.575993 # DEPENDENCYPART_GRANDPAR
(26,35),(35,32),-0.345769 # DEPENDENCYPART_GRANDPAR
(26,35),(35,33),-0.315056 # DEPENDENCYPART_GRANDPAR
(26,35),(35,34),-0.716368 # DEPENDENCYPART_GRANDPAR
(27,28),(28,2),-1.46222 # DEPENDENCYPART_GRANDPAR
(27,28),(28,5),-1.05886 # DEPENDENCYPART_GRANDPAR
(27,28),(28,7),-1.32152 # DEPENDENCYPART_GRANDPAR
(27,28),(28,8),-0.0940316 # DEPENDENCYPART_GRANDPAR
(27,28),(28,9),-1.25896 # DEPENDENCYPART_GRANDPAR
(27,28),(28,15),-0.956472 # DEPENDENCYPART_GRANDPAR
(27,28),(28,17),-1.16286 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-1.09226 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.944424 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-0.888615 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-0.889359 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.76814 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.592811 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.00797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.193876 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.470528 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.176828 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),-0.392021 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.586156 # DEPENDENCYPART_GRANDPAR
(27,28),(28,35),-0.30534 # DEPENDENCYPART_GRANDPAR
(27,28),(28,36),-0.786877 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.193399 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.42889 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.53798 # DEPENDENCYPART_GRANDPAR
(28,2),(2,1),-0.882835 # DEPENDENCYPART_GRANDPAR
(28,2),(2,3),-0.59087 # DEPENDENCYPART_GRANDPAR
(28,2),(2,4),-0.35428 # DEPENDENCYPART_GRANDPAR
(28,2),(2,5),-0.688137 # DEPENDENCYPART_GRANDPAR
(28,2),(2,6),-0.304883 # DEPENDENCYPART_GRANDPAR
(28,2),(2,7),-0.159487 # DEPENDENCYPART_GRANDPAR
(28,2),(2,9),0.216361 # DEPENDENCYPART_GRANDPAR
(28,2),(2,10),-0.419788 # DEPENDENCYPART_GRANDPAR
(28,2),(2,12),-0.0942803 # DEPENDENCYPART_GRANDPAR
(28,2),(2,13),-0.107747 # DEPENDENCYPART_GRANDPAR
(28,2),(2,14),-0.023717 # DEPENDENCYPART_GRANDPAR
(28,2),(2,15),-0.497281 # DEPENDENCYPART_GRANDPAR
(28,2),(2,17),-0.113109 # DEPENDENCYPART_GRANDPAR
(28,2),(2,18),-0.600073 # DEPENDENCYPART_GRANDPAR
(28,2),(2,19),0.543137 # DEPENDENCYPART_GRANDPAR
(28,2),(2,21),-0.00390032 # DEPENDENCYPART_GRANDPAR
(28,2),(2,22),-0.053477 # DEPENDENCYPART_GRANDPAR
(28,2),(2,36),-1.75571 # DEPENDENCYPART_GRANDPAR
(28,7),(7,1),-0.893066 # DEPENDENCYPART_GRANDPAR
(28,7),(7,2),-0.309077 # DEPENDENCYPART_GRANDPAR
(28,7),(7,3),-0.691782 # DEPENDENCYPART_GRANDPAR
(28,7),(7,5),-0.797798 # DEPENDENCYPART_GRANDPAR
(28,7),(7,6),-0.610429 # DEPENDENCYPART_GRANDPAR
(28,7),(7,8),-0.800316 # DEPENDENCYPART_GRANDPAR
(28,7),(7,9),0.215697 # DEPENDENCYPART_GRANDPAR
(28,7),(7,10),-0.420464 # DEPENDENCYPART_GRANDPAR
(28,7),(7,12),-0.0949555 # DEPENDENCYPART_GRANDPAR
(28,7),(7,13),-0.108375 # DEPENDENCYPART_GRANDPAR
(28,7),(7,14),-0.0243455 # DEPENDENCYPART_GRANDPAR
(28,7),(7,15),-0.497949 # DEPENDENCYPART_GRANDPAR
(28,7),(7,17),-0.113785 # DEPENDENCYPART_GRANDPAR
(28,7),(7,18),-0.596093 # DEPENDENCYPART_GRANDPAR
(28,7),(7,19),0.542472 # DEPENDENCYPART_GRANDPAR
(28,7),(7,21),-0.00457551 # DEPENDENCYPART_GRANDPAR
(28,7),(7,22),-0.0541485 # DEPENDENCYPART_GRANDPAR
(28,7),(7,24),-0.457641 # DEPENDENCYPART_GRANDPAR
(28,7),(7,26),0.19588 # DEPENDENCYPART_GRANDPAR
(28,7),(7,27),0.0280597 # DEPENDENCYPART_GRANDPAR
(28,7),(7,28),-1.78761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,7),(7,29),-0.457243 # DEPENDENCYPART_GRANDPAR
(28,7),(7,36),-1.75571 # DEPENDENCYPART_GRANDPAR
(28,8),(8,9),0.0116894 # DEPENDENCYPART_GRANDPAR
(28,8),(8,10),-0.668994 # DEPENDENCYPART_GRANDPAR
(28,9),(9,1),-1.12615 # DEPENDENCYPART_GRANDPAR
(28,9),(9,2),-0.258978 # DEPENDENCYPART_GRANDPAR
(28,9),(9,3),-0.78407 # DEPENDENCYPART_GRANDPAR
(28,9),(9,4),-0.649674 # DEPENDENCYPART_GRANDPAR
(28,9),(9,5),-0.510016 # DEPENDENCYPART_GRANDPAR
(28,9),(9,7),-0.451902 # DEPENDENCYPART_GRANDPAR
(28,9),(9,8),-1.11206 # DEPENDENCYPART_GRANDPAR
(28,9),(9,10),-0.588521 # DEPENDENCYPART_GRANDPAR
(28,9),(9,12),-0.328137 # DEPENDENCYPART_GRANDPAR
(28,9),(9,13),-0.239176 # DEPENDENCYPART_GRANDPAR
(28,9),(9,14),-0.137165 # DEPENDENCYPART_GRANDPAR
(28,9),(9,15),0.195268 # DEPENDENCYPART_GRANDPAR
(28,9),(9,17),-0.346994 # DEPENDENCYPART_GRANDPAR
(28,9),(9,18),-0.222939 # DEPENDENCYPART_GRANDPAR
(28,9),(9,19),0.348019 # DEPENDENCYPART_GRANDPAR
(28,9),(9,21),-0.237763 # DEPENDENCYPART_GRANDPAR
