# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(29,26),(26,14),-0.29705 # DEPENDENCYPART_GRANDPAR
(29,26),(26,15),-0.382825 # DEPENDENCYPART_GRANDPAR
(29,26),(26,16),0.224113 # DEPENDENCYPART_GRANDPAR
(29,26),(26,17),-0.141889 # DEPENDENCYPART_GRANDPAR
(29,26),(26,18),-0.0181157 # DEPENDENCYPART_GRANDPAR
(29,26),(26,19),-0.875008 # DEPENDENCYPART_GRANDPAR
(29,26),(26,20),-0.236843 # DEPENDENCYPART_GRANDPAR
(29,26),(26,21),0.00605948 # DEPENDENCYPART_GRANDPAR
(29,26),(26,22),-0.211121 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),0.0331626 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.570936 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.233166 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),0.599176 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.224557 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.98079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,30),-0.611785 # DEPENDENCYPART_GRANDPAR
(29,26),(26,31),-1.29902 # DEPENDENCYPART_GRANDPAR
(29,26),(26,32),-1.35414 # DEPENDENCYPART_GRANDPAR
(29,26),(26,33),-1.85042 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.131236 # DEPENDENCYPART_GRANDPAR
(29,28),(28,30),-0.226739 # DEPENDENCYPART_GRANDPAR
(29,30),(30,31),-0.100173 # DEPENDENCYPART_GRANDPAR
(29,30),(30,32),-0.22664 # DEPENDENCYPART_GRANDPAR
(29,31),(31,1),-0.401025 # DEPENDENCYPART_GRANDPAR
(29,31),(31,4),-1.66925 # DEPENDENCYPART_GRANDPAR
(29,31),(31,5),-2.11367 # DEPENDENCYPART_GRANDPAR
(29,31),(31,7),-1.41087 # DEPENDENCYPART_GRANDPAR
(29,31),(31,12),-1.42035 # DEPENDENCYPART_GRANDPAR
(29,31),(31,15),-1.3455 # DEPENDENCYPART_GRANDPAR
(29,31),(31,17),-1.16325 # DEPENDENCYPART_GRANDPAR
(29,31),(31,21),-1.02278 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-1.12926 # DEPENDENCYPART_GRANDPAR
(29,31),(31,23),-0.597993 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-1.16012 # DEPENDENCYPART_GRANDPAR
(29,31),(31,25),-1.31553 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-1.12433 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-0.834063 # DEPENDENCYPART_GRANDPAR
(29,31),(31,28),-0.794327 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.696897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.0771355 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.234116 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),-0.783714 # DEPENDENCYPART_GRANDPAR
(29,32),(32,1),-0.399223 # DEPENDENCYPART_GRANDPAR
(29,32),(32,4),-1.66902 # DEPENDENCYPART_GRANDPAR
(29,32),(32,5),-2.11189 # DEPENDENCYPART_GRANDPAR
(29,32),(32,7),-1.41038 # DEPENDENCYPART_GRANDPAR
(29,32),(32,12),-1.42013 # DEPENDENCYPART_GRANDPAR
(29,32),(32,13),-1.36432 # DEPENDENCYPART_GRANDPAR
(29,32),(32,14),-1.49665 # DEPENDENCYPART_GRANDPAR
(29,32),(32,15),-1.34372 # DEPENDENCYPART_GRANDPAR
(29,32),(32,17),-1.16275 # DEPENDENCYPART_GRANDPAR
(29,32),(32,20),-1.26994 # DEPENDENCYPART_GRANDPAR
(29,32),(32,21),-1.02256 # DEPENDENCYPART_GRANDPAR
(29,32),(32,22),-1.12875 # DEPENDENCYPART_GRANDPAR
(29,32),(32,23),-0.597484 # DEPENDENCYPART_GRANDPAR
(29,32),(32,24),-1.15919 # DEPENDENCYPART_GRANDPAR
(29,32),(32,25),-1.31531 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-1.12411 # DEPENDENCYPART_GRANDPAR
(29,32),(32,27),-0.833552 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.793816 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.707023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.0772803 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.214009 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.711814 # DEPENDENCYPART_GRANDPAR
(30,31),(31,1),-1.12214 # DEPENDENCYPART_GRANDPAR
(30,31),(31,4),-1.34731 # DEPENDENCYPART_GRANDPAR
(30,31),(31,5),-1.37473 # DEPENDENCYPART_GRANDPAR
(30,31),(31,7),-1.32611 # DEPENDENCYPART_GRANDPAR
(30,31),(31,12),-1.23855 # DEPENDENCYPART_GRANDPAR
(30,31),(31,15),-1.16139 # DEPENDENCYPART_GRANDPAR
(30,31),(31,17),-1.29424 # DEPENDENCYPART_GRANDPAR
(30,31),(31,21),-1.16269 # DEPENDENCYPART_GRANDPAR
(30,31),(31,22),-1.04324 # DEPENDENCYPART_GRANDPAR
(30,31),(31,23),-0.677247 # DEPENDENCYPART_GRANDPAR
(30,31),(31,24),-1.34045 # DEPENDENCYPART_GRANDPAR
(30,31),(31,25),-1.25699 # DEPENDENCYPART_GRANDPAR
(30,31),(31,26),-1.31932 # DEPENDENCYPART_GRANDPAR
(30,31),(31,27),-0.953635 # DEPENDENCYPART_GRANDPAR
(30,31),(31,28),-1.35487 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-1.58182 # DEPENDENCYPART_GRANDPAR
(30,31),(31,30),-0.478196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,31),(31,32),0.292284 # DEPENDENCYPART_GRANDPAR
(30,31),(31,33),-0.462756 # DEPENDENCYPART_GRANDPAR
(30,32),(32,1),-1.12216 # DEPENDENCYPART_GRANDPAR
(30,32),(32,4),-1.34966 # DEPENDENCYPART_GRANDPAR
(30,32),(32,5),-1.37456 # DEPENDENCYPART_GRANDPAR
(30,32),(32,7),-1.327 # DEPENDENCYPART_GRANDPAR
(30,32),(32,12),-1.24089 # DEPENDENCYPART_GRANDPAR
(30,32),(32,13),-1.31754 # DEPENDENCYPART_GRANDPAR
(30,32),(32,14),-1.17278 # DEPENDENCYPART_GRANDPAR
(30,32),(32,15),-1.16122 # DEPENDENCYPART_GRANDPAR
(30,32),(32,17),-1.29513 # DEPENDENCYPART_GRANDPAR
(30,32),(32,20),-1.29298 # DEPENDENCYPART_GRANDPAR
(30,32),(32,21),-1.16503 # DEPENDENCYPART_GRANDPAR
(30,32),(32,22),-1.04412 # DEPENDENCYPART_GRANDPAR
(30,32),(32,23),-0.678128 # DEPENDENCYPART_GRANDPAR
(30,32),(32,24),-1.34092 # DEPENDENCYPART_GRANDPAR
(30,32),(32,25),-1.25934 # DEPENDENCYPART_GRANDPAR
(30,32),(32,26),-1.32167 # DEPENDENCYPART_GRANDPAR
(30,32),(32,27),-0.954516 # DEPENDENCYPART_GRANDPAR
(30,32),(32,28),-1.35575 # DEPENDENCYPART_GRANDPAR
(30,32),(32,29),-1.58417 # DEPENDENCYPART_GRANDPAR
(30,32),(32,30),-0.500267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,32),(32,31),0.488899 # DEPENDENCYPART_GRANDPAR
(30,32),(32,33),-0.459809 # DEPENDENCYPART_GRANDPAR
(31,1),(1,3),-0.861176 # DEPENDENCYPART_GRANDPAR
(31,1),(1,4),-1.03399 # DEPENDENCYPART_GRANDPAR
(31,1),(1,8),-0.538998 # DEPENDENCYPART_GRANDPAR
(31,4),(4,1),0.660709 # DEPENDENCYPART_GRANDPAR
(31,4),(4,2),-1.30765 # DEPENDENCYPART_GRANDPAR
(31,4),(4,3),-0.624365 # DEPENDENCYPART_GRANDPAR
(31,4),(4,5),-0.500659 # DEPENDENCYPART_GRANDPAR
(31,4),(4,7),-0.568277 # DEPENDENCYPART_GRANDPAR
(31,4),(4,8),-0.444237 # DEPENDENCYPART_GRANDPAR
(31,4),(4,10),-0.292934 # DEPENDENCYPART_GRANDPAR
(31,4),(4,12),-0.735988 # DEPENDENCYPART_GRANDPAR
(31,4),(4,13),-0.43574 # DEPENDENCYPART_GRANDPAR
(31,4),(4,14),-0.278646 # DEPENDENCYPART_GRANDPAR
(31,4),(4,21),-0.25416 # DEPENDENCYPART_GRANDPAR
(31,4),(4,25),-0.516483 # DEPENDENCYPART_GRANDPAR
(31,4),(4,26),-0.295199 # DEPENDENCYPART_GRANDPAR
(31,4),(4,27),0.136772 # DEPENDENCYPART_GRANDPAR
(31,4),(4,29),-0.16341 # DEPENDENCYPART_GRANDPAR
(31,4),(4,31),-1.86814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,4),(4,32),-0.700739 # DEPENDENCYPART_GRANDPAR
(31,4),(4,33),-1.55274 # DEPENDENCYPART_GRANDPAR
(31,5),(5,7),-0.909211 # DEPENDENCYPART_GRANDPAR
(31,5),(5,8),-0.733453 # DEPENDENCYPART_GRANDPAR
(31,7),(7,1),-0.0715129 # DEPENDENCYPART_GRANDPAR
(31,7),(7,2),-1.14281 # DEPENDENCYPART_GRANDPAR
(31,7),(7,3),-0.81145 # DEPENDENCYPART_GRANDPAR
(31,7),(7,4),-1.0161 # DEPENDENCYPART_GRANDPAR
(31,7),(7,5),-1.858 # DEPENDENCYPART_GRANDPAR
(31,7),(7,6),-0.697901 # DEPENDENCYPART_GRANDPAR
(31,7),(7,8),-0.245627 # DEPENDENCYPART_GRANDPAR
(31,7),(7,10),-0.0439865 # DEPENDENCYPART_GRANDPAR
(31,7),(7,12),-0.566264 # DEPENDENCYPART_GRANDPAR
(31,7),(7,13),-0.195884 # DEPENDENCYPART_GRANDPAR
(31,7),(7,14),-0.591948 # DEPENDENCYPART_GRANDPAR
(31,7),(7,15),-0.761114 # DEPENDENCYPART_GRANDPAR
(31,7),(7,17),0.0147906 # DEPENDENCYPART_GRANDPAR
(31,7),(7,18),-0.0195465 # DEPENDENCYPART_GRANDPAR
(31,7),(7,33),-1.30555 # DEPENDENCYPART_GRANDPAR
(31,12),(12,1),0.579241 # DEPENDENCYPART_GRANDPAR
(31,12),(12,3),-0.693708 # DEPENDENCYPART_GRANDPAR
(31,12),(12,4),-1.06953 # DEPENDENCYPART_GRANDPAR
(31,12),(12,5),-1.54648 # DEPENDENCYPART_GRANDPAR
(31,12),(12,7),-0.613046 # DEPENDENCYPART_GRANDPAR
(31,12),(12,8),-0.516578 # DEPENDENCYPART_GRANDPAR
(31,12),(12,10),-0.279882 # DEPENDENCYPART_GRANDPAR
(31,12),(12,11),-0.580783 # DEPENDENCYPART_GRANDPAR
(31,12),(12,13),-0.504275 # DEPENDENCYPART_GRANDPAR
(31,12),(12,14),-0.339651 # DEPENDENCYPART_GRANDPAR
(31,12),(12,15),-0.180429 # DEPENDENCYPART_GRANDPAR
(31,12),(12,17),-0.286941 # DEPENDENCYPART_GRANDPAR
(31,12),(12,18),-0.197889 # DEPENDENCYPART_GRANDPAR
(31,12),(12,21),-0.316667 # DEPENDENCYPART_GRANDPAR
(31,12),(12,22),-0.461674 # DEPENDENCYPART_GRANDPAR
(31,12),(12,26),-0.357737 # DEPENDENCYPART_GRANDPAR
(31,12),(12,29),-0.223406 # DEPENDENCYPART_GRANDPAR
(31,12),(12,31),-1.85046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,12),(12,32),-0.683054 # DEPENDENCYPART_GRANDPAR
(31,12),(12,33),-1.53517 # DEPENDENCYPART_GRANDPAR
(31,15),(15,14),-0.680872 # DEPENDENCYPART_GRANDPAR
(31,15),(15,17),-0.576777 # DEPENDENCYPART_GRANDPAR
(31,15),(15,18),-0.507373 # DEPENDENCYPART_GRANDPAR
(31,17),(17,8),-0.372861 # DEPENDENCYPART_GRANDPAR
(31,17),(17,13),-0.463782 # DEPENDENCYPART_GRANDPAR
(31,17),(17,14),-0.772714 # DEPENDENCYPART_GRANDPAR
(31,17),(17,15),-1.14337 # DEPENDENCYPART_GRANDPAR
(31,17),(17,16),0.166542 # DEPENDENCYPART_GRANDPAR
(31,17),(17,18),-0.00543964 # DEPENDENCYPART_GRANDPAR
(31,17),(17,20),-0.195006 # DEPENDENCYPART_GRANDPAR
(31,17),(17,21),-0.0602045 # DEPENDENCYPART_GRANDPAR
(31,17),(17,22),-0.432183 # DEPENDENCYPART_GRANDPAR
(31,17),(17,23),0.0355147 # DEPENDENCYPART_GRANDPAR
(31,17),(17,25),-0.373804 # DEPENDENCYPART_GRANDPAR
(31,17),(17,26),-0.106321 # DEPENDENCYPART_GRANDPAR
(31,17),(17,29),-0.0461898 # DEPENDENCYPART_GRANDPAR
(31,21),(21,1),0.60792 # DEPENDENCYPART_GRANDPAR
(31,21),(21,3),-0.658371 # DEPENDENCYPART_GRANDPAR
(31,21),(21,4),-1.01461 # DEPENDENCYPART_GRANDPAR
(31,21),(21,5),-1.51641 # DEPENDENCYPART_GRANDPAR
(31,21),(21,7),-0.577709 # DEPENDENCYPART_GRANDPAR
(31,21),(21,10),-0.244718 # DEPENDENCYPART_GRANDPAR
(31,21),(21,12),-0.948968 # DEPENDENCYPART_GRANDPAR
(31,21),(21,13),-0.524975 # DEPENDENCYPART_GRANDPAR
(31,21),(21,14),-0.468485 # DEPENDENCYPART_GRANDPAR
(31,21),(21,15),-0.858424 # DEPENDENCYPART_GRANDPAR
(31,21),(21,16),0.00951642 # DEPENDENCYPART_GRANDPAR
(31,21),(21,17),-0.247421 # DEPENDENCYPART_GRANDPAR
(31,21),(21,18),-0.259854 # DEPENDENCYPART_GRANDPAR
(31,21),(21,19),-0.712869 # DEPENDENCYPART_GRANDPAR
(31,21),(21,20),-0.354982 # DEPENDENCYPART_GRANDPAR
(31,21),(21,22),-0.395064 # DEPENDENCYPART_GRANDPAR
(31,21),(21,23),-0.207347 # DEPENDENCYPART_GRANDPAR
(31,21),(21,25),-0.507922 # DEPENDENCYPART_GRANDPAR
(31,21),(21,26),-0.300856 # DEPENDENCYPART_GRANDPAR
(31,21),(21,27),0.12028 # DEPENDENCYPART_GRANDPAR
(31,21),(21,28),-0.286687 # DEPENDENCYPART_GRANDPAR
(31,21),(21,29),-0.166525 # DEPENDENCYPART_GRANDPAR
(31,21),(21,30),-0.208718 # DEPENDENCYPART_GRANDPAR
(31,21),(21,31),-1.85046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,21),(21,32),-0.683052 # DEPENDENCYPART_GRANDPAR
(31,21),(21,33),-1.53517 # DEPENDENCYPART_GRANDPAR
(31,22),(22,18),-0.00644396 # DEPENDENCYPART_GRANDPAR
(31,22),(22,23),-0.0192224 # DEPENDENCYPART_GRANDPAR
(31,22),(22,25),-0.506664 # DEPENDENCYPART_GRANDPAR
(31,22),(22,27),0.147267 # DEPENDENCYPART_GRANDPAR
(31,22),(22,30),-0.136568 # DEPENDENCYPART_GRANDPAR
(31,23),(23,16),-0.202477 # DEPENDENCYPART_GRANDPAR
(31,23),(23,19),-0.805197 # DEPENDENCYPART_GRANDPAR
(31,23),(23,21),-0.388349 # DEPENDENCYPART_GRANDPAR
(31,23),(23,22),-0.455513 # DEPENDENCYPART_GRANDPAR
(31,23),(23,24),-0.542935 # DEPENDENCYPART_GRANDPAR
(31,23),(23,25),-0.55549 # DEPENDENCYPART_GRANDPAR
(31,23),(23,26),-0.283573 # DEPENDENCYPART_GRANDPAR
(31,23),(23,27),-0.0143714 # DEPENDENCYPART_GRANDPAR
(31,23),(23,29),-0.220792 # DEPENDENCYPART_GRANDPAR
(31,23),(23,30),-0.283491 # DEPENDENCYPART_GRANDPAR
(31,23),(23,31),-1.57313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,23),(23,32),-0.405729 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.16702 # DEPENDENCYPART_GRANDPAR
(31,24),(24,25),-0.555575 # DEPENDENCYPART_GRANDPAR
(31,25),(25,5),-1.55576 # DEPENDENCYPART_GRANDPAR
(31,25),(25,7),-0.647144 # DEPENDENCYPART_GRANDPAR
(31,25),(25,14),-0.548448 # DEPENDENCYPART_GRANDPAR
(31,25),(25,15),-0.897778 # DEPENDENCYPART_GRANDPAR
(31,25),(25,17),-0.316532 # DEPENDENCYPART_GRANDPAR
(31,25),(25,22),-0.459646 # DEPENDENCYPART_GRANDPAR
(31,25),(25,23),-0.222176 # DEPENDENCYPART_GRANDPAR
(31,25),(25,24),-1.11363 # DEPENDENCYPART_GRANDPAR
(31,25),(25,26),-0.339445 # DEPENDENCYPART_GRANDPAR
(31,25),(25,27),0.11213 # DEPENDENCYPART_GRANDPAR
(31,25),(25,28),-0.295094 # DEPENDENCYPART_GRANDPAR
(31,25),(25,29),-0.205114 # DEPENDENCYPART_GRANDPAR
(31,25),(25,30),-0.246318 # DEPENDENCYPART_GRANDPAR
(31,25),(25,31),-1.85103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,25),(25,33),-1.53562 # DEPENDENCYPART_GRANDPAR
(31,26),(26,1),0.598291 # DEPENDENCYPART_GRANDPAR
(31,26),(26,3),-0.67765 # DEPENDENCYPART_GRANDPAR
(31,26),(26,4),-1.02026 # DEPENDENCYPART_GRANDPAR
(31,26),(26,5),-1.52599 # DEPENDENCYPART_GRANDPAR
(31,26),(26,7),-0.596989 # DEPENDENCYPART_GRANDPAR
(31,26),(26,12),-0.954644 # DEPENDENCYPART_GRANDPAR
(31,26),(26,13),-0.530651 # DEPENDENCYPART_GRANDPAR
(31,26),(26,14),-0.503199 # DEPENDENCYPART_GRANDPAR
(31,26),(26,15),-0.868004 # DEPENDENCYPART_GRANDPAR
(31,26),(26,16),0.000374857 # DEPENDENCYPART_GRANDPAR
(31,26),(26,17),-0.266701 # DEPENDENCYPART_GRANDPAR
(31,26),(26,18),-0.268718 # DEPENDENCYPART_GRANDPAR
(31,26),(26,19),-0.722011 # DEPENDENCYPART_GRANDPAR
(31,26),(26,20),-0.374261 # DEPENDENCYPART_GRANDPAR
(31,26),(26,21),-0.395492 # DEPENDENCYPART_GRANDPAR
(31,26),(26,22),-0.399164 # DEPENDENCYPART_GRANDPAR
(31,26),(26,23),-0.179295 # DEPENDENCYPART_GRANDPAR
(31,26),(26,24),-1.02471 # DEPENDENCYPART_GRANDPAR
(31,26),(26,25),-0.633754 # DEPENDENCYPART_GRANDPAR
(31,26),(26,27),0.152538 # DEPENDENCYPART_GRANDPAR
(31,26),(26,28),-0.28253 # DEPENDENCYPART_GRANDPAR
(31,26),(26,29),-0.162625 # DEPENDENCYPART_GRANDPAR
(31,26),(26,30),-0.211785 # DEPENDENCYPART_GRANDPAR
(31,26),(26,31),-1.85046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,26),(26,32),-0.683057 # DEPENDENCYPART_GRANDPAR
(31,26),(26,33),-1.53517 # DEPENDENCYPART_GRANDPAR
(31,28),(28,27),-0.345625 # DEPENDENCYPART_GRANDPAR
(31,28),(28,30),-0.103977 # DEPENDENCYPART_GRANDPAR
(31,29),(29,5),-1.5503 # DEPENDENCYPART_GRANDPAR
(31,29),(29,15),-0.892313 # DEPENDENCYPART_GRANDPAR
(31,29),(29,17),-0.272682 # DEPENDENCYPART_GRANDPAR
(31,29),(29,22),-0.422077 # DEPENDENCYPART_GRANDPAR
(31,29),(29,23),-0.194134 # DEPENDENCYPART_GRANDPAR
(31,29),(29,24),-1.05259 # DEPENDENCYPART_GRANDPAR
(31,29),(29,25),-0.657769 # DEPENDENCYPART_GRANDPAR
(31,29),(29,26),-0.470105 # DEPENDENCYPART_GRANDPAR
(31,29),(29,27),-0.111589 # DEPENDENCYPART_GRANDPAR
(31,29),(29,28),-0.519817 # DEPENDENCYPART_GRANDPAR
(31,29),(29,30),-0.230729 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-1.85046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,32),-0.683058 # DEPENDENCYPART_GRANDPAR
(31,29),(29,33),-1.53517 # DEPENDENCYPART_GRANDPAR
(31,30),(30,31),-1.58215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,30),(30,32),-0.414746 # DEPENDENCYPART_GRANDPAR
(31,32),(32,1),-0.964358 # DEPENDENCYPART_GRANDPAR
(31,32),(32,4),-2.0893 # DEPENDENCYPART_GRANDPAR
(31,32),(32,5),-2.50207 # DEPENDENCYPART_GRANDPAR
(31,32),(32,7),-1.66258 # DEPENDENCYPART_GRANDPAR
(31,32),(32,12),-1.97773 # DEPENDENCYPART_GRANDPAR
(31,32),(32,13),-1.59093 # DEPENDENCYPART_GRANDPAR
(31,32),(32,14),-1.72399 # DEPENDENCYPART_GRANDPAR
(31,32),(32,15),-1.84408 # DEPENDENCYPART_GRANDPAR
(31,32),(32,17),-1.3308 # DEPENDENCYPART_GRANDPAR
(31,32),(32,20),-1.45059 # DEPENDENCYPART_GRANDPAR
(31,32),(32,21),-1.46081 # DEPENDENCYPART_GRANDPAR
(31,32),(32,22),-1.33592 # DEPENDENCYPART_GRANDPAR
(31,32),(32,23),-0.850768 # DEPENDENCYPART_GRANDPAR
(31,32),(32,24),-1.64214 # DEPENDENCYPART_GRANDPAR
(31,32),(32,25),-1.7526 # DEPENDENCYPART_GRANDPAR
(31,32),(32,26),-1.50934 # DEPENDENCYPART_GRANDPAR
(31,32),(32,27),-1.30857 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-1.3702 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-1.48035 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.988017 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.731095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.378302 # DEPENDENCYPART_GRANDPAR
(32,1),(1,3),-0.784787 # DEPENDENCYPART_GRANDPAR
(32,1),(1,4),-0.989454 # DEPENDENCYPART_GRANDPAR
(32,1),(1,8),-0.756486 # DEPENDENCYPART_GRANDPAR
(32,4),(4,1),0.419769 # DEPENDENCYPART_GRANDPAR
(32,4),(4,2),-1.27241 # DEPENDENCYPART_GRANDPAR
(32,4),(4,3),-0.593074 # DEPENDENCYPART_GRANDPAR
(32,4),(4,5),-0.903519 # DEPENDENCYPART_GRANDPAR
(32,4),(4,7),-0.528967 # DEPENDENCYPART_GRANDPAR
(32,4),(4,8),-0.636046 # DEPENDENCYPART_GRANDPAR
(32,4),(4,10),-0.214079 # DEPENDENCYPART_GRANDPAR
(32,4),(4,12),-0.689389 # DEPENDENCYPART_GRANDPAR
(32,4),(4,13),-0.54246 # DEPENDENCYPART_GRANDPAR
(32,4),(4,14),-0.314072 # DEPENDENCYPART_GRANDPAR
(32,4),(4,21),-0.158895 # DEPENDENCYPART_GRANDPAR
(32,4),(4,25),-0.385413 # DEPENDENCYPART_GRANDPAR
(32,4),(4,26),-0.208172 # DEPENDENCYPART_GRANDPAR
(32,4),(4,27),0.216824 # DEPENDENCYPART_GRANDPAR
(32,4),(4,29),0.089201 # DEPENDENCYPART_GRANDPAR
(32,4),(4,31),-0.36202 # DEPENDENCYPART_GRANDPAR
(32,4),(4,32),-1.83595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,4),(4,33),-1.14372 # DEPENDENCYPART_GRANDPAR
(32,5),(5,7),-0.906849 # DEPENDENCYPART_GRANDPAR
(32,5),(5,8),-0.950941 # DEPENDENCYPART_GRANDPAR
(32,7),(7,1),-0.274605 # DEPENDENCYPART_GRANDPAR
(32,7),(7,2),-1.0676 # DEPENDENCYPART_GRANDPAR
(32,7),(7,3),-0.709439 # DEPENDENCYPART_GRANDPAR
(32,7),(7,4),-0.944107 # DEPENDENCYPART_GRANDPAR
(32,7),(7,5),-2.27927 # DEPENDENCYPART_GRANDPAR
(32,7),(7,6),-0.577939 # DEPENDENCYPART_GRANDPAR
(32,7),(7,8),-0.442565 # DEPENDENCYPART_GRANDPAR
(32,7),(7,10),0.0123032 # DEPENDENCYPART_GRANDPAR
(32,7),(7,12),-0.520213 # DEPENDENCYPART_GRANDPAR
(32,7),(7,13),-0.303152 # DEPENDENCYPART_GRANDPAR
(32,7),(7,14),-0.699972 # DEPENDENCYPART_GRANDPAR
(32,7),(7,15),-1.09939 # DEPENDENCYPART_GRANDPAR
(32,7),(7,17),0.0309916 # DEPENDENCYPART_GRANDPAR
(32,7),(7,18),-0.108285 # DEPENDENCYPART_GRANDPAR
(32,7),(7,33),-0.898702 # DEPENDENCYPART_GRANDPAR
(32,12),(12,1),0.36004 # DEPENDENCYPART_GRANDPAR
(32,12),(12,3),-0.637001 # DEPENDENCYPART_GRANDPAR
(32,12),(12,4),-0.997443 # DEPENDENCYPART_GRANDPAR
(32,12),(12,5),-1.98599 # DEPENDENCYPART_GRANDPAR
(32,12),(12,7),-0.630368 # DEPENDENCYPART_GRANDPAR
(32,12),(12,8),-0.71785 # DEPENDENCYPART_GRANDPAR
(32,12),(12,10),-0.257122 # DEPENDENCYPART_GRANDPAR
(32,12),(12,11),0.187428 # DEPENDENCYPART_GRANDPAR
(32,12),(12,13),-0.598946 # DEPENDENCYPART_GRANDPAR
(32,12),(12,14),-0.365012 # DEPENDENCYPART_GRANDPAR
(32,12),(12,15),-0.487853 # DEPENDENCYPART_GRANDPAR
(32,12),(12,17),-0.237564 # DEPENDENCYPART_GRANDPAR
(32,12),(12,18),-0.270804 # DEPENDENCYPART_GRANDPAR
(32,12),(12,21),-0.209353 # DEPENDENCYPART_GRANDPAR
(32,12),(12,22),-0.517936 # DEPENDENCYPART_GRANDPAR
(32,12),(12,26),-0.25866 # DEPENDENCYPART_GRANDPAR
(32,12),(12,29),0.0412547 # DEPENDENCYPART_GRANDPAR
(32,12),(12,31),-0.412086 # DEPENDENCYPART_GRANDPAR
(32,12),(12,32),-1.81826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,12),(12,33),-1.12615 # DEPENDENCYPART_GRANDPAR
(32,13),(13,1),0.35505 # DEPENDENCYPART_GRANDPAR
(32,13),(13,3),-0.62653 # DEPENDENCYPART_GRANDPAR
(32,13),(13,4),-0.91352 # DEPENDENCYPART_GRANDPAR
(32,13),(13,5),-1.99206 # DEPENDENCYPART_GRANDPAR
(32,13),(13,7),-0.615938 # DEPENDENCYPART_GRANDPAR
(32,13),(13,8),-0.722458 # DEPENDENCYPART_GRANDPAR
(32,13),(13,10),-0.243174 # DEPENDENCYPART_GRANDPAR
(32,13),(13,11),0.205543 # DEPENDENCYPART_GRANDPAR
(32,13),(13,12),-0.86805 # DEPENDENCYPART_GRANDPAR
(32,13),(13,14),-0.366794 # DEPENDENCYPART_GRANDPAR
(32,13),(13,15),-0.383522 # DEPENDENCYPART_GRANDPAR
(32,13),(13,17),-0.17798 # DEPENDENCYPART_GRANDPAR
(32,13),(13,18),-0.263475 # DEPENDENCYPART_GRANDPAR
(32,13),(13,20),-0.273175 # DEPENDENCYPART_GRANDPAR
