# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(15,18),(18,21),-0.881795 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.384054 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.0131005 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.232834 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.383784 # DEPENDENCYPART_GRANDPAR
(15,18),(18,31),-0.513764 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.106558 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.111756 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.00345643 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.132902 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.22132 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.198786 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.10704 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.553542 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.786517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,18),0.170685 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.053502 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0959423 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.905423 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0173334 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0431932 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.328496 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.0165524 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.571605 # DEPENDENCYPART_GRANDPAR
(15,22),(22,32),-0.915189 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.346843 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0578054 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.333426 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.21894 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.0366811 # DEPENDENCYPART_GRANDPAR
(15,23),(23,29),-0.858942 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-1.69813 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-1.10703 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.553534 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-1.09745 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-1.59532 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-1.06155 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-1.22399 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-1.22694 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.389908 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.73734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.122471 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.143358 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.219862 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.0045302 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.0463657 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.774632 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0200651 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.0637511 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.311598 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.231526 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),0.0119315 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.530517 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.532727 # DEPENDENCYPART_GRANDPAR
(15,24),(24,31),-0.424254 # DEPENDENCYPART_GRANDPAR
(15,24),(24,32),-0.884092 # DEPENDENCYPART_GRANDPAR
(15,27),(27,1),-1.69813 # DEPENDENCYPART_GRANDPAR
(15,27),(27,2),-1.10703 # DEPENDENCYPART_GRANDPAR
(15,27),(27,6),-1.09745 # DEPENDENCYPART_GRANDPAR
(15,27),(27,7),-1.59532 # DEPENDENCYPART_GRANDPAR
(15,27),(27,8),-1.06155 # DEPENDENCYPART_GRANDPAR
(15,27),(27,12),-1.22694 # DEPENDENCYPART_GRANDPAR
(15,27),(27,14),-0.389908 # DEPENDENCYPART_GRANDPAR
(15,27),(27,15),-0.714382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,27),(27,18),0.24282 # DEPENDENCYPART_GRANDPAR
(15,27),(27,19),0.0214403 # DEPENDENCYPART_GRANDPAR
(15,27),(27,20),-0.0187168 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),-0.755269 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.0492258 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),0.105169 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),0.0491832 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.332268 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.0801472 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.521908 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.515017 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),-0.440555 # DEPENDENCYPART_GRANDPAR
(15,27),(27,31),-0.415629 # DEPENDENCYPART_GRANDPAR
(15,27),(27,32),-0.880707 # DEPENDENCYPART_GRANDPAR
(15,31),(31,29),-0.423253 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.50048 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.38997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.43764 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.56088 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.52876 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.24387 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.35468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.622454 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.626502 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.806772 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.687773 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.409351 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.407307 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.650179 # DEPENDENCYPART_GRANDPAR
(17,18),(18,31),-1.09348 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-1.04952 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.0936644 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.994575 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.188929 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.0248679 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.768754 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.666945 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.529662 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.553045 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.2259 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.286544 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.67164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.857647 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.705379 # DEPENDENCYPART_GRANDPAR
(18,6),(6,22),-0.973103 # DEPENDENCYPART_GRANDPAR
(18,6),(6,23),-0.815533 # DEPENDENCYPART_GRANDPAR
(18,6),(6,24),-0.956687 # DEPENDENCYPART_GRANDPAR
(18,6),(6,25),-1.05311 # DEPENDENCYPART_GRANDPAR
(18,6),(6,27),-0.988305 # DEPENDENCYPART_GRANDPAR
(18,6),(6,29),-1.26609 # DEPENDENCYPART_GRANDPAR
(18,6),(6,32),-1.52611 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-1.163 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.655302 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.813304 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.438192 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.621153 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.131418 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.269919 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.631118 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-0.722115 # DEPENDENCYPART_GRANDPAR
(18,8),(8,25),-0.987359 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-1.06535 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.109552 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-1.0107 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.205334 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.496215 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.65625 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.665039 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.280452 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.434334 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.188728 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.236588 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.29362 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.67164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.857647 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.705379 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-1.75863 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.973103 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.815533 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-0.956687 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-1.05311 # DEPENDENCYPART_GRANDPAR
(18,12),(12,27),-0.988305 # DEPENDENCYPART_GRANDPAR
(18,12),(12,29),-1.26609 # DEPENDENCYPART_GRANDPAR
(18,12),(12,31),-0.977346 # DEPENDENCYPART_GRANDPAR
(18,12),(12,32),-1.52611 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.177248 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0582023 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.265172 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.15951 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.452462 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.269579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.55437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.79284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.107635 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.100096 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0777862 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.185527 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.21269 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-1.09557 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.97806 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.20723 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.736833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.153285 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.012314 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-1.01084 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0387012 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0111394 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.188253 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.0341961 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.355545 # DEPENDENCYPART_GRANDPAR
(18,22),(22,32),-0.689514 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.866225 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.030002 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.206458 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.241553 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.0585752 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.652394 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-1.87376 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-1.09556 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),-0.978052 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-1.466 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-1.57459 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-1.60738 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-1.51265 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-1.5525 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.90929 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-1.20666 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-1.10287 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.98873 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.687657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.211318 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.0372625 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.880047 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.137646 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.104426 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.171355 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.237835 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.00571213 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.515982 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.316667 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.0558848 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.658418 # DEPENDENCYPART_GRANDPAR
(18,31),(31,29),-0.211076 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.705459 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.625426 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.596432 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.983648 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.977724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.700824 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.92265 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.85836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.560674 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.598422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.676221 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.673853 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.818001 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.946957 # DEPENDENCYPART_GRANDPAR
(19,18),(18,31),-0.91747 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.170226 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.200685 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.654843 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0291751 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.334545 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.362364 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.151846 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.665554 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.831022 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.424283 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.353342 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.861252 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.46004 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.892081 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.245327 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.859587 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.6612 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.357545 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.896893 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.10238 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.985295 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.62653 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.873405 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.26841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.121088 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.430664 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.372438 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.427013 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.24435 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-1.07399 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.475483 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.184281 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.642603 # DEPENDENCYPART_GRANDPAR
(21,27),(27,1),-0.831022 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.424283 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.861252 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-0.46004 # DEPENDENCYPART_GRANDPAR
(21,27),(27,8),-0.892081 # DEPENDENCYPART_GRANDPAR
(21,27),(27,12),-0.859588 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-0.6612 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.357545 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.985295 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.62653 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.873405 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-1.26849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.119482 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.417046 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.133994 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.337448 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.323186 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-1.07401 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.473808 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.62302 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.184281 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.64606 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.69916 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.423029 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.560954 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.874546 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.487143 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.848729 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.428193 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-1.64041 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.969668 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.384872 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.308398 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.549184 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.512233 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.0526162 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.73897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.3588 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.815332 # DEPENDENCYPART_GRANDPAR
(22,15),(15,27),-0.842039 # DEPENDENCYPART_GRANDPAR
(22,15),(15,31),-1.23126 # DEPENDENCYPART_GRANDPAR
(22,15),(15,32),-1.80487 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.512757 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.826902 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.453807 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-1.6445 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.973757 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.537908 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.121144 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.509731 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.47339 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0325228 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.358906 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.815366 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-1.30826 # DEPENDENCYPART_GRANDPAR
(22,18),(18,31),-1.23129 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.651613 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.26165 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.702327 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.446171 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.741476 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.768183 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-2.11929 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.0925755 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.500679 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.373211 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.135927 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.527901 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-1.34506 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.76786 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.35157 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.62089 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-1.43324 # DEPENDENCYPART_GRANDPAR
(22,24),(24,8),-1.5533 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.77523 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-1.54858 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-2.25512 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.62735 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-1.65109 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.38974 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.60925 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.59925 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.57358 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.10702 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.839355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.149294 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.482457 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.344853 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.206663 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.0117093 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.326531 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.47751 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.968927 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-1.34506 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.76786 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.62089 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-1.43324 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-1.5533 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-1.54858 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-2.25512 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-1.62735 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-1.60926 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.59925 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.57358 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-1.10702 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.826562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),-0.122141 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.0454467 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.611458 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.101945 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.026342 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.302941 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.596363 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.462854 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.95428 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),-0.465427 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.531682 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.426908 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.505549 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.262291 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),0.168845 # DEPENDENCYPART_GRANDPAR
