# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(21,22),(22,18),-0.884397 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.578185 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.238705 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0355809 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0955046 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0169405 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.580471 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.613491 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.070605 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.108782 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.044913 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0482875 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.611045 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.576809 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.273456 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.092001 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.087669 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.666015 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.32824 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.277719 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.21623 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.028827 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.101409 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.53961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,25),-1.12019 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-1.27944 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.321292 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.199055 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0190988 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.62483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,19),-0.717852 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.27429 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.0295768 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.306042 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.481532 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.0980372 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.687556 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-1.13909 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.769455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),0.0414288 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.19527 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.562102 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-1.27429 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.0247917 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-1.08838 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.387103 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.590198 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.22485 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.504559 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.64475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.683204 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-1.03432 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-1.28013 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.384505 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.698315 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.565586 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0284468 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.185932 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.0888849 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.491091 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.40211 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.32092 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.130999 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0511113 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.545257 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.11969 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.919132 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.677439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.0243482 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.173736 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.17906 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.598124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,18),-0.45779 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.405445 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.198874 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.0833596 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.44145 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.761723 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.130027 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.313949 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.72974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),0.0388664 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.71414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),0.0816273 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.974148 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-1.49613 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.25205 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.567386 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.879697 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),0.253211 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),-0.266558 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.600625 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.81822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-1.02278 # DEPENDENCYPART_GRANDPAR
