# _root_ S' esperen precipitacions al litoral i al Prelitoral nord , així_com al Pirineu i Prepirineu_Oriental a_partir_de la tarda , i seran en forma de neu o calabruix a qualsevol cota i localment d' intensitat moderada .
#goldHeads=2,0,2,2,4,4,4,7,8,4,4,4,12,13,13,12,18,16,12,2,2,21,22,23,24,25,25,22,30,28,22,33,22,33,34,2,
#predictedHeads=2,0,2,2,4,4,4,7,8,2,12,4,12,13,13,2,18,16,2,2,2,21,22,23,24,25,25,21,30,28,28,33,28,33,34,2,
(13,15),(15,7),-1.23678 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0617134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.319371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.043734 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.278344 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0691962 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.104955 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.127927 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.262799 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0796294 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.228668 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.435882 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.212565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-0.834484 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-1.23706 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.755511 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.10278 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0605649 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.285105 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.068621 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.143597 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.402402 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.24494 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.580551 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.102422 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-1.37939 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-1.565 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-1.45693 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.42804 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.987323 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.97538 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.00874473 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.129646 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.116735 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.168378 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.288181 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.066615 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.667634 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.340396 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.193082 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.0892987 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.430413 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.543071 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.174536 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.492468 # DEPENDENCYPART_GRANDPAR
(13,21),(21,32),-0.0196351 # DEPENDENCYPART_GRANDPAR
(13,21),(21,35),-0.339463 # DEPENDENCYPART_GRANDPAR
(13,21),(21,36),-1.44617 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.732542 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.467678 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.215084 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.199132 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.45821 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.833045 # DEPENDENCYPART_GRANDPAR
(13,22),(22,31),-0.532211 # DEPENDENCYPART_GRANDPAR
(13,22),(22,33),-0.415584 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),0.0215352 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.13453 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.227274 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.848918 # DEPENDENCYPART_GRANDPAR
(13,24),(24,33),-0.296579 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),-0.347536 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.236258 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.67233 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.164712 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.31693 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.56299 # DEPENDENCYPART_GRANDPAR
(13,27),(27,32),-0.119381 # DEPENDENCYPART_GRANDPAR
(13,27),(27,33),-0.36397 # DEPENDENCYPART_GRANDPAR
(13,27),(27,34),-0.785303 # DEPENDENCYPART_GRANDPAR
(13,27),(27,35),-0.447369 # DEPENDENCYPART_GRANDPAR
(13,35),(35,32),0.11015 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.991703 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.729472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.105345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0915084 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.185829 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.127585 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.28349 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.275727 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.660639 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.205854 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0239643 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0932144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.160948 # DEPENDENCYPART_GRANDPAR
(15,7),(7,16),-0.727764 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-1.00384 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-1.14258 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-1.08145 # DEPENDENCYPART_GRANDPAR
(15,7),(7,28),-1.34055 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.65599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0840558 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.31315 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.389752 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.376948 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.537312 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.370765 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.355934 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.672686 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.895585 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.588079 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.338624 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.124659 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.412059 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.365939 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.452242 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.337285 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.388309 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.557158 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.287645 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.988815 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.13915 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-1.11545 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.20628 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.878564 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.807948 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.847656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.151559 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0722761 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0166058 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.414404 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.24179 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.627528 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.27504 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.455019 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.232429 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.406542 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.381033 # DEPENDENCYPART_GRANDPAR
(15,21),(21,30),-0.484315 # DEPENDENCYPART_GRANDPAR
(15,21),(21,31),-0.443611 # DEPENDENCYPART_GRANDPAR
(15,21),(21,32),-0.248471 # DEPENDENCYPART_GRANDPAR
(15,21),(21,35),-0.188522 # DEPENDENCYPART_GRANDPAR
(15,21),(21,36),-1.47299 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.752484 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.579091 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.86914 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.499952 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.148673 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.123875 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.138379 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.0100363 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.316916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.348671 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.627946 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.33679 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.25119 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.863395 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.15213 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.965345 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.690003 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.32774 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.935213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.70467 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.272873 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.138752 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.202814 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0588511 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.23751 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.122178 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.253246 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.196877 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.256458 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),0.121093 # DEPENDENCYPART_GRANDPAR
(16,21),(21,31),-0.531297 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),0.00858186 # DEPENDENCYPART_GRANDPAR
(16,21),(21,35),-0.0932837 # DEPENDENCYPART_GRANDPAR
(16,21),(21,36),-1.25795 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.146495 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.29144 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.00579616 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.408644 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.311942 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.405662 # DEPENDENCYPART_GRANDPAR
(16,22),(22,31),-0.543091 # DEPENDENCYPART_GRANDPAR
(16,22),(22,33),-0.558249 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0794242 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.384219 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.236833 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.475415 # DEPENDENCYPART_GRANDPAR
(16,24),(24,33),-0.542222 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.0548897 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.294399 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),0.0787999 # DEPENDENCYPART_GRANDPAR
(16,28),(28,31),-0.546836 # DEPENDENCYPART_GRANDPAR
(16,28),(28,32),-0.0925403 # DEPENDENCYPART_GRANDPAR
(16,28),(28,33),-0.530228 # DEPENDENCYPART_GRANDPAR
(16,28),(28,34),-0.253705 # DEPENDENCYPART_GRANDPAR
(16,28),(28,35),-0.195681 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.70237 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.735033 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.486837 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-1.29741 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.22566 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.13555 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.266507 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.204313 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.849783 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.243133 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.19133 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.499269 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.417901 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0908312 # DEPENDENCYPART_GRANDPAR
(18,7),(7,19),-0.971007 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.917332 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-1.06179 # DEPENDENCYPART_GRANDPAR
(18,7),(7,28),-1.46099 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.135741 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.266507 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.0429118 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.420912 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.292071 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.142046 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.417901 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0836237 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0908312 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.971007 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.917332 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-1.01993 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.06179 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-1.18115 # DEPENDENCYPART_GRANDPAR
(18,12),(12,28),-1.46099 # DEPENDENCYPART_GRANDPAR
(18,12),(12,33),-1.29808 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.282344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),-0.26611 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.00131 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-1.10877 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.724327 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-1.22633 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.04342 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.398782 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.17921 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.813322 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.02824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0189446 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.183002 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.203093 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.873895 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.339533 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.734 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.130777 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.530369 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.485035 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.794489 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.0918787 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.267495 # DEPENDENCYPART_GRANDPAR
(18,21),(21,35),-0.321066 # DEPENDENCYPART_GRANDPAR
(18,21),(21,36),-1.29783 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.996549 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.509803 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.813749 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.285903 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.615913 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.817066 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.183962 # DEPENDENCYPART_GRANDPAR
(18,22),(22,33),-0.637829 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.57324 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.219329 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.381087 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.830985 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.51687 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.376797 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.317658 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.645302 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.753168 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.959667 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.203507 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.39181 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.574844 # DEPENDENCYPART_GRANDPAR
(18,27),(27,34),-1.21718 # DEPENDENCYPART_GRANDPAR
(18,27),(27,35),-0.45565 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.282284 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.278355 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.814943 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.248545 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.291008 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.550152 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.382501 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.345416 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),0.117042 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-0.157888 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.482749 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.268553 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.0872427 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),-0.171961 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),0.356161 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),-0.148858 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.55778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.512369 # DEPENDENCYPART_GRANDPAR
(21,2),(2,31),-0.850279 # DEPENDENCYPART_GRANDPAR
(21,2),(2,36),-1.51425 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.214855 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.227102 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.340254 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),0.226712 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.094171 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.392858 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.142389 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),-0.0546228 # DEPENDENCYPART_GRANDPAR
(21,7),(7,19),0.465831 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.0226944 # DEPENDENCYPART_GRANDPAR
(21,7),(7,22),-0.340894 # DEPENDENCYPART_GRANDPAR
(21,7),(7,28),-0.408173 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.283266 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.775099 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.510308 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.294065 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.166932 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.39823 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.215519 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0835212 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.0968567 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.0309642 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.361696 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.0361734 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.19163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.19515 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.888889 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.214855 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.624097 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.229605 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0762858 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0438537 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.142389 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.0681565 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0546228 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.465831 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0226944 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.28456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.340894 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.462814 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-0.408173 # DEPENDENCYPART_GRANDPAR
(21,12),(12,33),-0.198802 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.682527 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0360715 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.140008 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.229167 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.285685 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.17705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,18),-0.00147785 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.484029 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0044701 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.28217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.337182 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.459093 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.897637 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.404385 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.706624 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.639222 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.361908 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.142494 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.249575 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.17732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.0590233 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.159797 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.806436 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.586376 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.000826346 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.814314 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.122979 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.20082 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0998519 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.311798 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),0.0330159 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),0.124248 # DEPENDENCYPART_GRANDPAR
(21,22),(22,33),0.104102 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.231535 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.054268 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.0192379 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.167654 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.0525586 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.23877 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.0623549 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),0.305282 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),0.116186 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),0.420391 # DEPENDENCYPART_GRANDPAR
(21,23),(23,34),0.23487 # DEPENDENCYPART_GRANDPAR
(21,23),(23,35),0.0560569 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0537965 # DEPENDENCYPART_GRANDPAR
