# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(22,26),(26,29),-0.0944248 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),0.0986171 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),0.00349237 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.0402009 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),-0.293375 # DEPENDENCYPART_GRANDPAR
(22,26),(26,35),-0.252414 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-1.60335 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.47038 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.39827 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.33093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.231639 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.902396 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.651275 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-1.38582 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.632761 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-1.38584 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.526797 # DEPENDENCYPART_GRANDPAR
(23,24),(24,34),-1.47433 # DEPENDENCYPART_GRANDPAR
(23,24),(24,35),-0.66104 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.29946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,26),-0.911364 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.779584 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-1.40495 # DEPENDENCYPART_GRANDPAR
(23,25),(25,33),-0.646998 # DEPENDENCYPART_GRANDPAR
(23,25),(25,36),-0.664229 # DEPENDENCYPART_GRANDPAR
(24,13),(13,1),-1.1819 # DEPENDENCYPART_GRANDPAR
(24,13),(13,3),-0.337862 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),-0.510286 # DEPENDENCYPART_GRANDPAR
(24,13),(13,5),-0.609191 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.969197 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.833841 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.564101 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-1.17304 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.481255 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.941973 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.615274 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.713988 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.635645 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),-0.580022 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),-0.353394 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.659447 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),-0.596242 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),-0.283433 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),-0.53265 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-1.60591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,27),-0.933973 # DEPENDENCYPART_GRANDPAR
(24,13),(13,29),-0.858245 # DEPENDENCYPART_GRANDPAR
(24,13),(13,30),-0.910788 # DEPENDENCYPART_GRANDPAR
(24,13),(13,32),-1.04163 # DEPENDENCYPART_GRANDPAR
(24,13),(13,35),-1.22011 # DEPENDENCYPART_GRANDPAR
(24,13),(13,38),-2.00951 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.972151 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.140218 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.518367 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.545294 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.696328 # DEPENDENCYPART_GRANDPAR
(24,19),(19,36),-0.875411 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.48253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.499891 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.945059 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.253085 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0127257 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),0.358549 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),0.0808511 # DEPENDENCYPART_GRANDPAR
(24,25),(25,36),-0.0274864 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.972467 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.14894 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.0521537 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.0842256 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.141593 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),0.0305466 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-0.126563 # DEPENDENCYPART_GRANDPAR
(24,26),(26,35),-0.467861 # DEPENDENCYPART_GRANDPAR
(24,29),(29,13),-1.35056 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-1.47955 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.972467 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.38274 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.281359 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.136016 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.104173 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.162261 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),0.00255676 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),-0.147231 # DEPENDENCYPART_GRANDPAR
(24,29),(29,35),-0.482275 # DEPENDENCYPART_GRANDPAR
(24,29),(29,36),-0.106573 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),0.129766 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),-0.0498664 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),0.840093 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),0.0205984 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.131776 # DEPENDENCYPART_GRANDPAR
(24,32),(32,35),-0.470498 # DEPENDENCYPART_GRANDPAR
(24,32),(32,36),-0.0880325 # DEPENDENCYPART_GRANDPAR
(24,33),(33,31),0.608548 # DEPENDENCYPART_GRANDPAR
(24,33),(33,34),0.143344 # DEPENDENCYPART_GRANDPAR
(24,33),(33,35),-0.404305 # DEPENDENCYPART_GRANDPAR
(24,33),(33,36),-0.0400047 # DEPENDENCYPART_GRANDPAR
(24,34),(34,28),0.137532 # DEPENDENCYPART_GRANDPAR
(24,34),(34,31),0.851628 # DEPENDENCYPART_GRANDPAR
(24,34),(34,35),-0.467861 # DEPENDENCYPART_GRANDPAR
(24,34),(34,36),-0.0676705 # DEPENDENCYPART_GRANDPAR
(24,35),(35,3),-1.43653 # DEPENDENCYPART_GRANDPAR
(24,35),(35,5),-1.66093 # DEPENDENCYPART_GRANDPAR
(24,35),(35,8),-1.62954 # DEPENDENCYPART_GRANDPAR
(24,35),(35,10),-1.53869 # DEPENDENCYPART_GRANDPAR
(24,35),(35,13),-1.52939 # DEPENDENCYPART_GRANDPAR
(24,35),(35,16),-1.49883 # DEPENDENCYPART_GRANDPAR
(24,35),(35,18),-1.33776 # DEPENDENCYPART_GRANDPAR
(24,35),(35,20),-1.57895 # DEPENDENCYPART_GRANDPAR
(24,35),(35,22),-1.72978 # DEPENDENCYPART_GRANDPAR
(24,35),(35,24),-0.623149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,35),(35,26),0.0310847 # DEPENDENCYPART_GRANDPAR
(24,35),(35,27),0.243259 # DEPENDENCYPART_GRANDPAR
(24,35),(35,29),0.124555 # DEPENDENCYPART_GRANDPAR
(24,35),(35,30),-0.0344202 # DEPENDENCYPART_GRANDPAR
(24,35),(35,31),0.470663 # DEPENDENCYPART_GRANDPAR
(24,35),(35,32),-0.0570898 # DEPENDENCYPART_GRANDPAR
(24,35),(35,33),-0.0446545 # DEPENDENCYPART_GRANDPAR
(24,35),(35,34),-0.0454147 # DEPENDENCYPART_GRANDPAR
(24,35),(35,36),-0.0249948 # DEPENDENCYPART_GRANDPAR
(24,35),(35,37),-0.385046 # DEPENDENCYPART_GRANDPAR
(24,35),(35,38),-1.06828 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.251762 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.60387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,23),-1.55489 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),-0.038282 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),0.115672 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.082491 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.267122 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),-0.18197 # DEPENDENCYPART_GRANDPAR
(25,26),(26,34),-0.195175 # DEPENDENCYPART_GRANDPAR
(25,26),(26,35),-0.244067 # DEPENDENCYPART_GRANDPAR
(25,29),(29,13),-1.25737 # DEPENDENCYPART_GRANDPAR
(25,29),(29,22),-0.832094 # DEPENDENCYPART_GRANDPAR
(25,29),(29,23),-1.55489 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.393522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,27),0.116632 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.575233 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.0932675 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.27917 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.202155 # DEPENDENCYPART_GRANDPAR
(25,29),(29,34),-0.207222 # DEPENDENCYPART_GRANDPAR
(25,29),(29,35),-0.252019 # DEPENDENCYPART_GRANDPAR
(25,29),(29,36),-0.28759 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),-0.305971 # DEPENDENCYPART_GRANDPAR
(25,33),(33,34),0.0865985 # DEPENDENCYPART_GRANDPAR
(25,33),(33,35),-0.294755 # DEPENDENCYPART_GRANDPAR
(25,33),(33,36),-0.406014 # DEPENDENCYPART_GRANDPAR
(25,36),(36,35),-0.122209 # DEPENDENCYPART_GRANDPAR
(25,36),(36,37),0.12319 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.538585 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.888696 # DEPENDENCYPART_GRANDPAR
(26,29),(29,13),-0.819859 # DEPENDENCYPART_GRANDPAR
(26,29),(29,22),-0.727601 # DEPENDENCYPART_GRANDPAR
(26,29),(29,23),-1.27583 # DEPENDENCYPART_GRANDPAR
(26,29),(29,25),-0.185578 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),0.392075 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.148671 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-0.36738 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.227313 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.0175685 # DEPENDENCYPART_GRANDPAR
(26,29),(29,34),-0.461455 # DEPENDENCYPART_GRANDPAR
(26,29),(29,35),-0.108367 # DEPENDENCYPART_GRANDPAR
(26,29),(29,36),-0.10587 # DEPENDENCYPART_GRANDPAR
(26,32),(32,28),0.142421 # DEPENDENCYPART_GRANDPAR
(26,32),(32,30),-0.319821 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),0.720136 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),0.000473072 # DEPENDENCYPART_GRANDPAR
(26,32),(32,34),-0.446001 # DEPENDENCYPART_GRANDPAR
(26,32),(32,35),-0.0965899 # DEPENDENCYPART_GRANDPAR
(26,32),(32,36),-0.0873294 # DEPENDENCYPART_GRANDPAR
(26,33),(33,31),0.515414 # DEPENDENCYPART_GRANDPAR
(26,33),(33,34),-0.127888 # DEPENDENCYPART_GRANDPAR
(26,33),(33,35),0.00537839 # DEPENDENCYPART_GRANDPAR
(26,33),(33,36),-0.00842584 # DEPENDENCYPART_GRANDPAR
(26,34),(34,28),0.150187 # DEPENDENCYPART_GRANDPAR
(26,34),(34,31),0.731671 # DEPENDENCYPART_GRANDPAR
(26,34),(34,35),-0.0939531 # DEPENDENCYPART_GRANDPAR
(26,34),(34,36),-0.0669674 # DEPENDENCYPART_GRANDPAR
(26,35),(35,3),-1.31173 # DEPENDENCYPART_GRANDPAR
(26,35),(35,5),-1.41987 # DEPENDENCYPART_GRANDPAR
(26,35),(35,8),-1.59529 # DEPENDENCYPART_GRANDPAR
(26,35),(35,10),-1.29564 # DEPENDENCYPART_GRANDPAR
(26,35),(35,13),-0.998681 # DEPENDENCYPART_GRANDPAR
(26,35),(35,16),-1.26067 # DEPENDENCYPART_GRANDPAR
(26,35),(35,18),-1.20011 # DEPENDENCYPART_GRANDPAR
(26,35),(35,20),-1.30247 # DEPENDENCYPART_GRANDPAR
(26,35),(35,22),-0.97784 # DEPENDENCYPART_GRANDPAR
(26,35),(35,24),-0.746989 # DEPENDENCYPART_GRANDPAR
(26,35),(35,26),-0.785994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,35),(35,27),0.41837 # DEPENDENCYPART_GRANDPAR
(26,35),(35,29),-0.0318109 # DEPENDENCYPART_GRANDPAR
(26,35),(35,30),-0.287873 # DEPENDENCYPART_GRANDPAR
(26,35),(35,31),0.366154 # DEPENDENCYPART_GRANDPAR
(26,35),(35,32),-0.124392 # DEPENDENCYPART_GRANDPAR
(26,35),(35,33),-0.0669752 # DEPENDENCYPART_GRANDPAR
(26,35),(35,34),-0.36189 # DEPENDENCYPART_GRANDPAR
(26,35),(35,36),-0.00853971 # DEPENDENCYPART_GRANDPAR
(26,35),(35,37),-0.285413 # DEPENDENCYPART_GRANDPAR
(26,35),(35,38),-0.859756 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-1.09422 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.358398 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.39732 # DEPENDENCYPART_GRANDPAR
(28,25),(25,29),-1.42592 # DEPENDENCYPART_GRANDPAR
(28,25),(25,33),-1.31018 # DEPENDENCYPART_GRANDPAR
(28,25),(25,36),-1.14492 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-1.26551 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.588531 # DEPENDENCYPART_GRANDPAR
(29,13),(13,1),-0.342345 # DEPENDENCYPART_GRANDPAR
(29,13),(13,3),-0.0803545 # DEPENDENCYPART_GRANDPAR
(29,13),(13,4),0.0541251 # DEPENDENCYPART_GRANDPAR
(29,13),(13,5),-0.210968 # DEPENDENCYPART_GRANDPAR
(29,13),(13,6),-0.213544 # DEPENDENCYPART_GRANDPAR
(29,13),(13,7),-0.534469 # DEPENDENCYPART_GRANDPAR
(29,13),(13,8),-0.351391 # DEPENDENCYPART_GRANDPAR
(29,13),(13,9),-1.01624 # DEPENDENCYPART_GRANDPAR
(29,13),(13,10),-0.209629 # DEPENDENCYPART_GRANDPAR
(29,13),(13,11),-0.19923 # DEPENDENCYPART_GRANDPAR
(29,13),(13,12),-0.189928 # DEPENDENCYPART_GRANDPAR
(29,13),(13,14),-0.0175136 # DEPENDENCYPART_GRANDPAR
(29,13),(13,15),-0.401944 # DEPENDENCYPART_GRANDPAR
(29,13),(13,16),-0.331706 # DEPENDENCYPART_GRANDPAR
(29,13),(13,18),-0.162295 # DEPENDENCYPART_GRANDPAR
(29,13),(13,19),-0.0615034 # DEPENDENCYPART_GRANDPAR
(29,13),(13,20),-0.370378 # DEPENDENCYPART_GRANDPAR
(29,13),(13,21),-0.232956 # DEPENDENCYPART_GRANDPAR
(29,13),(13,22),0.0310137 # DEPENDENCYPART_GRANDPAR
(29,13),(13,24),0.0356951 # DEPENDENCYPART_GRANDPAR
(29,13),(13,27),0.483999 # DEPENDENCYPART_GRANDPAR
(29,13),(13,29),-1.75907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,13),(13,30),-0.776239 # DEPENDENCYPART_GRANDPAR
(29,13),(13,32),-1.01026 # DEPENDENCYPART_GRANDPAR
(29,13),(13,35),-1.22235 # DEPENDENCYPART_GRANDPAR
(29,13),(13,38),-1.64879 # DEPENDENCYPART_GRANDPAR
(29,22),(22,17),-1.02041 # DEPENDENCYPART_GRANDPAR
(29,22),(22,21),-0.464804 # DEPENDENCYPART_GRANDPAR
(29,22),(22,23),-0.527302 # DEPENDENCYPART_GRANDPAR
(29,22),(22,24),0.181421 # DEPENDENCYPART_GRANDPAR
(29,22),(22,25),0.153705 # DEPENDENCYPART_GRANDPAR
(29,22),(22,26),-0.00898654 # DEPENDENCYPART_GRANDPAR
(29,22),(22,27),0.250678 # DEPENDENCYPART_GRANDPAR
(29,23),(23,24),0.333034 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),0.596212 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.60533 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),-0.0703934 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),0.267905 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-1.70107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,33),-1.05755 # DEPENDENCYPART_GRANDPAR
(29,25),(25,36),-0.801537 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),0.0537416 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.677751 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.718544 # DEPENDENCYPART_GRANDPAR
(29,32),(32,30),0.0665834 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),0.466291 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.196556 # DEPENDENCYPART_GRANDPAR
(29,32),(32,34),-0.263912 # DEPENDENCYPART_GRANDPAR
(29,32),(32,35),-0.475528 # DEPENDENCYPART_GRANDPAR
(29,32),(32,36),5.29421e-05 # DEPENDENCYPART_GRANDPAR
(29,33),(33,31),0.259447 # DEPENDENCYPART_GRANDPAR
(29,33),(33,34),0.0166627 # DEPENDENCYPART_GRANDPAR
(29,33),(33,35),-0.401224 # DEPENDENCYPART_GRANDPAR
(29,33),(33,36),0.0448046 # DEPENDENCYPART_GRANDPAR
(29,34),(34,28),-0.718544 # DEPENDENCYPART_GRANDPAR
(29,34),(34,31),0.477826 # DEPENDENCYPART_GRANDPAR
(29,34),(34,35),-0.472891 # DEPENDENCYPART_GRANDPAR
(29,34),(34,36),0.0204149 # DEPENDENCYPART_GRANDPAR
(29,35),(35,3),-1.18314 # DEPENDENCYPART_GRANDPAR
(29,35),(35,5),-1.26683 # DEPENDENCYPART_GRANDPAR
(29,35),(35,8),-1.39237 # DEPENDENCYPART_GRANDPAR
(29,35),(35,10),-1.27118 # DEPENDENCYPART_GRANDPAR
(29,35),(35,13),-0.986174 # DEPENDENCYPART_GRANDPAR
(29,35),(35,16),-1.25307 # DEPENDENCYPART_GRANDPAR
(29,35),(35,18),-1.15223 # DEPENDENCYPART_GRANDPAR
(29,35),(35,20),-1.35865 # DEPENDENCYPART_GRANDPAR
(29,35),(35,22),-1.15276 # DEPENDENCYPART_GRANDPAR
(29,35),(35,24),-0.952454 # DEPENDENCYPART_GRANDPAR
(29,35),(35,26),-1.14543 # DEPENDENCYPART_GRANDPAR
(29,35),(35,27),-0.736133 # DEPENDENCYPART_GRANDPAR
(29,35),(35,29),-0.770721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,35),(35,30),0.102685 # DEPENDENCYPART_GRANDPAR
(29,35),(35,31),0.113055 # DEPENDENCYPART_GRANDPAR
(29,35),(35,32),-0.0201616 # DEPENDENCYPART_GRANDPAR
(29,35),(35,33),-0.277524 # DEPENDENCYPART_GRANDPAR
(29,35),(35,34),-0.179467 # DEPENDENCYPART_GRANDPAR
(29,35),(35,36),0.0566804 # DEPENDENCYPART_GRANDPAR
(29,35),(35,37),-0.269442 # DEPENDENCYPART_GRANDPAR
(29,35),(35,38),-0.720522 # DEPENDENCYPART_GRANDPAR
(29,36),(36,35),-0.265584 # DEPENDENCYPART_GRANDPAR
(29,36),(36,37),-0.172123 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-1.52125 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-1.23686 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-1.37732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.561035 # DEPENDENCYPART_GRANDPAR
(31,32),(32,34),-1.38404 # DEPENDENCYPART_GRANDPAR
(31,32),(32,35),-0.71563 # DEPENDENCYPART_GRANDPAR
(31,32),(32,36),-0.54486 # DEPENDENCYPART_GRANDPAR
(31,33),(33,31),-1.40367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,33),(33,34),-1.36838 # DEPENDENCYPART_GRANDPAR
(31,33),(33,35),-0.747888 # DEPENDENCYPART_GRANDPAR
(31,33),(33,36),-0.653175 # DEPENDENCYPART_GRANDPAR
(32,28),(28,25),-0.707946 # DEPENDENCYPART_GRANDPAR
(32,28),(28,31),0.286761 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-1.47953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,33),-0.594199 # DEPENDENCYPART_GRANDPAR
(32,33),(33,31),-1.07314 # DEPENDENCYPART_GRANDPAR
(32,33),(33,34),0.47716 # DEPENDENCYPART_GRANDPAR
(32,33),(33,35),-0.321752 # DEPENDENCYPART_GRANDPAR
(32,33),(33,36),0.0386834 # DEPENDENCYPART_GRANDPAR
(32,34),(34,28),-1.29569 # DEPENDENCYPART_GRANDPAR
(32,34),(34,31),-1.11292 # DEPENDENCYPART_GRANDPAR
(32,34),(34,35),-0.424798 # DEPENDENCYPART_GRANDPAR
(32,34),(34,36),-0.0260966 # DEPENDENCYPART_GRANDPAR
(32,35),(35,3),-1.41943 # DEPENDENCYPART_GRANDPAR
(32,35),(35,5),-1.66718 # DEPENDENCYPART_GRANDPAR
(32,35),(35,8),-1.59881 # DEPENDENCYPART_GRANDPAR
(32,35),(35,10),-1.55572 # DEPENDENCYPART_GRANDPAR
(32,35),(35,13),-1.31423 # DEPENDENCYPART_GRANDPAR
(32,35),(35,16),-1.29322 # DEPENDENCYPART_GRANDPAR
(32,35),(35,18),-1.35645 # DEPENDENCYPART_GRANDPAR
(32,35),(35,20),-1.66987 # DEPENDENCYPART_GRANDPAR
(32,35),(35,22),-1.82393 # DEPENDENCYPART_GRANDPAR
(32,35),(35,24),-1.22978 # DEPENDENCYPART_GRANDPAR
(32,35),(35,26),-1.54515 # DEPENDENCYPART_GRANDPAR
(32,35),(35,27),-1.19906 # DEPENDENCYPART_GRANDPAR
(32,35),(35,29),-1.15715 # DEPENDENCYPART_GRANDPAR
(32,35),(35,30),-1.11959 # DEPENDENCYPART_GRANDPAR
(32,35),(35,31),-1.13454 # DEPENDENCYPART_GRANDPAR
(32,35),(35,32),-0.621448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,35),(35,33),0.215739 # DEPENDENCYPART_GRANDPAR
(32,35),(35,34),0.246002 # DEPENDENCYPART_GRANDPAR
(32,35),(35,36),0.0366178 # DEPENDENCYPART_GRANDPAR
(32,35),(35,37),-0.0895118 # DEPENDENCYPART_GRANDPAR
(32,35),(35,38),-0.506552 # DEPENDENCYPART_GRANDPAR
(32,36),(36,35),-0.210696 # DEPENDENCYPART_GRANDPAR
(32,36),(36,37),0.0541549 # DEPENDENCYPART_GRANDPAR
(33,31),(31,32),-0.360166 # DEPENDENCYPART_GRANDPAR
(33,31),(31,33),-1.70203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,34),(34,28),-0.674707 # DEPENDENCYPART_GRANDPAR
(33,34),(34,31),-1.05054 # DEPENDENCYPART_GRANDPAR
(33,34),(34,35),0.258431 # DEPENDENCYPART_GRANDPAR
(33,34),(34,36),0.296398 # DEPENDENCYPART_GRANDPAR
(33,35),(35,3),-0.84044 # DEPENDENCYPART_GRANDPAR
(33,35),(35,5),-0.967672 # DEPENDENCYPART_GRANDPAR
(33,35),(35,8),-1.11457 # DEPENDENCYPART_GRANDPAR
(33,35),(35,10),-0.906475 # DEPENDENCYPART_GRANDPAR
(33,35),(35,13),-1.24854 # DEPENDENCYPART_GRANDPAR
(33,35),(35,16),-1.12605 # DEPENDENCYPART_GRANDPAR
(33,35),(35,18),-1.14129 # DEPENDENCYPART_GRANDPAR
(33,35),(35,20),-0.945388 # DEPENDENCYPART_GRANDPAR
(33,35),(35,22),-1.09937 # DEPENDENCYPART_GRANDPAR
(33,35),(35,24),-1.22714 # DEPENDENCYPART_GRANDPAR
(33,35),(35,26),-0.999042 # DEPENDENCYPART_GRANDPAR
(33,35),(35,27),-0.936005 # DEPENDENCYPART_GRANDPAR
(33,35),(35,29),-1.20769 # DEPENDENCYPART_GRANDPAR
(33,35),(35,30),-1.06955 # DEPENDENCYPART_GRANDPAR
(33,35),(35,31),-0.964523 # DEPENDENCYPART_GRANDPAR
(33,35),(35,32),-1.35339 # DEPENDENCYPART_GRANDPAR
(33,35),(35,33),-0.944638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(33,35),(35,34),0.251438 # DEPENDENCYPART_GRANDPAR
(33,35),(35,36),-0.173984 # DEPENDENCYPART_GRANDPAR
(33,35),(35,37),0.0558223 # DEPENDENCYPART_GRANDPAR
(33,35),(35,38),-0.947411 # DEPENDENCYPART_GRANDPAR
(33,36),(36,35),0.253407 # DEPENDENCYPART_GRANDPAR
(33,36),(36,37),0.0899949 # DEPENDENCYPART_GRANDPAR
(34,28),(28,25),-0.343124 # DEPENDENCYPART_GRANDPAR
(34,28),(28,31),0.142727 # DEPENDENCYPART_GRANDPAR
(34,31),(31,32),0.792471 # DEPENDENCYPART_GRANDPAR
(34,31),(31,33),0.828682 # DEPENDENCYPART_GRANDPAR
(34,35),(35,3),-1.07359 # DEPENDENCYPART_GRANDPAR
(34,35),(35,5),-1.28359 # DEPENDENCYPART_GRANDPAR
(34,35),(35,8),-1.51138 # DEPENDENCYPART_GRANDPAR
(34,35),(35,10),-1.25103 # DEPENDENCYPART_GRANDPAR
(34,35),(35,13),-1.07142 # DEPENDENCYPART_GRANDPAR
(34,35),(35,16),-1.15558 # DEPENDENCYPART_GRANDPAR
(34,35),(35,18),-0.991023 # DEPENDENCYPART_GRANDPAR
(34,35),(35,20),-1.38598 # DEPENDENCYPART_GRANDPAR
(34,35),(35,22),-1.44693 # DEPENDENCYPART_GRANDPAR
