# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(21,32),(32,33),-0.00774399 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.510906 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-1.73979 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-1.89443 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-1.28245 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.4161 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.03648 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.0853 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.890559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,25),0.0996855 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.199328 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.152138 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.148604 # DEPENDENCYPART_GRANDPAR
(22,24),(24,34),-1.14223 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-1.9275 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-2.1443 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.26692 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-1.73956 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-1.88149 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-1.89352 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-1.49473 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-1.28222 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-1.17858 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-1.45498 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.47873 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.32895 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-1.41519 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.03549 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.0844 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.886122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.313715 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0210595 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.25396 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.305814 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.413995 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.288182 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.440136 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.383393 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-0.569204 # DEPENDENCYPART_GRANDPAR
(22,25),(25,34),-1.177 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-1.10277 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.115029 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.43126 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.300809 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.558791 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.493319 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.58493 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.378388 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.713999 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),-1.14284 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.098279 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),0.168587 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),-0.101771 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),0.187326 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.186327 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.105899 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.995359 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.240342 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),0.165279 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),0.541119 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),0.344844 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),0.164664 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),0.691963 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),0.0943498 # DEPENDENCYPART_GRANDPAR
(24,10),(10,15),0.216989 # DEPENDENCYPART_GRANDPAR
(24,10),(10,16),0.576537 # DEPENDENCYPART_GRANDPAR
(24,10),(10,18),0.402074 # DEPENDENCYPART_GRANDPAR
(24,10),(10,19),0.214441 # DEPENDENCYPART_GRANDPAR
(24,10),(10,22),0.168515 # DEPENDENCYPART_GRANDPAR
(24,10),(10,23),0.180406 # DEPENDENCYPART_GRANDPAR
(24,10),(10,25),-0.392673 # DEPENDENCYPART_GRANDPAR
(24,10),(10,27),-0.850497 # DEPENDENCYPART_GRANDPAR
(24,10),(10,34),-1.82261 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),0.40403 # DEPENDENCYPART_GRANDPAR
(24,18),(18,4),-0.103997 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),0.51896 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),0.0437118 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.0486979 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),0.286386 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.551683 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.211415 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.407857 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),0.165872 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.175286 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.59645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.392689 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.850513 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.453804 # DEPENDENCYPART_GRANDPAR
(24,18),(18,30),-0.66733 # DEPENDENCYPART_GRANDPAR
(24,18),(18,32),-0.487317 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.246149 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.436861 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.118308 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.123678 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.444747 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.71585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.512114 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),0.041758 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.553381 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.0865147 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.0347871 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.168515 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.180406 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.59644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.392673 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.850497 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.453756 # DEPENDENCYPART_GRANDPAR
(24,21),(21,30),-0.667282 # DEPENDENCYPART_GRANDPAR
(24,21),(21,32),-0.487269 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.0347871 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.180406 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.59644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.392673 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.850497 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.812411 # DEPENDENCYPART_GRANDPAR
(24,25),(25,3),-0.954366 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.23757 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-1.70779 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.84673 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-1.02603 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-0.952264 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.48792 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-0.796188 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.812272 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.09904 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.861759 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.935081 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.799896 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.927401 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.16939 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.936521 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.73336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),-0.179612 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.33364 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.345527 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.302528 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.416404 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.367153 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.470357 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),-1.01876 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-0.843756 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.621513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,26),0.416511 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.143164 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.343878 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.550978 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.414753 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.176677 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.468706 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-1.10447 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.160962 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.280071 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.34868 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.349485 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.247967 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.196844 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.190551 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.377194 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.244503 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.7674 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.447219 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),0.18319 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.77197 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),0.418675 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),0.467234 # DEPENDENCYPART_GRANDPAR
(25,2),(2,10),0.363821 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),-0.0375159 # DEPENDENCYPART_GRANDPAR
(25,2),(2,14),-0.0291815 # DEPENDENCYPART_GRANDPAR
(25,2),(2,16),0.596145 # DEPENDENCYPART_GRANDPAR
(25,2),(2,18),0.382043 # DEPENDENCYPART_GRANDPAR
(25,2),(2,22),0.205806 # DEPENDENCYPART_GRANDPAR
(25,2),(2,34),-1.49954 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),-1.12508 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),0.0309997 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),-0.0619575 # DEPENDENCYPART_GRANDPAR
(25,3),(3,5),-0.81968 # DEPENDENCYPART_GRANDPAR
(25,3),(3,7),0.10071 # DEPENDENCYPART_GRANDPAR
(25,3),(3,8),0.247859 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),-0.952025 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.00636307 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.386621 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.125672 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),0.165273 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),0.129994 # DEPENDENCYPART_GRANDPAR
(25,4),(4,10),0.100983 # DEPENDENCYPART_GRANDPAR
(25,4),(4,11),0.365769 # DEPENDENCYPART_GRANDPAR
(25,4),(4,13),0.339146 # DEPENDENCYPART_GRANDPAR
(25,4),(4,14),-0.0294408 # DEPENDENCYPART_GRANDPAR
(25,4),(4,15),0.181501 # DEPENDENCYPART_GRANDPAR
(25,4),(4,16),0.326468 # DEPENDENCYPART_GRANDPAR
(25,4),(4,19),-0.227766 # DEPENDENCYPART_GRANDPAR
(25,4),(4,23),0.603085 # DEPENDENCYPART_GRANDPAR
(25,4),(4,24),0.03211 # DEPENDENCYPART_GRANDPAR
(25,4),(4,25),-1.71684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,4),(4,30),-0.882417 # DEPENDENCYPART_GRANDPAR
(25,4),(4,34),-1.72528 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.146598 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.0635772 # DEPENDENCYPART_GRANDPAR
(25,5),(5,11),-0.260067 # DEPENDENCYPART_GRANDPAR
(25,7),(7,1),-0.780374 # DEPENDENCYPART_GRANDPAR
(25,7),(7,2),-0.0778398 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),-0.560237 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.181075 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-1.20922 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.240069 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),0.476156 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),0.36763 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),-0.0134564 # DEPENDENCYPART_GRANDPAR
(25,7),(7,13),0.7133 # DEPENDENCYPART_GRANDPAR
(25,7),(7,14),-0.0248707 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),0.262493 # DEPENDENCYPART_GRANDPAR
(25,7),(7,16),0.604883 # DEPENDENCYPART_GRANDPAR
(25,7),(7,18),0.385851 # DEPENDENCYPART_GRANDPAR
(25,7),(7,19),0.0733599 # DEPENDENCYPART_GRANDPAR
(25,7),(7,22),0.209614 # DEPENDENCYPART_GRANDPAR
(25,7),(7,23),0.22386 # DEPENDENCYPART_GRANDPAR
(25,7),(7,27),-0.436628 # DEPENDENCYPART_GRANDPAR
(25,7),(7,34),-1.49922 # DEPENDENCYPART_GRANDPAR
(25,10),(10,2),-0.0631571 # DEPENDENCYPART_GRANDPAR
(25,10),(10,3),-0.538886 # DEPENDENCYPART_GRANDPAR
(25,10),(10,4),-0.16607 # DEPENDENCYPART_GRANDPAR
(25,10),(10,5),-1.18373 # DEPENDENCYPART_GRANDPAR
(25,10),(10,6),-0.230015 # DEPENDENCYPART_GRANDPAR
(25,10),(10,7),0.0461683 # DEPENDENCYPART_GRANDPAR
(25,10),(10,8),0.273293 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),0.30392 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),-0.0201788 # DEPENDENCYPART_GRANDPAR
(25,10),(10,13),0.714236 # DEPENDENCYPART_GRANDPAR
(25,10),(10,14),-0.0225344 # DEPENDENCYPART_GRANDPAR
(25,10),(10,15),0.263429 # DEPENDENCYPART_GRANDPAR
(25,10),(10,16),0.605819 # DEPENDENCYPART_GRANDPAR
(25,10),(10,18),0.387014 # DEPENDENCYPART_GRANDPAR
(25,10),(10,19),0.0763834 # DEPENDENCYPART_GRANDPAR
(25,10),(10,22),0.210777 # DEPENDENCYPART_GRANDPAR
(25,10),(10,23),0.217138 # DEPENDENCYPART_GRANDPAR
(25,10),(10,25),-1.33195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,10),(10,27),-0.436479 # DEPENDENCYPART_GRANDPAR
(25,10),(10,34),-1.49921 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.0101755 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),0.411289 # DEPENDENCYPART_GRANDPAR
(25,13),(13,2),-0.0507006 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-0.362467 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),-0.184434 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.887506 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),0.0500126 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),0.258882 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.0117376 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.0217166 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.984498 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-0.00952495 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),0.195051 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),0.353414 # DEPENDENCYPART_GRANDPAR
(25,13),(13,18),0.187537 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),-0.210967 # DEPENDENCYPART_GRANDPAR
(25,13),(13,22),0.0137813 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),0.593672 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.057951 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-1.71702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,30),-0.88235 # DEPENDENCYPART_GRANDPAR
(25,13),(13,34),-1.72517 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.0449757 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),0.510512 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),0.164347 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),0.434742 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),-0.958819 # DEPENDENCYPART_GRANDPAR
(25,15),(15,7),0.0590089 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.00273855 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),-0.00891218 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),-1.12032 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),0.215061 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.030094 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),0.302533 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),0.14503 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),-0.201659 # DEPENDENCYPART_GRANDPAR
(25,16),(16,2),-0.00463234 # DEPENDENCYPART_GRANDPAR
(25,16),(16,3),-0.384217 # DEPENDENCYPART_GRANDPAR
(25,16),(16,4),-0.242966 # DEPENDENCYPART_GRANDPAR
(25,16),(16,5),-0.911224 # DEPENDENCYPART_GRANDPAR
(25,16),(16,6),-0.496676 # DEPENDENCYPART_GRANDPAR
(25,16),(16,7),0.0960808 # DEPENDENCYPART_GRANDPAR
(25,16),(16,8),0.23627 # DEPENDENCYPART_GRANDPAR
(25,16),(16,9),-0.0232794 # DEPENDENCYPART_GRANDPAR
(25,16),(16,10),0.0343306 # DEPENDENCYPART_GRANDPAR
(25,16),(16,11),0.00843757 # DEPENDENCYPART_GRANDPAR
(25,16),(16,12),-0.999159 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),0.312966 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.0300334 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.129555 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),0.119793 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.224425 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.0990621 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),-0.0539629 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.556673 # DEPENDENCYPART_GRANDPAR
(25,16),(16,24),0.0272889 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.71667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,27),-0.736576 # DEPENDENCYPART_GRANDPAR
(25,16),(16,28),-0.848649 # DEPENDENCYPART_GRANDPAR
(25,16),(16,30),-0.882292 # DEPENDENCYPART_GRANDPAR
(25,16),(16,34),-1.72516 # DEPENDENCYPART_GRANDPAR
(25,18),(18,4),-0.164169 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),0.4889 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.090199 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.0489302 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),0.263323 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.345095 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.0733571 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.361158 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.208134 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.212017 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.177356 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.33197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,27),-0.436495 # DEPENDENCYPART_GRANDPAR
(25,18),(18,28),-0.379596 # DEPENDENCYPART_GRANDPAR
(25,18),(18,30),-0.480264 # DEPENDENCYPART_GRANDPAR
(25,18),(18,32),-0.573076 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.19496 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.48949 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.128995 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.0240297 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.584197 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.0258019 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-1.44957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,14),-0.0921519 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.346792 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.311363 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.155625 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.210777 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.217138 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.179338 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.33195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,27),-0.436479 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.379548 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),-0.480217 # DEPENDENCYPART_GRANDPAR
(25,21),(21,32),-0.573028 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.155625 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.217138 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.179338 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.33195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-0.436479 # DEPENDENCYPART_GRANDPAR
(25,24),(24,5),-1.00686 # DEPENDENCYPART_GRANDPAR
(25,24),(24,10),-0.0320402 # DEPENDENCYPART_GRANDPAR
(25,24),(24,12),-1.1239 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.00896675 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.121046 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.0370306 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.190056 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.71763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.738362 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.850632 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.884406 # DEPENDENCYPART_GRANDPAR
(25,24),(24,34),-1.72622 # DEPENDENCYPART_GRANDPAR
(25,27),(27,4),-0.860762 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.80661 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),1.26902 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.213183 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.115968 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.467125 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.171404 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.406663 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.22256 # DEPENDENCYPART_GRANDPAR
(25,27),(27,34),-0.855428 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),1.05246 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.0426475 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.227657 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.0958824 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.428824 # DEPENDENCYPART_GRANDPAR
(25,29),(29,26),1.26054 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.438149 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.151204 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.391318 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.078614 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),0.0989376 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.526821 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),0.0477827 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),0.0671923 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.391315 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.202358 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.147036 # DEPENDENCYPART_GRANDPAR
