# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(18,11),(11,10),-0.477378 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0906377 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.196414 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0156807 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.635349 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.59141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.590541 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.691312 # DEPENDENCYPART_GRANDPAR
(18,11),(11,28),-1.79488 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.0972464 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.0254647 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.90966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),0.04168 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.101427 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.0832541 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.295254 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.615059 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.000473114 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.45089 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.0198413 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.254758 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0249221 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.123966 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.574716 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.125546 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.59049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.589805 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.695758 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.690796 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-1.03948 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-1.79414 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.0586346 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.165802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.105681 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.556523 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.32349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,14),-0.00112778 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.223095 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.106069 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.20365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.28762 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.224608 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.274909 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.0756514 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.0777736 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),0.063275 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.735177 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.571007 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.026765 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.106194 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.32017 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.61066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.606898 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.704807 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-1.80548 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.997198 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.272228 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.287507 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.40887 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0862219 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.00832665 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0125619 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.572898 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.0410401 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.0170391 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.230471 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.839965 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),1.11021 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0309646 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0563037 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.13446 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),1.40871 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.198119 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0102612 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.575403 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0435434 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0193398 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.232974 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.842981 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0936086 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.794353 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.11156 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.142448 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.0766418 # DEPENDENCYPART_GRANDPAR
(18,25),(25,19),1.4156 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.200907 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.637118 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.0156785 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.233024 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.844585 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.77485 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.207833 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.6431 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.0950417 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.3445 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.36666 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.29393 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.19778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.357987 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-1.26255 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.566241 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.82049 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-1.37987 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.546505 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-1.4966 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.800369 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.30868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-1.20406 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.684369 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.649934 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.435938 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.958134 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-1.2976 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.6652 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-1.41427 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.790862 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-1.14371 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.592596 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.788843 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.510101 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.555751 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.830174 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.682308 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.63811 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.892792 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.801487 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.31358 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.549871 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.46183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.53189 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.706472 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.12216 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.395789 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.0381297 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.00504039 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.13422 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.330764 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0390688 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.764149 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0887093 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.077134 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.167794 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.621686 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.319838 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.835684 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.308706 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.163988 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.0429887 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.113366 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.144478 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-1.13422 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.335596 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.546267 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.0719704 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.168275 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.623377 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.539975 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.177826 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.555686 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.0364188 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0874417 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.68276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.976998 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.45965 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.476912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.375582 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.381455 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.368968 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.117346 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.0545614 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.743976 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.707306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.61204 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.279692 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.369521 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.0350439 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.0485209 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.243676 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),1.27368 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),1.3687 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),-0.845066 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.548009 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.71766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.808502 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.878473 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.30348 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.94747 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.124149 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.17279 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0252858 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.071427 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.153398 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.27695 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.0985403 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.658172 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0808896 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.236785 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.653513 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.651877 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.109551 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.667591 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.0478467 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.507865 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0795024 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.68354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,26),-0.840292 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.238693 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.21114 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.32639 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.73242 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.919874 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.225981 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.152527 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.604744 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),1.2224 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.168097 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.912942 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.000154139 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.83302 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.1502 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.33587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.253507 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-1.3893 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.632051 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.27339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,27),-1.39864 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),0.406399 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.649126 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.315127 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-1.01176 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.142102 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.204689 # DEPENDENCYPART_GRANDPAR
(25,21),(21,26),-0.697336 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.69156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.717315 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.73958 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.136413 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.751464 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.130845 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.209541 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.44233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,24),-1.52037 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.24519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,25),0.927865 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.801467 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),0.104536 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.76757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
