# _root_ A_través_d' aquest programa , que pretén promoure els intercanvis i la cooperació entre França i l' estat espanyol , les dues cambres de comerç volen fomentar l' intercanvi entre empreses catalanes i franceses .
#goldHeads=26,3,1,6,6,3,6,9,7,9,12,9,9,13,14,17,14,17,6,22,20,26,22,23,26,0,28,26,28,29,30,31,31,26,
#predictedHeads=25,3,1,6,6,3,6,9,7,9,12,9,12,13,14,17,14,17,1,22,20,25,22,23,0,25,28,26,28,29,30,31,31,25,
(24,25),(25,17),-1.05772 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.866623 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.85551 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.30547 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.283069 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.711675 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.28739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.320584 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.582086 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.463864 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.825423 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.650395 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.490403 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.664541 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),-0.881541 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),0.0415866 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),0.247258 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),-0.0740582 # DEPENDENCYPART_GRANDPAR
(25,1),(1,7),0.171941 # DEPENDENCYPART_GRANDPAR
(25,1),(1,9),0.304786 # DEPENDENCYPART_GRANDPAR
(25,1),(1,10),-0.0863069 # DEPENDENCYPART_GRANDPAR
(25,1),(1,15),0.0892746 # DEPENDENCYPART_GRANDPAR
(25,1),(1,19),0.557825 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.164117 # DEPENDENCYPART_GRANDPAR
(25,5),(5,9),0.124043 # DEPENDENCYPART_GRANDPAR
(25,5),(5,12),-0.0655837 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.0634364 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-0.0651469 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.00662439 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.853051 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),0.00657444 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),0.186704 # DEPENDENCYPART_GRANDPAR
(25,6),(6,10),-0.241061 # DEPENDENCYPART_GRANDPAR
(25,6),(6,12),0.00082525 # DEPENDENCYPART_GRANDPAR
(25,6),(6,13),-0.101394 # DEPENDENCYPART_GRANDPAR
(25,6),(6,15),-0.0654798 # DEPENDENCYPART_GRANDPAR
(25,6),(6,17),0.226074 # DEPENDENCYPART_GRANDPAR
(25,6),(6,19),0.442052 # DEPENDENCYPART_GRANDPAR
(25,6),(6,25),-1.75996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,6),(6,26),-0.587695 # DEPENDENCYPART_GRANDPAR
(25,6),(6,32),-1.32806 # DEPENDENCYPART_GRANDPAR
(25,6),(6,34),-1.6633 # DEPENDENCYPART_GRANDPAR
(25,7),(7,1),-0.0859655 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),-0.0960234 # DEPENDENCYPART_GRANDPAR
(25,7),(7,4),-0.0134354 # DEPENDENCYPART_GRANDPAR
(25,7),(7,5),-0.880109 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.250857 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),0.156199 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.247972 # DEPENDENCYPART_GRANDPAR
(25,7),(7,12),-0.0296791 # DEPENDENCYPART_GRANDPAR
(25,7),(7,13),-0.122332 # DEPENDENCYPART_GRANDPAR
(25,7),(7,14),0.126131 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),-0.0723905 # DEPENDENCYPART_GRANDPAR
(25,7),(7,17),0.19557 # DEPENDENCYPART_GRANDPAR
(25,7),(7,18),-0.37454 # DEPENDENCYPART_GRANDPAR
(25,7),(7,19),0.441717 # DEPENDENCYPART_GRANDPAR
(25,7),(7,22),0.035811 # DEPENDENCYPART_GRANDPAR
(25,7),(7,25),-1.759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,7),(7,26),-0.586733 # DEPENDENCYPART_GRANDPAR
(25,7),(7,29),-0.970415 # DEPENDENCYPART_GRANDPAR
(25,7),(7,32),-1.3275 # DEPENDENCYPART_GRANDPAR
(25,7),(7,34),-1.66274 # DEPENDENCYPART_GRANDPAR
(25,9),(9,1),-0.242811 # DEPENDENCYPART_GRANDPAR
(25,9),(9,4),-0.254356 # DEPENDENCYPART_GRANDPAR
(25,9),(9,6),-0.174949 # DEPENDENCYPART_GRANDPAR
(25,9),(9,7),0.0191009 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),-0.130455 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),0.129179 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),0.257281 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),0.294137 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),0.424576 # DEPENDENCYPART_GRANDPAR
(25,9),(9,15),0.30476 # DEPENDENCYPART_GRANDPAR
(25,9),(9,17),0.441478 # DEPENDENCYPART_GRANDPAR
(25,9),(9,18),-0.199586 # DEPENDENCYPART_GRANDPAR
(25,9),(9,19),0.141016 # DEPENDENCYPART_GRANDPAR
(25,9),(9,22),0.318667 # DEPENDENCYPART_GRANDPAR
(25,9),(9,23),0.408765 # DEPENDENCYPART_GRANDPAR
(25,9),(9,24),0.292997 # DEPENDENCYPART_GRANDPAR
(25,9),(9,25),-1.37221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,9),(9,26),-0.199864 # DEPENDENCYPART_GRANDPAR
(25,9),(9,28),-0.721658 # DEPENDENCYPART_GRANDPAR
(25,9),(9,29),-0.579668 # DEPENDENCYPART_GRANDPAR
(25,12),(12,1),-0.250286 # DEPENDENCYPART_GRANDPAR
(25,12),(12,4),-0.271228 # DEPENDENCYPART_GRANDPAR
(25,12),(12,7),0.00690985 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.136025 # DEPENDENCYPART_GRANDPAR
(25,12),(12,9),0.12489 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.0134301 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),0.537798 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),0.294343 # DEPENDENCYPART_GRANDPAR
(25,12),(12,14),0.424817 # DEPENDENCYPART_GRANDPAR
(25,12),(12,15),0.305562 # DEPENDENCYPART_GRANDPAR
(25,12),(12,17),0.441719 # DEPENDENCYPART_GRANDPAR
(25,12),(12,18),-0.199433 # DEPENDENCYPART_GRANDPAR
(25,12),(12,19),0.142602 # DEPENDENCYPART_GRANDPAR
(25,12),(12,22),0.318907 # DEPENDENCYPART_GRANDPAR
(25,12),(12,23),0.408952 # DEPENDENCYPART_GRANDPAR
(25,12),(12,24),0.293237 # DEPENDENCYPART_GRANDPAR
(25,12),(12,26),-0.199845 # DEPENDENCYPART_GRANDPAR
(25,12),(12,28),-0.721638 # DEPENDENCYPART_GRANDPAR
(25,12),(12,29),-0.579609 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),0.103561 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.0519681 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.254502 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),0.0456972 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),0.361671 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),0.534689 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.0743879 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),0.332945 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),0.467792 # DEPENDENCYPART_GRANDPAR
(25,14),(14,18),-0.184956 # DEPENDENCYPART_GRANDPAR
(25,14),(14,19),0.158768 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),0.344981 # DEPENDENCYPART_GRANDPAR
(25,14),(14,23),0.445133 # DEPENDENCYPART_GRANDPAR
(25,14),(14,24),0.319311 # DEPENDENCYPART_GRANDPAR
(25,14),(14,25),-1.37276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,26),-0.200415 # DEPENDENCYPART_GRANDPAR
(25,14),(14,28),-0.72295 # DEPENDENCYPART_GRANDPAR
(25,14),(14,29),-0.580093 # DEPENDENCYPART_GRANDPAR
(25,14),(14,30),-0.91104 # DEPENDENCYPART_GRANDPAR
(25,14),(14,33),-1.06763 # DEPENDENCYPART_GRANDPAR
(25,17),(17,1),-0.270589 # DEPENDENCYPART_GRANDPAR
(25,17),(17,7),-0.0194573 # DEPENDENCYPART_GRANDPAR
(25,17),(17,11),0.519336 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.244655 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),0.177663 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),0.292194 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.195176 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),0.223961 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),0.320469 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.422914 # DEPENDENCYPART_GRANDPAR
(25,17),(17,24),0.294798 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-1.37613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,26),-0.203778 # DEPENDENCYPART_GRANDPAR
(25,17),(17,28),-0.72447 # DEPENDENCYPART_GRANDPAR
(25,17),(17,29),-0.583378 # DEPENDENCYPART_GRANDPAR
(25,17),(17,31),-1.23529 # DEPENDENCYPART_GRANDPAR
(25,17),(17,33),-1.07072 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.204208 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),0.225692 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),0.146306 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.362503 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.146536 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.307556 # DEPENDENCYPART_GRANDPAR
(25,18),(18,32),-1.05918 # DEPENDENCYPART_GRANDPAR
(25,18),(18,33),-1.09986 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),0.146729 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.28006 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.0850379 # DEPENDENCYPART_GRANDPAR
(25,22),(22,1),-0.267745 # DEPENDENCYPART_GRANDPAR
(25,22),(22,6),-0.189143 # DEPENDENCYPART_GRANDPAR
(25,22),(22,7),0.00490705 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),0.350948 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.187171 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),0.853016 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.137578 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.443498 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.29933 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.3722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.199851 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.721647 # DEPENDENCYPART_GRANDPAR
(25,22),(22,29),-0.57963 # DEPENDENCYPART_GRANDPAR
(25,22),(22,31),-1.23172 # DEPENDENCYPART_GRANDPAR
(25,22),(22,33),-1.06716 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),0.582375 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.0779614 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.061253 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.49359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.321237 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),0.867883 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.150556 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.37219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,1),-0.864829 # DEPENDENCYPART_GRANDPAR
(25,26),(26,4),-1.24227 # DEPENDENCYPART_GRANDPAR
(25,26),(26,5),-1.52542 # DEPENDENCYPART_GRANDPAR
(25,26),(26,6),-1.35105 # DEPENDENCYPART_GRANDPAR
(25,26),(26,7),-1.11609 # DEPENDENCYPART_GRANDPAR
(25,26),(26,9),-0.869037 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-1.1344 # DEPENDENCYPART_GRANDPAR
(25,26),(26,12),-1.05994 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-0.811035 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-0.91965 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.958818 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-0.822726 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-1.19299 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-0.931707 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-0.332536 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.990009 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.492987 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.01861 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.66429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),0.0472643 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.271595 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.148777 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.439104 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.231604 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),-0.267773 # DEPENDENCYPART_GRANDPAR
(25,26),(26,34),-0.561602 # DEPENDENCYPART_GRANDPAR
(25,28),(28,6),-0.964269 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.0218023 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.314827 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.393515 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.227443 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.515115 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),-0.202111 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),-0.332701 # DEPENDENCYPART_GRANDPAR
(25,29),(29,20),-0.195432 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.0689546 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.138875 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.229973 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.490342 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.284694 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),-0.323486 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.309434 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.271965 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.50472 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.20458 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-0.322799 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.366961 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.362353 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),-0.51723 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),-0.226858 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.555102 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.432706 # DEPENDENCYPART_GRANDPAR
(26,1),(1,6),-0.33011 # DEPENDENCYPART_GRANDPAR
(26,1),(1,7),0.0149225 # DEPENDENCYPART_GRANDPAR
(26,1),(1,9),-0.346223 # DEPENDENCYPART_GRANDPAR
(26,1),(1,10),-0.377849 # DEPENDENCYPART_GRANDPAR
(26,1),(1,15),-0.244839 # DEPENDENCYPART_GRANDPAR
(26,1),(1,19),-0.125721 # DEPENDENCYPART_GRANDPAR
(26,5),(5,6),-0.396599 # DEPENDENCYPART_GRANDPAR
(26,5),(5,9),-0.493678 # DEPENDENCYPART_GRANDPAR
(26,5),(5,12),-0.521207 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-0.651506 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-0.656228 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.681604 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-1.34797 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),-0.11065 # DEPENDENCYPART_GRANDPAR
(26,6),(6,9),-0.414612 # DEPENDENCYPART_GRANDPAR
(26,6),(6,10),-0.482095 # DEPENDENCYPART_GRANDPAR
(26,6),(6,12),-0.438393 # DEPENDENCYPART_GRANDPAR
(26,6),(6,13),-0.730212 # DEPENDENCYPART_GRANDPAR
(26,6),(6,15),-0.349085 # DEPENDENCYPART_GRANDPAR
(26,6),(6,17),-0.415149 # DEPENDENCYPART_GRANDPAR
(26,6),(6,19),-0.161475 # DEPENDENCYPART_GRANDPAR
(26,6),(6,25),-0.527424 # DEPENDENCYPART_GRANDPAR
(26,6),(6,26),-1.67162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,6),(6,32),-1.24222 # DEPENDENCYPART_GRANDPAR
(26,6),(6,34),-1.66901 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.674035 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),-0.687105 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),-0.688415 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),-1.37503 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.535074 # DEPENDENCYPART_GRANDPAR
(26,7),(7,9),-0.445117 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),-0.489005 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.468897 # DEPENDENCYPART_GRANDPAR
(26,7),(7,13),-0.75115 # DEPENDENCYPART_GRANDPAR
(26,7),(7,14),-0.462024 # DEPENDENCYPART_GRANDPAR
(26,7),(7,15),-0.355996 # DEPENDENCYPART_GRANDPAR
(26,7),(7,17),-0.445653 # DEPENDENCYPART_GRANDPAR
(26,7),(7,18),-0.591438 # DEPENDENCYPART_GRANDPAR
(26,7),(7,19),-0.161809 # DEPENDENCYPART_GRANDPAR
(26,7),(7,22),-0.41142 # DEPENDENCYPART_GRANDPAR
(26,7),(7,25),-0.547107 # DEPENDENCYPART_GRANDPAR
(26,7),(7,26),-1.67066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,7),(7,29),-0.808083 # DEPENDENCYPART_GRANDPAR
(26,7),(7,32),-1.24166 # DEPENDENCYPART_GRANDPAR
(26,7),(7,34),-1.66845 # DEPENDENCYPART_GRANDPAR
(26,9),(9,1),-0.797336 # DEPENDENCYPART_GRANDPAR
(26,9),(9,4),-0.908071 # DEPENDENCYPART_GRANDPAR
(26,9),(9,6),-0.420444 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-0.127361 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-1.00613 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.146481 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.204994 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),-0.368726 # DEPENDENCYPART_GRANDPAR
(26,9),(9,14),-0.186635 # DEPENDENCYPART_GRANDPAR
(26,9),(9,15),-0.0134711 # DEPENDENCYPART_GRANDPAR
(26,9),(9,17),-0.222801 # DEPENDENCYPART_GRANDPAR
(26,9),(9,18),-0.444019 # DEPENDENCYPART_GRANDPAR
(26,9),(9,19),-0.52425 # DEPENDENCYPART_GRANDPAR
(26,9),(9,22),-0.151621 # DEPENDENCYPART_GRANDPAR
(26,9),(9,23),-0.213419 # DEPENDENCYPART_GRANDPAR
(26,9),(9,24),-0.228881 # DEPENDENCYPART_GRANDPAR
(26,9),(9,25),-0.256668 # DEPENDENCYPART_GRANDPAR
(26,9),(9,26),-1.28383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,9),(9,28),-0.409898 # DEPENDENCYPART_GRANDPAR
(26,9),(9,29),-0.417521 # DEPENDENCYPART_GRANDPAR
(26,12),(12,1),-0.80481 # DEPENDENCYPART_GRANDPAR
(26,12),(12,4),-0.924943 # DEPENDENCYPART_GRANDPAR
(26,12),(12,7),-0.139552 # DEPENDENCYPART_GRANDPAR
(26,12),(12,8),-1.0117 # DEPENDENCYPART_GRANDPAR
(26,12),(12,9),-0.475974 # DEPENDENCYPART_GRANDPAR
(26,12),(12,10),-0.295652 # DEPENDENCYPART_GRANDPAR
(26,12),(12,11),0.141432 # DEPENDENCYPART_GRANDPAR
(26,12),(12,13),-0.368519 # DEPENDENCYPART_GRANDPAR
(26,12),(12,14),-0.186394 # DEPENDENCYPART_GRANDPAR
(26,12),(12,15),-0.0126697 # DEPENDENCYPART_GRANDPAR
(26,12),(12,17),-0.22256 # DEPENDENCYPART_GRANDPAR
(26,12),(12,18),-0.443865 # DEPENDENCYPART_GRANDPAR
(26,12),(12,19),-0.522664 # DEPENDENCYPART_GRANDPAR
(26,12),(12,22),-0.15138 # DEPENDENCYPART_GRANDPAR
(26,12),(12,23),-0.213232 # DEPENDENCYPART_GRANDPAR
(26,12),(12,24),-0.228641 # DEPENDENCYPART_GRANDPAR
(26,12),(12,26),-1.28382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,12),(12,28),-0.409878 # DEPENDENCYPART_GRANDPAR
(26,12),(12,29),-0.417462 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),-0.254276 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.46772 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.383346 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.288417 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.329245 # DEPENDENCYPART_GRANDPAR
(26,14),(14,11),0.138323 # DEPENDENCYPART_GRANDPAR
(26,14),(14,12),-0.513155 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),0.0147135 # DEPENDENCYPART_GRANDPAR
(26,14),(14,17),-0.196487 # DEPENDENCYPART_GRANDPAR
(26,14),(14,18),-0.429388 # DEPENDENCYPART_GRANDPAR
(26,14),(14,19),-0.506499 # DEPENDENCYPART_GRANDPAR
(26,14),(14,22),-0.125307 # DEPENDENCYPART_GRANDPAR
(26,14),(14,23),-0.177051 # DEPENDENCYPART_GRANDPAR
(26,14),(14,24),-0.202567 # DEPENDENCYPART_GRANDPAR
(26,14),(14,25),-0.241249 # DEPENDENCYPART_GRANDPAR
(26,14),(14,26),-1.28439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,14),(14,28),-0.41119 # DEPENDENCYPART_GRANDPAR
(26,14),(14,29),-0.417946 # DEPENDENCYPART_GRANDPAR
(26,14),(14,30),-0.670858 # DEPENDENCYPART_GRANDPAR
(26,14),(14,33),-0.877833 # DEPENDENCYPART_GRANDPAR
(26,17),(17,1),-0.825113 # DEPENDENCYPART_GRANDPAR
(26,17),(17,7),-0.165919 # DEPENDENCYPART_GRANDPAR
(26,17),(17,11),0.12297 # DEPENDENCYPART_GRANDPAR
(26,17),(17,13),-0.89008 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.147131 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),0.209782 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),-0.439608 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.441306 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.149818 # DEPENDENCYPART_GRANDPAR
(26,17),(17,23),-0.19927 # DEPENDENCYPART_GRANDPAR
(26,17),(17,24),-0.22708 # DEPENDENCYPART_GRANDPAR
(26,17),(17,25),-0.277321 # DEPENDENCYPART_GRANDPAR
(26,17),(17,26),-1.28775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,17),(17,28),-0.41271 # DEPENDENCYPART_GRANDPAR
(26,17),(17,29),-0.421232 # DEPENDENCYPART_GRANDPAR
(26,17),(17,31),-0.921936 # DEPENDENCYPART_GRANDPAR
(26,17),(17,33),-0.880924 # DEPENDENCYPART_GRANDPAR
(26,18),(18,13),-0.845575 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),0.159096 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.497387 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),-0.282282 # DEPENDENCYPART_GRANDPAR
(26,18),(18,22),-0.319565 # DEPENDENCYPART_GRANDPAR
(26,18),(18,23),-0.29834 # DEPENDENCYPART_GRANDPAR
(26,18),(18,32),-0.973895 # DEPENDENCYPART_GRANDPAR
(26,18),(18,33),-0.910177 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.497263 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.519082 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.228535 # DEPENDENCYPART_GRANDPAR
(26,22),(22,1),-0.82227 # DEPENDENCYPART_GRANDPAR
(26,22),(22,6),-0.434637 # DEPENDENCYPART_GRANDPAR
(26,22),(22,7),-0.141555 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),0.268537 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.425084 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),0.539004 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.205016 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.178686 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.222548 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.249846 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.28382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,28),-0.409887 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.417483 # DEPENDENCYPART_GRANDPAR
(26,22),(22,31),-0.918366 # DEPENDENCYPART_GRANDPAR
(26,22),(22,33),-0.877355 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),0.305584 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.38548 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.614778 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.517839 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.40537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,20),0.550445 # DEPENDENCYPART_GRANDPAR
