# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(15,17),(17,22),-0.115563 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.193407 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.403463 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.201758 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-1.73153 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-2.01944 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.43229 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.64398 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.62356 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.87046 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.3045 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.76828 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.469187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.326285 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0295277 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.000555771 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0975565 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0751878 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.29305 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.304589 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.811392 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.73084 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-2.01904 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.43188 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.64329 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.6972 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.62287 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.8701 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.49597 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.30369 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.76788 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.300977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),1.14573 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.431307 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.13112 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.677999 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.03887 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.113286 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.18012 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.258448 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.276105 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.763699 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.104812 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.0993219 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.246093 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.270327 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.367157 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.300313 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.0318945 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.237728 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.190692 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.408152 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.277737 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.1116 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.92166 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.871407 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-1.06383 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.606084 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.823366 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.751039 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.826919 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.131752 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.551043 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.598404 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.467923 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.32252 # DEPENDENCYPART_GRANDPAR
(17,3),(3,19),-1.18424 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.865156 # DEPENDENCYPART_GRANDPAR
(17,3),(3,26),-1.68937 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.892616 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-1.0855 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.824029 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.772762 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.702189 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.54577 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.776315 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.12306 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.516166 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.509619 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.38516 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.78909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.322443 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-1.18407 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.864982 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-1.0708 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-1.2014 # DEPENDENCYPART_GRANDPAR
(17,4),(4,25),-0.80176 # DEPENDENCYPART_GRANDPAR
(17,4),(4,26),-1.68928 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.885522 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.474391 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.642714 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.673998 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.311781 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.514677 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.497099 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.71345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,3),-0.850365 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.595139 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.278444 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.188138 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.44122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.79345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.323968 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.19012 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.871031 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.20559 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-1.6908 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-1.13304 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.825023 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.568821 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.723298 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.909525 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.463171 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.720825 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.232904 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.182482 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.384464 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.849095 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.7891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.322444 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.18513 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.866039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.0708 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.2029 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.25291 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.801761 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-1.68928 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.923735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,2),-2.14414 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.81344 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.52518 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.73029 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.73237 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.979418 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.35349 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.72352 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.41567 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.848684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.728262 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.109712 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.164698 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.166748 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.309695 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.11867 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.82816 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-2.14399 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.81345 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.52519 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.73014 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.32715 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.73223 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.979446 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.20748 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.35329 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.72353 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.41568 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.0524 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.856099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.716512 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.135633 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.136077 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.195058 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.432633 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.332933 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.105266 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.827162 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.802818 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.234459 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.464735 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.444114 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0472046 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.306373 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.509974 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.456143 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0251354 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.0568712 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.369673 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.334881 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.905277 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.553377 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.533131 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.479967 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.558883 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.436767 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.700009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.07787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.660038 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.01878 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.22439 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.02317 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.937236 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.17351 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.434461 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.521849 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.00428875 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.126511 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.0726918 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.795028 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.773022 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.276086 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.345741 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.354973 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.53683 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.127831 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),0.708143 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.0054077 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.118 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),0.151892 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-2.117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-1.18266 # DEPENDENCYPART_GRANDPAR
(19,3),(3,26),-1.89369 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.735916 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.715218 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.869065 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.36788 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.337635 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.483917 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.558968 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.0956045 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),0.717894 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.0518168 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.0666223 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),-0.26502 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.184119 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-2.11643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-1.18209 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-1.16141 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-1.07078 # DEPENDENCYPART_GRANDPAR
(19,4),(4,25),-1.44643 # DEPENDENCYPART_GRANDPAR
(19,4),(4,26),-1.89324 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.430317 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.832143 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.28985 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.791456 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.083917 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.972612 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.366316 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.334447 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.50253 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.0173078 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.124858 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.0678295 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.222807 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.72918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.794835 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.908598 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.655439 # DEPENDENCYPART_GRANDPAR
(19,6),(6,24),-0.893347 # DEPENDENCYPART_GRANDPAR
(19,6),(6,26),-1.6649 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.298284 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.196461 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-1.25938 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.39564 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.492252 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.544314 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0117974 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.130621 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.064306 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.212529 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.72914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.794791 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.908554 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.893214 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-1.19996 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-1.66486 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.397352 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.336672 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.260008 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.897036 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.446273 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.02635 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.442707 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.567162 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.265509 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.2797 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.1366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-1.20226 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-1.0849 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-1.90458 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.666327 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.768898 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.310744 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.410685 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.309102 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.368158 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.598445 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.852506 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.33859 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.769626 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.389594 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.223801 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.305978 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.12123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-1.18689 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.16409 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.07646 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-1.33462 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.44911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-1.89592 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.850936 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.308642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.211133 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.432827 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.192511 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.461357 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.202429 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.72996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.795609 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.909322 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.656427 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.894331 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.20073 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.454661 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.70651 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.91481 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.40835 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.44861 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.38485 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.63935 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.46795 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.56294 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.598135 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.3911 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.27018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.70396 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.40449 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.28321 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.760455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.158654 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.353328 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.212803 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.714104 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.523637 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.853691 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.04169 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.287585 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.21938 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.650505 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.555733 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.349404 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.102342 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.597588 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.357381 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.579741 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0595777 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.233866 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.929369 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.00556116 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0996939 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.498471 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),0.0935675 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.309029 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.361521 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.401522 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),0.212224 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.132992 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.0165671 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.0924102 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),0.281006 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),1.072 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),0.511785 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.403511 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.615219 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.141873 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.71102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,26),-1.4506 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.302457 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.343767 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.437561 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.155167 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.0338642 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.0641639 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.114585 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),0.313197 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),1.08172 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),0.568974 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),0.454853 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.220183 # DEPENDENCYPART_GRANDPAR
