# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(18,29),(29,25),-0.0159079 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.1 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.0320174 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.0333227 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.224124 # DEPENDENCYPART_GRANDPAR
(18,29),(29,32),-0.197978 # DEPENDENCYPART_GRANDPAR
(18,29),(29,33),-0.222477 # DEPENDENCYPART_GRANDPAR
(18,29),(29,35),-0.257029 # DEPENDENCYPART_GRANDPAR
(18,29),(29,36),-0.134346 # DEPENDENCYPART_GRANDPAR
(18,29),(29,38),-0.0968058 # DEPENDENCYPART_GRANDPAR
(18,29),(29,39),-0.433636 # DEPENDENCYPART_GRANDPAR
(18,29),(29,40),-1.12688 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.340215 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.28206 # DEPENDENCYPART_GRANDPAR
(18,30),(30,35),-0.430119 # DEPENDENCYPART_GRANDPAR
(18,32),(32,30),-0.0801207 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.381091 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.21527 # DEPENDENCYPART_GRANDPAR
(18,32),(32,35),-0.314025 # DEPENDENCYPART_GRANDPAR
(18,32),(32,36),-0.0930116 # DEPENDENCYPART_GRANDPAR
(18,32),(32,38),-0.169051 # DEPENDENCYPART_GRANDPAR
(18,32),(32,39),-0.487828 # DEPENDENCYPART_GRANDPAR
(18,35),(35,34),-0.421352 # DEPENDENCYPART_GRANDPAR
(18,35),(35,36),-0.127495 # DEPENDENCYPART_GRANDPAR
(18,35),(35,38),-0.193027 # DEPENDENCYPART_GRANDPAR
(18,35),(35,39),-0.509556 # DEPENDENCYPART_GRANDPAR
(18,36),(36,2),-0.894374 # DEPENDENCYPART_GRANDPAR
(18,36),(36,3),-1.15524 # DEPENDENCYPART_GRANDPAR
(18,36),(36,4),-1.00389 # DEPENDENCYPART_GRANDPAR
(18,36),(36,5),-1.26376 # DEPENDENCYPART_GRANDPAR
(18,36),(36,6),-0.981542 # DEPENDENCYPART_GRANDPAR
(18,36),(36,7),-1.01969 # DEPENDENCYPART_GRANDPAR
(18,36),(36,8),-1.41302 # DEPENDENCYPART_GRANDPAR
(18,36),(36,9),-1.06504 # DEPENDENCYPART_GRANDPAR
(18,36),(36,16),-1.05515 # DEPENDENCYPART_GRANDPAR
(18,36),(36,17),-1.28331 # DEPENDENCYPART_GRANDPAR
(18,36),(36,18),-0.677141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,36),(36,19),-0.0653633 # DEPENDENCYPART_GRANDPAR
(18,36),(36,21),0.156904 # DEPENDENCYPART_GRANDPAR
(18,36),(36,23),0.00993195 # DEPENDENCYPART_GRANDPAR
(18,36),(36,24),-0.205971 # DEPENDENCYPART_GRANDPAR
(18,36),(36,26),-0.108522 # DEPENDENCYPART_GRANDPAR
(18,36),(36,28),-0.0473874 # DEPENDENCYPART_GRANDPAR
(18,36),(36,29),0.122352 # DEPENDENCYPART_GRANDPAR
(18,36),(36,30),-0.25198 # DEPENDENCYPART_GRANDPAR
(18,36),(36,32),-0.214032 # DEPENDENCYPART_GRANDPAR
(18,36),(36,33),-0.416713 # DEPENDENCYPART_GRANDPAR
(18,36),(36,34),-0.680639 # DEPENDENCYPART_GRANDPAR
(18,36),(36,35),-0.348459 # DEPENDENCYPART_GRANDPAR
(18,36),(36,38),-0.0888808 # DEPENDENCYPART_GRANDPAR
(18,36),(36,39),-0.447741 # DEPENDENCYPART_GRANDPAR
(18,36),(36,40),-1.17204 # DEPENDENCYPART_GRANDPAR
(18,38),(38,34),-0.434084 # DEPENDENCYPART_GRANDPAR
(18,38),(38,37),0.29701 # DEPENDENCYPART_GRANDPAR
(18,38),(38,39),-0.47319 # DEPENDENCYPART_GRANDPAR
(18,38),(38,40),-1.30451 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.254144 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.382636 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.370461 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.330218 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.2041 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.372067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.610107 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.370587 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.243015 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.217901 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.242241 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.24001 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.38981 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.310762 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.118412 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.329829 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.63635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.807225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.995031 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.02635 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.807928 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.05319 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.837777 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.10066 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.05881 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-1.14743 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-1.18194 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.37836 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.972632 # DEPENDENCYPART_GRANDPAR
(19,18),(18,35),-1.25166 # DEPENDENCYPART_GRANDPAR
(19,18),(18,36),-1.2541 # DEPENDENCYPART_GRANDPAR
(19,18),(18,38),-1.47725 # DEPENDENCYPART_GRANDPAR
(19,18),(18,40),-1.46384 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.883643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.102397 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.25651 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.07553 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.96632 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.860669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.072315 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.2506 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.269845 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0768826 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.241698 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.106169 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.296676 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.279145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.308748 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.438212 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.607274 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.292945 # DEPENDENCYPART_GRANDPAR
(19,21),(21,35),-0.445902 # DEPENDENCYPART_GRANDPAR
(19,21),(21,36),-0.413203 # DEPENDENCYPART_GRANDPAR
(19,21),(21,38),-0.705289 # DEPENDENCYPART_GRANDPAR
(19,21),(21,39),-0.558576 # DEPENDENCYPART_GRANDPAR
(19,21),(21,40),-0.663057 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.840015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),0.000267242 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.243347 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.27469 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.103001 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.395606 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.561018 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.10815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-1.4822 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.23945 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.41418 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.67024 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.25574 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.16542 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.20488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.786914 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-1.0358 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.592304 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.686596 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.63243 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.741242 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.971467 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.636008 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.714536 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-1.56909 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.998086 # DEPENDENCYPART_GRANDPAR
(20,21),(21,35),-1.12298 # DEPENDENCYPART_GRANDPAR
(20,21),(21,36),-0.695229 # DEPENDENCYPART_GRANDPAR
(20,21),(21,38),-1.60843 # DEPENDENCYPART_GRANDPAR
(20,21),(21,39),-1.31897 # DEPENDENCYPART_GRANDPAR
(20,21),(21,40),-0.964465 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.735145 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.613468 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.34582 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.813758 # DEPENDENCYPART_GRANDPAR
(21,8),(8,28),-0.796556 # DEPENDENCYPART_GRANDPAR
(21,8),(8,35),-0.904344 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.429464 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.774277 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.970285 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.555135 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.685648 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-1.07822 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.757736 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.933708 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.825954 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.75411 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.421627 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.571432 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.359407 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.34065 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.674014 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.665385 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.817347 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.259079 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.64541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.710172 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.955187 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.595684 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.744116 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.735807 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.80381 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.958967 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.858976 # DEPENDENCYPART_GRANDPAR
(21,18),(18,30),-0.771252 # DEPENDENCYPART_GRANDPAR
(21,18),(18,32),-1.06866 # DEPENDENCYPART_GRANDPAR
(21,18),(18,33),-0.951731 # DEPENDENCYPART_GRANDPAR
(21,18),(18,35),-1.06672 # DEPENDENCYPART_GRANDPAR
(21,18),(18,36),-1.08558 # DEPENDENCYPART_GRANDPAR
(21,18),(18,38),-1.22577 # DEPENDENCYPART_GRANDPAR
(21,18),(18,40),-1.5124 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.599003 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.11399 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.48675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-0.507067 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.191553 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.53032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,20),-1.01195 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.137191 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.254263 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.117221 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),0.223144 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.991431 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.631137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.285261 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.280898 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.143856 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.154763 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.022407 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.044059 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.258637 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.0432255 # DEPENDENCYPART_GRANDPAR
(21,23),(23,36),-0.274363 # DEPENDENCYPART_GRANDPAR
(21,23),(23,38),-0.228177 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.956625 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.768685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.139885 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.103011 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.0406924 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.0243338 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.309614 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.0198376 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0128675 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.0771215 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),0.0277684 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.199505 # DEPENDENCYPART_GRANDPAR
(21,26),(26,35),-0.0818336 # DEPENDENCYPART_GRANDPAR
(21,26),(26,36),-0.309144 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.162683 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.402943 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.100291 # DEPENDENCYPART_GRANDPAR
(21,29),(29,2),-1.82138 # DEPENDENCYPART_GRANDPAR
(21,29),(29,3),-1.8699 # DEPENDENCYPART_GRANDPAR
(21,29),(29,4),-1.50433 # DEPENDENCYPART_GRANDPAR
(21,29),(29,5),-1.48844 # DEPENDENCYPART_GRANDPAR
(21,29),(29,6),-2.02895 # DEPENDENCYPART_GRANDPAR
(21,29),(29,7),-1.58292 # DEPENDENCYPART_GRANDPAR
(21,29),(29,8),-1.62809 # DEPENDENCYPART_GRANDPAR
(21,29),(29,9),-1.652 # DEPENDENCYPART_GRANDPAR
(21,29),(29,10),-1.60446 # DEPENDENCYPART_GRANDPAR
(21,29),(29,11),-1.47536 # DEPENDENCYPART_GRANDPAR
(21,29),(29,13),-1.27508 # DEPENDENCYPART_GRANDPAR
(21,29),(29,16),-1.7163 # DEPENDENCYPART_GRANDPAR
(21,29),(29,17),-1.74763 # DEPENDENCYPART_GRANDPAR
(21,29),(29,18),-1.37055 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),-1.04524 # DEPENDENCYPART_GRANDPAR
(21,29),(29,21),-0.652255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,29),(29,22),0.109118 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),-0.132567 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.187485 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),0.189709 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),0.0730554 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),0.281048 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.0349812 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),0.214526 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.010679 # DEPENDENCYPART_GRANDPAR
(21,29),(29,33),-0.0446565 # DEPENDENCYPART_GRANDPAR
(21,29),(29,35),-0.00640256 # DEPENDENCYPART_GRANDPAR
(21,29),(29,36),-0.121928 # DEPENDENCYPART_GRANDPAR
(21,29),(29,38),-0.170685 # DEPENDENCYPART_GRANDPAR
(21,29),(29,39),-0.244854 # DEPENDENCYPART_GRANDPAR
(21,29),(29,40),-0.628824 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.212748 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.149079 # DEPENDENCYPART_GRANDPAR
(21,30),(30,35),-0.208038 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),0.151209 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.310631 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.139392 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),-0.113034 # DEPENDENCYPART_GRANDPAR
(21,32),(32,36),-0.341918 # DEPENDENCYPART_GRANDPAR
(21,32),(32,38),-0.313833 # DEPENDENCYPART_GRANDPAR
(21,32),(32,39),-0.334172 # DEPENDENCYPART_GRANDPAR
(21,35),(35,34),0.906078 # DEPENDENCYPART_GRANDPAR
(21,35),(35,36),-0.305175 # DEPENDENCYPART_GRANDPAR
(21,35),(35,38),-0.248775 # DEPENDENCYPART_GRANDPAR
(21,35),(35,39),-0.287908 # DEPENDENCYPART_GRANDPAR
(21,36),(36,2),-1.82138 # DEPENDENCYPART_GRANDPAR
(21,36),(36,3),-1.86992 # DEPENDENCYPART_GRANDPAR
(21,36),(36,4),-1.50434 # DEPENDENCYPART_GRANDPAR
(21,36),(36,5),-1.48844 # DEPENDENCYPART_GRANDPAR
(21,36),(36,6),-2.02896 # DEPENDENCYPART_GRANDPAR
(21,36),(36,7),-1.58292 # DEPENDENCYPART_GRANDPAR
(21,36),(36,8),-1.62809 # DEPENDENCYPART_GRANDPAR
(21,36),(36,9),-1.652 # DEPENDENCYPART_GRANDPAR
(21,36),(36,16),-1.7163 # DEPENDENCYPART_GRANDPAR
(21,36),(36,17),-1.74764 # DEPENDENCYPART_GRANDPAR
(21,36),(36,18),-1.37056 # DEPENDENCYPART_GRANDPAR
(21,36),(36,19),-1.04524 # DEPENDENCYPART_GRANDPAR
(21,36),(36,21),-0.643859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,36),(36,23),-0.122824 # DEPENDENCYPART_GRANDPAR
(21,36),(36,24),0.194706 # DEPENDENCYPART_GRANDPAR
(21,36),(36,26),0.0802772 # DEPENDENCYPART_GRANDPAR
(21,36),(36,28),0.0433766 # DEPENDENCYPART_GRANDPAR
(21,36),(36,29),0.188079 # DEPENDENCYPART_GRANDPAR
(21,36),(36,30),0.254555 # DEPENDENCYPART_GRANDPAR
(21,36),(36,32),-0.0660125 # DEPENDENCYPART_GRANDPAR
(21,36),(36,33),-0.124623 # DEPENDENCYPART_GRANDPAR
(21,36),(36,34),0.402457 # DEPENDENCYPART_GRANDPAR
(21,36),(36,35),-0.086936 # DEPENDENCYPART_GRANDPAR
(21,36),(36,38),-0.142894 # DEPENDENCYPART_GRANDPAR
(21,36),(36,39),-0.237844 # DEPENDENCYPART_GRANDPAR
(21,36),(36,40),-0.644455 # DEPENDENCYPART_GRANDPAR
(21,38),(38,34),0.786233 # DEPENDENCYPART_GRANDPAR
(21,38),(38,37),0.510938 # DEPENDENCYPART_GRANDPAR
(21,38),(38,39),-0.326547 # DEPENDENCYPART_GRANDPAR
(21,38),(38,40),-0.60555 # DEPENDENCYPART_GRANDPAR
(21,39),(39,37),0.309292 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0934496 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.305055 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.788339 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.605178 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.07093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.303085 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.259685 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.470594 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.293508 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.433656 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.548205 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.641879 # DEPENDENCYPART_GRANDPAR
(22,23),(23,36),-0.656852 # DEPENDENCYPART_GRANDPAR
(22,23),(23,38),-0.694196 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.785762 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.60248 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.990457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.137772 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.282947 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.593672 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.0962797 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.623394 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.301723 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.414936 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.676414 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.710642 # DEPENDENCYPART_GRANDPAR
(22,26),(26,35),-0.644405 # DEPENDENCYPART_GRANDPAR
(22,26),(26,36),-0.639884 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.369772 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.589241 # DEPENDENCYPART_GRANDPAR
(22,30),(30,35),-0.424679 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.124497 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.24768 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.0092341 # DEPENDENCYPART_GRANDPAR
(23,19),(19,24),-0.554121 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.409778 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.486392 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.196242 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.279201 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.406574 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.067729 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.41554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.551605 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.943368 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.809975 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.96614 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.667626 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-1.00916 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-0.880098 # DEPENDENCYPART_GRANDPAR
(23,21),(21,32),-0.899919 # DEPENDENCYPART_GRANDPAR
(23,21),(21,33),-1.00273 # DEPENDENCYPART_GRANDPAR
(23,21),(21,35),-1.13971 # DEPENDENCYPART_GRANDPAR
(23,21),(21,36),-1.22129 # DEPENDENCYPART_GRANDPAR
(23,21),(21,38),-1.05622 # DEPENDENCYPART_GRANDPAR
(23,21),(21,39),-1.21193 # DEPENDENCYPART_GRANDPAR
(23,21),(21,40),-1.43248 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.336918 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.41392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.556698 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.815068 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.937418 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.940108 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.819784 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.657948 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.628353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,26),-0.0990989 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.281369 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.368572 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.311091 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.0747563 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.29607 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.300781 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.329856 # DEPENDENCYPART_GRANDPAR
(23,26),(26,35),-0.403521 # DEPENDENCYPART_GRANDPAR
(23,26),(26,36),-0.508132 # DEPENDENCYPART_GRANDPAR
