# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(19,27),(27,25),0.454036 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.156405 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.407229 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.518604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,25),0.453403 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.153557 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),0.198633 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.40781 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-1.16822 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.76159 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.344922 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.692783 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.558586 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-1.21042 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.311903 # DEPENDENCYPART_GRANDPAR
(21,1),(1,17),-0.109386 # DEPENDENCYPART_GRANDPAR
(21,1),(1,29),-1.26541 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.627331 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.210369 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.224046 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.379355 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.178131 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0799576 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.67447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.700254 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-1.08077 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.02475 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-1.00965 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-1.01709 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-1.27534 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-1.27184 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.713167 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.516636 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.716446 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.057669 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.572504 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.237138 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.274775 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.237937 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.493918 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.460748 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.580792 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.200811 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.2367 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.512775 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0819397 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.071491 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.498952 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-0.829633 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0759142 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0675616 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.0681295 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.561099 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.43901 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.15677 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.49037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.697234 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.502087 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.895476 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.830629 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.451349 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.219707 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.466114 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.73937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,23),-0.945203 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.293725 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.31751 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.0661915 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.716672 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.405028 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.0666294 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-0.793616 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.723282 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.409542 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.461902 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.170741 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0329402 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.19152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.507807 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.321669 # DEPENDENCYPART_GRANDPAR
(25,28),(28,19),-0.845934 # DEPENDENCYPART_GRANDPAR
(25,28),(28,25),-1.19683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,28),(28,26),-0.51701 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),-0.400632 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.739913 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.209514 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.151923 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.95691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.836536 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-0.771449 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.766498 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.726777 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.25821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.597783 # DEPENDENCYPART_GRANDPAR
(28,19),(19,17),-0.281134 # DEPENDENCYPART_GRANDPAR
(28,19),(19,18),-0.482448 # DEPENDENCYPART_GRANDPAR
(28,19),(19,20),0.206412 # DEPENDENCYPART_GRANDPAR
(28,19),(19,21),0.490789 # DEPENDENCYPART_GRANDPAR
(28,19),(19,22),-0.135651 # DEPENDENCYPART_GRANDPAR
(28,19),(19,24),0.0774373 # DEPENDENCYPART_GRANDPAR
(28,19),(19,26),-0.159511 # DEPENDENCYPART_GRANDPAR
(28,19),(19,27),-0.376123 # DEPENDENCYPART_GRANDPAR
(28,19),(19,28),-1.51933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,23),-0.27139 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.295734 # DEPENDENCYPART_GRANDPAR
(28,25),(25,27),-0.323261 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-1.52546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,25),-0.324766 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.167877 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.52546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
