# _root_ La d' aquest any serà la tercera edició del Festival_de_Cinema_Negre_de_Manresa , la cinquena si no es té_en_compte l' especialització , que el converteix en l' únic certamen de l' Estat dedicat a aquest gènere .
#goldHeads=2,5,4,2,0,8,8,5,8,9,5,13,5,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
#predictedHeads=2,5,4,2,0,8,8,5,8,9,13,13,8,17,17,17,13,19,17,23,23,23,19,23,27,27,24,27,30,28,27,31,34,32,5,
(23,34),(34,28),0.257303 # DEPENDENCYPART_GRANDPAR
(23,34),(34,29),-0.361114 # DEPENDENCYPART_GRANDPAR
(23,34),(34,31),0.245972 # DEPENDENCYPART_GRANDPAR
(23,34),(34,33),-0.542423 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.475751 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.434023 # DEPENDENCYPART_GRANDPAR
(24,23),(23,2),-0.802508 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-0.477708 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.42699 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.288077 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.556963 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.627897 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.395619 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.0640563 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.426236 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.600503 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.450414 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.417869 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.77809 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.255443 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.60661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),-0.244719 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.802829 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.859278 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.766158 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.796089 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.748962 # DEPENDENCYPART_GRANDPAR
(24,23),(23,34),-0.751798 # DEPENDENCYPART_GRANDPAR
(24,23),(23,35),-1.52764 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.73525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.411151 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.743996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.47057 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.0164652 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.0330043 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),0.017711 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.47399 # DEPENDENCYPART_GRANDPAR
(24,27),(27,9),-1.06071 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-1.37699 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-1.1191 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.708289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),1.56969 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.719864 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.162708 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0930083 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),0.0729436 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),0.0681869 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.06013 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.708975 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.430233 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),0.128672 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),0.0108105 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.213869 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),0.104089 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.169073 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),0.111763 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),0.0212354 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),-0.0473656 # DEPENDENCYPART_GRANDPAR
(24,31),(31,28),-0.0214274 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.309884 # DEPENDENCYPART_GRANDPAR
(24,31),(31,32),0.0274029 # DEPENDENCYPART_GRANDPAR
(24,31),(31,34),0.107 # DEPENDENCYPART_GRANDPAR
(24,32),(32,14),-1.0648 # DEPENDENCYPART_GRANDPAR
(24,32),(32,29),-0.162145 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),0.126841 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),0.149501 # DEPENDENCYPART_GRANDPAR
(25,24),(24,12),-1.13167 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.816969 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.78354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.844333 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-1.46755 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.703836 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-1.41343 # DEPENDENCYPART_GRANDPAR
(25,24),(24,31),-1.27914 # DEPENDENCYPART_GRANDPAR
(25,24),(24,32),-0.806948 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.24468 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.05211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),0.0469336 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.591652 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.0409069 # DEPENDENCYPART_GRANDPAR
(26,24),(24,12),-0.534232 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.470166 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0502218 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.69119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.707122 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.933523 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-1.04041 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-1.17129 # DEPENDENCYPART_GRANDPAR
(26,24),(24,32),-0.960599 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.411664 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,29),-0.3648 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.273378 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.36381 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.429245 # DEPENDENCYPART_GRANDPAR
(26,28),(28,34),-0.40859 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),-0.245676 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.261752 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.133472 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),-0.390051 # DEPENDENCYPART_GRANDPAR
(26,32),(32,14),-0.917752 # DEPENDENCYPART_GRANDPAR
(26,32),(32,29),-0.260471 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),-0.508108 # DEPENDENCYPART_GRANDPAR
(26,32),(32,34),-0.331938 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-1.33658 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-0.882327 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),-0.694106 # DEPENDENCYPART_GRANDPAR
(27,2),(2,8),-0.670236 # DEPENDENCYPART_GRANDPAR
(27,2),(2,9),-0.724317 # DEPENDENCYPART_GRANDPAR
(27,2),(2,11),-0.406819 # DEPENDENCYPART_GRANDPAR
(27,2),(2,14),-0.250547 # DEPENDENCYPART_GRANDPAR
(27,2),(2,20),-0.542434 # DEPENDENCYPART_GRANDPAR
(27,9),(9,1),-1.38105 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.560908 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.898599 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.378907 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-0.157523 # DEPENDENCYPART_GRANDPAR
(27,9),(9,17),-0.728539 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.70709 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.507602 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.630052 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.735523 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.31818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),-0.42461 # DEPENDENCYPART_GRANDPAR
(27,24),(24,12),-1.13595 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.812811 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.363218 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.217326 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.41376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.497804 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.528272 # DEPENDENCYPART_GRANDPAR
(27,24),(24,31),-0.717575 # DEPENDENCYPART_GRANDPAR
(27,24),(24,32),-0.657244 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.887607 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.571565 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.72993 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.348559 # DEPENDENCYPART_GRANDPAR
(27,26),(26,28),-0.494858 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.729793 # DEPENDENCYPART_GRANDPAR
(27,26),(26,32),-0.65498 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),-0.46304 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),0.692948 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),0.122357 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),0.00145103 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),0.485669 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.37719 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),0.0898955 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),0.147651 # DEPENDENCYPART_GRANDPAR
(27,30),(30,34),0.142973 # DEPENDENCYPART_GRANDPAR
(27,31),(31,28),0.391473 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),-0.346077 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),0.27198 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),0.23084 # DEPENDENCYPART_GRANDPAR
(27,32),(32,14),-0.975845 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),-0.488006 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),0.00597574 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),0.290932 # DEPENDENCYPART_GRANDPAR
(27,34),(34,28),0.319195 # DEPENDENCYPART_GRANDPAR
(27,34),(34,29),-0.351528 # DEPENDENCYPART_GRANDPAR
(27,34),(34,31),0.00900723 # DEPENDENCYPART_GRANDPAR
(27,34),(34,33),-0.612421 # DEPENDENCYPART_GRANDPAR
(28,30),(30,29),1.0222 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.0625242 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.412391 # DEPENDENCYPART_GRANDPAR
(28,30),(30,34),-0.0597827 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.726113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.998694 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.125004 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),0.280051 # DEPENDENCYPART_GRANDPAR
(28,32),(32,14),-1.12728 # DEPENDENCYPART_GRANDPAR
(28,32),(32,29),1.0451 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),0.156112 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),0.0814969 # DEPENDENCYPART_GRANDPAR
(28,34),(34,28),-0.470552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,34),(34,29),1.01349 # DEPENDENCYPART_GRANDPAR
(28,34),(34,31),0.212931 # DEPENDENCYPART_GRANDPAR
(28,34),(34,33),-0.0379282 # DEPENDENCYPART_GRANDPAR
(30,31),(31,28),-0.432283 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-0.649685 # DEPENDENCYPART_GRANDPAR
(30,31),(31,32),-0.199724 # DEPENDENCYPART_GRANDPAR
(30,31),(31,34),-0.139426 # DEPENDENCYPART_GRANDPAR
(30,32),(32,14),-0.960286 # DEPENDENCYPART_GRANDPAR
(30,32),(32,29),-0.639286 # DEPENDENCYPART_GRANDPAR
(30,32),(32,31),0.036423 # DEPENDENCYPART_GRANDPAR
(30,32),(32,34),-0.10686 # DEPENDENCYPART_GRANDPAR
(30,34),(34,28),-0.217562 # DEPENDENCYPART_GRANDPAR
(30,34),(34,29),-0.65825 # DEPENDENCYPART_GRANDPAR
(30,34),(34,31),-0.0321495 # DEPENDENCYPART_GRANDPAR
(30,34),(34,33),-0.483443 # DEPENDENCYPART_GRANDPAR
(31,28),(28,29),-0.0553087 # DEPENDENCYPART_GRANDPAR
(31,28),(28,30),-0.0461775 # DEPENDENCYPART_GRANDPAR
(31,28),(28,31),-1.35251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,28),(28,32),-0.528445 # DEPENDENCYPART_GRANDPAR
(31,28),(28,34),-0.690148 # DEPENDENCYPART_GRANDPAR
(31,32),(32,14),-1.05326 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.859295 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.69352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,34),0.205873 # DEPENDENCYPART_GRANDPAR
(31,34),(34,28),-1.05058 # DEPENDENCYPART_GRANDPAR
(31,34),(34,29),-0.913292 # DEPENDENCYPART_GRANDPAR
(31,34),(34,31),-0.651344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,34),(34,33),0.549016 # DEPENDENCYPART_GRANDPAR
(32,14),(14,17),-0.347511 # DEPENDENCYPART_GRANDPAR
(32,14),(14,20),-0.545876 # DEPENDENCYPART_GRANDPAR
(32,31),(31,28),-0.128355 # DEPENDENCYPART_GRANDPAR
(32,31),(31,29),-0.42305 # DEPENDENCYPART_GRANDPAR
(32,31),(31,32),-1.5818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(32,31),(31,34),-0.129867 # DEPENDENCYPART_GRANDPAR
(32,34),(34,28),-0.811282 # DEPENDENCYPART_GRANDPAR
(32,34),(34,29),-1.36793 # DEPENDENCYPART_GRANDPAR
(32,34),(34,31),-0.944873 # DEPENDENCYPART_GRANDPAR
(32,34),(34,33),1.18523 # DEPENDENCYPART_GRANDPAR
(34,28),(28,29),-0.433189 # DEPENDENCYPART_GRANDPAR
(34,28),(28,30),-0.268269 # DEPENDENCYPART_GRANDPAR
(34,28),(28,31),-0.291896 # DEPENDENCYPART_GRANDPAR
(34,28),(28,32),-0.675198 # DEPENDENCYPART_GRANDPAR
(34,28),(28,34),-1.70044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(34,31),(31,28),-0.649687 # DEPENDENCYPART_GRANDPAR
(34,31),(31,29),-0.534123 # DEPENDENCYPART_GRANDPAR
(34,31),(31,32),-0.642588 # DEPENDENCYPART_GRANDPAR
(34,31),(31,34),-1.6292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
