# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(20,4),(4,6),-0.173335 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.259611 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0961709 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.190161 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),0.13735 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.818112 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.336371 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.275155 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.239716 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.020421 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.129552 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.00318311 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.169556 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),0.0380972 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.226059 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.267276 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.258498 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.32463 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.699063 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.238719 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.0421623 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.061999 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.0479131 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.00437189 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.790495 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),0.0993584 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.5891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,23),-0.629596 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-0.976326 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.912774 # DEPENDENCYPART_GRANDPAR
(20,10),(10,27),-0.841913 # DEPENDENCYPART_GRANDPAR
(20,10),(10,29),-0.794612 # DEPENDENCYPART_GRANDPAR
(20,10),(10,30),-0.866721 # DEPENDENCYPART_GRANDPAR
(20,10),(10,31),-1.50129 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.360464 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.441719 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.0807745 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-1.12974 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.198994 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.109852 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.132417 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.840146 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.164639 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.31808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.206082 # DEPENDENCYPART_GRANDPAR
(20,11),(11,25),-0.848785 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-0.777027 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.0584653 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.163761 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.310434 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0212136 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.861374 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.314475 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.226461 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.934912 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.254384 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.23789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.0887863 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.405009 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.133326 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0662752 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.93198 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0285444 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.137103 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.459593 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.933619 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.256862 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.23789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.0887863 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.145865 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.371683 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.147372 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.536676 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.010303 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.324247 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),1.08962 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.20465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.102632 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.213591 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.704652 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.661047 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.422948 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.410162 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.482459 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-1.27403 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.357277 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.399267 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.0238853 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0192944 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.141403 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.490044 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.488923 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),0.05325 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.501051 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.286778 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.118538 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.188238 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.0333145 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.165905 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),0.274265 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),0.215222 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.573509 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.385132 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0192944 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.141403 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.352447 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),0.269302 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.309164 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.115003 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.00705898 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.0545808 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),0.333632 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),0.260465 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.126633 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.0996793 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.229656 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),0.156592 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.505603 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.189379 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.261643 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),0.188467 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.571272 # DEPENDENCYPART_GRANDPAR
(20,29),(29,1),-0.944016 # DEPENDENCYPART_GRANDPAR
(20,29),(29,7),-1.54751 # DEPENDENCYPART_GRANDPAR
(20,29),(29,13),-0.805659 # DEPENDENCYPART_GRANDPAR
(20,29),(29,16),-0.871927 # DEPENDENCYPART_GRANDPAR
(20,29),(29,19),-0.978248 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.162652 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.0440406 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),0.13541 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.648308 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),0.150038 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.449938 # DEPENDENCYPART_GRANDPAR
(20,30),(30,1),-0.943873 # DEPENDENCYPART_GRANDPAR
(20,30),(30,5),-0.919875 # DEPENDENCYPART_GRANDPAR
(20,30),(30,7),-1.54736 # DEPENDENCYPART_GRANDPAR
(20,30),(30,10),-1.19894 # DEPENDENCYPART_GRANDPAR
(20,30),(30,11),-0.779568 # DEPENDENCYPART_GRANDPAR
(20,30),(30,13),-0.805516 # DEPENDENCYPART_GRANDPAR
(20,30),(30,16),-0.871784 # DEPENDENCYPART_GRANDPAR
(20,30),(30,17),-0.62918 # DEPENDENCYPART_GRANDPAR
(20,30),(30,19),-0.978073 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.433213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,21),0.336406 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),0.423158 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),0.0201827 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.161928 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),-0.0433006 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),0.152127 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.625541 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),0.376941 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.43952 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.58208 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.344265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.472569 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0324502 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-1.11243 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.935874 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.65249 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.214839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.88138 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.125041 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.150977 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.32935 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.191848 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.137372 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.359244 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.580582 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),1.27215 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.040972 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.427106 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),0.192217 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),0.394963 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.612178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),1.09518 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.163935 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.371679 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),0.262181 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.467943 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.336199 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.31811 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.211711 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),0.417541 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.357512 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.505786 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.555636 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.398187 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.375132 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.484706 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.621135 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.458473 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.661575 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.388097 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.483924 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.763147 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.45533 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.529507 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.7604 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.55058 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.299805 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-1.37456 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.967065 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-1.12953 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.45934 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-1.28576 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-1.22539 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-1.21976 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-1.3751 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.23066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-1.38051 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.948063 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.13233 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.45668 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.02523 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.0064 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.47796 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.911313 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.52428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0637571 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.411425 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.698385 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.576755 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.41159 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.396314 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.545701 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.45386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,25),-0.339139 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.707612 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.414439 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.411816 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.280064 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.0750365 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.616225 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),0.0510195 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),0.184331 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),0.0284559 # DEPENDENCYPART_GRANDPAR
(23,1),(1,10),-0.294007 # DEPENDENCYPART_GRANDPAR
(23,1),(1,11),0.0424328 # DEPENDENCYPART_GRANDPAR
(23,1),(1,14),-0.136462 # DEPENDENCYPART_GRANDPAR
(23,1),(1,17),0.0362552 # DEPENDENCYPART_GRANDPAR
(23,1),(1,31),-1.15375 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.449804 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.578144 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),0.096078 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),0.00696982 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.290895 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.0634208 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.568095 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.399041 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.71463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.584743 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.57999 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.950201 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.292619 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.184494 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.64397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.605076 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.512797 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.746152 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.102796 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.166043 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.138961 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.566383 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.478266 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.0531554 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.304729 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.0292814 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.0572837 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.32728 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.103548 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.0483968 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.0204517 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.588911 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.23465 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.0224051 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.00559864 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.380462 # DEPENDENCYPART_GRANDPAR
(23,29),(29,1),-1.48987 # DEPENDENCYPART_GRANDPAR
(23,29),(29,7),-1.00252 # DEPENDENCYPART_GRANDPAR
(23,29),(29,13),-0.872653 # DEPENDENCYPART_GRANDPAR
(23,29),(29,16),-1.00225 # DEPENDENCYPART_GRANDPAR
(23,29),(29,19),-0.969674 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),0.122462 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.222791 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),0.0873633 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),1.25904 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.148346 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.38721 # DEPENDENCYPART_GRANDPAR
(23,30),(30,1),-1.48987 # DEPENDENCYPART_GRANDPAR
(23,30),(30,5),-0.773146 # DEPENDENCYPART_GRANDPAR
(23,30),(30,7),-1.00252 # DEPENDENCYPART_GRANDPAR
(23,30),(30,10),-1.21644 # DEPENDENCYPART_GRANDPAR
(23,30),(30,11),-0.868546 # DEPENDENCYPART_GRANDPAR
(23,30),(30,13),-0.872653 # DEPENDENCYPART_GRANDPAR
(23,30),(30,16),-1.00225 # DEPENDENCYPART_GRANDPAR
(23,30),(30,17),-0.994725 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-0.969658 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-1.2335 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.748568 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-0.783971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,24),0.265365 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.153003 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),-0.192216 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.146667 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),1.32952 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),0.243147 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.365958 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.661376 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.333105 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.344093 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.96766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,21),-0.834164 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.44862 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.1973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.0300342 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.421425 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.172775 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.02504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,27),-0.255277 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.471896 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.223177 # DEPENDENCYPART_GRANDPAR
(24,29),(29,1),-1.27234 # DEPENDENCYPART_GRANDPAR
(24,29),(29,7),-1.24527 # DEPENDENCYPART_GRANDPAR
(24,29),(29,13),-1.08897 # DEPENDENCYPART_GRANDPAR
(24,29),(29,16),-1.18544 # DEPENDENCYPART_GRANDPAR
(24,29),(29,19),-1.58056 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.306915 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.0210664 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.111256 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.8361 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.272125 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.866614 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-1.27234 # DEPENDENCYPART_GRANDPAR
(24,30),(30,5),-1.1789 # DEPENDENCYPART_GRANDPAR
(24,30),(30,7),-1.24527 # DEPENDENCYPART_GRANDPAR
(24,30),(30,10),-1.41425 # DEPENDENCYPART_GRANDPAR
(24,30),(30,11),-1.23226 # DEPENDENCYPART_GRANDPAR
(24,30),(30,13),-1.08897 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-1.18544 # DEPENDENCYPART_GRANDPAR
(24,30),(30,17),-1.31604 # DEPENDENCYPART_GRANDPAR
(24,30),(30,19),-1.58055 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),-1.60934 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-1.01217 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-1.45063 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.977552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.306904 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),0.0210705 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.127089 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),0.857691 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.580037 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.837803 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.291781 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.0165267 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.000560418 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.73105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.568561 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.089735 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.22995 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.232157 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.379025 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.395693 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.73105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.568561 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.864504 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.995595 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.524554 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),-0.155966 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.15536 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.286382 # DEPENDENCYPART_GRANDPAR
(25,29),(29,1),-1.15468 # DEPENDENCYPART_GRANDPAR
(25,29),(29,7),-1.00534 # DEPENDENCYPART_GRANDPAR
(25,29),(29,13),-0.819701 # DEPENDENCYPART_GRANDPAR
(25,29),(29,16),-0.910828 # DEPENDENCYPART_GRANDPAR
(25,29),(29,19),-1.00423 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.92557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.171766 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.0796119 # DEPENDENCYPART_GRANDPAR
