# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(18,3),(3,4),-0.88541 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.258978 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.0259354 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.365596 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.183371 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.511348 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.294909 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.180526 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.162752 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.326023 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-2.18305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.765333 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-1.14797 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-1.56306 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.910102 # DEPENDENCYPART_GRANDPAR
(18,3),(3,25),-1.24321 # DEPENDENCYPART_GRANDPAR
(18,3),(3,27),-1.19309 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-1.9439 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.58923 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.668456 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.184792 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.404386 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0327426 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.337903 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.226752 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.407769 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.277293 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.353028 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),1.4368 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.0886083 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.711891 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.140036 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.493233 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.0596886 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.587947 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.377479 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.35085 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.275414 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.247368 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.290813 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.872619 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-2.20674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.785746 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-1.1706 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-1.58372 # DEPENDENCYPART_GRANDPAR
(18,6),(6,23),-0.931569 # DEPENDENCYPART_GRANDPAR
(18,6),(6,25),-1.26362 # DEPENDENCYPART_GRANDPAR
(18,6),(6,27),-1.2135 # DEPENDENCYPART_GRANDPAR
(18,6),(6,28),-1.96416 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.944319 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.183981 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.170435 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.447206 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.316729 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.289166 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),0.645012 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.0344267 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.930618 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.0454523 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.130583 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.290035 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.354482 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.244726 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.168239 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.0866782 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.96557 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-1.38913 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-0.601345 # DEPENDENCYPART_GRANDPAR
(18,8),(8,28),-1.77129 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.343353 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),1.40927 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0339962 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.728095 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0931119 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.215391 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.0262464 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.267927 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.209922 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.16413 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-2.18215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.764394 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-1.14704 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-1.56212 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.909194 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),-1.24227 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-1.19215 # DEPENDENCYPART_GRANDPAR
(18,9),(9,28),-1.94297 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.287321 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),1.45613 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.0121498 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.692742 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.236493 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.131662 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.180038 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0710979 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.409494 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.196558 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.311127 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.160243 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.326526 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0167367 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.1821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.764378 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-1.14702 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-1.5621 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-1.64009 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.909148 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-1.24225 # DEPENDENCYPART_GRANDPAR
(18,10),(10,27),-1.19213 # DEPENDENCYPART_GRANDPAR
(18,10),(10,28),-1.94295 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.440447 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.994892 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.400352 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.225917 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.415557 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.117603 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.984762 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-1.41567 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.411719 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.354735 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.0419814 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.345562 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.69442 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.179369 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.25295 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0949279 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.938806 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.229193 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.329456 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.010638 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.459042 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.473954 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.690892 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0737303 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.242253 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0651155 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.72792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.421658 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.891447 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-1.29523 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-1.21607 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.482824 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.89971 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-1.06949 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.849413 # DEPENDENCYPART_GRANDPAR
(18,14),(14,28),-1.68633 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.694446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0940983 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0946688 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.7804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.449832 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.00838928 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),1.48818 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.8624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.599818 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.598723 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0156085 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.66141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.366193 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.201236 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),0.328401 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.0777844 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.573402 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.550137 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.27803 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.355892 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.230791 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.311524 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.24865 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.31253 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.139331 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.793299 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.56221 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.347623 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.24709 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.81653 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-1.31098 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-1.28403 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.717563 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-1.67097 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.55945 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-1.07325 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-1.18667 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.35822 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-1.20529 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.719989 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.131092 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.945219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.372465 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.00725764 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.127029 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.365931 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.121759 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.164293 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.086158 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.725393 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.202218 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0605471 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.241556 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.276676 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.928178 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.0374174 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.0253061 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.397224 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.450014 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.320336 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.654783 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.59223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,23),-0.630077 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.932871 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.604957 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.47381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,3),-1.76363 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.85804 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.159858 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.850884 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-1.72478 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-1.29823 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.76331 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-1.79952 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-1.85771 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-1.6874 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-1.90034 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.54817 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.60274 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-2.11127 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.58356 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.38379 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-1.38841 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.76949 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.882743 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.60927 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.691414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.107781 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.248567 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.24146 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.19067 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.111183 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.197068 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.826447 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.47954 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.775506 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.211224 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.32199 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.820275 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.804445 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.245164 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.765022 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.324786 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.236355 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.143716 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),1.49788 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.270932 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),0.0167923 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),0.669545 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.207884 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.0498733 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.00144946 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),0.0118287 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.222286 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),0.228726 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.0929229 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),0.658918 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),0.00573605 # DEPENDENCYPART_GRANDPAR
(22,3),(3,20),0.0614009 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),0.824666 # DEPENDENCYPART_GRANDPAR
(22,3),(3,23),-0.812936 # DEPENDENCYPART_GRANDPAR
(22,3),(3,25),-1.23384 # DEPENDENCYPART_GRANDPAR
(22,3),(3,27),-1.47716 # DEPENDENCYPART_GRANDPAR
(22,3),(3,28),-1.83077 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),0.20051 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),1.53125 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),0.444428 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.302759 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.297416 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),0.169695 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.0895163 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),0.00661401 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),0.0139212 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.308572 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),0.119424 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),0.218752 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),0.0190222 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),0.520897 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),0.681673 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),-0.00428371 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),0.150508 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.827422 # DEPENDENCYPART_GRANDPAR
(22,6),(6,23),-0.829685 # DEPENDENCYPART_GRANDPAR
(22,6),(6,25),-1.25061 # DEPENDENCYPART_GRANDPAR
(22,6),(6,27),-1.49393 # DEPENDENCYPART_GRANDPAR
(22,6),(6,28),-1.8474 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.417762 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.178316 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.424708 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.452715 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.874908 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),0.441749 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.190541 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.376447 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),0.422792 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),0.178154 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),0.889996 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),0.901357 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.0460587 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),0.107238 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),0.527628 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),0.508914 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),0.311014 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),0.13026 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),0.188592 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),0.248758 # DEPENDENCYPART_GRANDPAR
(23,3),(3,14),0.0539436 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),0.14842 # DEPENDENCYPART_GRANDPAR
(23,3),(3,18),0.325109 # DEPENDENCYPART_GRANDPAR
(23,3),(3,19),0.0622662 # DEPENDENCYPART_GRANDPAR
(23,3),(3,20),0.424258 # DEPENDENCYPART_GRANDPAR
(23,3),(3,21),0.987551 # DEPENDENCYPART_GRANDPAR
(23,3),(3,23),-1.60443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,3),(3,25),-0.624493 # DEPENDENCYPART_GRANDPAR
(23,3),(3,27),-0.799115 # DEPENDENCYPART_GRANDPAR
(23,3),(3,28),-1.59808 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),0.744779 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),0.346662 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),0.559479 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),0.193973 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),0.588368 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),0.549993 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),0.407773 # DEPENDENCYPART_GRANDPAR
(23,4),(4,9),0.277949 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),0.257748 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),0.961589 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),0.944124 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),0.56467 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),0.0544636 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.0339827 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.476653 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),0.276972 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),0.144094 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),0.196455 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),0.168073 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),0.334852 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),0.0509401 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),0.267233 # DEPENDENCYPART_GRANDPAR
(23,6),(6,17),0.600017 # DEPENDENCYPART_GRANDPAR
(23,6),(6,18),0.353635 # DEPENDENCYPART_GRANDPAR
(23,6),(6,19),0.0592167 # DEPENDENCYPART_GRANDPAR
(23,6),(6,20),0.523053 # DEPENDENCYPART_GRANDPAR
(23,6),(6,21),0.999996 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-1.62118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,25),-0.641261 # DEPENDENCYPART_GRANDPAR
(23,6),(6,27),-0.815883 # DEPENDENCYPART_GRANDPAR
(23,6),(6,28),-1.61471 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.00800261 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.226108 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),0.356651 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),0.242074 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),0.221873 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),0.237393 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),0.2392 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),0.700381 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.0759949 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.236486 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),0.666136 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),0.593856 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),0.347288 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),0.306366 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),0.356819 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),0.193159 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),0.266188 # DEPENDENCYPART_GRANDPAR
(23,8),(8,21),1.10387 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-1.33262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,28),-1.45521 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),0.908466 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),0.874385 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),0.621577 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),0.0258206 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),0.575713 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),0.573633 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),0.353002 # DEPENDENCYPART_GRANDPAR
