# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(27,4),(4,25),0.574528 # DEPENDENCYPART_GRANDPAR
(27,4),(4,27),-1.61687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,4),(4,30),-0.960669 # DEPENDENCYPART_GRANDPAR
(27,4),(4,33),-0.564993 # DEPENDENCYPART_GRANDPAR
(27,4),(4,35),-1.02548 # DEPENDENCYPART_GRANDPAR
(27,4),(4,41),-0.983159 # DEPENDENCYPART_GRANDPAR
(27,4),(4,42),-1.90248 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),0.48426 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),-0.0956001 # DEPENDENCYPART_GRANDPAR
(27,7),(7,2),-0.298118 # DEPENDENCYPART_GRANDPAR
(27,7),(7,3),0.102917 # DEPENDENCYPART_GRANDPAR
(27,7),(7,4),0.121682 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),0.0333465 # DEPENDENCYPART_GRANDPAR
(27,7),(7,6),0.270264 # DEPENDENCYPART_GRANDPAR
(27,7),(7,8),-0.122988 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),0.223638 # DEPENDENCYPART_GRANDPAR
(27,7),(7,11),-0.0390526 # DEPENDENCYPART_GRANDPAR
(27,7),(7,12),-0.0368174 # DEPENDENCYPART_GRANDPAR
(27,7),(7,13),-0.0766671 # DEPENDENCYPART_GRANDPAR
(27,7),(7,14),-0.179285 # DEPENDENCYPART_GRANDPAR
(27,7),(7,18),0.014655 # DEPENDENCYPART_GRANDPAR
(27,7),(7,19),0.0242074 # DEPENDENCYPART_GRANDPAR
(27,7),(7,22),0.304646 # DEPENDENCYPART_GRANDPAR
(27,7),(7,23),-0.0233721 # DEPENDENCYPART_GRANDPAR
(27,7),(7,25),0.567613 # DEPENDENCYPART_GRANDPAR
(27,7),(7,27),-1.61688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,7),(7,29),-0.660676 # DEPENDENCYPART_GRANDPAR
(27,7),(7,30),-0.960669 # DEPENDENCYPART_GRANDPAR
(27,7),(7,33),-0.564993 # DEPENDENCYPART_GRANDPAR
(27,7),(7,35),-1.02549 # DEPENDENCYPART_GRANDPAR
(27,7),(7,41),-0.983159 # DEPENDENCYPART_GRANDPAR
(27,7),(7,42),-1.90248 # DEPENDENCYPART_GRANDPAR
(27,8),(8,7),0.392675 # DEPENDENCYPART_GRANDPAR
(27,8),(8,9),0.229867 # DEPENDENCYPART_GRANDPAR
(27,8),(8,11),-0.106695 # DEPENDENCYPART_GRANDPAR
(27,8),(8,12),-0.113259 # DEPENDENCYPART_GRANDPAR
(27,8),(8,13),-0.104754 # DEPENDENCYPART_GRANDPAR
(27,9),(9,2),-0.293939 # DEPENDENCYPART_GRANDPAR
(27,9),(9,3),0.105833 # DEPENDENCYPART_GRANDPAR
(27,9),(9,4),0.124676 # DEPENDENCYPART_GRANDPAR
(27,9),(9,5),0.0526563 # DEPENDENCYPART_GRANDPAR
(27,9),(9,6),0.273181 # DEPENDENCYPART_GRANDPAR
(27,9),(9,7),0.378371 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.045382 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.0476124 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),-0.0517494 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.0852269 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-0.188004 # DEPENDENCYPART_GRANDPAR
(27,9),(9,18),0.00611977 # DEPENDENCYPART_GRANDPAR
(27,9),(9,19),0.0133574 # DEPENDENCYPART_GRANDPAR
(27,9),(9,21),0.239602 # DEPENDENCYPART_GRANDPAR
(27,9),(9,22),0.301083 # DEPENDENCYPART_GRANDPAR
(27,9),(9,23),-0.032432 # DEPENDENCYPART_GRANDPAR
(27,9),(9,25),0.552681 # DEPENDENCYPART_GRANDPAR
(27,9),(9,27),-1.61728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,29),-0.660749 # DEPENDENCYPART_GRANDPAR
(27,9),(9,30),-0.96076 # DEPENDENCYPART_GRANDPAR
(27,9),(9,32),-0.721227 # DEPENDENCYPART_GRANDPAR
(27,9),(9,33),-0.565066 # DEPENDENCYPART_GRANDPAR
(27,9),(9,34),-0.548191 # DEPENDENCYPART_GRANDPAR
(27,9),(9,35),-1.02589 # DEPENDENCYPART_GRANDPAR
(27,9),(9,38),-0.475536 # DEPENDENCYPART_GRANDPAR
(27,9),(9,42),-1.90255 # DEPENDENCYPART_GRANDPAR
(27,11),(11,7),0.416198 # DEPENDENCYPART_GRANDPAR
(27,11),(11,8),-0.00106108 # DEPENDENCYPART_GRANDPAR
(27,11),(11,9),0.176812 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.76753 # DEPENDENCYPART_GRANDPAR
(27,11),(11,12),-0.388228 # DEPENDENCYPART_GRANDPAR
(27,11),(11,13),0.185949 # DEPENDENCYPART_GRANDPAR
(27,11),(11,14),0.0748068 # DEPENDENCYPART_GRANDPAR
(27,11),(11,18),0.263771 # DEPENDENCYPART_GRANDPAR
(27,11),(11,19),-0.0583577 # DEPENDENCYPART_GRANDPAR
(27,11),(11,21),0.319541 # DEPENDENCYPART_GRANDPAR
(27,11),(11,22),0.577091 # DEPENDENCYPART_GRANDPAR
(27,11),(11,27),-1.22854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,11),(11,29),-0.357005 # DEPENDENCYPART_GRANDPAR
(27,11),(11,30),-0.714239 # DEPENDENCYPART_GRANDPAR
(27,11),(11,32),-0.417484 # DEPENDENCYPART_GRANDPAR
(27,11),(11,42),-1.67294 # DEPENDENCYPART_GRANDPAR
(27,13),(13,8),-0.0191068 # DEPENDENCYPART_GRANDPAR
(27,13),(13,10),-0.768493 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-0.142559 # DEPENDENCYPART_GRANDPAR
(27,13),(13,12),-0.592829 # DEPENDENCYPART_GRANDPAR
(27,13),(13,14),0.0777785 # DEPENDENCYPART_GRANDPAR
(27,13),(13,18),0.270748 # DEPENDENCYPART_GRANDPAR
(27,13),(13,19),-0.0344869 # DEPENDENCYPART_GRANDPAR
(27,13),(13,20),0.0518796 # DEPENDENCYPART_GRANDPAR
(27,13),(13,21),0.327702 # DEPENDENCYPART_GRANDPAR
(27,13),(13,22),0.585323 # DEPENDENCYPART_GRANDPAR
(27,13),(13,25),0.25583 # DEPENDENCYPART_GRANDPAR
(27,14),(14,12),-0.359733 # DEPENDENCYPART_GRANDPAR
(27,14),(14,13),0.0777343 # DEPENDENCYPART_GRANDPAR
(27,14),(14,15),-0.70016 # DEPENDENCYPART_GRANDPAR
(27,14),(14,16),0.174815 # DEPENDENCYPART_GRANDPAR
(27,14),(14,18),0.0998354 # DEPENDENCYPART_GRANDPAR
(27,14),(14,22),0.458564 # DEPENDENCYPART_GRANDPAR
(27,14),(14,38),-0.322688 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),-0.115174 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-0.164741 # DEPENDENCYPART_GRANDPAR
(27,15),(15,16),-0.0675532 # DEPENDENCYPART_GRANDPAR
(27,15),(15,17),0.0817564 # DEPENDENCYPART_GRANDPAR
(27,17),(17,18),0.0937665 # DEPENDENCYPART_GRANDPAR
(27,18),(18,9),0.162061 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.584208 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-0.185924 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.312866 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.371911 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),0.326493 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.0563078 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),0.0496107 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),0.321951 # DEPENDENCYPART_GRANDPAR
(27,18),(18,22),0.580922 # DEPENDENCYPART_GRANDPAR
(27,18),(18,23),0.201811 # DEPENDENCYPART_GRANDPAR
(27,18),(18,25),0.226032 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.22856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,29),-0.357022 # DEPENDENCYPART_GRANDPAR
(27,18),(18,30),-0.714251 # DEPENDENCYPART_GRANDPAR
(27,18),(18,32),-0.417501 # DEPENDENCYPART_GRANDPAR
(27,18),(18,42),-1.67295 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.0594743 # DEPENDENCYPART_GRANDPAR
(27,20),(20,23),0.182133 # DEPENDENCYPART_GRANDPAR
(27,20),(20,27),-1.15476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,18),-0.0430676 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.0259668 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.281104 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),0.289644 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),0.00433883 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),0.679029 # DEPENDENCYPART_GRANDPAR
(27,22),(22,2),-0.293939 # DEPENDENCYPART_GRANDPAR
(27,22),(22,3),0.105833 # DEPENDENCYPART_GRANDPAR
(27,22),(22,4),0.124676 # DEPENDENCYPART_GRANDPAR
(27,22),(22,5),0.0526563 # DEPENDENCYPART_GRANDPAR
(27,22),(22,6),0.273181 # DEPENDENCYPART_GRANDPAR
(27,22),(22,7),0.378371 # DEPENDENCYPART_GRANDPAR
(27,22),(22,8),-0.045382 # DEPENDENCYPART_GRANDPAR
(27,22),(22,9),0.154247 # DEPENDENCYPART_GRANDPAR
(27,22),(22,11),-0.0373103 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),-0.27877 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),-0.0460368 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.0702327 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.53381 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),0.0493452 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.00821709 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.0113531 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.21769 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),0.00729016 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.032432 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.0735286 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),0.552681 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),0.0264736 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.61728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,29),-0.660749 # DEPENDENCYPART_GRANDPAR
(27,22),(22,30),-0.96076 # DEPENDENCYPART_GRANDPAR
(27,22),(22,32),-0.721227 # DEPENDENCYPART_GRANDPAR
(27,22),(22,33),-0.565066 # DEPENDENCYPART_GRANDPAR
(27,22),(22,34),-0.548191 # DEPENDENCYPART_GRANDPAR
(27,22),(22,35),-1.02589 # DEPENDENCYPART_GRANDPAR
(27,22),(22,38),-0.475536 # DEPENDENCYPART_GRANDPAR
(27,22),(22,41),-0.983232 # DEPENDENCYPART_GRANDPAR
(27,22),(22,42),-1.90255 # DEPENDENCYPART_GRANDPAR
(27,23),(23,15),-0.660459 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),0.00513995 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),0.59787 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),0.0215501 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.34082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,34),-0.369955 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.234631 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.175616 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),0.224686 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),0.106412 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.22854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,29),-0.357006 # DEPENDENCYPART_GRANDPAR
(27,24),(24,30),-0.71424 # DEPENDENCYPART_GRANDPAR
(27,24),(24,32),-0.417485 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),0.113341 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.662942 # DEPENDENCYPART_GRANDPAR
(27,26),(26,34),-0.549509 # DEPENDENCYPART_GRANDPAR
(27,26),(26,42),-1.90378 # DEPENDENCYPART_GRANDPAR
(27,29),(29,4),-0.552263 # DEPENDENCYPART_GRANDPAR
(27,29),(29,8),-0.22598 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-0.648316 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.79135 # DEPENDENCYPART_GRANDPAR
(27,29),(29,28),1.51533 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),0.138769 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.641143 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),0.236406 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),-0.0474379 # DEPENDENCYPART_GRANDPAR
(27,29),(29,34),0.00569539 # DEPENDENCYPART_GRANDPAR
(27,29),(29,35),0.064366 # DEPENDENCYPART_GRANDPAR
(27,29),(29,36),0.0480645 # DEPENDENCYPART_GRANDPAR
(27,29),(29,37),-0.049089 # DEPENDENCYPART_GRANDPAR
(27,29),(29,40),-0.206186 # DEPENDENCYPART_GRANDPAR
(27,29),(29,41),0.0908329 # DEPENDENCYPART_GRANDPAR
(27,32),(32,4),-0.552263 # DEPENDENCYPART_GRANDPAR
(27,32),(32,20),-0.648316 # DEPENDENCYPART_GRANDPAR
(27,32),(32,28),1.5153 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),0.320045 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.320936 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),-0.0880115 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),-0.0348782 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),0.0559751 # DEPENDENCYPART_GRANDPAR
(27,32),(32,36),0.0312491 # DEPENDENCYPART_GRANDPAR
(27,32),(32,37),-0.0659044 # DEPENDENCYPART_GRANDPAR
(27,32),(32,41),0.0740175 # DEPENDENCYPART_GRANDPAR
(27,33),(33,31),-0.606092 # DEPENDENCYPART_GRANDPAR
(27,33),(33,32),0.398367 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),0.387116 # DEPENDENCYPART_GRANDPAR
(27,33),(33,35),0.200409 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),0.125815 # DEPENDENCYPART_GRANDPAR
(27,33),(33,38),0.266538 # DEPENDENCYPART_GRANDPAR
(27,34),(34,35),0.197052 # DEPENDENCYPART_GRANDPAR
(27,34),(34,36),0.145487 # DEPENDENCYPART_GRANDPAR
(27,34),(34,37),0.119079 # DEPENDENCYPART_GRANDPAR
(27,34),(34,38),0.240314 # DEPENDENCYPART_GRANDPAR
(27,34),(34,40),0.168712 # DEPENDENCYPART_GRANDPAR
(27,34),(34,41),0.239528 # DEPENDENCYPART_GRANDPAR
(27,35),(35,3),-0.865695 # DEPENDENCYPART_GRANDPAR
(27,35),(35,4),-0.940588 # DEPENDENCYPART_GRANDPAR
(27,35),(35,6),-0.698347 # DEPENDENCYPART_GRANDPAR
(27,35),(35,7),-0.668798 # DEPENDENCYPART_GRANDPAR
(27,35),(35,9),-0.916315 # DEPENDENCYPART_GRANDPAR
(27,35),(35,20),-1.05779 # DEPENDENCYPART_GRANDPAR
(27,35),(35,21),-0.964238 # DEPENDENCYPART_GRANDPAR
(27,35),(35,26),-1.17737 # DEPENDENCYPART_GRANDPAR
(27,35),(35,29),0.40832 # DEPENDENCYPART_GRANDPAR
(27,35),(35,32),0.348075 # DEPENDENCYPART_GRANDPAR
(27,35),(35,33),0.0997274 # DEPENDENCYPART_GRANDPAR
(27,35),(35,34),0.189345 # DEPENDENCYPART_GRANDPAR
(27,35),(35,36),0.316062 # DEPENDENCYPART_GRANDPAR
(27,35),(35,37),0.0875978 # DEPENDENCYPART_GRANDPAR
(27,35),(35,38),0.359554 # DEPENDENCYPART_GRANDPAR
(27,35),(35,40),-0.0610583 # DEPENDENCYPART_GRANDPAR
(27,35),(35,41),0.174682 # DEPENDENCYPART_GRANDPAR
(27,35),(35,42),-0.807011 # DEPENDENCYPART_GRANDPAR
(27,36),(36,35),0.293507 # DEPENDENCYPART_GRANDPAR
(27,36),(36,37),-0.0441167 # DEPENDENCYPART_GRANDPAR
(27,36),(36,38),0.165892 # DEPENDENCYPART_GRANDPAR
(27,36),(36,40),-0.221535 # DEPENDENCYPART_GRANDPAR
(27,37),(37,38),0.19924 # DEPENDENCYPART_GRANDPAR
(27,37),(37,40),-0.06412 # DEPENDENCYPART_GRANDPAR
(27,38),(38,37),-0.0814128 # DEPENDENCYPART_GRANDPAR
(27,38),(38,39),-0.670162 # DEPENDENCYPART_GRANDPAR
(27,38),(38,40),0.0212253 # DEPENDENCYPART_GRANDPAR
(27,38),(38,41),0.247408 # DEPENDENCYPART_GRANDPAR
(27,40),(40,36),0.308316 # DEPENDENCYPART_GRANDPAR
(27,40),(40,37),-0.00131869 # DEPENDENCYPART_GRANDPAR
(27,40),(40,38),0.468982 # DEPENDENCYPART_GRANDPAR
(27,40),(40,39),-0.34191 # DEPENDENCYPART_GRANDPAR
(27,40),(40,41),0.0791713 # DEPENDENCYPART_GRANDPAR
(28,29),(29,4),-1.34349 # DEPENDENCYPART_GRANDPAR
(28,29),(29,8),-1.43312 # DEPENDENCYPART_GRANDPAR
(28,29),(29,20),-1.20803 # DEPENDENCYPART_GRANDPAR
(28,29),(29,26),-1.51158 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-1.20055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),-0.589425 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.709531 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-1.21552 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),-0.511201 # DEPENDENCYPART_GRANDPAR
(28,29),(29,34),-0.430617 # DEPENDENCYPART_GRANDPAR
(28,29),(29,35),-0.379613 # DEPENDENCYPART_GRANDPAR
(28,29),(29,36),-0.971832 # DEPENDENCYPART_GRANDPAR
(28,29),(29,37),-0.663635 # DEPENDENCYPART_GRANDPAR
(28,29),(29,40),-1.49647 # DEPENDENCYPART_GRANDPAR
(28,29),(29,41),-0.846742 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-1.20123 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.395614 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),-0.437619 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),-0.655307 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-1.09787 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),-0.450362 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),-0.388486 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),-0.628947 # DEPENDENCYPART_GRANDPAR
(28,33),(33,38),-0.740952 # DEPENDENCYPART_GRANDPAR
(29,4),(4,1),-1.29793 # DEPENDENCYPART_GRANDPAR
(29,4),(4,2),-1.49458 # DEPENDENCYPART_GRANDPAR
(29,4),(4,3),-1.25191 # DEPENDENCYPART_GRANDPAR
(29,4),(4,5),-0.752541 # DEPENDENCYPART_GRANDPAR
(29,4),(4,6),-0.898704 # DEPENDENCYPART_GRANDPAR
(29,4),(4,7),-0.608181 # DEPENDENCYPART_GRANDPAR
(29,4),(4,8),-0.780376 # DEPENDENCYPART_GRANDPAR
(29,4),(4,9),-0.609117 # DEPENDENCYPART_GRANDPAR
(29,4),(4,11),-1.16453 # DEPENDENCYPART_GRANDPAR
(29,4),(4,12),-0.448053 # DEPENDENCYPART_GRANDPAR
(29,4),(4,13),-0.975363 # DEPENDENCYPART_GRANDPAR
(29,4),(4,14),-1.03583 # DEPENDENCYPART_GRANDPAR
(29,4),(4,18),-0.947791 # DEPENDENCYPART_GRANDPAR
(29,4),(4,19),-0.641707 # DEPENDENCYPART_GRANDPAR
(29,4),(4,21),-0.614646 # DEPENDENCYPART_GRANDPAR
(29,4),(4,22),-0.508736 # DEPENDENCYPART_GRANDPAR
(29,4),(4,23),-0.569268 # DEPENDENCYPART_GRANDPAR
(29,4),(4,25),-0.315585 # DEPENDENCYPART_GRANDPAR
(29,4),(4,27),-0.419166 # DEPENDENCYPART_GRANDPAR
(29,4),(4,30),-0.714017 # DEPENDENCYPART_GRANDPAR
(29,4),(4,33),-1.13442 # DEPENDENCYPART_GRANDPAR
(29,4),(4,35),-1.09991 # DEPENDENCYPART_GRANDPAR
(29,4),(4,41),-1.18665 # DEPENDENCYPART_GRANDPAR
(29,4),(4,42),-1.75924 # DEPENDENCYPART_GRANDPAR
(29,8),(8,7),-0.802804 # DEPENDENCYPART_GRANDPAR
(29,8),(8,9),-0.679741 # DEPENDENCYPART_GRANDPAR
(29,8),(8,11),-1.05652 # DEPENDENCYPART_GRANDPAR
(29,8),(8,12),-0.624033 # DEPENDENCYPART_GRANDPAR
(29,8),(8,13),-0.841826 # DEPENDENCYPART_GRANDPAR
(29,20),(20,19),-0.527925 # DEPENDENCYPART_GRANDPAR
(29,20),(20,23),-0.586888 # DEPENDENCYPART_GRANDPAR
(29,20),(20,27),-0.404677 # DEPENDENCYPART_GRANDPAR
(29,26),(26,23),-0.472201 # DEPENDENCYPART_GRANDPAR
(29,26),(26,29),-1.66999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,26),(26,34),-1.06817 # DEPENDENCYPART_GRANDPAR
(29,26),(26,42),-1.75925 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.55492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,31),-0.574888 # DEPENDENCYPART_GRANDPAR
(29,28),(28,33),-1.09396 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),-0.00762743 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),-0.19867 # DEPENDENCYPART_GRANDPAR
(29,31),(31,34),-0.187627 # DEPENDENCYPART_GRANDPAR
(29,32),(32,4),-1.42696 # DEPENDENCYPART_GRANDPAR
(29,32),(32,20),-1.04594 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-1.107 # DEPENDENCYPART_GRANDPAR
(29,32),(32,30),0.12357 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),0.636729 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.372882 # DEPENDENCYPART_GRANDPAR
(29,32),(32,34),-0.158327 # DEPENDENCYPART_GRANDPAR
(29,32),(32,35),-0.35502 # DEPENDENCYPART_GRANDPAR
(29,32),(32,36),-1.00349 # DEPENDENCYPART_GRANDPAR
(29,32),(32,37),-0.0627376 # DEPENDENCYPART_GRANDPAR
(29,32),(32,41),-0.209357 # DEPENDENCYPART_GRANDPAR
(29,33),(33,31),0.394129 # DEPENDENCYPART_GRANDPAR
(29,33),(33,32),0.100897 # DEPENDENCYPART_GRANDPAR
(29,33),(33,34),-0.35337 # DEPENDENCYPART_GRANDPAR
(29,33),(33,35),-0.420713 # DEPENDENCYPART_GRANDPAR
(29,33),(33,37),-0.0488553 # DEPENDENCYPART_GRANDPAR
(29,33),(33,38),-0.737802 # DEPENDENCYPART_GRANDPAR
(29,34),(34,35),-0.255217 # DEPENDENCYPART_GRANDPAR
(29,34),(34,36),-1.08214 # DEPENDENCYPART_GRANDPAR
(29,34),(34,37),0.00127856 # DEPENDENCYPART_GRANDPAR
(29,34),(34,38),-0.69447 # DEPENDENCYPART_GRANDPAR
(29,34),(34,40),-0.0303637 # DEPENDENCYPART_GRANDPAR
(29,34),(34,41),-0.270262 # DEPENDENCYPART_GRANDPAR
(29,35),(35,3),-2.09078 # DEPENDENCYPART_GRANDPAR
(29,35),(35,4),-1.59096 # DEPENDENCYPART_GRANDPAR
(29,35),(35,6),-2.14313 # DEPENDENCYPART_GRANDPAR
(29,35),(35,7),-1.62481 # DEPENDENCYPART_GRANDPAR
(29,35),(35,9),-1.60935 # DEPENDENCYPART_GRANDPAR
(29,35),(35,20),-1.23504 # DEPENDENCYPART_GRANDPAR
(29,35),(35,21),-1.85907 # DEPENDENCYPART_GRANDPAR
(29,35),(35,26),-1.81418 # DEPENDENCYPART_GRANDPAR
(29,35),(35,29),-0.710393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,35),(35,32),0.0203436 # DEPENDENCYPART_GRANDPAR
(29,35),(35,33),-0.166338 # DEPENDENCYPART_GRANDPAR
(29,35),(35,34),-0.120072 # DEPENDENCYPART_GRANDPAR
(29,35),(35,36),-0.766054 # DEPENDENCYPART_GRANDPAR
(29,35),(35,37),0.0239673 # DEPENDENCYPART_GRANDPAR
(29,35),(35,38),-0.392595 # DEPENDENCYPART_GRANDPAR
(29,35),(35,40),-0.0358526 # DEPENDENCYPART_GRANDPAR
(29,35),(35,41),-0.313326 # DEPENDENCYPART_GRANDPAR
(29,35),(35,42),-0.913084 # DEPENDENCYPART_GRANDPAR
(29,36),(36,35),-0.108765 # DEPENDENCYPART_GRANDPAR
(29,36),(36,37),-0.00718401 # DEPENDENCYPART_GRANDPAR
(29,36),(36,38),-0.544626 # DEPENDENCYPART_GRANDPAR
(29,36),(36,40),-0.158688 # DEPENDENCYPART_GRANDPAR
(29,37),(37,38),-0.566866 # DEPENDENCYPART_GRANDPAR
(29,37),(37,40),-0.112146 # DEPENDENCYPART_GRANDPAR
(29,40),(40,36),-1.06606 # DEPENDENCYPART_GRANDPAR
(29,40),(40,37),0.102301 # DEPENDENCYPART_GRANDPAR
(29,40),(40,38),-0.348302 # DEPENDENCYPART_GRANDPAR
(29,40),(40,39),-0.541433 # DEPENDENCYPART_GRANDPAR
(29,40),(40,41),-0.21502 # DEPENDENCYPART_GRANDPAR
(31,32),(32,4),-1.25086 # DEPENDENCYPART_GRANDPAR
(31,32),(32,20),-0.984383 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-1.56971 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-1.24444 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-1.16672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.435681 # DEPENDENCYPART_GRANDPAR
(31,32),(32,34),-0.445461 # DEPENDENCYPART_GRANDPAR
(31,32),(32,35),-0.285355 # DEPENDENCYPART_GRANDPAR
(31,32),(32,36),-0.836025 # DEPENDENCYPART_GRANDPAR
(31,32),(32,37),-0.622406 # DEPENDENCYPART_GRANDPAR
