# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(15,5),(5,7),-0.158064 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.517 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.229737 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.250189 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0693053 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.874566 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.000955563 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.175872 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.16735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.291415 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.16287 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),0.0204117 # DEPENDENCYPART_GRANDPAR
(15,5),(5,33),-0.498719 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.31956 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.650662 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.40597 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.186141 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.467672 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.126215 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.205494 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.646218 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.25019 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.289941 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.33359 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.211031 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.57225 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.466772 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.589838 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.198275 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.463355 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.55668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,37),-2.02538 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.169704 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.322099 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0903887 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.581655 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.516399 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.395375 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.492478 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.441373 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.533986 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.620145 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.226191 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.244623 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.43617 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.55438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.519604 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.465008 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.41382 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.579792 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.614232 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.896278 # DEPENDENCYPART_GRANDPAR
(15,11),(11,26),-0.468745 # DEPENDENCYPART_GRANDPAR
(15,11),(11,28),-0.521305 # DEPENDENCYPART_GRANDPAR
(15,11),(11,29),-1.14022 # DEPENDENCYPART_GRANDPAR
(15,11),(11,30),-0.838905 # DEPENDENCYPART_GRANDPAR
(15,11),(11,31),-1.04396 # DEPENDENCYPART_GRANDPAR
(15,11),(11,36),-1.37986 # DEPENDENCYPART_GRANDPAR
(15,11),(11,37),-2.02413 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.564307 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.231265 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-1.21275 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.175889 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.16735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,18),-0.16287 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.165948 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.333506 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.0866324 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.534878 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.552466 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.63734 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.339997 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-1.00617 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.325208 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.55521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.520112 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.466225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.414319 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.932021 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.580291 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.61474 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.896786 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-0.469253 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-0.522131 # DEPENDENCYPART_GRANDPAR
(15,14),(14,29),-1.14073 # DEPENDENCYPART_GRANDPAR
(15,14),(14,30),-0.839413 # DEPENDENCYPART_GRANDPAR
(15,14),(14,31),-1.04447 # DEPENDENCYPART_GRANDPAR
(15,14),(14,33),-0.80493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,36),-1.38037 # DEPENDENCYPART_GRANDPAR
(15,14),(14,37),-2.02464 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.796361 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.730381 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.629915 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.66163 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.508796 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.898664 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.430814 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.19312 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0569689 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.251153 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.0365354 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.518535 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),0.0684767 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),0.4931 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),0.631615 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.00745734 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),0.0530616 # DEPENDENCYPART_GRANDPAR
(15,18),(18,31),0.088807 # DEPENDENCYPART_GRANDPAR
(15,18),(18,33),0.203481 # DEPENDENCYPART_GRANDPAR
(15,18),(18,36),-0.373887 # DEPENDENCYPART_GRANDPAR
(15,18),(18,37),-1.05608 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.615654 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0182119 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.116128 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.0464945 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.492882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),0.400063 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.0331102 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.524378 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.898984 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.500386 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.309345 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.203491 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0333009 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.501202 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.0650692 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),0.477346 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),0.54967 # DEPENDENCYPART_GRANDPAR
(15,21),(21,33),0.200246 # DEPENDENCYPART_GRANDPAR
(15,21),(21,36),-0.388685 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.0535914 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),0.461727 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.906123 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.480382 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.302207 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.352364 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.509042 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),0.470087 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),0.609577 # DEPENDENCYPART_GRANDPAR
(15,23),(23,33),0.19089 # DEPENDENCYPART_GRANDPAR
(15,23),(23,36),-0.3865 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),0.085151 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),0.596257 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),0.615656 # DEPENDENCYPART_GRANDPAR
(15,28),(28,1),-1.18311 # DEPENDENCYPART_GRANDPAR
(15,28),(28,2),-1.2126 # DEPENDENCYPART_GRANDPAR
(15,28),(28,3),-1.11713 # DEPENDENCYPART_GRANDPAR
(15,28),(28,5),-1.51615 # DEPENDENCYPART_GRANDPAR
(15,28),(28,9),-1.53275 # DEPENDENCYPART_GRANDPAR
(15,28),(28,10),-1.55565 # DEPENDENCYPART_GRANDPAR
(15,28),(28,11),-1.35951 # DEPENDENCYPART_GRANDPAR
(15,28),(28,12),-1.93908 # DEPENDENCYPART_GRANDPAR
(15,28),(28,13),-1.30451 # DEPENDENCYPART_GRANDPAR
(15,28),(28,14),-1.60196 # DEPENDENCYPART_GRANDPAR
(15,28),(28,15),-0.358298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,28),(28,16),0.670295 # DEPENDENCYPART_GRANDPAR
(15,28),(28,17),0.620521 # DEPENDENCYPART_GRANDPAR
(15,28),(28,18),0.610936 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),0.179509 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),0.227185 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),0.144072 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),0.101714 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),0.575667 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),0.551203 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),0.791158 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),0.343054 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-0.066497 # DEPENDENCYPART_GRANDPAR
(15,28),(28,30),0.0507547 # DEPENDENCYPART_GRANDPAR
(15,28),(28,31),0.0297673 # DEPENDENCYPART_GRANDPAR
(15,28),(28,33),0.196051 # DEPENDENCYPART_GRANDPAR
(15,28),(28,34),-0.174193 # DEPENDENCYPART_GRANDPAR
(15,28),(28,35),-0.122865 # DEPENDENCYPART_GRANDPAR
(15,28),(28,36),-0.406396 # DEPENDENCYPART_GRANDPAR
(15,28),(28,37),-1.0021 # DEPENDENCYPART_GRANDPAR
(15,30),(30,19),0.382316 # DEPENDENCYPART_GRANDPAR
(15,30),(30,22),0.238687 # DEPENDENCYPART_GRANDPAR
(15,30),(30,25),0.556059 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.0898821 # DEPENDENCYPART_GRANDPAR
(15,30),(30,31),-0.0136869 # DEPENDENCYPART_GRANDPAR
(15,30),(30,33),0.295923 # DEPENDENCYPART_GRANDPAR
(15,30),(30,34),0.116633 # DEPENDENCYPART_GRANDPAR
(15,30),(30,37),-1.09708 # DEPENDENCYPART_GRANDPAR
(15,33),(33,29),-0.0926996 # DEPENDENCYPART_GRANDPAR
(15,33),(33,30),0.0766796 # DEPENDENCYPART_GRANDPAR
(15,33),(33,31),0.00356477 # DEPENDENCYPART_GRANDPAR
(15,33),(33,32),0.146266 # DEPENDENCYPART_GRANDPAR
(15,33),(33,34),0.0820587 # DEPENDENCYPART_GRANDPAR
(15,33),(33,35),-0.0581195 # DEPENDENCYPART_GRANDPAR
(15,33),(33,36),-0.350749 # DEPENDENCYPART_GRANDPAR
(15,33),(33,37),-1.04616 # DEPENDENCYPART_GRANDPAR
(15,36),(36,30),0.145672 # DEPENDENCYPART_GRANDPAR
(15,36),(36,31),0.0519126 # DEPENDENCYPART_GRANDPAR
(15,36),(36,32),-0.0869732 # DEPENDENCYPART_GRANDPAR
(15,36),(36,34),0.0556306 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.14926 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.18875 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.13127 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.24129 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.12464 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.05801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0239096 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.407453 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-1.10803 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0536296 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-1.21773 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.433816 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.501857 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.516206 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.203114 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.526959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,30),-0.547849 # DEPENDENCYPART_GRANDPAR
(17,18),(18,31),-0.5556 # DEPENDENCYPART_GRANDPAR
(17,18),(18,33),-1.39048 # DEPENDENCYPART_GRANDPAR
(17,18),(18,36),-0.893822 # DEPENDENCYPART_GRANDPAR
(17,18),(18,37),-0.622494 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.11924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,21),-1.15016 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.111102 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-1.22247 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.526769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.564213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.619912 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.937991 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.216986 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.387118 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.199487 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.496668 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.317034 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.798742 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.148239 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.127252 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),0.472263 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.536712 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),-0.375572 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.0757367 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.197901 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.64385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,24),-1.13213 # DEPENDENCYPART_GRANDPAR
(18,1),(1,25),-1.03343 # DEPENDENCYPART_GRANDPAR
(18,1),(1,28),-0.557695 # DEPENDENCYPART_GRANDPAR
(18,1),(1,29),-1.12199 # DEPENDENCYPART_GRANDPAR
(18,1),(1,31),-1.28456 # DEPENDENCYPART_GRANDPAR
(18,1),(1,33),-1.31217 # DEPENDENCYPART_GRANDPAR
(18,1),(1,37),-2.25641 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.130661 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.927957 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.37547 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.186557 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.48502 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.30389 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.787094 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.122244 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.107245 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.485971 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.525064 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.355565 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.05573 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.208436 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.64385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,24),-1.13213 # DEPENDENCYPART_GRANDPAR
(18,3),(3,25),-1.03343 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-0.557695 # DEPENDENCYPART_GRANDPAR
(18,3),(3,29),-1.12199 # DEPENDENCYPART_GRANDPAR
(18,3),(3,33),-1.31217 # DEPENDENCYPART_GRANDPAR
(18,3),(3,37),-2.25641 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.915095 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.899541 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.39956 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.447134 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.709885 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.177256 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.602342 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.122075 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.52448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.40923 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.37081 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.940598 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.335867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.104843 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.153989 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.225919 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.35646 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-0.215784 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.616285 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.9671 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.384509 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.364361 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0516108 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.121556 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.168968 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0207498 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.417005 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),0.170853 # DEPENDENCYPART_GRANDPAR
(18,21),(21,33),-0.377822 # DEPENDENCYPART_GRANDPAR
(18,21),(21,36),-0.208827 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.184677 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.371205 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.967099 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.387363 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.344889 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.0724623 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.192016 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.454928 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.196596 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.414706 # DEPENDENCYPART_GRANDPAR
(18,23),(23,36),-0.230425 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0375784 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),0.328079 # DEPENDENCYPART_GRANDPAR
(18,28),(28,1),-1.12928 # DEPENDENCYPART_GRANDPAR
(18,28),(28,2),-1.74523 # DEPENDENCYPART_GRANDPAR
(18,28),(28,3),-1.21857 # DEPENDENCYPART_GRANDPAR
(18,28),(28,5),-1.36387 # DEPENDENCYPART_GRANDPAR
(18,28),(28,9),-1.77327 # DEPENDENCYPART_GRANDPAR
(18,28),(28,10),-1.39931 # DEPENDENCYPART_GRANDPAR
(18,28),(28,11),-1.13803 # DEPENDENCYPART_GRANDPAR
(18,28),(28,12),-1.38474 # DEPENDENCYPART_GRANDPAR
(18,28),(28,13),-1.51348 # DEPENDENCYPART_GRANDPAR
(18,28),(28,14),-1.3375 # DEPENDENCYPART_GRANDPAR
(18,28),(28,15),-1.07191 # DEPENDENCYPART_GRANDPAR
(18,28),(28,16),-0.713211 # DEPENDENCYPART_GRANDPAR
(18,28),(28,17),-0.99635 # DEPENDENCYPART_GRANDPAR
(18,28),(28,18),-0.667305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,28),(28,19),0.412265 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.254721 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.10004 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.0772869 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.221016 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),0.0494335 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.319272 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.0184832 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.252487 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.153635 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.415055 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.222363 # DEPENDENCYPART_GRANDPAR
(18,28),(28,34),-0.127284 # DEPENDENCYPART_GRANDPAR
(18,28),(28,35),-0.54121 # DEPENDENCYPART_GRANDPAR
(18,28),(28,36),-0.12287 # DEPENDENCYPART_GRANDPAR
(18,28),(28,37),-1.38085 # DEPENDENCYPART_GRANDPAR
(18,30),(30,19),0.406131 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),0.0433729 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.00769846 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.291964 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.553778 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.32971 # DEPENDENCYPART_GRANDPAR
(18,30),(30,34),-0.109252 # DEPENDENCYPART_GRANDPAR
(18,30),(30,37),-1.5839 # DEPENDENCYPART_GRANDPAR
(18,33),(33,29),-0.192931 # DEPENDENCYPART_GRANDPAR
(18,33),(33,30),-0.108147 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),-0.3555 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),0.0618891 # DEPENDENCYPART_GRANDPAR
(18,33),(33,34),-0.214412 # DEPENDENCYPART_GRANDPAR
(18,33),(33,35),-0.723593 # DEPENDENCYPART_GRANDPAR
(18,33),(33,36),-0.240526 # DEPENDENCYPART_GRANDPAR
(18,33),(33,37),-1.39039 # DEPENDENCYPART_GRANDPAR
(18,36),(36,30),-0.0373498 # DEPENDENCYPART_GRANDPAR
(18,36),(36,31),-0.260806 # DEPENDENCYPART_GRANDPAR
(18,36),(36,32),0.0656955 # DEPENDENCYPART_GRANDPAR
(18,36),(36,34),-0.0766564 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.341758 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.345787 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.60963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.158538 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.0574 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.08507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.848477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.766357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.508147 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.154297 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.605716 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.697265 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.716699 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.262402 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-1.02654 # DEPENDENCYPART_GRANDPAR
(19,21),(21,36),-0.628906 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.265922 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.708386 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.08507 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.862696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
