# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(25,17),(17,5),-0.706433 # DEPENDENCYPART_GRANDPAR
(25,17),(17,7),-0.145362 # DEPENDENCYPART_GRANDPAR
(25,17),(17,8),0.0496161 # DEPENDENCYPART_GRANDPAR
(25,17),(17,9),-0.537948 # DEPENDENCYPART_GRANDPAR
(25,17),(17,11),-0.0931234 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.589445 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.277238 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.323877 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.171012 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),0.55152 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.141494 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.144504 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.237041 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.34228 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),0.517901 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.0751346 # DEPENDENCYPART_GRANDPAR
(25,17),(17,24),0.273114 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-2.05162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,27),-0.639597 # DEPENDENCYPART_GRANDPAR
(25,17),(17,28),-1.17241 # DEPENDENCYPART_GRANDPAR
(25,17),(17,29),-1.02803 # DEPENDENCYPART_GRANDPAR
(25,17),(17,31),-0.927216 # DEPENDENCYPART_GRANDPAR
(25,17),(17,32),-1.05545 # DEPENDENCYPART_GRANDPAR
(25,17),(17,33),-0.630174 # DEPENDENCYPART_GRANDPAR
(25,17),(17,34),-1.2166 # DEPENDENCYPART_GRANDPAR
(25,17),(17,35),-1.80476 # DEPENDENCYPART_GRANDPAR
(25,17),(17,37),-1.25851 # DEPENDENCYPART_GRANDPAR
(25,17),(17,38),-0.959752 # DEPENDENCYPART_GRANDPAR
(25,17),(17,41),-1.2926 # DEPENDENCYPART_GRANDPAR
(25,17),(17,42),-2.00717 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.0827865 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.151194 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),-0.087647 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.560663 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),-0.0566472 # DEPENDENCYPART_GRANDPAR
(25,18),(18,33),-0.457294 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.379815 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.30308 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.16001 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.7737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,22),0.275269 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.0683753 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.253046 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.260563 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.367625 # DEPENDENCYPART_GRANDPAR
(25,27),(27,2),-0.761465 # DEPENDENCYPART_GRANDPAR
(25,27),(27,5),-0.827516 # DEPENDENCYPART_GRANDPAR
(25,27),(27,9),-0.659031 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.438143 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.786356 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.445396 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.779663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),1.09132 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.179234 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.218638 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),0.166657 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),0.139066 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),0.0439156 # DEPENDENCYPART_GRANDPAR
(25,27),(27,34),-0.0191196 # DEPENDENCYPART_GRANDPAR
(25,27),(27,37),-0.0610162 # DEPENDENCYPART_GRANDPAR
(25,31),(31,24),-0.445429 # DEPENDENCYPART_GRANDPAR
(25,31),(31,26),1.07817 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.194344 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.0317909 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.655971 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),0.193949 # DEPENDENCYPART_GRANDPAR
(25,31),(31,35),-0.765013 # DEPENDENCYPART_GRANDPAR
(25,31),(31,37),-0.006133 # DEPENDENCYPART_GRANDPAR
(25,32),(32,1),-0.175117 # DEPENDENCYPART_GRANDPAR
(25,32),(32,2),-1.1531 # DEPENDENCYPART_GRANDPAR
(25,32),(32,4),-0.952116 # DEPENDENCYPART_GRANDPAR
(25,32),(32,11),-1.07434 # DEPENDENCYPART_GRANDPAR
(25,32),(32,17),-0.835708 # DEPENDENCYPART_GRANDPAR
(25,32),(32,18),-0.915429 # DEPENDENCYPART_GRANDPAR
(25,32),(32,24),-0.865129 # DEPENDENCYPART_GRANDPAR
(25,32),(32,25),-0.715968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,32),(32,27),0.433727 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),0.260906 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),0.124895 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),-0.873671 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),0.165367 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.010848 # DEPENDENCYPART_GRANDPAR
(25,32),(32,34),-0.220454 # DEPENDENCYPART_GRANDPAR
(25,32),(32,35),-0.518739 # DEPENDENCYPART_GRANDPAR
(25,32),(32,37),-0.266138 # DEPENDENCYPART_GRANDPAR
(25,32),(32,38),-0.340426 # DEPENDENCYPART_GRANDPAR
(25,32),(32,41),-0.171135 # DEPENDENCYPART_GRANDPAR
(25,32),(32,42),-0.936559 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),0.260801 # DEPENDENCYPART_GRANDPAR
(25,33),(33,34),-0.162198 # DEPENDENCYPART_GRANDPAR
(25,33),(33,35),-0.827591 # DEPENDENCYPART_GRANDPAR
(25,33),(33,37),-0.200184 # DEPENDENCYPART_GRANDPAR
(25,33),(33,38),-0.100418 # DEPENDENCYPART_GRANDPAR
(25,33),(33,41),-0.302936 # DEPENDENCYPART_GRANDPAR
(25,34),(34,1),-0.175031 # DEPENDENCYPART_GRANDPAR
(25,34),(34,2),-1.15291 # DEPENDENCYPART_GRANDPAR
(25,34),(34,3),-1.29251 # DEPENDENCYPART_GRANDPAR
(25,34),(34,4),-0.952031 # DEPENDENCYPART_GRANDPAR
(25,34),(34,7),-1.12516 # DEPENDENCYPART_GRANDPAR
(25,34),(34,8),-1.11041 # DEPENDENCYPART_GRANDPAR
(25,34),(34,11),-1.07425 # DEPENDENCYPART_GRANDPAR
(25,34),(34,14),-1.32814 # DEPENDENCYPART_GRANDPAR
(25,34),(34,17),-0.835513 # DEPENDENCYPART_GRANDPAR
(25,34),(34,18),-0.915344 # DEPENDENCYPART_GRANDPAR
(25,34),(34,19),-1.23213 # DEPENDENCYPART_GRANDPAR
(25,34),(34,24),-0.865043 # DEPENDENCYPART_GRANDPAR
(25,34),(34,25),-0.67317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,34),(34,27),0.481674 # DEPENDENCYPART_GRANDPAR
(25,34),(34,28),0.307751 # DEPENDENCYPART_GRANDPAR
(25,34),(34,29),0.166457 # DEPENDENCYPART_GRANDPAR
(25,34),(34,30),-0.841527 # DEPENDENCYPART_GRANDPAR
(25,34),(34,31),0.213314 # DEPENDENCYPART_GRANDPAR
(25,34),(34,32),0.122393 # DEPENDENCYPART_GRANDPAR
(25,34),(34,33),0.112635 # DEPENDENCYPART_GRANDPAR
(25,34),(34,35),-0.487649 # DEPENDENCYPART_GRANDPAR
(25,34),(34,37),-0.239956 # DEPENDENCYPART_GRANDPAR
(25,34),(34,38),-0.282836 # DEPENDENCYPART_GRANDPAR
(25,34),(34,41),-0.143997 # DEPENDENCYPART_GRANDPAR
(25,34),(34,42),-0.902786 # DEPENDENCYPART_GRANDPAR
(25,35),(35,37),-0.165409 # DEPENDENCYPART_GRANDPAR
(25,37),(37,1),-0.175031 # DEPENDENCYPART_GRANDPAR
(25,37),(37,2),-1.15285 # DEPENDENCYPART_GRANDPAR
(25,37),(37,4),-0.952031 # DEPENDENCYPART_GRANDPAR
(25,37),(37,24),-0.865043 # DEPENDENCYPART_GRANDPAR
(25,37),(37,25),-0.702392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,37),(37,27),0.460524 # DEPENDENCYPART_GRANDPAR
(25,37),(37,28),0.290386 # DEPENDENCYPART_GRANDPAR
(25,37),(37,29),0.149093 # DEPENDENCYPART_GRANDPAR
(25,37),(37,31),0.192164 # DEPENDENCYPART_GRANDPAR
(25,37),(37,32),0.0931702 # DEPENDENCYPART_GRANDPAR
(25,37),(37,33),0.0900575 # DEPENDENCYPART_GRANDPAR
(25,37),(37,34),-0.0862543 # DEPENDENCYPART_GRANDPAR
(25,37),(37,35),-0.443489 # DEPENDENCYPART_GRANDPAR
(25,37),(37,36),0.801688 # DEPENDENCYPART_GRANDPAR
(25,37),(37,38),-0.301416 # DEPENDENCYPART_GRANDPAR
(25,37),(37,40),-0.176204 # DEPENDENCYPART_GRANDPAR
(25,37),(37,41),-0.155753 # DEPENDENCYPART_GRANDPAR
(25,37),(37,42),-0.91622 # DEPENDENCYPART_GRANDPAR
(25,38),(38,35),-0.730353 # DEPENDENCYPART_GRANDPAR
(25,38),(38,39),-1.74798 # DEPENDENCYPART_GRANDPAR
(25,38),(38,40),0.227829 # DEPENDENCYPART_GRANDPAR
(25,38),(38,41),-0.302936 # DEPENDENCYPART_GRANDPAR
(26,27),(27,2),-1.27076 # DEPENDENCYPART_GRANDPAR
(26,27),(27,5),-0.838633 # DEPENDENCYPART_GRANDPAR
(26,27),(27,9),-0.929121 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.907786 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-1.07466 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-0.83548 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-1.16553 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-1.49384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.59243 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.508849 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-1.17168 # DEPENDENCYPART_GRANDPAR
(26,27),(27,32),-0.459833 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),-0.505726 # DEPENDENCYPART_GRANDPAR
(26,27),(27,34),-0.495644 # DEPENDENCYPART_GRANDPAR
(26,27),(27,37),-0.595273 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.361916 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),-0.330824 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-0.592136 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),-0.0114084 # DEPENDENCYPART_GRANDPAR
(27,2),(2,7),-0.656371 # DEPENDENCYPART_GRANDPAR
(27,2),(2,8),-0.544915 # DEPENDENCYPART_GRANDPAR
(27,2),(2,9),-0.309263 # DEPENDENCYPART_GRANDPAR
(27,2),(2,11),-0.590934 # DEPENDENCYPART_GRANDPAR
(27,2),(2,12),-0.129991 # DEPENDENCYPART_GRANDPAR
(27,2),(2,13),-0.387349 # DEPENDENCYPART_GRANDPAR
(27,2),(2,14),-0.923063 # DEPENDENCYPART_GRANDPAR
(27,2),(2,15),-0.314232 # DEPENDENCYPART_GRANDPAR
(27,2),(2,16),-0.250491 # DEPENDENCYPART_GRANDPAR
(27,2),(2,17),-0.393181 # DEPENDENCYPART_GRANDPAR
(27,2),(2,18),0.45438 # DEPENDENCYPART_GRANDPAR
(27,2),(2,22),-0.0294727 # DEPENDENCYPART_GRANDPAR
(27,2),(2,25),-0.120217 # DEPENDENCYPART_GRANDPAR
(27,2),(2,29),-0.943711 # DEPENDENCYPART_GRANDPAR
(27,2),(2,32),-0.774114 # DEPENDENCYPART_GRANDPAR
(27,2),(2,33),-0.77246 # DEPENDENCYPART_GRANDPAR
(27,2),(2,34),-0.884878 # DEPENDENCYPART_GRANDPAR
(27,2),(2,37),-0.983208 # DEPENDENCYPART_GRANDPAR
(27,2),(2,41),-0.972972 # DEPENDENCYPART_GRANDPAR
(27,2),(2,42),-1.82533 # DEPENDENCYPART_GRANDPAR
(27,5),(5,1),-0.518649 # DEPENDENCYPART_GRANDPAR
(27,5),(5,2),-0.242512 # DEPENDENCYPART_GRANDPAR
(27,5),(5,3),-0.548442 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-0.455486 # DEPENDENCYPART_GRANDPAR
(27,5),(5,6),-0.5328 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),-0.551397 # DEPENDENCYPART_GRANDPAR
(27,5),(5,8),-0.399709 # DEPENDENCYPART_GRANDPAR
(27,5),(5,9),-0.285383 # DEPENDENCYPART_GRANDPAR
(27,5),(5,12),-0.129068 # DEPENDENCYPART_GRANDPAR
(27,5),(5,15),-0.445937 # DEPENDENCYPART_GRANDPAR
(27,5),(5,16),-0.321773 # DEPENDENCYPART_GRANDPAR
(27,5),(5,18),0.384673 # DEPENDENCYPART_GRANDPAR
(27,5),(5,20),-0.0723977 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.338361 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.505272 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.486133 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),-0.129068 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.282542 # DEPENDENCYPART_GRANDPAR
(27,9),(9,14),-1.01138 # DEPENDENCYPART_GRANDPAR
(27,9),(9,15),-0.445937 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),-0.321773 # DEPENDENCYPART_GRANDPAR
(27,9),(9,20),-0.0723977 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.572559 # DEPENDENCYPART_GRANDPAR
(27,20),(20,22),-0.161178 # DEPENDENCYPART_GRANDPAR
(27,20),(20,23),-0.383858 # DEPENDENCYPART_GRANDPAR
(27,20),(20,25),-0.334416 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.330666 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.181882 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.635128 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.44312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,1),-0.391073 # DEPENDENCYPART_GRANDPAR
(27,25),(25,3),-0.265778 # DEPENDENCYPART_GRANDPAR
(27,25),(25,8),-0.311746 # DEPENDENCYPART_GRANDPAR
(27,25),(25,9),-0.403802 # DEPENDENCYPART_GRANDPAR
(27,25),(25,11),-0.50908 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.487727 # DEPENDENCYPART_GRANDPAR
(27,25),(25,16),-0.277586 # DEPENDENCYPART_GRANDPAR
(27,25),(25,17),-0.491149 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),0.453076 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-0.190817 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.202968 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.625857 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.547466 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.105188 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.61753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,29),-0.945236 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.894285 # DEPENDENCYPART_GRANDPAR
(27,25),(25,32),-0.780162 # DEPENDENCYPART_GRANDPAR
(27,25),(25,33),-0.776646 # DEPENDENCYPART_GRANDPAR
(27,25),(25,34),-0.890927 # DEPENDENCYPART_GRANDPAR
(27,25),(25,35),-0.841938 # DEPENDENCYPART_GRANDPAR
(27,25),(25,37),-0.989257 # DEPENDENCYPART_GRANDPAR
(27,25),(25,38),-1.16236 # DEPENDENCYPART_GRANDPAR
(27,25),(25,41),-0.974496 # DEPENDENCYPART_GRANDPAR
(27,25),(25,42),-1.82685 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.49165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.0992101 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),0.113954 # DEPENDENCYPART_GRANDPAR
(27,28),(28,38),-0.271762 # DEPENDENCYPART_GRANDPAR
(27,31),(31,24),-1.16946 # DEPENDENCYPART_GRANDPAR
(27,31),(31,26),-0.642252 # DEPENDENCYPART_GRANDPAR
(27,31),(31,28),0.793948 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),-0.000477829 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),-0.0346755 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.0271275 # DEPENDENCYPART_GRANDPAR
(27,31),(31,35),-0.188323 # DEPENDENCYPART_GRANDPAR
(27,31),(31,37),-0.235367 # DEPENDENCYPART_GRANDPAR
(27,32),(32,1),-1.3452 # DEPENDENCYPART_GRANDPAR
(27,32),(32,2),-1.19432 # DEPENDENCYPART_GRANDPAR
(27,32),(32,4),-1.39518 # DEPENDENCYPART_GRANDPAR
(27,32),(32,11),-1.56367 # DEPENDENCYPART_GRANDPAR
(27,32),(32,17),-1.41885 # DEPENDENCYPART_GRANDPAR
(27,32),(32,18),-0.537612 # DEPENDENCYPART_GRANDPAR
(27,32),(32,24),-1.36873 # DEPENDENCYPART_GRANDPAR
(27,32),(32,25),-1.32778 # DEPENDENCYPART_GRANDPAR
(27,32),(32,27),-0.649564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,32),(32,28),1.04865 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),-0.042099 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),-0.252132 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),0.0759233 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),0.22739 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),0.0827193 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),0.12046 # DEPENDENCYPART_GRANDPAR
(27,32),(32,37),-0.0182508 # DEPENDENCYPART_GRANDPAR
(27,32),(32,38),-0.158327 # DEPENDENCYPART_GRANDPAR
(27,32),(32,41),-0.127399 # DEPENDENCYPART_GRANDPAR
(27,32),(32,42),-0.978598 # DEPENDENCYPART_GRANDPAR
(27,33),(33,31),0.222091 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.0333708 # DEPENDENCYPART_GRANDPAR
(27,33),(33,35),-0.0840356 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),-0.129654 # DEPENDENCYPART_GRANDPAR
(27,33),(33,38),-0.363326 # DEPENDENCYPART_GRANDPAR
(27,33),(33,41),-0.115171 # DEPENDENCYPART_GRANDPAR
(27,34),(34,1),-1.3452 # DEPENDENCYPART_GRANDPAR
(27,34),(34,2),-1.19429 # DEPENDENCYPART_GRANDPAR
(27,34),(34,3),-1.30137 # DEPENDENCYPART_GRANDPAR
(27,34),(34,4),-1.39518 # DEPENDENCYPART_GRANDPAR
(27,34),(34,7),-1.62887 # DEPENDENCYPART_GRANDPAR
(27,34),(34,8),-1.28318 # DEPENDENCYPART_GRANDPAR
(27,34),(34,11),-1.56367 # DEPENDENCYPART_GRANDPAR
(27,34),(34,14),-1.72963 # DEPENDENCYPART_GRANDPAR
(27,34),(34,17),-1.41883 # DEPENDENCYPART_GRANDPAR
(27,34),(34,18),-0.537612 # DEPENDENCYPART_GRANDPAR
(27,34),(34,19),-1.63133 # DEPENDENCYPART_GRANDPAR
(27,34),(34,24),-1.36873 # DEPENDENCYPART_GRANDPAR
(27,34),(34,25),-1.32776 # DEPENDENCYPART_GRANDPAR
(27,34),(34,27),-0.641975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,34),(34,28),1.05725 # DEPENDENCYPART_GRANDPAR
(27,34),(34,29),-0.0373503 # DEPENDENCYPART_GRANDPAR
(27,34),(34,30),-0.252882 # DEPENDENCYPART_GRANDPAR
(27,34),(34,31),0.083513 # DEPENDENCYPART_GRANDPAR
(27,34),(34,32),0.239712 # DEPENDENCYPART_GRANDPAR
(27,34),(34,33),0.194013 # DEPENDENCYPART_GRANDPAR
(27,34),(34,35),0.130343 # DEPENDENCYPART_GRANDPAR
(27,34),(34,37),-0.0137986 # DEPENDENCYPART_GRANDPAR
(27,34),(34,38),-0.131117 # DEPENDENCYPART_GRANDPAR
(27,34),(34,41),-0.122211 # DEPENDENCYPART_GRANDPAR
(27,34),(34,42),-0.966775 # DEPENDENCYPART_GRANDPAR
(27,37),(37,1),-1.3452 # DEPENDENCYPART_GRANDPAR
(27,37),(37,2),-1.19423 # DEPENDENCYPART_GRANDPAR
(27,37),(37,4),-1.39518 # DEPENDENCYPART_GRANDPAR
(27,37),(37,24),-1.36873 # DEPENDENCYPART_GRANDPAR
(27,37),(37,25),-1.3277 # DEPENDENCYPART_GRANDPAR
(27,37),(37,27),-0.63665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,37),(37,28),1.06107 # DEPENDENCYPART_GRANDPAR
(27,37),(37,29),-0.0335365 # DEPENDENCYPART_GRANDPAR
(27,37),(37,31),0.0888376 # DEPENDENCYPART_GRANDPAR
(27,37),(37,32),0.238862 # DEPENDENCYPART_GRANDPAR
(27,37),(37,33),0.196351 # DEPENDENCYPART_GRANDPAR
(27,37),(37,34),0.119621 # DEPENDENCYPART_GRANDPAR
(27,37),(37,35),0.0686803 # DEPENDENCYPART_GRANDPAR
(27,37),(37,36),-1.51139 # DEPENDENCYPART_GRANDPAR
(27,37),(37,38),-0.133792 # DEPENDENCYPART_GRANDPAR
(27,37),(37,40),-0.413468 # DEPENDENCYPART_GRANDPAR
(27,37),(37,41),-0.121156 # DEPENDENCYPART_GRANDPAR
(27,37),(37,42),-0.967398 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),0.036978 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),0.00260022 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),-0.319687 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),-0.0225701 # DEPENDENCYPART_GRANDPAR
(28,33),(33,38),0.0910844 # DEPENDENCYPART_GRANDPAR
(28,33),(33,41),-0.199349 # DEPENDENCYPART_GRANDPAR
(28,38),(38,35),-0.160771 # DEPENDENCYPART_GRANDPAR
(28,38),(38,39),-0.121385 # DEPENDENCYPART_GRANDPAR
(28,38),(38,40),-0.190096 # DEPENDENCYPART_GRANDPAR
(28,38),(38,41),-0.199349 # DEPENDENCYPART_GRANDPAR
(30,31),(31,24),-1.11943 # DEPENDENCYPART_GRANDPAR
(30,31),(31,26),-1.41299 # DEPENDENCYPART_GRANDPAR
(30,31),(31,28),-1.10249 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-1.06671 # DEPENDENCYPART_GRANDPAR
(30,31),(31,30),-1.37335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,31),(31,32),-0.275727 # DEPENDENCYPART_GRANDPAR
(30,31),(31,35),-0.645726 # DEPENDENCYPART_GRANDPAR
(30,31),(31,37),-0.51062 # DEPENDENCYPART_GRANDPAR
(31,24),(24,22),0.0420738 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.632851 # DEPENDENCYPART_GRANDPAR
(31,24),(24,27),-0.328658 # DEPENDENCYPART_GRANDPAR
(31,26),(26,27),0.104194 # DEPENDENCYPART_GRANDPAR
(31,28),(28,29),0.156481 # DEPENDENCYPART_GRANDPAR
(31,28),(28,33),-0.899474 # DEPENDENCYPART_GRANDPAR
(31,28),(28,38),-1.08824 # DEPENDENCYPART_GRANDPAR
(31,30),(30,29),0.152354 # DEPENDENCYPART_GRANDPAR
(31,30),(30,31),-1.65096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,1),-1.11913 # DEPENDENCYPART_GRANDPAR
(31,32),(32,2),-1.02449 # DEPENDENCYPART_GRANDPAR
(31,32),(32,4),-1.37597 # DEPENDENCYPART_GRANDPAR
(31,32),(32,11),-1.60603 # DEPENDENCYPART_GRANDPAR
(31,32),(32,17),-1.40568 # DEPENDENCYPART_GRANDPAR
(31,32),(32,18),-0.684111 # DEPENDENCYPART_GRANDPAR
(31,32),(32,24),-1.5563 # DEPENDENCYPART_GRANDPAR
(31,32),(32,25),-1.43016 # DEPENDENCYPART_GRANDPAR
(31,32),(32,27),-1.27939 # DEPENDENCYPART_GRANDPAR
(31,32),(32,28),-1.0174 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-0.711053 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.719491 # DEPENDENCYPART_GRANDPAR
(31,32),(32,31),-0.793037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,32),(32,33),-0.0287401 # DEPENDENCYPART_GRANDPAR
(31,32),(32,34),-0.0958788 # DEPENDENCYPART_GRANDPAR
(31,32),(32,35),-0.033574 # DEPENDENCYPART_GRANDPAR
(31,32),(32,37),-0.293008 # DEPENDENCYPART_GRANDPAR
(31,32),(32,38),-0.217503 # DEPENDENCYPART_GRANDPAR
(31,32),(32,41),-0.336838 # DEPENDENCYPART_GRANDPAR
(31,32),(32,42),-0.759604 # DEPENDENCYPART_GRANDPAR
(31,35),(35,37),-0.389411 # DEPENDENCYPART_GRANDPAR
(31,37),(37,1),-1.11913 # DEPENDENCYPART_GRANDPAR
(31,37),(37,2),-1.0244 # DEPENDENCYPART_GRANDPAR
(31,37),(37,4),-1.37597 # DEPENDENCYPART_GRANDPAR
(31,37),(37,24),-1.5563 # DEPENDENCYPART_GRANDPAR
(31,37),(37,25),-1.43007 # DEPENDENCYPART_GRANDPAR
(31,37),(37,27),-1.27939 # DEPENDENCYPART_GRANDPAR
(31,37),(37,28),-1.0174 # DEPENDENCYPART_GRANDPAR
(31,37),(37,29),-0.711053 # DEPENDENCYPART_GRANDPAR
(31,37),(37,31),-0.780123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,37),(37,32),-0.0116894 # DEPENDENCYPART_GRANDPAR
(31,37),(37,33),-0.0471316 # DEPENDENCYPART_GRANDPAR
