# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(20,21),(21,23),-0.0162361 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.108467 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.0814091 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.17191 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),0.0406311 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),0.132691 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.117505 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.0174156 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.101996 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.0511418 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0122452 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.0847993 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),0.0558286 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),0.0250528 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.14152 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0195453 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.0122452 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.0847993 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),0.0558286 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.0224372 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),0.132917 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.143878 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.122434 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),0.0343436 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.165913 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),0.125089 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.0880951 # DEPENDENCYPART_GRANDPAR
(20,26),(26,32),0.191675 # DEPENDENCYPART_GRANDPAR
(20,26),(26,33),-0.0237031 # DEPENDENCYPART_GRANDPAR
(20,26),(26,35),-0.0673512 # DEPENDENCYPART_GRANDPAR
(20,27),(27,3),-1.03911 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.426007 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.140057 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.121575 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.0978957 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),0.055603 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.0688704 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),0.0247815 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.0484615 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),0.0872196 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.00244362 # DEPENDENCYPART_GRANDPAR
(20,27),(27,34),0.0549691 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),0.137119 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.151378 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),0.0331977 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),0.140309 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),0.0852088 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.167165 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),0.26623 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),-0.0819551 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.123039 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),0.131261 # DEPENDENCYPART_GRANDPAR
(20,29),(29,33),-0.0108324 # DEPENDENCYPART_GRANDPAR
(20,29),(29,34),0.0112439 # DEPENDENCYPART_GRANDPAR
(20,32),(32,3),-1.0391 # DEPENDENCYPART_GRANDPAR
(20,32),(32,7),-0.939216 # DEPENDENCYPART_GRANDPAR
(20,32),(32,9),-0.839686 # DEPENDENCYPART_GRANDPAR
(20,32),(32,12),-0.762141 # DEPENDENCYPART_GRANDPAR
(20,32),(32,19),-0.426002 # DEPENDENCYPART_GRANDPAR
(20,32),(32,21),0.122404 # DEPENDENCYPART_GRANDPAR
(20,32),(32,26),-0.10793 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),-0.0299615 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.236026 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.0254413 # DEPENDENCYPART_GRANDPAR
(20,32),(32,34),0.032675 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0675825 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0724365 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.311881 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.36185 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.54351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.226227 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.716991 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.681634 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-1.22869 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.949982 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.762835 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-1.25843 # DEPENDENCYPART_GRANDPAR
(21,19),(19,31),-1.0904 # DEPENDENCYPART_GRANDPAR
(21,19),(19,33),-0.722641 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.322537 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.340256 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.338132 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0390128 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.44898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.149157 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.685521 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.604563 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.19191 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.881034 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.22525 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.699618 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.539453 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.22697 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-1.21957 # DEPENDENCYPART_GRANDPAR
(21,20),(20,34),-0.873476 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.0352445 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0678423 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.274317 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.524897 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.130858 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),0.0034529 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.134663 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.361201 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.493135 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.124594 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.204039 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.448897 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.50009 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.470512 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.0843994 # DEPENDENCYPART_GRANDPAR
(21,26),(26,35),-0.928263 # DEPENDENCYPART_GRANDPAR
(21,27),(27,3),-0.92687 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.643346 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.738995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,25),-0.306843 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.18609 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.02403 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),0.243726 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.503923 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.412604 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.441425 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),0.0161641 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-0.0644211 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.405005 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.132597 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.514514 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.249224 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.519933 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.614655 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.388006 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.184583 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.486571 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.154531 # DEPENDENCYPART_GRANDPAR
(21,31),(31,34),-0.0510243 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.510712 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.0710049 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.0879122 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.0629981 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.26246 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.133378 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.141436 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.103456 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.15567 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0511604 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0662361 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.0714737 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),0.192294 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.0048817 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),0.0937425 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.085588 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.144024 # DEPENDENCYPART_GRANDPAR
(22,26),(26,35),-0.853568 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.23343 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.795551 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.635443 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.232133 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.313939 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.172432 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.0699781 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.146378 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.0420136 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.203761 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.244983 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),-0.253493 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.0258563 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.261217 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.225237 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.238336 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.0465266 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),0.00970686 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),0.0583869 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-0.206854 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.0694442 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.164238 # DEPENDENCYPART_GRANDPAR
(22,29),(29,33),-0.229776 # DEPENDENCYPART_GRANDPAR
(22,29),(29,34),-0.29774 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.307601 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.288994 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.392167 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.387375 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.457943 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.364364 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.446055 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.0482504 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0470891 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.0949163 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.00743279 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),0.0324284 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.173995 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.13654 # DEPENDENCYPART_GRANDPAR
(24,26),(26,35),-0.812601 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-1.17067 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.693958 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.73147 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.627028 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.353456 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.148048 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.357188 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.134063 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.103328 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.292168 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.237498 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.384258 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.420751 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.300734 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.207251 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.0488738 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.0342121 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.0516072 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.0300201 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.19937 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.130549 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.252435 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.222082 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),-0.428284 # DEPENDENCYPART_GRANDPAR
(24,32),(32,3),-1.17065 # DEPENDENCYPART_GRANDPAR
(24,32),(32,7),-1.01448 # DEPENDENCYPART_GRANDPAR
(24,32),(32,9),-0.979402 # DEPENDENCYPART_GRANDPAR
(24,32),(32,12),-0.961944 # DEPENDENCYPART_GRANDPAR
(24,32),(32,19),-0.693943 # DEPENDENCYPART_GRANDPAR
(24,32),(32,21),-0.731444 # DEPENDENCYPART_GRANDPAR
(24,32),(32,26),-0.361381 # DEPENDENCYPART_GRANDPAR
(24,32),(32,28),-0.223596 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),-0.209389 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),-0.2314 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.381058 # DEPENDENCYPART_GRANDPAR
(26,27),(27,3),-1.14091 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.797725 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-0.687093 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.714673 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.951003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.269312 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.39119 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.51496 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.11994 # DEPENDENCYPART_GRANDPAR
(26,27),(27,32),-0.128031 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),0.338342 # DEPENDENCYPART_GRANDPAR
(26,27),(27,34),-0.442879 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.747946 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.915005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.415205 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.435262 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.567785 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.237499 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.0703977 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),0.202422 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),0.0638231 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.137883 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),0.498677 # DEPENDENCYPART_GRANDPAR
(26,29),(29,34),-0.618242 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.167981 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),0.225762 # DEPENDENCYPART_GRANDPAR
(26,31),(31,34),-0.460717 # DEPENDENCYPART_GRANDPAR
(26,32),(32,3),-1.1409 # DEPENDENCYPART_GRANDPAR
(26,32),(32,7),-1.01543 # DEPENDENCYPART_GRANDPAR
(26,32),(32,9),-0.980232 # DEPENDENCYPART_GRANDPAR
(26,32),(32,12),-1.09838 # DEPENDENCYPART_GRANDPAR
(26,32),(32,19),-0.79772 # DEPENDENCYPART_GRANDPAR
(26,32),(32,21),-0.687084 # DEPENDENCYPART_GRANDPAR
(26,32),(32,26),-0.945949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,32),(32,28),0.0991246 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),-0.22642 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),0.335095 # DEPENDENCYPART_GRANDPAR
(26,32),(32,34),-0.446655 # DEPENDENCYPART_GRANDPAR
(26,33),(33,32),-0.163207 # DEPENDENCYPART_GRANDPAR
(26,33),(33,34),-0.498859 # DEPENDENCYPART_GRANDPAR
(27,3),(3,1),-0.718089 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),-0.254203 # DEPENDENCYPART_GRANDPAR
(27,3),(3,4),-0.162666 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),-0.340511 # DEPENDENCYPART_GRANDPAR
(27,3),(3,7),-0.414014 # DEPENDENCYPART_GRANDPAR
(27,3),(3,30),-0.808425 # DEPENDENCYPART_GRANDPAR
(27,3),(3,31),-0.85635 # DEPENDENCYPART_GRANDPAR
(27,19),(19,16),-0.220992 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.356296 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.0463248 # DEPENDENCYPART_GRANDPAR
(27,19),(19,20),-0.229227 # DEPENDENCYPART_GRANDPAR
(27,19),(19,21),-0.10885 # DEPENDENCYPART_GRANDPAR
(27,19),(19,22),0.0319639 # DEPENDENCYPART_GRANDPAR
(27,19),(19,23),-0.163584 # DEPENDENCYPART_GRANDPAR
(27,19),(19,24),0.0283508 # DEPENDENCYPART_GRANDPAR
(27,19),(19,25),0.0957974 # DEPENDENCYPART_GRANDPAR
(27,19),(19,26),0.158925 # DEPENDENCYPART_GRANDPAR
(27,19),(19,28),-0.472772 # DEPENDENCYPART_GRANDPAR
(27,19),(19,30),-0.808425 # DEPENDENCYPART_GRANDPAR
(27,19),(19,31),-0.85635 # DEPENDENCYPART_GRANDPAR
(27,19),(19,33),-0.721827 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.336669 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),0.000846145 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.0462115 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.0133404 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),-0.214394 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),0.0172267 # DEPENDENCYPART_GRANDPAR
(27,21),(21,26),0.119544 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-1.46062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,28),-0.47554 # DEPENDENCYPART_GRANDPAR
(27,21),(21,30),-0.817834 # DEPENDENCYPART_GRANDPAR
(27,21),(21,31),-0.864414 # DEPENDENCYPART_GRANDPAR
(27,21),(21,33),-0.724595 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.178543 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.45586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.472772 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-0.560397 # DEPENDENCYPART_GRANDPAR
(27,26),(26,30),-0.808425 # DEPENDENCYPART_GRANDPAR
(27,26),(26,31),-0.85635 # DEPENDENCYPART_GRANDPAR
(27,26),(26,32),-0.751275 # DEPENDENCYPART_GRANDPAR
(27,26),(26,33),-0.721827 # DEPENDENCYPART_GRANDPAR
(27,26),(26,35),-0.67564 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-0.779948 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.4782 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.82168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),0.295006 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.0901764 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.155869 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),0.0808381 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.0254657 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.110087 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.048638 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),0.0482575 # DEPENDENCYPART_GRANDPAR
(27,29),(29,34),-0.0186852 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),0.0630873 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),0.0374342 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),0.123871 # DEPENDENCYPART_GRANDPAR
(27,32),(32,3),-1.15339 # DEPENDENCYPART_GRANDPAR
(27,32),(32,7),-0.970095 # DEPENDENCYPART_GRANDPAR
(27,32),(32,9),-0.931276 # DEPENDENCYPART_GRANDPAR
(27,32),(32,12),-0.887349 # DEPENDENCYPART_GRANDPAR
(27,32),(32,19),-0.647027 # DEPENDENCYPART_GRANDPAR
(27,32),(32,21),-0.664931 # DEPENDENCYPART_GRANDPAR
(27,32),(32,26),-0.41027 # DEPENDENCYPART_GRANDPAR
(27,32),(32,28),0.21934 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.222034 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),0.035222 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),0.00207541 # DEPENDENCYPART_GRANDPAR
(27,33),(33,32),-0.124172 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),0.0676804 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),0.112343 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.0331751 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.45431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.104793 # DEPENDENCYPART_GRANDPAR
(28,26),(26,30),-1.26207 # DEPENDENCYPART_GRANDPAR
(28,26),(26,31),-0.966227 # DEPENDENCYPART_GRANDPAR
(28,26),(26,32),-1.18206 # DEPENDENCYPART_GRANDPAR
(28,26),(26,33),-0.724576 # DEPENDENCYPART_GRANDPAR
(28,26),(26,35),-1.3501 # DEPENDENCYPART_GRANDPAR
(28,27),(27,3),-0.370728 # DEPENDENCYPART_GRANDPAR
(28,27),(27,19),0.0108266 # DEPENDENCYPART_GRANDPAR
(28,27),(27,21),0.169981 # DEPENDENCYPART_GRANDPAR
(28,27),(27,25),0.271481 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.0116241 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.39645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,29),-0.0344592 # DEPENDENCYPART_GRANDPAR
(28,27),(27,30),-1.2346 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-0.877297 # DEPENDENCYPART_GRANDPAR
(28,27),(27,32),-1.17596 # DEPENDENCYPART_GRANDPAR
(28,27),(27,33),-0.666725 # DEPENDENCYPART_GRANDPAR
(28,27),(27,34),-0.753509 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),0.168352 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-0.32231 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),0.307629 # DEPENDENCYPART_GRANDPAR
(28,29),(29,34),0.173081 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.416006 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.0195686 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),0.211421 # DEPENDENCYPART_GRANDPAR
(28,32),(32,3),-1.02123 # DEPENDENCYPART_GRANDPAR
(28,32),(32,7),-0.851152 # DEPENDENCYPART_GRANDPAR
(28,32),(32,9),-0.880463 # DEPENDENCYPART_GRANDPAR
(28,32),(32,12),-0.907182 # DEPENDENCYPART_GRANDPAR
(28,32),(32,19),-0.639672 # DEPENDENCYPART_GRANDPAR
(28,32),(32,21),-0.56309 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),-0.662123 # DEPENDENCYPART_GRANDPAR
(28,32),(32,28),-0.784733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,32),(32,31),-0.271403 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),0.0823641 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),0.196362 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.466129 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),0.174493 # DEPENDENCYPART_GRANDPAR
