# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(17,22),(22,27),-0.494641 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.61813 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0510361 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.380795 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),0.0555743 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.76747 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.172661 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.0337131 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.0148542 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.0537769 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.207927 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),0.174354 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),0.114019 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),0.105689 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.148891 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),0.437808 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),0.164621 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.28555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,22),-0.285251 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-0.996851 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-0.615109 # DEPENDENCYPART_GRANDPAR
(20,2),(2,26),-0.695081 # DEPENDENCYPART_GRANDPAR
(20,2),(2,29),-0.602597 # DEPENDENCYPART_GRANDPAR
(20,2),(2,30),-1.44972 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.0234275 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.26362 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-1.08067 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.156253 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.359093 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.357872 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.226911 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.286375 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),0.0962147 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.112428 # DEPENDENCYPART_GRANDPAR
(20,3),(3,25),-0.164158 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.354864 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.25242 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.0921754 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.0418 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.0571666 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.0337207 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.021215 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.189069 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),0.155488 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.0726175 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.086822 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.205121 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.414355 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),0.140152 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.28869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,22),-0.288352 # DEPENDENCYPART_GRANDPAR
(20,5),(5,23),-1.0001 # DEPENDENCYPART_GRANDPAR
(20,5),(5,24),-0.618249 # DEPENDENCYPART_GRANDPAR
(20,5),(5,26),-0.698221 # DEPENDENCYPART_GRANDPAR
(20,5),(5,29),-0.605698 # DEPENDENCYPART_GRANDPAR
(20,5),(5,30),-1.45297 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.297201 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.956913 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0440121 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0797252 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.180151 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.148391 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.17442 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.164421 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.220089 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-1.03175 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.17963 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.704416 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.154506 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.0718609 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.0858403 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.192507 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.417547 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.139798 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.28532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.284864 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.996629 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.614884 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.694856 # DEPENDENCYPART_GRANDPAR
(20,10),(10,29),-0.60221 # DEPENDENCYPART_GRANDPAR
(20,10),(10,30),-1.4495 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.156434 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.257458 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.701112 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.0700863 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.0843631 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.194666 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.41325 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.137639 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.28532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,22),-0.284863 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.996629 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-0.694855 # DEPENDENCYPART_GRANDPAR
(20,11),(11,27),-0.492154 # DEPENDENCYPART_GRANDPAR
(20,11),(11,29),-0.602209 # DEPENDENCYPART_GRANDPAR
(20,11),(11,30),-1.4495 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.366794 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.701112 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.131309 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.0409335 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.194675 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.413209 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.28532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,30),-1.4495 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.130921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.577058 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.568206 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.030032 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.40696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.46104 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-1.09619 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.158015 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.816494 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.634147 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.22843 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.660949 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.21163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.224689 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.644666 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.38444 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.463616 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.26603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.28734 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.195082 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.146838 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.495911 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.0855271 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.134109 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),0.159751 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.379652 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.1571 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-1.22577 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.646615 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.735 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.489429 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.231073 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.255672 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.0627774 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.147962 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.144478 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.601153 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-1.42958 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0127854 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.078728 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.21646 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),0.127185 # DEPENDENCYPART_GRANDPAR
(20,26),(26,2),-1.24706 # DEPENDENCYPART_GRANDPAR
(20,26),(26,3),-0.824532 # DEPENDENCYPART_GRANDPAR
(20,26),(26,5),-1.15628 # DEPENDENCYPART_GRANDPAR
(20,26),(26,8),-0.870201 # DEPENDENCYPART_GRANDPAR
(20,26),(26,10),-1.12211 # DEPENDENCYPART_GRANDPAR
(20,26),(26,11),-1.1571 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-1.22576 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-1.25151 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-0.471867 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-1.56423 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.646613 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.734996 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.531192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),1.05323 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.464175 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.17002 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.183772 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.352777 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),0.175656 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.16318 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.589175 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.477656 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.212675 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),0.418438 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.583837 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),0.136201 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.220184 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.679721 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.945134 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.551772 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.522951 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.162476 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),0.00378803 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),0.00384691 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.207874 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.605244 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.735796 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.604824 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.712548 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.315531 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.163246 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.431462 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.303639 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.73957 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.367711 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.7706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.523215 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.45751 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.867483 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.12297 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.99026 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-1.28297 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-1.5341 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.769539 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.895284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,11),-1.77795 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-1.75359 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.5941 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.46935 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.789828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.589697 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0329859 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.177827 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.181987 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.237137 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.691568 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.14942 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.448329 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.180098 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.0703718 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0377975 # DEPENDENCYPART_GRANDPAR
(22,26),(26,2),-1.20825 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-0.818948 # DEPENDENCYPART_GRANDPAR
(22,26),(26,5),-1.0455 # DEPENDENCYPART_GRANDPAR
(22,26),(26,8),-1.23506 # DEPENDENCYPART_GRANDPAR
(22,26),(26,10),-1.64386 # DEPENDENCYPART_GRANDPAR
(22,26),(26,11),-1.77795 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-1.75359 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-1.29127 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-1.04703 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.19201 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.5941 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-1.46935 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-1.44678 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.778485 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.79231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.566504 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.394319 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0593195 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.165284 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.224998 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.671151 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.00193956 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.30834 # DEPENDENCYPART_GRANDPAR
(22,29),(29,24),-0.507108 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.0415286 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.0964029 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.629021 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.667499 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.945999 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.63878 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.473747 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.794042 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.92178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.505373 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.802318 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.907676 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.988212 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-1.09072 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.78547 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.693926 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-1.40499 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.211906 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.216255 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.566811 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.228207 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),-0.413503 # DEPENDENCYPART_GRANDPAR
(24,11),(11,20),0.348359 # DEPENDENCYPART_GRANDPAR
(24,11),(11,22),0.168227 # DEPENDENCYPART_GRANDPAR
(24,11),(11,23),-0.229542 # DEPENDENCYPART_GRANDPAR
(24,11),(11,26),-0.529737 # DEPENDENCYPART_GRANDPAR
(24,11),(11,27),-0.624519 # DEPENDENCYPART_GRANDPAR
(24,11),(11,29),-0.727747 # DEPENDENCYPART_GRANDPAR
(24,11),(11,30),-1.34489 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-1.40499 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.504496 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.296117 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.566819 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.228248 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),0.348351 # DEPENDENCYPART_GRANDPAR
(24,13),(13,30),-1.34489 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-1.28976 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),0.2822 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.00341204 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-1.27496 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-1.01499 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.291979 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.0837278 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.936291 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.230416 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.46278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.177494 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.529737 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.624519 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.727747 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.177047 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-2.03616 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.19774 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.114666 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.0135011 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.062856 # DEPENDENCYPART_GRANDPAR
(24,26),(26,2),-1.41968 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-1.39539 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-1.54398 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-1.35321 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-1.16102 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-1.54091 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-1.53411 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-1.67392 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.07316 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-2.17084 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-0.93548 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-1.27187 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.05297 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-2.09214 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.14963 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.33665 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.659492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.00815882 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.0306851 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.0255845 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.518416 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.12948 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.0871812 # DEPENDENCYPART_GRANDPAR
(24,29),(29,24),-0.435454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,29),(29,25),0.21424 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.0100083 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.284462 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.593063 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.138651 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.496429 # DEPENDENCYPART_GRANDPAR
(25,26),(26,2),-1.16402 # DEPENDENCYPART_GRANDPAR
(25,26),(26,3),-1.31759 # DEPENDENCYPART_GRANDPAR
(25,26),(26,5),-1.14225 # DEPENDENCYPART_GRANDPAR
(25,26),(26,8),-0.93345 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-1.19977 # DEPENDENCYPART_GRANDPAR
(25,26),(26,11),-1.17168 # DEPENDENCYPART_GRANDPAR
(25,26),(26,13),-1.25735 # DEPENDENCYPART_GRANDPAR
(25,26),(26,14),-0.976196 # DEPENDENCYPART_GRANDPAR
(25,26),(26,15),-0.802215 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-1.44313 # DEPENDENCYPART_GRANDPAR
(25,26),(26,17),-1.09687 # DEPENDENCYPART_GRANDPAR
(25,26),(26,18),-0.950521 # DEPENDENCYPART_GRANDPAR
(25,26),(26,20),-1.42885 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-1.49628 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-1.25553 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.938585 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.38898 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.600178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.204562 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.145638 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.679715 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.618463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,29),-0.251079 # DEPENDENCYPART_GRANDPAR
(25,29),(29,24),-1.29031 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.385558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,27),-0.175484 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.605221 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.758208 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),0.16046 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),0.111949 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-1.00111 # DEPENDENCYPART_GRANDPAR
(26,2),(2,5),0.0235668 # DEPENDENCYPART_GRANDPAR
(26,2),(2,6),-0.0177667 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-0.221542 # DEPENDENCYPART_GRANDPAR
(26,2),(2,8),0.102402 # DEPENDENCYPART_GRANDPAR
(26,2),(2,10),0.0878768 # DEPENDENCYPART_GRANDPAR
(26,2),(2,11),-0.0662811 # DEPENDENCYPART_GRANDPAR
(26,2),(2,12),0.119512 # DEPENDENCYPART_GRANDPAR
(26,2),(2,13),-0.135255 # DEPENDENCYPART_GRANDPAR
(26,2),(2,14),-0.275044 # DEPENDENCYPART_GRANDPAR
(26,2),(2,15),0.216893 # DEPENDENCYPART_GRANDPAR
(26,2),(2,18),-0.0757662 # DEPENDENCYPART_GRANDPAR
(26,2),(2,20),0.00210109 # DEPENDENCYPART_GRANDPAR
(26,2),(2,22),0.0101997 # DEPENDENCYPART_GRANDPAR
(26,2),(2,23),0.000709244 # DEPENDENCYPART_GRANDPAR
(26,2),(2,24),-0.0594852 # DEPENDENCYPART_GRANDPAR
(26,2),(2,26),-1.49886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,2),(2,29),-0.450239 # DEPENDENCYPART_GRANDPAR
(26,2),(2,30),-1.02066 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.221194 # DEPENDENCYPART_GRANDPAR
