# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(26,13),(13,4),-0.368753 # DEPENDENCYPART_GRANDPAR
(26,13),(13,7),-0.48113 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),-0.415472 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.675287 # DEPENDENCYPART_GRANDPAR
(26,13),(13,14),-0.729154 # DEPENDENCYPART_GRANDPAR
(26,13),(13,15),-0.0139602 # DEPENDENCYPART_GRANDPAR
(26,13),(13,16),0.241036 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.222901 # DEPENDENCYPART_GRANDPAR
(26,13),(13,20),0.111179 # DEPENDENCYPART_GRANDPAR
(26,13),(13,21),-0.325965 # DEPENDENCYPART_GRANDPAR
(26,13),(13,22),0.0161587 # DEPENDENCYPART_GRANDPAR
(26,13),(13,23),-0.012607 # DEPENDENCYPART_GRANDPAR
(26,13),(13,26),-1.38305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,13),(13,29),-1.32417 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),-0.170449 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),-0.346435 # DEPENDENCYPART_GRANDPAR
(26,15),(15,12),-0.521095 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.747831 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),0.118217 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),-0.344264 # DEPENDENCYPART_GRANDPAR
(26,15),(15,21),0.0606133 # DEPENDENCYPART_GRANDPAR
(26,15),(15,25),-0.210614 # DEPENDENCYPART_GRANDPAR
(26,15),(15,26),-1.65755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,15),(15,29),-1.46949 # DEPENDENCYPART_GRANDPAR
(26,16),(16,2),-0.443264 # DEPENDENCYPART_GRANDPAR
(26,16),(16,3),-0.787298 # DEPENDENCYPART_GRANDPAR
(26,16),(16,4),-0.663499 # DEPENDENCYPART_GRANDPAR
(26,16),(16,5),-0.46278 # DEPENDENCYPART_GRANDPAR
(26,16),(16,7),-0.486295 # DEPENDENCYPART_GRANDPAR
(26,16),(16,9),-0.108002 # DEPENDENCYPART_GRANDPAR
(26,16),(16,10),-0.420418 # DEPENDENCYPART_GRANDPAR
(26,16),(16,11),-0.749713 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.534557 # DEPENDENCYPART_GRANDPAR
(26,16),(16,13),-0.215239 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.755095 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.284115 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.354203 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.33503 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),-0.0667883 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),0.0554774 # DEPENDENCYPART_GRANDPAR
(26,16),(16,22),-0.0114428 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),0.0702769 # DEPENDENCYPART_GRANDPAR
(26,16),(16,25),-0.212389 # DEPENDENCYPART_GRANDPAR
(26,16),(16,26),-1.65741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,16),(16,28),-0.725391 # DEPENDENCYPART_GRANDPAR
(26,16),(16,29),-1.46936 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.218991 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),0.00553367 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.297209 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.0937233 # DEPENDENCYPART_GRANDPAR
(26,17),(17,23),-0.124968 # DEPENDENCYPART_GRANDPAR
(26,17),(17,26),-1.39199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,14),-1.03575 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),-0.224233 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.466562 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.699399 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),-0.413925 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),-0.233725 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),-0.0170728 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),-0.228166 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-1.27057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,28),-0.423205 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.383225 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.150093 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.30707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,17),-0.398093 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.398895 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.584528 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0442 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.360093 # DEPENDENCYPART_GRANDPAR
(26,25),(25,14),-0.788733 # DEPENDENCYPART_GRANDPAR
(26,25),(25,17),-0.304473 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.317433 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.435004 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.105832 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.165862 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.303561 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.67758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,28),-0.742482 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-1.4807 # DEPENDENCYPART_GRANDPAR
(26,28),(28,4),-1.29417 # DEPENDENCYPART_GRANDPAR
(26,28),(28,17),-0.584195 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.693907 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-1.20345 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.243678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),1.42613 # DEPENDENCYPART_GRANDPAR
(28,4),(4,2),-0.358684 # DEPENDENCYPART_GRANDPAR
(28,4),(4,3),-0.616039 # DEPENDENCYPART_GRANDPAR
(28,4),(4,5),-0.509927 # DEPENDENCYPART_GRANDPAR
(28,4),(4,6),-0.575618 # DEPENDENCYPART_GRANDPAR
(28,4),(4,7),-0.402378 # DEPENDENCYPART_GRANDPAR
(28,4),(4,9),0.508268 # DEPENDENCYPART_GRANDPAR
(28,4),(4,10),-0.710189 # DEPENDENCYPART_GRANDPAR
(28,4),(4,11),-0.59229 # DEPENDENCYPART_GRANDPAR
(28,4),(4,12),0.108895 # DEPENDENCYPART_GRANDPAR
(28,4),(4,13),-0.537303 # DEPENDENCYPART_GRANDPAR
(28,4),(4,14),0.405494 # DEPENDENCYPART_GRANDPAR
(28,4),(4,15),-0.117494 # DEPENDENCYPART_GRANDPAR
(28,4),(4,16),-0.226132 # DEPENDENCYPART_GRANDPAR
(28,4),(4,17),-0.190485 # DEPENDENCYPART_GRANDPAR
(28,4),(4,20),0.0590161 # DEPENDENCYPART_GRANDPAR
(28,4),(4,21),-0.130609 # DEPENDENCYPART_GRANDPAR
(28,4),(4,22),-0.589252 # DEPENDENCYPART_GRANDPAR
(28,4),(4,25),-0.104285 # DEPENDENCYPART_GRANDPAR
(28,4),(4,26),-0.0790564 # DEPENDENCYPART_GRANDPAR
(28,4),(4,28),-1.81575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,4),(4,29),-1.02228 # DEPENDENCYPART_GRANDPAR
(28,17),(17,19),-0.0370193 # DEPENDENCYPART_GRANDPAR
(28,17),(17,20),-0.0682543 # DEPENDENCYPART_GRANDPAR
(28,17),(17,21),-0.185014 # DEPENDENCYPART_GRANDPAR
(28,17),(17,22),-0.524278 # DEPENDENCYPART_GRANDPAR
(28,17),(17,23),-0.237798 # DEPENDENCYPART_GRANDPAR
(28,17),(17,26),-0.14322 # DEPENDENCYPART_GRANDPAR
(28,22),(22,17),-0.664468 # DEPENDENCYPART_GRANDPAR
(28,22),(22,20),-0.236724 # DEPENDENCYPART_GRANDPAR
(28,22),(22,21),-0.358002 # DEPENDENCYPART_GRANDPAR
(28,22),(22,23),-0.191184 # DEPENDENCYPART_GRANDPAR
(28,22),(22,25),-0.340092 # DEPENDENCYPART_GRANDPAR
(28,25),(25,14),-0.684367 # DEPENDENCYPART_GRANDPAR
(28,25),(25,17),-0.439058 # DEPENDENCYPART_GRANDPAR
(28,25),(25,20),-0.0738117 # DEPENDENCYPART_GRANDPAR
(28,25),(25,21),-0.212887 # DEPENDENCYPART_GRANDPAR
(28,25),(25,22),-0.655484 # DEPENDENCYPART_GRANDPAR
(28,25),(25,23),-0.399235 # DEPENDENCYPART_GRANDPAR
(28,25),(25,24),0.0250539 # DEPENDENCYPART_GRANDPAR
(28,25),(25,26),-0.0743282 # DEPENDENCYPART_GRANDPAR
(28,25),(25,28),-1.81825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,25),(25,29),-1.02306 # DEPENDENCYPART_GRANDPAR
(28,26),(26,2),-0.354265 # DEPENDENCYPART_GRANDPAR
(28,26),(26,3),-0.635574 # DEPENDENCYPART_GRANDPAR
(28,26),(26,4),-0.0445219 # DEPENDENCYPART_GRANDPAR
(28,26),(26,7),-0.348219 # DEPENDENCYPART_GRANDPAR
(28,26),(26,9),0.508335 # DEPENDENCYPART_GRANDPAR
(28,26),(26,10),-0.640856 # DEPENDENCYPART_GRANDPAR
(28,26),(26,12),0.0249915 # DEPENDENCYPART_GRANDPAR
(28,26),(26,13),-0.498045 # DEPENDENCYPART_GRANDPAR
(28,26),(26,14),-0.666108 # DEPENDENCYPART_GRANDPAR
(28,26),(26,15),-0.231151 # DEPENDENCYPART_GRANDPAR
(28,26),(26,16),-0.282306 # DEPENDENCYPART_GRANDPAR
(28,26),(26,17),-0.45583 # DEPENDENCYPART_GRANDPAR
(28,26),(26,19),-0.127201 # DEPENDENCYPART_GRANDPAR
(28,26),(26,20),-0.0248871 # DEPENDENCYPART_GRANDPAR
(28,26),(26,21),-0.212481 # DEPENDENCYPART_GRANDPAR
(28,26),(26,22),-0.660905 # DEPENDENCYPART_GRANDPAR
(28,26),(26,23),-0.405128 # DEPENDENCYPART_GRANDPAR
(28,26),(26,24),0.0786076 # DEPENDENCYPART_GRANDPAR
(28,26),(26,25),-0.471302 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.81389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-1.02154 # DEPENDENCYPART_GRANDPAR
