# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(25,11),(11,10),-0.229378 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.346817 # DEPENDENCYPART_GRANDPAR
(25,11),(11,13),0.0153681 # DEPENDENCYPART_GRANDPAR
(25,11),(11,14),-0.110686 # DEPENDENCYPART_GRANDPAR
(25,12),(12,1),-0.511048 # DEPENDENCYPART_GRANDPAR
(25,12),(12,2),-0.563941 # DEPENDENCYPART_GRANDPAR
(25,12),(12,3),-1.56386 # DEPENDENCYPART_GRANDPAR
(25,12),(12,4),-0.396495 # DEPENDENCYPART_GRANDPAR
(25,12),(12,5),0.820987 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.215158 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),-0.296489 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.250039 # DEPENDENCYPART_GRANDPAR
(25,12),(12,14),-0.375713 # DEPENDENCYPART_GRANDPAR
(25,12),(12,16),-0.322032 # DEPENDENCYPART_GRANDPAR
(25,12),(12,40),-1.80819 # DEPENDENCYPART_GRANDPAR
(25,13),(13,1),-0.518113 # DEPENDENCYPART_GRANDPAR
(25,13),(13,2),-0.485411 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-1.52476 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),-0.389866 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),0.793512 # DEPENDENCYPART_GRANDPAR
(25,13),(13,6),0.579318 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),0.0761217 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),-0.196763 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.464606 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.505922 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.278094 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.671426 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-0.41487 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),-0.391979 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.363233 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.15673 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),-0.155909 # DEPENDENCYPART_GRANDPAR
(25,13),(13,20),0.0847697 # DEPENDENCYPART_GRANDPAR
(25,13),(13,21),-0.39666 # DEPENDENCYPART_GRANDPAR
(25,13),(13,22),-0.0521041 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),0.0789094 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),-0.113607 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-1.59317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,27),-0.623918 # DEPENDENCYPART_GRANDPAR
(25,13),(13,28),-0.667131 # DEPENDENCYPART_GRANDPAR
(25,13),(13,30),-0.669084 # DEPENDENCYPART_GRANDPAR
(25,13),(13,33),-0.730323 # DEPENDENCYPART_GRANDPAR
(25,13),(13,34),-0.816877 # DEPENDENCYPART_GRANDPAR
(25,13),(13,36),-0.835685 # DEPENDENCYPART_GRANDPAR
(25,13),(13,37),-0.806058 # DEPENDENCYPART_GRANDPAR
(25,13),(13,39),-0.91384 # DEPENDENCYPART_GRANDPAR
(25,13),(13,40),-1.80689 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-0.378182 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),-0.283872 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),-0.135181 # DEPENDENCYPART_GRANDPAR
(25,14),(14,20),0.0207636 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),0.0273494 # DEPENDENCYPART_GRANDPAR
(25,14),(14,31),-0.582957 # DEPENDENCYPART_GRANDPAR
(25,15),(15,2),-0.42508 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.235683 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.15398 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.0383783 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),0.030591 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),0.0812833 # DEPENDENCYPART_GRANDPAR
(25,15),(15,21),-0.360768 # DEPENDENCYPART_GRANDPAR
(25,15),(15,22),0.21679 # DEPENDENCYPART_GRANDPAR
(25,15),(15,23),0.0929489 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),-0.148455 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-1.20782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,16),-0.204797 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.525385 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.265469 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.0369578 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.0448846 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.0187659 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-1.32815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,1),-0.471782 # DEPENDENCYPART_GRANDPAR
(25,19),(19,2),-0.422565 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),-0.207201 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.264405 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),-0.154918 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.142927 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.0285907 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.204118 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.276613 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.355603 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.226357 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.0981053 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),-0.14094 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-1.20764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,27),-0.322845 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),-0.259696 # DEPENDENCYPART_GRANDPAR
(25,19),(19,37),-0.562322 # DEPENDENCYPART_GRANDPAR
(25,19),(19,39),-0.612849 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),-0.266424 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.0474756 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.385544 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.18872 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.13166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,27),-0.260901 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.279118 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),-0.306148 # DEPENDENCYPART_GRANDPAR
(25,22),(22,13),-0.271894 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.181831 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.0825911 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.28281 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.32608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-0.487283 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.505548 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.259619 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.12814 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.235001 # DEPENDENCYPART_GRANDPAR
(25,24),(24,2),-0.511732 # DEPENDENCYPART_GRANDPAR
(25,24),(24,3),-1.55118 # DEPENDENCYPART_GRANDPAR
(25,24),(24,4),-0.433053 # DEPENDENCYPART_GRANDPAR
(25,24),(24,5),0.84687 # DEPENDENCYPART_GRANDPAR
(25,24),(24,13),-0.358354 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.134772 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.0196753 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.0921957 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.61333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.64101 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.681142 # DEPENDENCYPART_GRANDPAR
(25,24),(24,40),-1.81823 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-0.338552 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.126753 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.557884 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-1.10243 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),1.44655 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.0245736 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.327082 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.000950929 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),0.273468 # DEPENDENCYPART_GRANDPAR
(25,27),(27,34),-0.262063 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),0.161203 # DEPENDENCYPART_GRANDPAR
(25,27),(27,37),0.337247 # DEPENDENCYPART_GRANDPAR
(25,27),(27,39),0.0843408 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),1.28113 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.498334 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.575742 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),0.490083 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.028266 # DEPENDENCYPART_GRANDPAR
(25,28),(28,33),0.441181 # DEPENDENCYPART_GRANDPAR
(25,28),(28,34),-0.0844459 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.557883 # DEPENDENCYPART_GRANDPAR
(25,30),(30,26),1.43878 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.25945 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.391708 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),0.0140609 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),0.277072 # DEPENDENCYPART_GRANDPAR
(25,30),(30,34),-0.243158 # DEPENDENCYPART_GRANDPAR
(25,30),(30,36),0.164807 # DEPENDENCYPART_GRANDPAR
(25,30),(30,37),0.339078 # DEPENDENCYPART_GRANDPAR
(25,30),(30,39),0.0879454 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),-0.602858 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.727357 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),0.328703 # DEPENDENCYPART_GRANDPAR
(25,31),(31,34),-0.201334 # DEPENDENCYPART_GRANDPAR
(25,31),(31,36),0.212758 # DEPENDENCYPART_GRANDPAR
(25,31),(31,39),0.133577 # DEPENDENCYPART_GRANDPAR
(25,33),(33,29),-0.374836 # DEPENDENCYPART_GRANDPAR
(25,33),(33,31),0.115556 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),-0.523489 # DEPENDENCYPART_GRANDPAR
(25,33),(33,34),-0.230031 # DEPENDENCYPART_GRANDPAR
(25,33),(33,36),0.169436 # DEPENDENCYPART_GRANDPAR
(25,33),(33,37),0.343705 # DEPENDENCYPART_GRANDPAR
(25,33),(33,39),0.0925738 # DEPENDENCYPART_GRANDPAR
(25,34),(34,32),-0.718845 # DEPENDENCYPART_GRANDPAR
(25,34),(34,35),-0.927289 # DEPENDENCYPART_GRANDPAR
(25,34),(34,36),0.214268 # DEPENDENCYPART_GRANDPAR
(25,34),(34,37),0.277093 # DEPENDENCYPART_GRANDPAR
(25,34),(34,39),0.135088 # DEPENDENCYPART_GRANDPAR
(25,36),(36,31),0.103122 # DEPENDENCYPART_GRANDPAR
(25,36),(36,32),-0.523306 # DEPENDENCYPART_GRANDPAR
(25,36),(36,35),-0.636076 # DEPENDENCYPART_GRANDPAR
(25,36),(36,37),0.324243 # DEPENDENCYPART_GRANDPAR
(25,36),(36,39),0.0851167 # DEPENDENCYPART_GRANDPAR
(25,39),(39,31),0.0981173 # DEPENDENCYPART_GRANDPAR
(25,39),(39,34),0.246915 # DEPENDENCYPART_GRANDPAR
(25,39),(39,35),-0.642259 # DEPENDENCYPART_GRANDPAR
(25,39),(39,37),0.453756 # DEPENDENCYPART_GRANDPAR
(25,39),(39,38),-0.699036 # DEPENDENCYPART_GRANDPAR
(26,27),(27,17),-1.16463 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-1.09196 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-1.23215 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-1.42617 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-1.30179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.375919 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-1.39169 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.372457 # DEPENDENCYPART_GRANDPAR
(26,27),(27,33),-1.42727 # DEPENDENCYPART_GRANDPAR
(26,27),(27,34),-0.469993 # DEPENDENCYPART_GRANDPAR
(26,27),(27,36),-1.52311 # DEPENDENCYPART_GRANDPAR
(26,27),(27,37),-0.652476 # DEPENDENCYPART_GRANDPAR
(26,27),(27,39),-1.50379 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-1.28732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.555497 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.956101 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-1.4553 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.510189 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-1.49155 # DEPENDENCYPART_GRANDPAR
(26,28),(28,34),-0.536568 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),-0.582242 # DEPENDENCYPART_GRANDPAR
(26,29),(29,30),-1.41016 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.463355 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.721917 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),-0.352762 # DEPENDENCYPART_GRANDPAR
(27,17),(17,18),-0.177605 # DEPENDENCYPART_GRANDPAR
(27,17),(17,19),-0.171923 # DEPENDENCYPART_GRANDPAR
(27,17),(17,20),-0.273838 # DEPENDENCYPART_GRANDPAR
(27,17),(17,22),-0.144209 # DEPENDENCYPART_GRANDPAR
(27,17),(17,23),-0.15461 # DEPENDENCYPART_GRANDPAR
(27,17),(17,25),-0.16574 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),-0.0794754 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.388369 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),-0.146477 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.402684 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),-0.181054 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.78855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,28),-0.495342 # DEPENDENCYPART_GRANDPAR
(27,23),(23,20),-0.464924 # DEPENDENCYPART_GRANDPAR
(27,23),(23,22),-0.291093 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.409969 # DEPENDENCYPART_GRANDPAR
(27,24),(24,2),-0.239249 # DEPENDENCYPART_GRANDPAR
(27,24),(24,3),-0.987572 # DEPENDENCYPART_GRANDPAR
(27,24),(24,4),-0.352649 # DEPENDENCYPART_GRANDPAR
(27,24),(24,5),-0.00647344 # DEPENDENCYPART_GRANDPAR
(27,24),(24,13),0.0053444 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.301857 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.315317 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.208493 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.0940825 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.86873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-0.583932 # DEPENDENCYPART_GRANDPAR
(27,24),(24,40),-1.94795 # DEPENDENCYPART_GRANDPAR
(27,26),(26,27),-1.75272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,28),-0.554341 # DEPENDENCYPART_GRANDPAR
(27,26),(26,29),-1.81999 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.73802 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.802057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-1.08718 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.050593 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.155439 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.226481 # DEPENDENCYPART_GRANDPAR
(27,28),(28,34),-0.270697 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.940432 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.775053 # DEPENDENCYPART_GRANDPAR
(27,30),(30,28),0.34108 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.661578 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.163644 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.341665 # DEPENDENCYPART_GRANDPAR
(27,30),(30,34),-0.25149 # DEPENDENCYPART_GRANDPAR
(27,30),(30,36),-0.399968 # DEPENDENCYPART_GRANDPAR
(27,30),(30,37),-0.355707 # DEPENDENCYPART_GRANDPAR
(27,30),(30,39),-0.525967 # DEPENDENCYPART_GRANDPAR
(27,31),(31,29),-0.776095 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.81191 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.015037 # DEPENDENCYPART_GRANDPAR
(27,31),(31,34),-0.311978 # DEPENDENCYPART_GRANDPAR
(27,31),(31,36),-0.0750084 # DEPENDENCYPART_GRANDPAR
(27,31),(31,39),-0.199585 # DEPENDENCYPART_GRANDPAR
(27,33),(33,29),-0.662004 # DEPENDENCYPART_GRANDPAR
(27,33),(33,31),-0.112328 # DEPENDENCYPART_GRANDPAR
(27,33),(33,32),-0.523433 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.24774 # DEPENDENCYPART_GRANDPAR
(27,33),(33,36),-0.399938 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),-0.355678 # DEPENDENCYPART_GRANDPAR
(27,33),(33,39),-0.525938 # DEPENDENCYPART_GRANDPAR
(27,34),(34,32),-0.612569 # DEPENDENCYPART_GRANDPAR
(27,34),(34,35),-0.809606 # DEPENDENCYPART_GRANDPAR
(27,34),(34,36),-0.187928 # DEPENDENCYPART_GRANDPAR
(27,34),(34,37),-0.148072 # DEPENDENCYPART_GRANDPAR
(27,34),(34,39),-0.312504 # DEPENDENCYPART_GRANDPAR
(27,36),(36,31),-0.11901 # DEPENDENCYPART_GRANDPAR
(27,36),(36,32),-0.525555 # DEPENDENCYPART_GRANDPAR
(27,36),(36,35),-0.456553 # DEPENDENCYPART_GRANDPAR
(27,36),(36,37),-0.363515 # DEPENDENCYPART_GRANDPAR
(27,36),(36,39),-0.527344 # DEPENDENCYPART_GRANDPAR
(27,39),(39,31),-0.117825 # DEPENDENCYPART_GRANDPAR
(27,39),(39,34),-0.0390204 # DEPENDENCYPART_GRANDPAR
(27,39),(39,35),-0.454182 # DEPENDENCYPART_GRANDPAR
(27,39),(39,37),-0.316133 # DEPENDENCYPART_GRANDPAR
(27,39),(39,38),0.829489 # DEPENDENCYPART_GRANDPAR
(28,26),(26,27),-0.183095 # DEPENDENCYPART_GRANDPAR
(28,26),(26,28),-1.79927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,26),(26,29),-0.0160184 # DEPENDENCYPART_GRANDPAR
(28,27),(27,17),-0.041958 # DEPENDENCYPART_GRANDPAR
(28,27),(27,22),-0.0663966 # DEPENDENCYPART_GRANDPAR
(28,27),(27,23),-0.276418 # DEPENDENCYPART_GRANDPAR
(28,27),(27,24),-0.315743 # DEPENDENCYPART_GRANDPAR
(28,27),(27,26),-0.251269 # DEPENDENCYPART_GRANDPAR
(28,27),(27,28),-1.70818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,27),(27,30),-0.263917 # DEPENDENCYPART_GRANDPAR
(28,27),(27,31),-0.763334 # DEPENDENCYPART_GRANDPAR
(28,27),(27,33),-0.58687 # DEPENDENCYPART_GRANDPAR
(28,27),(27,34),-0.882085 # DEPENDENCYPART_GRANDPAR
(28,27),(27,36),-0.13681 # DEPENDENCYPART_GRANDPAR
(28,27),(27,37),-0.72207 # DEPENDENCYPART_GRANDPAR
(28,27),(27,39),-0.0846587 # DEPENDENCYPART_GRANDPAR
(28,29),(29,27),-1.13818 # DEPENDENCYPART_GRANDPAR
(28,29),(29,30),0.465809 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.255746 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-0.233793 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-0.993996 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-1.38889 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.958112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.953546 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),0.108769 # DEPENDENCYPART_GRANDPAR
(28,30),(30,33),0.252596 # DEPENDENCYPART_GRANDPAR
(28,30),(30,34),-0.184844 # DEPENDENCYPART_GRANDPAR
(28,30),(30,36),0.706806 # DEPENDENCYPART_GRANDPAR
(28,30),(30,37),0.155559 # DEPENDENCYPART_GRANDPAR
(28,30),(30,39),0.760137 # DEPENDENCYPART_GRANDPAR
(28,31),(31,29),1.24032 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.263646 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),0.318642 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),-0.401392 # DEPENDENCYPART_GRANDPAR
(28,31),(31,36),0.779015 # DEPENDENCYPART_GRANDPAR
(28,31),(31,39),0.831169 # DEPENDENCYPART_GRANDPAR
(28,33),(33,29),0.953061 # DEPENDENCYPART_GRANDPAR
(28,33),(33,31),0.0136467 # DEPENDENCYPART_GRANDPAR
(28,33),(33,32),-0.17521 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),-0.172428 # DEPENDENCYPART_GRANDPAR
(28,33),(33,36),0.711369 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),0.160121 # DEPENDENCYPART_GRANDPAR
(28,33),(33,39),0.7647 # DEPENDENCYPART_GRANDPAR
(28,34),(34,32),0.148083 # DEPENDENCYPART_GRANDPAR
(28,34),(34,35),-0.399309 # DEPENDENCYPART_GRANDPAR
(28,34),(34,36),0.723462 # DEPENDENCYPART_GRANDPAR
(28,34),(34,37),0.135453 # DEPENDENCYPART_GRANDPAR
(28,34),(34,39),0.775616 # DEPENDENCYPART_GRANDPAR
(29,27),(27,17),-0.877957 # DEPENDENCYPART_GRANDPAR
(29,27),(27,22),-0.838988 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.793011 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-1.03116 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),-0.896194 # DEPENDENCYPART_GRANDPAR
(29,27),(27,28),-0.667074 # DEPENDENCYPART_GRANDPAR
(29,27),(27,30),-1.44787 # DEPENDENCYPART_GRANDPAR
(29,27),(27,31),-0.870396 # DEPENDENCYPART_GRANDPAR
(29,27),(27,33),-1.91997 # DEPENDENCYPART_GRANDPAR
(29,27),(27,34),-1.00782 # DEPENDENCYPART_GRANDPAR
(29,27),(27,36),-2.04643 # DEPENDENCYPART_GRANDPAR
(29,27),(27,37),-1.27125 # DEPENDENCYPART_GRANDPAR
(29,27),(27,39),-1.99048 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-1.44131 # DEPENDENCYPART_GRANDPAR
(29,30),(30,26),-1.74288 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-1.3784 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-1.26245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.222371 # DEPENDENCYPART_GRANDPAR
(29,30),(30,33),-1.24681 # DEPENDENCYPART_GRANDPAR
(29,30),(30,34),-0.410509 # DEPENDENCYPART_GRANDPAR
(29,30),(30,36),-1.37443 # DEPENDENCYPART_GRANDPAR
(29,30),(30,37),-0.547847 # DEPENDENCYPART_GRANDPAR
(29,30),(30,39),-1.3173 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-1.23241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,32),-0.855687 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),-1.24709 # DEPENDENCYPART_GRANDPAR
(29,31),(31,34),-0.542984 # DEPENDENCYPART_GRANDPAR
(29,31),(31,36),-1.37385 # DEPENDENCYPART_GRANDPAR
(29,31),(31,39),-1.3179 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.0995782 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-1.25456 # DEPENDENCYPART_GRANDPAR
(29,32),(32,34),-0.364351 # DEPENDENCYPART_GRANDPAR
(29,32),(32,35),-0.75823 # DEPENDENCYPART_GRANDPAR
(30,23),(23,20),-0.627956 # DEPENDENCYPART_GRANDPAR
(30,23),(23,22),-0.972894 # DEPENDENCYPART_GRANDPAR
(30,23),(23,24),-0.818445 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),0.299327 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),-0.0360379 # DEPENDENCYPART_GRANDPAR
(30,26),(26,29),0.489276 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),-0.778351 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),-0.148005 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),-0.0650254 # DEPENDENCYPART_GRANDPAR
(30,28),(28,30),-1.54593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,28),(28,31),-0.337451 # DEPENDENCYPART_GRANDPAR
(30,28),(28,33),-0.765838 # DEPENDENCYPART_GRANDPAR
(30,28),(28,34),-0.725401 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),-0.2668 # DEPENDENCYPART_GRANDPAR
(30,29),(29,30),-1.50756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,29),(29,31),-0.380556 # DEPENDENCYPART_GRANDPAR
