# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(20,28),(28,27),-0.560424 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-1.13524 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.33857 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.850676 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.966845 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-1.10536 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.915398 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.01532 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.1579 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.35669 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.12694 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-1.12263 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.957145 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.13656 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-1.04209 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.904572 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.15907 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.36829 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.18407 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.3017 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.45538 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.452029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.172369 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0633967 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.30136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.503592 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.304805 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.0365738 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.67555 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.457537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.275642 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.385033 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.674669 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.169518 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.188491 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.336292 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.345437 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.101388 # DEPENDENCYPART_GRANDPAR
(21,28),(28,1),-1.33857 # DEPENDENCYPART_GRANDPAR
(21,28),(28,2),-0.850623 # DEPENDENCYPART_GRANDPAR
(21,28),(28,4),-1.10545 # DEPENDENCYPART_GRANDPAR
(21,28),(28,5),-0.915408 # DEPENDENCYPART_GRANDPAR
(21,28),(28,6),-1.01533 # DEPENDENCYPART_GRANDPAR
(21,28),(28,7),-1.15798 # DEPENDENCYPART_GRANDPAR
(21,28),(28,10),-1.12694 # DEPENDENCYPART_GRANDPAR
(21,28),(28,11),-1.12263 # DEPENDENCYPART_GRANDPAR
(21,28),(28,12),-0.957149 # DEPENDENCYPART_GRANDPAR
(21,28),(28,14),-1.04209 # DEPENDENCYPART_GRANDPAR
(21,28),(28,15),-0.904582 # DEPENDENCYPART_GRANDPAR
(21,28),(28,18),-1.18408 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-1.3017 # DEPENDENCYPART_GRANDPAR
(21,28),(28,20),-1.45546 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.440696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),0.746648 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.172235 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.0446796 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.0692486 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.234238 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.239953 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.644218 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.20282 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.0492879 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.543954 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.499051 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.666883 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.214351 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.00518987 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.00773898 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),-0.138246 # DEPENDENCYPART_GRANDPAR
(22,2),(2,25),-0.838008 # DEPENDENCYPART_GRANDPAR
(22,2),(2,26),-1.25532 # DEPENDENCYPART_GRANDPAR
(22,2),(2,29),-1.5684 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.638639 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.462445 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.341545 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.133815 # DEPENDENCYPART_GRANDPAR
(22,3),(3,29),-1.39202 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.199378 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.579295 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.517999 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.376682 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),0.319338 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.350168 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.450506 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.0986595 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),0.2821 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.184673 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.098308 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.0194426 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),-0.174113 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),-0.168684 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.59622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,25),-1.00932 # DEPENDENCYPART_GRANDPAR
(22,4),(4,26),-1.41636 # DEPENDENCYPART_GRANDPAR
(22,4),(4,27),-1.26653 # DEPENDENCYPART_GRANDPAR
(22,4),(4,28),-1.0291 # DEPENDENCYPART_GRANDPAR
(22,4),(4,29),-1.72764 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.338466 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.576326 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.793444 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.575101 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.177794 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.358037 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.211107 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),0.0830898 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.0982964 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.11322 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),0.0861376 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),-0.0820966 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-1.21352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,7),-0.549425 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.240718 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.25869 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.588848 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.601329 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.765718 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.352166 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.694812 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.477577 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.123741 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),0.178869 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),-0.210885 # DEPENDENCYPART_GRANDPAR
(22,7),(7,15),-0.232321 # DEPENDENCYPART_GRANDPAR
(22,7),(7,16),-0.110567 # DEPENDENCYPART_GRANDPAR
(22,7),(7,18),-0.201184 # DEPENDENCYPART_GRANDPAR
(22,7),(7,20),-0.189862 # DEPENDENCYPART_GRANDPAR
(22,7),(7,21),-0.18628 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.57854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,23),-0.386992 # DEPENDENCYPART_GRANDPAR
(22,7),(7,25),-0.989381 # DEPENDENCYPART_GRANDPAR
(22,7),(7,26),-1.39839 # DEPENDENCYPART_GRANDPAR
(22,7),(7,27),-1.24885 # DEPENDENCYPART_GRANDPAR
(22,7),(7,28),-1.01142 # DEPENDENCYPART_GRANDPAR
(22,7),(7,29),-1.71008 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-1.06339 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.372899 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.58212 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.385879 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.941904 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.352162 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-1.02979 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.467623 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.448847 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),0.244543 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),0.0751697 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.0551944 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.249185 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),0.088571 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),-0.0612779 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.534236 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.26238 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.351618 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.299931 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.134143 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),-0.244892 # DEPENDENCYPART_GRANDPAR
(22,12),(12,26),-1.13265 # DEPENDENCYPART_GRANDPAR
(22,12),(12,29),-1.46839 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.110305 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.546154 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.660412 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.937332 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-1.01157 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.4494 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.493591 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.522837 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),0.0151637 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.451453 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0303422 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.242134 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.0731245 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0626081 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.00342243 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.19242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),0.0688927 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.762319 # DEPENDENCYPART_GRANDPAR
(22,14),(14,28),-0.625361 # DEPENDENCYPART_GRANDPAR
(22,14),(14,29),-1.48319 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.519849 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.438349 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.346635 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0842115 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.0838591 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.13034 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.046709 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.21352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.0633422 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0213568 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.558301 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.674697 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.34054 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),0.0352083 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),0.435907 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.2569 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0980024 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.115576 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.727622 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.741508 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0617007 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0463747 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.19169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),0.0702213 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.761152 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-1.15994 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.852898 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.624632 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-1.48202 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.736964 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.260029 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.239168 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-1.14259 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.199564 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.58141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.391175 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.991816 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.40083 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-1.01429 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-1.25595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.31333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.210999 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.871943 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.25949 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.746192 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.705844 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.136797 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.12473 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.234618 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.180545 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.572476 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.135654 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.278472 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.0962942 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-1.81586 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-1.24349 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.66615 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.416421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.362276 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.696824 # DEPENDENCYPART_GRANDPAR
(22,28),(28,1),-1.36136 # DEPENDENCYPART_GRANDPAR
(22,28),(28,2),-1.26782 # DEPENDENCYPART_GRANDPAR
(22,28),(28,4),-1.79588 # DEPENDENCYPART_GRANDPAR
(22,28),(28,5),-1.35333 # DEPENDENCYPART_GRANDPAR
(22,28),(28,6),-1.64261 # DEPENDENCYPART_GRANDPAR
(22,28),(28,7),-1.4811 # DEPENDENCYPART_GRANDPAR
(22,28),(28,10),-1.50195 # DEPENDENCYPART_GRANDPAR
(22,28),(28,11),-1.50896 # DEPENDENCYPART_GRANDPAR
(22,28),(28,12),-1.00791 # DEPENDENCYPART_GRANDPAR
(22,28),(28,14),-1.2429 # DEPENDENCYPART_GRANDPAR
(22,28),(28,15),-1.08157 # DEPENDENCYPART_GRANDPAR
(22,28),(28,18),-1.22649 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-1.65507 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-1.45342 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.85592 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-0.493268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,23),0.322158 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.0619006 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.164182 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.0492013 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.0634314 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.551277 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-1.10122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.427316 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.7244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.227871 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-1.36957 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.939968 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.910388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.134893 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.552753 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.0807888 # DEPENDENCYPART_GRANDPAR
(23,28),(28,1),-1.62538 # DEPENDENCYPART_GRANDPAR
(23,28),(28,2),-1.11228 # DEPENDENCYPART_GRANDPAR
(23,28),(28,4),-1.31764 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-1.20746 # DEPENDENCYPART_GRANDPAR
(23,28),(28,6),-1.06914 # DEPENDENCYPART_GRANDPAR
(23,28),(28,7),-1.20681 # DEPENDENCYPART_GRANDPAR
(23,28),(28,10),-1.3722 # DEPENDENCYPART_GRANDPAR
(23,28),(28,11),-1.43894 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-1.00797 # DEPENDENCYPART_GRANDPAR
(23,28),(28,14),-1.23078 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-1.06719 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-1.42328 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-1.52473 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-1.51192 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-1.07358 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-1.46695 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.899344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.595349 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.0177475 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.309294 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.667441 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.62304 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.858864 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.94191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-1.01307 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.13603 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.00774 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-1.63359 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.23059 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.13721 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-1.28435 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-1.55013 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.979918 # DEPENDENCYPART_GRANDPAR
(24,28),(28,1),-1.67227 # DEPENDENCYPART_GRANDPAR
(24,28),(28,2),-1.75532 # DEPENDENCYPART_GRANDPAR
(24,28),(28,4),-1.62759 # DEPENDENCYPART_GRANDPAR
(24,28),(28,5),-1.70342 # DEPENDENCYPART_GRANDPAR
(24,28),(28,6),-1.7834 # DEPENDENCYPART_GRANDPAR
(24,28),(28,7),-1.45939 # DEPENDENCYPART_GRANDPAR
(24,28),(28,10),-1.40453 # DEPENDENCYPART_GRANDPAR
(24,28),(28,11),-1.83437 # DEPENDENCYPART_GRANDPAR
(24,28),(28,12),-1.20786 # DEPENDENCYPART_GRANDPAR
(24,28),(28,14),-1.36408 # DEPENDENCYPART_GRANDPAR
(24,28),(28,15),-1.26326 # DEPENDENCYPART_GRANDPAR
(24,28),(28,18),-1.22623 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-1.13531 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-1.71272 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-1.60868 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-1.27838 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-1.5441 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-1.05322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),-0.222148 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.147637 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.241386 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.918489 # DEPENDENCYPART_GRANDPAR
(27,4),(4,1),-0.338164 # DEPENDENCYPART_GRANDPAR
(27,4),(4,2),-0.645374 # DEPENDENCYPART_GRANDPAR
(27,4),(4,3),-0.693852 # DEPENDENCYPART_GRANDPAR
(27,4),(4,5),-0.18256 # DEPENDENCYPART_GRANDPAR
(27,4),(4,6),0.385206 # DEPENDENCYPART_GRANDPAR
(27,4),(4,7),0.178063 # DEPENDENCYPART_GRANDPAR
(27,4),(4,10),0.00455263 # DEPENDENCYPART_GRANDPAR
(27,4),(4,11),-0.101951 # DEPENDENCYPART_GRANDPAR
(27,4),(4,12),0.794495 # DEPENDENCYPART_GRANDPAR
(27,4),(4,14),0.0703257 # DEPENDENCYPART_GRANDPAR
(27,4),(4,15),0.0359458 # DEPENDENCYPART_GRANDPAR
(27,4),(4,16),0.235844 # DEPENDENCYPART_GRANDPAR
(27,4),(4,18),0.226146 # DEPENDENCYPART_GRANDPAR
(27,4),(4,20),0.492957 # DEPENDENCYPART_GRANDPAR
(27,4),(4,22),0.227093 # DEPENDENCYPART_GRANDPAR
(27,4),(4,25),0.121326 # DEPENDENCYPART_GRANDPAR
(27,4),(4,26),0.879187 # DEPENDENCYPART_GRANDPAR
(27,4),(4,27),-2.18067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,4),(4,28),-1.04501 # DEPENDENCYPART_GRANDPAR
(27,4),(4,29),-1.67771 # DEPENDENCYPART_GRANDPAR
(27,18),(18,2),-0.44401 # DEPENDENCYPART_GRANDPAR
(27,18),(18,4),0.218926 # DEPENDENCYPART_GRANDPAR
(27,18),(18,7),0.241916 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),0.672721 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),0.254709 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),0.0345815 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),0.0822315 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),0.538984 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),0.399439 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.695119 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),0.493055 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.121014 # DEPENDENCYPART_GRANDPAR
(27,18),(18,22),0.385321 # DEPENDENCYPART_GRANDPAR
(27,18),(18,23),-0.0224764 # DEPENDENCYPART_GRANDPAR
(27,18),(18,25),-0.176451 # DEPENDENCYPART_GRANDPAR
(27,18),(18,26),0.442269 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.76243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,28),-0.636004 # DEPENDENCYPART_GRANDPAR
(27,18),(18,29),-1.42847 # DEPENDENCYPART_GRANDPAR
(27,22),(22,1),-0.347441 # DEPENDENCYPART_GRANDPAR
(27,22),(22,2),-0.59324 # DEPENDENCYPART_GRANDPAR
(27,22),(22,3),-0.750868 # DEPENDENCYPART_GRANDPAR
(27,22),(22,4),0.0227627 # DEPENDENCYPART_GRANDPAR
(27,22),(22,5),-0.189157 # DEPENDENCYPART_GRANDPAR
(27,22),(22,6),-0.584075 # DEPENDENCYPART_GRANDPAR
(27,22),(22,7),0.0443906 # DEPENDENCYPART_GRANDPAR
(27,22),(22,9),-1.26115 # DEPENDENCYPART_GRANDPAR
(27,22),(22,10),-0.127297 # DEPENDENCYPART_GRANDPAR
(27,22),(22,11),-0.244204 # DEPENDENCYPART_GRANDPAR
(27,22),(22,12),0.719624 # DEPENDENCYPART_GRANDPAR
(27,22),(22,13),0.000598002 # DEPENDENCYPART_GRANDPAR
(27,22),(22,14),-0.081942 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),0.0256494 # DEPENDENCYPART_GRANDPAR
