# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(4,6),(4,13),(4,16),-0.109902 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,17),-0.0151406 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,18),-0.112614 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,19),-0.0151406 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,20),-0.139207 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,21),-0.108646 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,24),-0.0674262 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,26),-0.109897 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,30),-0.0507864 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,31),-0.0918528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,15),-0.0444346 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,16),-0.0695062 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,17),-0.0433525 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,18),-0.0722184 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,19),-0.0433525 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,20),-0.106137 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,21),-0.0681781 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,24),-0.0903892 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,26),-0.0695012 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,30),-0.0913039 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,31),-0.0584063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,16),-0.0761461 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,17),-0.0500162 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,18),-0.078858 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,19),-0.0500162 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,20),-0.122834 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,21),-0.0748104 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,24),-0.0861242 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,26),-0.0761408 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,30),-0.0583075 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,31),-0.0818972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,16),(4,17),-0.0433525 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,18),-0.0722184 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,19),-0.0433525 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,20),-0.106189 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,21),-0.0681781 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,24),-0.0903892 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,26),-0.0695012 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,30),-0.0913044 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,31),-0.0620129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,17),(4,18),-0.0752612 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,19),-0.0851201 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,20),-0.101121 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,21),-0.0706133 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,24),-0.0823091 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,26),-0.072396 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,30),-0.0302072 # DEPENDENCYPART_TRISIBL
(4,6),(4,17),(4,31),-0.167423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,18),(4,19),-0.0448645 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,20),-0.106137 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,21),-0.0681801 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,24),-0.0903892 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,26),-0.0695031 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,30),-0.0929831 # DEPENDENCYPART_TRISIBL
(4,6),(4,18),(4,31),-0.0608233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,19),(4,20),-0.101121 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,21),-0.0706133 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,24),-0.0823091 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,26),-0.072396 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,30),-0.0302072 # DEPENDENCYPART_TRISIBL
(4,6),(4,19),(4,31),-0.167423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,20),(4,21),-0.113721 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,24),-0.0756621 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,26),-0.115051 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,30),-0.119556 # DEPENDENCYPART_TRISIBL
(4,6),(4,20),(4,31),-0.104026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,21),(4,24),-0.0903892 # DEPENDENCYPART_TRISIBL
(4,6),(4,21),(4,26),-0.0695012 # DEPENDENCYPART_TRISIBL
(4,6),(4,21),(4,30),-0.0916195 # DEPENDENCYPART_TRISIBL
(4,6),(4,21),(4,31),-0.0547991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,24),(4,26),-0.0349072 # DEPENDENCYPART_TRISIBL
(4,6),(4,24),(4,30),-0.0501419 # DEPENDENCYPART_TRISIBL
(4,6),(4,24),(4,31),-0.0940409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,26),(4,30),-0.0913039 # DEPENDENCYPART_TRISIBL
(4,6),(4,26),(4,31),-0.0583481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,30),(4,31),-0.0557193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,11),-0.0779117 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,12),-0.0711855 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.0784947 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,14),-0.0855348 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,15),-0.0845183 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,16),-0.0855348 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,17),-0.089226 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,18),-0.0855348 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,19),-0.089226 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,20),-0.0797012 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,21),-0.0855348 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,24),-0.0711855 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,26),-0.0855348 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,30),-0.0377131 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,31),-0.101639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,12),-0.0733584 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,13),-0.0901102 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,14),-0.0939568 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,15),-0.0817389 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,16),-0.0939568 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,17),-0.0984583 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,18),-0.0939568 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,19),-0.0984583 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,20),-0.0822995 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,21),-0.0939568 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,24),-0.0733584 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,26),-0.0939568 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,30),0.00629555 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,31),-0.104805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,12),(4,13),-0.0838327 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,14),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,15),-0.0771953 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,16),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,17),-0.0891458 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,18),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,19),-0.0891458 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,20),-0.0797464 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,21),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,24),-0.0711908 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,26),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,30),-0.0380202 # DEPENDENCYPART_TRISIBL
(4,7),(4,12),(4,31),-0.0487717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,13),(4,14),-0.0921297 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,15),-0.0771991 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,16),-0.0921297 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,17),-0.0971586 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,18),-0.0921297 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,19),-0.0971586 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,20),-0.0820569 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,21),-0.0921297 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,24),-0.0711855 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,26),-0.0921297 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,30),-0.0423672 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,31),-0.0698832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,14),(4,15),-0.077287 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,16),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,17),-0.0996852 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,18),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,19),-0.0996852 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,20),-0.0850789 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,21),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,24),-0.0712464 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,26),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,30),0.00484384 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,31),-0.119639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,15),(4,16),-0.0859446 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,17),-0.0976648 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,18),-0.0859446 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,19),-0.0976648 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,20),-0.0796468 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,21),-0.0859446 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,24),-0.0711855 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,26),-0.0859446 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,30),-0.0383508 # DEPENDENCYPART_TRISIBL
(4,7),(4,15),(4,31),-0.0832354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,16),(4,17),-0.0996852 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,18),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,19),-0.0996852 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,20),-0.0850789 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,21),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,24),-0.0712464 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,26),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,30),0.00484384 # DEPENDENCYPART_TRISIBL
(4,7),(4,16),(4,31),-0.119639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,17),(4,18),-0.100971 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,19),-0.0891393 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,20),-0.0886984 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,21),-0.100971 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,24),-0.0712331 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,26),-0.100971 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,30),-0.0414937 # DEPENDENCYPART_TRISIBL
(4,7),(4,17),(4,31),-0.0945832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,18),(4,19),-0.0996852 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,20),-0.0850789 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,21),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,24),-0.0712464 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,26),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,30),0.00484361 # DEPENDENCYPART_TRISIBL
(4,7),(4,18),(4,31),-0.119639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,19),(4,20),-0.0886984 # DEPENDENCYPART_TRISIBL
(4,7),(4,19),(4,21),-0.100971 # DEPENDENCYPART_TRISIBL
(4,7),(4,19),(4,24),-0.0712331 # DEPENDENCYPART_TRISIBL
(4,7),(4,19),(4,26),-0.100971 # DEPENDENCYPART_TRISIBL
(4,7),(4,19),(4,30),-0.0414937 # DEPENDENCYPART_TRISIBL
(4,7),(4,19),(4,31),-0.0945832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,20),(4,21),-0.0855843 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,24),-0.0712968 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,26),-0.0855843 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,30),-0.0455963 # DEPENDENCYPART_TRISIBL
(4,7),(4,20),(4,31),-0.102244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,21),(4,24),-0.0712464 # DEPENDENCYPART_TRISIBL
(4,7),(4,21),(4,26),-0.086927 # DEPENDENCYPART_TRISIBL
(4,7),(4,21),(4,30),0.00484366 # DEPENDENCYPART_TRISIBL
(4,7),(4,21),(4,31),-0.119639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,24),(4,26),-0.0857365 # DEPENDENCYPART_TRISIBL
(4,7),(4,24),(4,30),-0.0380202 # DEPENDENCYPART_TRISIBL
(4,7),(4,24),(4,31),-0.0487717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,26),(4,30),0.00484384 # DEPENDENCYPART_TRISIBL
(4,7),(4,26),(4,31),-0.119639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,30),(4,31),-0.122445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,12),-0.0485499 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,13),-0.08554 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,14),-0.0970059 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.0802331 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,16),-0.0972982 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,17),-0.0252483 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,18),-0.0970082 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,19),-0.0252483 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,20),-0.0760184 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,21),-0.0970059 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,24),-0.0485499 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,26),-0.0970059 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,30),-0.118365 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,31),-0.0505408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,12),(4,13),-0.0771448 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,14),-0.0960416 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,15),-0.0802331 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,16),-0.096334 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,17),-0.0387653 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,18),-0.0960439 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,19),-0.0387653 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,20),-0.0757087 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,21),-0.0960416 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,24),-0.0485499 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,26),-0.0960416 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,30),-0.105368 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,31),-0.0907104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,14),-0.115764 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,15),-0.0805687 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,16),-0.116056 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,17),-0.0266992 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,18),-0.115766 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,19),-0.0266992 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,20),-0.0868891 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,21),-0.115764 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,24),-0.029585 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,26),-0.115764 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,30),-0.0742153 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,31),-0.0683289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,15),-0.0802331 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,16),-0.096912 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,17),-0.0185485 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,18),-0.0966219 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,19),-0.0185485 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,20),-0.0758725 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,21),-0.0966196 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,24),-0.026537 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,26),-0.0966196 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,30),-0.123372 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,31),-0.110622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,16),-0.0983587 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,17),-0.0215591 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,18),-0.0980698 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,19),-0.0215591 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,20),-0.0789329 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,21),-0.0980664 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,24),-0.0596297 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,26),-0.0980664 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,30),-0.118023 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,31),-0.0863479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,16),(4,17),-0.0185485 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,18),-0.0966219 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,19),-0.0185485 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,20),-0.0758725 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,21),-0.0966196 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,24),-0.0207563 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,26),-0.0966196 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,30),-0.119968 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,31),-0.11167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,17),(4,18),-0.0948482 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,19),-0.0402677 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,20),-0.0510389 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,21),-0.0948459 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,24),-0.0487189 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,26),-0.0948459 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,30),-0.106795 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,31),-0.121911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,18),(4,19),-0.0188676 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,20),-0.0758725 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,21),-0.0966278 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,24),-0.026537 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,26),-0.0966278 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,30),-0.123372 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,31),-0.103367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,19),(4,20),-0.0510389 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,21),-0.0948459 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,24),-0.0487189 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,26),-0.0948459 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,30),-0.106795 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,31),-0.121911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,20),(4,21),-0.0937847 # DEPENDENCYPART_TRISIBL
(4,8),(4,20),(4,24),-0.0485499 # DEPENDENCYPART_TRISIBL
(4,8),(4,20),(4,26),-0.0937847 # DEPENDENCYPART_TRISIBL
(4,8),(4,20),(4,30),-0.110244 # DEPENDENCYPART_TRISIBL
(4,8),(4,20),(4,31),-0.101254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,21),(4,24),-0.026537 # DEPENDENCYPART_TRISIBL
(4,8),(4,21),(4,26),-0.0966196 # DEPENDENCYPART_TRISIBL
(4,8),(4,21),(4,30),-0.123372 # DEPENDENCYPART_TRISIBL
(4,8),(4,21),(4,31),-0.110644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,24),(4,26),-0.0960416 # DEPENDENCYPART_TRISIBL
(4,8),(4,24),(4,30),-0.105368 # DEPENDENCYPART_TRISIBL
(4,8),(4,24),(4,31),-0.0907104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,26),(4,30),-0.123372 # DEPENDENCYPART_TRISIBL
(4,8),(4,26),(4,31),-0.110622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,30),(4,31),-0.120686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,12),(4,13),-0.00404472 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,14),-0.0119753 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,15),-0.0640435 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,16),-0.0156681 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,17),-0.0314339 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,18),-0.00975781 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,19),-0.0314339 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,20),-0.132309 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,21),-0.0129745 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,24),-0.0451481 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,26),-0.0119746 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,30),-0.0943796 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,31),-0.0814346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,13),(4,14),-0.0941596 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,15),-0.00270112 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,16),-0.0987873 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,17),-0.0332772 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,18),-0.0927132 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,19),-0.0332772 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,20),-0.155353 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,21),-0.0955249 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,24),0.0291874 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,26),-0.0941588 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,30),-0.055315 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,31),-0.074637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,14),(4,15),-0.0580407 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,16),-0.11006 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,17),-0.0179414 # DEPENDENCYPART_TRISIBL
