# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(13,14),(14,13),-0.953345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.449428 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.375195 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.098337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.329177 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.264551 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.316959 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.400007 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.585737 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.173984 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.215715 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.373261 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.296744 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.078764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.376086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.454282 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.723002 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.422092 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.569886 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.736143 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.857424 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.680212 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.751049 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.377093 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.428642 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.499078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.091921 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.857669 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.770305 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.327529 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.415245 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.253746 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0810841 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.305968 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.428222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.407774 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.568134 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.745025 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.390092 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.62148 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.841472 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.842625 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.626483 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.793214 # DEPENDENCYPART_GRANDPAR
(13,17),(17,30),-0.772565 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.0889006 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.246358 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.567453 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.223371 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.299954 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.111608 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.563487 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.736568 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.38977 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.61359 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.833713 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.841086 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.633668 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.827228 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.771976 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.263606 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.701295 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.37859 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.844473 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.981246 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),-0.549453 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.324333 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.0711359 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.301231 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.546625 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.624909 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.835212 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.86516 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.969706 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.573134 # DEPENDENCYPART_GRANDPAR
(13,22),(22,29),-0.772549 # DEPENDENCYPART_GRANDPAR
(13,22),(22,30),-0.752181 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.701197 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.645751 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.701485 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.865148 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-0.428548 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-0.614974 # DEPENDENCYPART_GRANDPAR
(13,28),(28,21),-0.630443 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),-0.5185 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),-0.733895 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.647893 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.892181 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.676943 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.747469 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.667252 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),-0.820304 # DEPENDENCYPART_GRANDPAR
(13,30),(30,28),-0.604171 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0471569 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.116861 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.0346335 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.0546978 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.211616 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0422898 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.22611 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.240038 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.029691 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.086067 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.1463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,17),-0.558003 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.436392 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.664132 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.692115 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.239426 # DEPENDENCYPART_GRANDPAR
(14,5),(5,29),-1.62497 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.368461 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.151923 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.268062 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0531437 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.245978 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.263282 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.0447634 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.19411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.0185726 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.539716 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.355577 # DEPENDENCYPART_GRANDPAR
(14,8),(8,29),-1.57223 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.000881502 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.341264 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0525543 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0794517 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.276775 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.119002 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.183357 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0926163 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.11076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0412024 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.627907 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.516549 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.428603 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.84905 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.685745 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-1.39844 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.252058 # DEPENDENCYPART_GRANDPAR
(14,11),(11,28),-1.08239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,29),-1.63118 # DEPENDENCYPART_GRANDPAR
(14,11),(11,30),-1.65586 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0221918 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.0541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,2),-0.219423 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.314886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.153676 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0873155 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.502409 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.145748 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.00768153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.130142 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0181841 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0130153 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.304001 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.17654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0201008 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.519159 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.420586 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.41725 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.752988 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.667211 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.798759 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.497514 # DEPENDENCYPART_GRANDPAR
(14,13),(13,25),-0.267837 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.930696 # DEPENDENCYPART_GRANDPAR
(14,13),(13,29),-1.47193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,30),-1.47957 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.406347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.166355 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.50204 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.0235472 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.262689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.403199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.498413 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.306518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.319863 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0435632 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0984669 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.0330824 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.19246 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.394884 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),0.23285 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-1.02667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,30),-0.856046 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0798681 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.276824 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.118407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.261036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.41169 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.586954 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.656019 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.71685 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.744912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.583368 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.105688 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0077796 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.312069 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.15973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.638557 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.338202 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.0974497 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.817748 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.120022 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.353759 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-1.18872 # DEPENDENCYPART_GRANDPAR
(14,17),(17,30),-1.06995 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0784025 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.2746 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0702283 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.273473 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.105143 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0210928 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.137402 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.57672 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.320387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0731457 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.756609 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.109771 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.340392 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-1.20524 # DEPENDENCYPART_GRANDPAR
(14,19),(19,30),-1.05187 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.350322 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.192697 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.463547 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.219933 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.827636 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.282741 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.00115038 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.156147 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.218749 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.258848 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.471727 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.227771 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.26813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.232154 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.0590468 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.522111 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.30551 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.205878 # DEPENDENCYPART_GRANDPAR
(15,3),(3,25),-0.0326172 # DEPENDENCYPART_GRANDPAR
(15,3),(3,29),-1.16152 # DEPENDENCYPART_GRANDPAR
(15,3),(3,30),-1.06322 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.234863 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.224155 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.161976 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.260229 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.528299 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.312291 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.167677 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.00925929 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.140403 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.329562 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.225655 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.308576 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.0162472 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.242042 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.342152 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),0.0572497 # DEPENDENCYPART_GRANDPAR
(15,5),(5,29),-1.25525 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.307871 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.290119 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.453787 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.548024 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.386894 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.185024 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.241164 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.574496 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.303417 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.249526 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.25482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.298935 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),0.0683495 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-1.21313 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.0968448 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.383948 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.369163 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.110322 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.175147 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.148869 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.590096 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.360109 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.29045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.27789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.123466 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.271576 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.000529121 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.561632 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.253409 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-1.06549 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),0.0546726 # DEPENDENCYPART_GRANDPAR
(15,11),(11,28),-0.484342 # DEPENDENCYPART_GRANDPAR
(15,11),(11,29),-1.26982 # DEPENDENCYPART_GRANDPAR
(15,11),(11,30),-1.19111 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.180097 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.182807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.285214 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0280334 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.119773 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.220191 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.956079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.663874 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.672886 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.95927 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.50477 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.964833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.466326 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.222441 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.075185 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.102148 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.594044 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0874376 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.291231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.570777 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.246376 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),0.15428 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-0.865649 # DEPENDENCYPART_GRANDPAR
(15,17),(17,30),-0.683784 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.275964 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0632443 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.133368 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.086159 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.462876 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.19651 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0692868 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.61712 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.122306 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.256982 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.594551 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),0.203124 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),0.114964 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.934854 # DEPENDENCYPART_GRANDPAR
(15,19),(19,30),-0.718387 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.288659 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.550487 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.0747661 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.550434 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0685097 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),0.097896 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.490922 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.204693 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0881666 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.417538 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.262802 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.585645 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.19349 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.372635 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),0.170785 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.873685 # DEPENDENCYPART_GRANDPAR
(15,22),(22,30),-0.690004 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.163154 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.650492 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.121416 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.086611 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.0865318 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-1.04049 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.347872 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),0.0415903 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.140191 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.396094 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-1.02318 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.334014 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),0.295874 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.646147 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),0.020642 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.808149 # DEPENDENCYPART_GRANDPAR
(15,30),(30,28),0.0179296 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0633005 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0120644 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.100224 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.186343 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.02869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0593385 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.00316204 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.107862 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.239692 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.268231 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.170034 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.301956 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.534524 # DEPENDENCYPART_GRANDPAR
