# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(21,21),(21,26),(21,28),-0.112935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,27),(21,28),-0.222222 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.0349127 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,26),0.0203819 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,27),-0.0727012 # DEPENDENCYPART_TRISIBL
(21,22),(21,23),(21,28),0.0353724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,24),(21,26),-0.0255466 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,27),-0.0544342 # DEPENDENCYPART_TRISIBL
(21,22),(21,24),(21,28),-0.204145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,26),(21,27),-0.0816483 # DEPENDENCYPART_TRISIBL
(21,22),(21,26),(21,28),-0.0655474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,22),(21,27),(21,28),-0.158136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,24),(21,26),-0.0203726 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,27),-0.0580842 # DEPENDENCYPART_TRISIBL
(21,23),(21,24),(21,28),-0.179653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,26),(21,27),-0.0862645 # DEPENDENCYPART_TRISIBL
(21,23),(21,26),(21,28),-0.0311913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,23),(21,27),(21,28),-0.122184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,26),(21,27),-0.0672274 # DEPENDENCYPART_TRISIBL
(21,24),(21,26),(21,28),0.0165455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,24),(21,27),(21,28),-0.116491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,26),(21,27),(21,28),0.0293846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.151481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.409772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,-1),-0.226416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,-1),-0.0223842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.112748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,26),-0.123317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),-0.290245 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,26),-0.0696067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,24),(22,28),-0.396665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,26),(22,28),-0.123001 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,26),-0.0680727 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,28),-0.164987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,28),-0.0917791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,28),-0.048272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,20),-0.101386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.22881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.199734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.172355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.346613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,-1),-0.311375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.0913281 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),-0.186405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,-1),-0.203031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,20),(22,19),(22,-1),-0.0817206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,26),-0.0719496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,28),-0.414851 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,28),-0.14476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,26),(23,28),-0.0504194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,21),-0.146427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,20),-0.120061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,11),-0.190967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.106621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,20),-0.102748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,11),-0.294649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,21),(23,-1),-0.215518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,20),(23,11),-0.2308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,20),(23,-1),-0.353633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,11),(23,-1),-0.312759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,20),-0.103623 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,11),-0.083938 # DEPENDENCYPART_TRISIBL
(23,22),(23,21),(23,-1),-0.0683782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,20),(23,11),-0.0956131 # DEPENDENCYPART_TRISIBL
(23,22),(23,20),(23,-1),-0.111104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,11),(23,-1),-0.0308505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,20),(23,11),-0.111387 # DEPENDENCYPART_TRISIBL
(23,21),(23,20),(23,-1),-0.196241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,21),(23,11),(23,-1),-0.195775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,20),(23,11),(23,-1),-0.100951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,24),(25,-1),-0.472232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,27),(26,28),-0.0823533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,25),(26,24),-0.0514823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,23),-0.174612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,22),-0.162284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,21),-0.158164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,20),-0.105153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,19),-0.149629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,18),-0.0178085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,17),-0.155036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,16),-0.166522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,15),-0.158164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,14),-0.150597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,13),-0.158932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,11),-0.214874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,10),-0.0514823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,9),-0.161283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,8),-0.155469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,7),-0.111311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,5),-0.155081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,3),-0.0554608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,1),-0.172265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),7.70533e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.214379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,22),-0.2016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,21),-0.155662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,20),-0.227563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,19),-0.247146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,18),-0.201114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,17),-0.199369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,16),-0.205838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,15),-0.155662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,14),-0.247511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,13),-0.312772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,11),-0.305074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,10),-0.190398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,9),-0.31479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,8),-0.312848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,7),-0.2392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,5),-0.304821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,3),-0.124841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,1),-0.25626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.340127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,22),-0.163565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,21),-0.186638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,20),-0.146254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,19),-0.205749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,18),-0.0909069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,17),-0.159216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,16),-0.167802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,15),-0.186638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,14),-0.16714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,13),-0.182676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,11),-0.226486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,10),0.147609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,9),-0.185019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,8),-0.179213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,7),-0.152385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,5),-0.177465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,3),-0.100899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,1),-0.174471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),-0.0671735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,22),(26,21),-0.184299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,20),-0.146311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,19),-0.205388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,18),-0.09086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,17),-0.153958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,16),-0.162544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,15),-0.184299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,14),-0.166191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,13),-0.18364 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,11),-0.225538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,10),0.148938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,9),-0.185983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,8),-0.180178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,7),-0.152442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,5),-0.17843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,3),-0.100889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,1),-0.173522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,-1),-0.0718043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,21),(26,20),-0.109701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,19),-0.18889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,18),-0.0831471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,17),-0.146034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,16),-0.157582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,15),-0.156659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,14),-0.203264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,13),-0.122191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,11),-0.258311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,10),0.0166215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,9),-0.124534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,8),-0.118729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,7),-0.114466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,5),-0.116578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,3),-0.0645497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,1),-0.212926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,-1),-0.0402443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,20),(26,19),-0.198062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,18),-0.0909517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,17),-0.155673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,16),-0.184721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,15),-0.161198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,14),-0.0946667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,13),-0.161843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,11),-0.175972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,10),0.0247224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,9),-0.164258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,8),-0.160382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,7),-0.203023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,5),-0.162493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,3),-0.0977693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,1),-0.130553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,20),(26,-1),-0.106254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,19),(26,18),-0.146576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,17),-0.106836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,16),-0.118336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,15),-0.159456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,14),-0.254567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,13),-0.0210387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,11),-0.311913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,10),-0.161405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,9),-0.0238156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,8),-0.0175612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,7),-0.118827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,5),-0.0093858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,3),-0.105779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,1),-0.271231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,19),(26,-1),-0.123918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,18),(26,17),-0.136687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,16),-0.148008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,15),-0.157672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,14),-0.0740962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,13),-0.122304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,11),-0.127846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,10),0.146476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,9),-0.124659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,8),-0.118842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,7),-0.122667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,5),-0.113601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,3),-0.119132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,1),-0.0806457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,18),(26,-1),-0.134384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,17),(26,16),-0.152793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,15),-0.186187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,14),-0.168679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,13),-0.183378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,11),-0.228025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,10),0.147874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,9),-0.185721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,8),-0.179916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,7),-0.151422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,5),-0.178168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,3),-0.102707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,1),-0.17601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,-1),-0.0807646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,16),(26,15),-0.184296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,14),-0.166155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,13),-0.183603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,11),-0.225501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,10),0.148938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,9),-0.185946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,8),-0.180141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,7),-0.151373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,5),-0.178393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,3),-0.100889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,1),-0.173486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,-1),-0.0726895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,15),(26,14),-0.203264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,13),-0.122191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,11),-0.258311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,10),0.0166215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,9),-0.124534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,8),-0.118729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,7),-0.114466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,5),-0.116578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,3),-0.0645497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,1),-0.212926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,-1),-0.0402443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,14),(26,13),-0.0466041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,11),-0.349239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,10),-0.103912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,9),-0.0490432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,8),-0.0431023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,7),-0.156528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,5),-0.0416773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,3),-0.100211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,1),-0.299944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,14),(26,-1),-0.0681107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,13),(26,11),-0.170522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,10),0.166812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,9),-0.0872397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,8),-0.0781454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,7),-0.143629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,5),-0.083209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,3),0.0387739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,1),-0.102252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,13),(26,-1),0.0568619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,11),(26,10),-0.103325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,9),-0.028851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,8),-0.0229101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,7),-0.149359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,5),-0.0214851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,3),-0.105288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,1),-0.296211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,-1),-0.159907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,10),(26,9),-0.31479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,10),(26,8),-0.312848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,10),(26,7),-0.2392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
