# _root_ As a U.S.-based company , Blue Arrow would have to amortize the good will over as many as 40 years , creating a continuing drag on reported earnings .
#goldHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,9,9,25,25,22,25,28,26,8,
#predictedHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,11,11,25,25,22,25,28,26,8,
(17,16),(16,25),-1.25892 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.865272 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.923338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.251113 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.210597 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.351344 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.27457 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.31319 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.807162 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.734495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.252436 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.364047 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.360584 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.12332 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.901707 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.813454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.200107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.399739 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.304402 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.219549 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.148169 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.622364 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.242856 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.324566 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.23206 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),-0.214807 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.426401 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.287631 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.365082 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.21437 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.670884 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.321824 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.432195 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.360365 # DEPENDENCYPART_GRANDPAR
(17,22),(22,29),-0.676352 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.283532 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.436103 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.705739 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.349006 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.430265 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.433339 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.880917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,19),-0.458478 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.415236 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.0949422 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.2701 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.346193 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.416571 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.33675 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.290522 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.742999 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.488882 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.33331 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.736498 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.233981 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.457664 # DEPENDENCYPART_GRANDPAR
(17,28),(28,19),-0.380685 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),-0.391326 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),-0.19461 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),-0.739871 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.223263 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.291122 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.529572 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.587503 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.575074 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0997647 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.365827 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.54149 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.0929896 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.927068 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-1.29182 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.460734 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.564026 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.836028 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.37355 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.364858 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.153219 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.321631 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.71532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.433635 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.0427987 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.512376 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.793879 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.80071 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.16207 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.2755 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-1.26171 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-1.15677 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-1.6589 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.718769 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.771285 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.11463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.65376 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.198788 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.70074 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.14191 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.0084 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.23081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.122883 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.164215 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.213218 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.222986 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.417585 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.555313 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.609755 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.387526 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.15049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.121954 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),1.03156 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.425098 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.189267 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.271062 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.460299 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.558341 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.364856 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-1.33238 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.103495 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.625779 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.506721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.894129 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.836721 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.820945 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.558979 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.67336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.875971 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.22054 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.05082 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.21722 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-1.2994 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.683242 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.69763 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.77016 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.721296 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.847513 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.646558 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.611185 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.3956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.64209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.770753 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.1959 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.00062 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.08717 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.12097 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.885992 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-1.01416 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.20889 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-1.26934 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.732005 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.773469 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.67208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.884312 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.221 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.05099 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.0421 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.44173 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.3056 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.33332 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.00061 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.29946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.755863 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.607652 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.688835 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.672873 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.423979 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.59938 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.693803 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.10784 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.24748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.200838 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.512076 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.602824 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.528459 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.383265 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.541662 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.648395 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.892623 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.170722 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0663797 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.365702 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.349515 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.891857 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.60703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.800039 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-1.06923 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),0.0557962 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.160782 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.0395803 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.117275 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.108549 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.400383 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.86211 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.632662 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.922266 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.62491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-1.0724 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.820259 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.796596 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-1.1008 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-1.3525 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.995988 # DEPENDENCYPART_GRANDPAR
(20,17),(17,28),-1.16809 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),-1.36527 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.392585 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.143799 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.298385 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.66256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-1.029 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.802301 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.956719 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.4463 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.129907 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.514401 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.57708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.782607 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.526875 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.103514 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.24049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,23),-0.633982 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.230303 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.437184 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.591774 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.478091 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.475158 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.967469 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.23672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.615078 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.465362 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.615565 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.472838 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.544806 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.7426 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.132787 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.12633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,23),-0.0769639 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.22236 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.561623 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.554531 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.492926 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.273211 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.482878 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.503252 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.486815 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.601082 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.77021 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.621236 # DEPENDENCYPART_GRANDPAR
(20,28),(28,19),-0.119835 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.44143 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.15552 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.485496 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.661205 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.266775 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.831963 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.124802 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.0930773 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.519426 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.436151 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.464557 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.00141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,27),-0.340124 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.0576963 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.243773 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.02848 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.469325 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.0135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,12),-0.400229 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.290708 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.230509 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.056166 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.281606 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.360833 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.987359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-0.06128 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.246935 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.143819 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.413045 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.670818 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.556351 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.0964705 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.924093 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.468754 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.464677 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.366584 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.158659 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.0237738 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.860454 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.943595 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.973085 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.9094 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.366422 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.307241 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.107194 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.0744213 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.259475 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.31939 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0658541 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.0137962 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.242806 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.174316 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.201522 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-0.928787 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.57146 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.36509 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.375828 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.34305 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.411202 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.401289 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.217876 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.802739 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.11782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.260964 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0454462 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.184113 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.194227 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.942191 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-1.09577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.350294 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.252133 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.180434 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.0677041 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.646652 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),-0.591402 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.492492 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.387867 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.367573 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.509469 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.580662 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.433903 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.34002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.467551 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.696001 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.796768 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.846797 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.36754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,28),-0.786295 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.01682 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.16831 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.03818 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.30834 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.915744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.28739 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.284017 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.25796 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.01429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.091459 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.337933 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.210013 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.0133286 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.376499 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.371691 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-1.15169 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-1.16676 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.905914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.1416 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.204116 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.0239473 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.888883 # DEPENDENCYPART_GRANDPAR
(25,17),(17,1),-0.773774 # DEPENDENCYPART_GRANDPAR
(25,17),(17,7),-0.601633 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.727292 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.315111 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.419598 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.314249 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.0421399 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.161984 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.305992 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.160579 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.499395 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),-0.22466 # DEPENDENCYPART_GRANDPAR
(25,17),(17,24),-0.147597 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-1.13759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,26),-0.598369 # DEPENDENCYPART_GRANDPAR
(25,17),(17,27),-0.673274 # DEPENDENCYPART_GRANDPAR
