# _root_ `` It does n't replace pitching in the majors , but it proves to me that I would have been able to play if I 'd stayed healthy , '' he says .
#goldHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,20,26,27,32,32,32,0,32,
#predictedHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,23,26,27,32,32,32,0,32,
(18,26),(18,30),(18,34),-0.0730616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,26),(18,33),(18,34),0.0233681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,29),(18,30),(18,33),-0.126512 # DEPENDENCYPART_TRISIBL
(18,29),(18,30),(18,34),0.014659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,29),(18,33),(18,34),-0.173125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,30),(18,33),(18,34),-0.121495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),0.0305466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.162076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.10205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),-0.0460935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,10),0.0356558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),-0.094957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.133147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,7),-0.0552489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,6),-0.10196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,5),-0.102481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,4),0.0106069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,3),-0.097246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,1),-0.0264822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.0184719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.113051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.121463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.119252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,10),-0.014159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.00704916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.13314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,7),-0.19227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,6),-0.121372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,5),-0.121893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,4),-0.0738781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,3),-0.116576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,1),-0.118041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.0532084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,13),-0.100542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,11),-0.0426035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,10),0.0303137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,9),-0.093761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,8),-0.134529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,7),-0.0462132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,6),-0.100452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,5),-0.100973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,4),0.015598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,3),-0.095738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,1),-0.047037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.0144473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,11),-0.045467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,10),0.0483628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,9),0.0217212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,8),-0.116707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,7),-0.0711786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,6),-0.101381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,5),-0.101902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,4),-0.0272118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,3),-0.0976425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,1),-0.0814757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.0828646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,10),0.0726335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,9),-0.0424127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,8),-0.0373055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,7),-0.0413088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,6),-0.116849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,5),-0.117369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,4),-0.0383818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,3),-0.112012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,1),-0.0926599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.127105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,10),(18,9),-0.043585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,8),-0.171435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,7),-0.133487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,6),-0.228167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,5),-0.228688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,4),-0.0677001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,3),-0.222168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,1),-0.10426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,-1),-0.281776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,8),-0.0688985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,7),-0.0657684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,6),-0.00109855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,5),-0.00162501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,4),-0.0217384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,3),-0.000430826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,1),-0.0470102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,-1),0.0775266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,7),-0.071484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,6),-0.120903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,5),-0.121423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,4),-0.0536065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,3),-0.116065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,1),-0.0957854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,-1),-0.0594799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,7),(18,6),-0.129867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,5),-0.130387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,4),-0.0840383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,3),-0.12507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,1),-0.122926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,-1),-0.0913587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,6),(18,5),-0.101873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,4),-0.0272118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,3),-0.0976138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,1),-0.0814757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,-1),-0.0828646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,5),(18,4),-0.0272132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,3),-0.0976138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,1),-0.0814757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,-1),-0.083225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,4),(18,3),-0.133601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,4),(18,1),-0.0740933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,4),(18,-1),-0.258322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,3),(18,1),-0.0833036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,3),(18,-1),-0.0845767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,1),(18,-1),-0.195804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0923472 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.0853257 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),-0.0513389 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,10),-0.0361995 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.0832144 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),-0.0861497 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,7),-0.0216779 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,6),-0.0853257 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,5),-0.0853257 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,4),-0.0485451 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,3),-0.0808508 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,1),-0.0996716 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.00351467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,13),-0.0686316 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,11),-0.0392116 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,10),-0.0167588 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,9),-0.07983 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,8),-0.0870396 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,7),-0.0580401 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,6),-0.0686316 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,5),-0.0686316 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,4),-0.0588337 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,3),-0.0641224 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,1),-0.0961424 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.0770121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,11),-0.046561 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,10),-0.0309038 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,9),-0.0820074 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,8),-0.0872531 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,7),-0.042565 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,6),-0.0501573 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,5),-0.0501573 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,4),-0.0344271 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,3),-0.0456505 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,1),-0.130384 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.0718174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,10),-0.0302832 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,9),-0.0802693 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,8),-0.0888664 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,7),-0.0599482 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,6),-0.0711152 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,5),-0.0711152 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,4),-0.0590958 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,3),-0.066606 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,1),-0.0834248 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.0380795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,10),(18,9),-0.0986075 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,8),-0.0976836 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,7),-0.0587723 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,6),-0.0196985 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,5),-0.0196985 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,4),-0.0733172 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,3),-0.0123578 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,1),-0.0599962 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,-1),-0.0933039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,8),-0.0925056 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,7),-0.0692453 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,6),-0.0784137 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,5),-0.0784137 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,4),-0.0535346 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,3),-0.0739409 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,1),-0.0876067 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,-1),-0.0346834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,7),-0.0571413 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,6),-0.0680826 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,5),-0.0680826 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,4),-0.0589982 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,3),-0.0635734 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,1),-0.0968623 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,-1),-0.0466099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,7),(18,6),-0.0838141 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,5),-0.0838141 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,4),-0.0387391 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,3),-0.0793392 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,1),-0.0998364 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,-1),0.0178066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,6),(18,5),-0.0501573 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,4),-0.0344271 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,3),-0.0456505 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,1),-0.130384 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,-1),-0.0718174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,5),(18,4),-0.0344271 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,3),-0.0456505 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,1),-0.130384 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,-1),-0.0718174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,4),(18,3),-0.0702748 # DEPENDENCYPART_TRISIBL
(18,17),(18,4),(18,1),-0.0828905 # DEPENDENCYPART_TRISIBL
(18,17),(18,4),(18,-1),-0.0433147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,3),(18,1),-0.130384 # DEPENDENCYPART_TRISIBL
(18,17),(18,3),(18,-1),-0.0718772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,1),(18,-1),-0.048684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,13),-0.0964554 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,11),-0.0999938 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,10),-0.108272 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,9),-0.106229 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,8),-0.0623015 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,7),-0.105404 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,6),-0.0964554 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,5),-0.0964554 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,4),-0.0819631 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,3),-0.0972773 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,1),-0.0700041 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.0760643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,11),-0.101098 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,10),-0.115975 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,9),-0.130249 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,8),-0.0661685 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,7),-0.114155 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,6),-0.10345 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,5),-0.10345 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,4),-0.0713643 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,3),-0.104339 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,1),-0.0797053 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.122634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,10),-0.109627 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,9),-0.111265 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,8),-0.0623409 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,7),-0.107016 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,6),-0.0977691 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,5),-0.0977691 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,4),-0.0820921 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,3),-0.098591 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,1),-0.0566948 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.0691638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,10),(18,9),-0.0452069 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,8),-0.0380708 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,7),-0.0842785 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,6),-0.145001 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,5),-0.145001 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,4),-0.0998272 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,3),-0.146329 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,1),-0.0733991 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,-1),-0.0983826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,8),-0.0620171 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,7),-0.139705 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,6),-0.110593 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,5),-0.110593 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,4),-0.087663 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,3),-0.111511 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,1),-0.060675 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.0659799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,7),-0.104631 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,6),-0.0961701 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,5),-0.0961701 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,4),-0.0841549 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,3),-0.096992 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,1),-0.0704089 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),-0.0607071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,6),-0.0971076 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,5),-0.0971076 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,4),-0.0803351 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,3),-0.0980268 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,1),-0.0745548 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,-1),-0.0333607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,6),(18,5),-0.10345 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,4),-0.0713643 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,3),-0.104339 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,1),-0.0797053 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,-1),-0.122634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,5),(18,4),-0.0713643 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,3),-0.104339 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,1),-0.0797053 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,-1),-0.122634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,4),(18,3),-0.112117 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,1),-0.0692789 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,-1),0.00286328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,3),(18,1),-0.0797355 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,-1),-0.122716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,1),(18,-1),-0.0538263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,11),-0.053253 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,10),-0.0330604 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.0820043 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,8),-0.0872507 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,7),-0.04921 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,6),-0.0615986 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,5),-0.0615986 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,4),-0.0321345 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,3),-0.0570918 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,1),-0.129266 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.0886042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,10),-0.0326795 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,9),-0.0803721 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,8),-0.0888639 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,7),-0.0620215 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,6),-0.0823446 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,5),-0.0823446 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,4),-0.0572882 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,3),-0.0778353 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,1),-0.0883493 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.0488459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,10),(18,9),-0.100578 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,8),-0.0976805 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,7),-0.0604005 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,6),-0.0360821 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,5),-0.0360821 # DEPENDENCYPART_TRISIBL
