# _root_ With no petroleum-related news or changes in the fundamentals to dictate price moves , `` technicians are wanting to sell this stuff , '' said Eric Bolling of Edge Trading Corp .
#goldHeads=17,4,4,5,1,5,6,9,7,11,5,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
#predictedHeads=17,5,5,5,1,5,6,9,7,11,9,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
(13,15),(13,23),(13,31),-0.0875078 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,32),0.103884 # DEPENDENCYPART_TRISIBL
(13,15),(13,23),(13,33),-0.153053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,24),(13,27),-0.0878916 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,31),-0.0878916 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,32),0.0997736 # DEPENDENCYPART_TRISIBL
(13,15),(13,24),(13,33),-0.173055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,27),(13,31),-0.0946622 # DEPENDENCYPART_TRISIBL
(13,15),(13,27),(13,32),0.178587 # DEPENDENCYPART_TRISIBL
(13,15),(13,27),(13,33),-0.0858161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,31),(13,32),0.178587 # DEPENDENCYPART_TRISIBL
(13,15),(13,31),(13,33),-0.0858161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,32),(13,33),-0.142885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0988445 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.100459 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,22),-0.0809696 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,23),-0.0242322 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,24),-0.0333503 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,27),-0.0809695 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,31),-0.0846614 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,32),-0.0881788 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,33),-0.125536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,20),-0.0978188 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,22),-0.0809268 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,23),-0.0218712 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,24),-0.0333235 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,27),-0.0809267 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,31),-0.0846187 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,32),-0.079145 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,33),-0.127992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,22),-0.0809274 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,23),-0.0225156 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,24),-0.0333235 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,27),-0.0809273 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,31),-0.0846192 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,32),-0.0752586 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,33),-0.129926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,22),(13,23),-0.043418 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,24),-0.033814 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,27),-0.0806127 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,31),-0.0874889 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,32),-0.0766439 # DEPENDENCYPART_TRISIBL
(13,16),(13,22),(13,33),-0.116391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,23),(13,24),0.0949737 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,27),-0.0747689 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,31),-0.0789632 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,32),-0.0926758 # DEPENDENCYPART_TRISIBL
(13,16),(13,23),(13,33),-0.035997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,24),(13,27),-0.0589912 # DEPENDENCYPART_TRISIBL
(13,16),(13,24),(13,31),-0.0626831 # DEPENDENCYPART_TRISIBL
(13,16),(13,24),(13,32),-0.082216 # DEPENDENCYPART_TRISIBL
(13,16),(13,24),(13,33),-0.0933702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,27),(13,31),-0.0874889 # DEPENDENCYPART_TRISIBL
(13,16),(13,27),(13,32),-0.0766439 # DEPENDENCYPART_TRISIBL
(13,16),(13,27),(13,33),-0.116391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,31),(13,32),-0.0770711 # DEPENDENCYPART_TRISIBL
(13,16),(13,31),(13,33),-0.122026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,32),(13,33),-0.0190599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,20),-0.135437 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,22),-0.0581748 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,23),-0.0453304 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,24),-0.0357254 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,27),-0.0581748 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,31),-0.0581748 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,32),-0.094542 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,33),-0.10817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,22),-0.0581925 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,23),-0.0453485 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,24),-0.0357254 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,27),-0.0581925 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,31),-0.0581925 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,32),-0.0945535 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,33),-0.101381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,23),-0.0248744 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,24),-0.0310692 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,27),-0.0639849 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,31),-0.0639849 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,32),-0.0563462 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,33),-0.0899905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,23),(13,24),0.134444 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,27),-0.0951047 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,31),-0.0951047 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,32),-0.0851815 # DEPENDENCYPART_TRISIBL
(13,17),(13,23),(13,33),-0.0117086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,24),(13,27),-0.00317241 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,31),-0.00317242 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,32),-0.0610716 # DEPENDENCYPART_TRISIBL
(13,17),(13,24),(13,33),-0.0583978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,27),(13,31),-0.0639849 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,32),-0.0563462 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,33),-0.0899905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,31),(13,32),-0.0563609 # DEPENDENCYPART_TRISIBL
(13,17),(13,31),(13,33),-0.0900686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,32),(13,33),-0.00515733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,20),(13,22),-0.0668421 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,23),-0.0465858 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,24),-0.0141552 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,27),-0.0668421 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,31),-0.0668421 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,32),-0.0841078 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,33),-0.11932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,22),(13,23),-0.0285494 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,24),-0.00944288 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,27),-0.0726996 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,31),-0.0726996 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,32),-0.0498601 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,33),-0.119453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,23),(13,24),0.156824 # DEPENDENCYPART_TRISIBL
(13,18),(13,23),(13,27),-0.103461 # DEPENDENCYPART_TRISIBL
(13,18),(13,23),(13,31),-0.103461 # DEPENDENCYPART_TRISIBL
(13,18),(13,23),(13,32),-0.0785505 # DEPENDENCYPART_TRISIBL
(13,18),(13,23),(13,33),-0.055992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,24),(13,27),-0.0118943 # DEPENDENCYPART_TRISIBL
(13,18),(13,24),(13,31),-0.0118943 # DEPENDENCYPART_TRISIBL
(13,18),(13,24),(13,32),-0.0545772 # DEPENDENCYPART_TRISIBL
(13,18),(13,24),(13,33),-0.0880241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,27),(13,31),-0.0726996 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,32),-0.0498601 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,33),-0.119453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,31),(13,32),-0.0498749 # DEPENDENCYPART_TRISIBL
(13,18),(13,31),(13,33),-0.119531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,32),(13,33),-0.0754254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,22),(13,23),-0.0163178 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,24),-0.0164747 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,27),-0.0729882 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,31),-0.0729883 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,32),-0.0518208 # DEPENDENCYPART_TRISIBL
(13,20),(13,22),(13,33),-0.137098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,23),(13,24),0.147468 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,27),-0.103761 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,31),-0.103761 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,32),-0.0784656 # DEPENDENCYPART_TRISIBL
(13,20),(13,23),(13,33),-0.0671759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,24),(13,27),-0.0121459 # DEPENDENCYPART_TRISIBL
(13,20),(13,24),(13,31),-0.0121459 # DEPENDENCYPART_TRISIBL
(13,20),(13,24),(13,32),-0.0541362 # DEPENDENCYPART_TRISIBL
(13,20),(13,24),(13,33),-0.104265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,27),(13,31),-0.0729883 # DEPENDENCYPART_TRISIBL
(13,20),(13,27),(13,32),-0.0518208 # DEPENDENCYPART_TRISIBL
(13,20),(13,27),(13,33),-0.137098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,31),(13,32),-0.0518356 # DEPENDENCYPART_TRISIBL
(13,20),(13,31),(13,33),-0.137176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,32),(13,33),-0.100191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,23),(13,24),0.0941376 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,27),-0.0747689 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,31),-0.0789632 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,32),-0.0926758 # DEPENDENCYPART_TRISIBL
(13,22),(13,23),(13,33),-0.033949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,24),(13,27),-0.0589912 # DEPENDENCYPART_TRISIBL
(13,22),(13,24),(13,31),-0.0626831 # DEPENDENCYPART_TRISIBL
(13,22),(13,24),(13,32),-0.082216 # DEPENDENCYPART_TRISIBL
(13,22),(13,24),(13,33),-0.0913816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,27),(13,31),-0.0874889 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,32),-0.0766439 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,33),-0.114402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,31),(13,32),-0.0770711 # DEPENDENCYPART_TRISIBL
(13,22),(13,31),(13,33),-0.120037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,32),(13,33),-0.0178353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,24),(13,27),0.169683 # DEPENDENCYPART_TRISIBL
(13,23),(13,24),(13,31),0.169372 # DEPENDENCYPART_TRISIBL
(13,23),(13,24),(13,32),-0.146039 # DEPENDENCYPART_TRISIBL
(13,23),(13,24),(13,33),-0.194657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,27),(13,31),-0.0682316 # DEPENDENCYPART_TRISIBL
(13,23),(13,27),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,23),(13,27),(13,33),-0.0830347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,31),(13,32),-0.191461 # DEPENDENCYPART_TRISIBL
(13,23),(13,31),(13,33),-0.0810239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,23),(13,32),(13,33),-0.305948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,24),(13,27),(13,31),-0.0536301 # DEPENDENCYPART_TRISIBL
(13,24),(13,27),(13,32),-0.118508 # DEPENDENCYPART_TRISIBL
(13,24),(13,27),(13,33),-0.0517983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,24),(13,31),(13,32),-0.118508 # DEPENDENCYPART_TRISIBL
(13,24),(13,31),(13,33),-0.0517987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,24),(13,32),(13,33),-0.122982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,31),(13,32),-0.0770711 # DEPENDENCYPART_TRISIBL
(13,27),(13,31),(13,33),-0.121827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,32),(13,33),-0.0188612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,31),(13,32),(13,33),-0.0308678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.166006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.343528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.223721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.0699879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.179106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.127188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.170393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.19533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.0899756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.102726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),-0.198448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.163722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.21822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.195425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.100237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),-0.167259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.181962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.173747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.0805741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),-0.17831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.131819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.190849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,5),-0.16824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.210516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.148633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,1),-0.111068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),-0.138352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.152829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.111471 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.113301 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),0.0949552 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),-0.120506 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.096855 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.213138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.137448 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),0.016704 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),-0.105458 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),-0.0995319 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.137143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),0.0338145 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),-0.12489 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.10689 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.112195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,5),-0.120538 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.0864705 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.0381584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,5),(13,1),-0.117564 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,-1),-0.253842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,1),(13,-1),-0.0998709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.0826648 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.00697023 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,5),-0.0600334 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),-0.0811009 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.163219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.016405 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,5),-0.0755293 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,1),-0.0685569 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.176928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,5),-0.0849076 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,1),-0.0675908 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.0339413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,5),(13,1),-0.0831612 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,-1),-0.237704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),-0.155901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.198869 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.11244 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),-0.111031 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.161873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,5),-0.10695 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),-0.0950004 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.173774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,1),-0.0586748 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.180539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.197663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,5),-0.118429 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.084541 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.056027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,1),-0.11635 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.259776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.111564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,1),-0.0728128 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.109474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.105846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),-0.160811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.0795605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.0549621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.145654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,27),-0.145338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,33),-0.103491 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,20),-0.039822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.144283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,27),-0.143968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,33),-0.0900863 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,22),-0.120533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,27),-0.120218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,33),-0.0945819 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,27),-0.0949001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,33),-0.101899 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,27),(16,33),-0.103798 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,20),-0.135436 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.0581765 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,27),-0.0581765 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,33),-0.110009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,22),-0.0581943 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,27),-0.0581943 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,33),-0.10322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,27),-0.0639867 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,33),-0.0921101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,27),(16,33),-0.09211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,22),-0.0668439 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,27),-0.0668439 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,33),-0.121159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,27),-0.0727014 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,33),-0.121572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,27),(16,33),-0.121572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,27),-0.07299 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,33),-0.139218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,27),(16,33),-0.139218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,27),(16,33),-0.112335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.318012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.123644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.125927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.0957454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.18275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.398397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.150474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.152643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.206228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.146285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.474206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
