# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(6,9),(6,10),(6,27),-0.0996845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,13),-0.0525054 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.0415066 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0802559 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,27),-0.0581455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,15),-0.0488116 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0716418 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,27),-0.0556018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,18),-0.0802559 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,27),-0.0581456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,27),-0.0995619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,13),-0.0149205 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.073684 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.0991803 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,27),-0.10321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,15),-0.0638471 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.087694 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,27),-0.0465319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,18),-0.0991803 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,27),-0.103814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,27),-0.1323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,15),-0.0885965 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.0649197 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,27),-0.130057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,18),-0.0711658 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,27),-0.10424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,27),-0.106992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,15),(6,18),-0.0474951 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,27),-0.0417477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,27),-0.0835992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,18),(6,27),-0.10075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,-1),-0.167495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),0.0130186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.118172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.094371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.131533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,27),0.126479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.116031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0504141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.125511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,27),-0.160489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.05092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.134342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,27),0.038064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.138191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,27),0.124068 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,27),0.0374955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0596425 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0462372 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0535197 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,27),-0.108603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.11366 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.0550408 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,27),-0.11978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.048659 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,27),-0.102855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,27),-0.117234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0403252 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0772355 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,27),-0.083587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.079079 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,27),-0.0567973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,27),-0.0834082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.099876 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,27),-0.0841062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,27),-0.0779387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,27),-0.110555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.111413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.175993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,-1),-0.211547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,-1),-0.142259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.120137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.154085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.134743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0637997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.14599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.114354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.170939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.146326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.142202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.114354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.111387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,26),-0.121634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,27),-0.0849333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.1522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.0954344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.0718588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.144554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0529108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.135597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.108458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,20),-0.140126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.0529108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.109638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,26),-0.0630022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,27),-0.0689112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.113375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0397328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.111226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.125301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.166874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.129594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,20),-0.107387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.125301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.0790975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,26),-0.119279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,27),-0.0956763 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.0702054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.136388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0541643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.135597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.107903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,20),-0.13196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,21),-0.0541643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,25),-0.101472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,26),-0.0641267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,27),-0.0739538 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,15),-0.154138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0781589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.217143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.124395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.150227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,21),-0.0781589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.120395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,26),-0.162411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,27),-0.0864879 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.117561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.166874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),-0.125351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,20),-0.115758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,21),-0.117561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,25),-0.0874688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,26),-0.116045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,27),-0.0974345 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.0873739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,18),-0.17638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,20),-0.0544193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,21),-0.207099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,25),-0.00482594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,26),-0.2006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,27),-0.654295 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.135462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,20),-0.180674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,21),-0.0843561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,25),-0.149985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,26),-0.141049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,27),-0.136151 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,20),-0.142418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,21),-0.0356463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,25),-0.11193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,26),-0.0533018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,27),-0.0823992 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,20),(8,21),-0.119378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,25),-0.0874228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,26),-0.116266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,27),-0.0960367 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,25),-0.00482594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,21),(8,26),-0.2006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,21),(8,27),-0.654295 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,25),(8,26),-0.111966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,25),(8,27),-0.0905519 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,26),(8,27),-0.196302 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.0484127 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0661194 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0618432 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.0484126 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0510339 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.0754855 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.069423 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,20),-0.0484126 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.0510339 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.0484738 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,26),-0.0626558 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,27),-0.102855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0640897 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0598357 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0433873 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.068715 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.0762357 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0674954 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,20),-0.0433873 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.068715 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,25),-0.0434485 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,26),-0.039811 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,27),-0.111328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0618412 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0484114 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0510339 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.0754855 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.0694217 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,20),-0.0484114 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,21),-0.0510339 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,25),-0.0484726 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,26),-0.0626558 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,27),-0.102691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,15),-0.0606307 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),0.00257755 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0783878 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0699252 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,20),-0.0606307 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,21),0.00257755 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,25),-0.0606919 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,26),-0.0297401 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,27),-0.0562456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.068715 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,17),-0.0762357 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.0674954 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,20),-0.0433872 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,21),-0.068715 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,25),-0.0434485 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,26),-0.0398113 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,27),-0.111328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0753671 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,18),0.00683009 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,20),-0.0596346 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,21),-0.0600667 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,25),-0.0596958 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,26),-0.060827 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,27),-0.113307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.065022 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,20),-0.053628 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,21),-0.0538733 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,25),-0.0536892 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,26),-0.0540945 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,27),-0.106402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,20),-0.0484114 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,21),-0.0510339 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,25),-0.0484726 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,26),-0.0626558 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,27),-0.10279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,20),(8,21),-0.068715 # DEPENDENCYPART_TRISIBL
(8,9),(8,20),(8,25),-0.0434485 # DEPENDENCYPART_TRISIBL
(8,9),(8,20),(8,26),-0.039811 # DEPENDENCYPART_TRISIBL
(8,9),(8,20),(8,27),-0.111328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,21),(8,25),-0.0596958 # DEPENDENCYPART_TRISIBL
(8,9),(8,21),(8,26),-0.060827 # DEPENDENCYPART_TRISIBL
(8,9),(8,21),(8,27),-0.113307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,25),(8,26),-0.039811 # DEPENDENCYPART_TRISIBL
(8,9),(8,25),(8,27),-0.111335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,26),(8,27),-0.0756215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.104705 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0258711 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.0711779 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.0858391 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,17),-0.0248139 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.108783 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,20),-0.0711607 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,21),-0.0858391 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,25),-0.0717939 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,26),-0.0430455 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,27),-0.124609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0308904 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.070142 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0844754 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0288511 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.122634 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,20),-0.0701261 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,21),-0.0844754 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,25),-0.0707577 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,26),-0.115636 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,27),-0.115379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,15),-0.065065 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.0612843 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,17),-0.0175718 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,18),-0.120269 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,20),-0.0650484 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,21),-0.0612843 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,25),-0.06568 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,26),0.00397742 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,27),-0.0499193 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0858391 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,17),-0.0248139 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,18),-0.108783 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,20),-0.0711604 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,21),-0.0858391 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,25),-0.0717937 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,26),-0.0430236 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,27),-0.125212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,17),0.0812012 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,18),-0.0778874 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,20),-0.0819736 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,21),-0.0916909 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,25),-0.0828903 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,26),-0.086466 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,27),-0.0532109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,18),-0.10755 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,20),-0.0450432 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,21),-0.0812805 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,25),-0.0456747 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,26),-0.0716502 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,27),-0.0952142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,20),-0.0701605 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,21),-0.0844744 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,25),-0.0707921 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,26),-0.118692 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,27),-0.117807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,20),(8,21),-0.0858391 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,25),-0.0717937 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,26),-0.0430236 # DEPENDENCYPART_TRISIBL
(8,10),(8,20),(8,27),-0.124606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,21),(8,25),-0.0828903 # DEPENDENCYPART_TRISIBL
(8,10),(8,21),(8,26),-0.086466 # DEPENDENCYPART_TRISIBL
(8,10),(8,21),(8,27),-0.0532109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
