# _root_ From 1974 to 1984 , prices for the best yearlings at the summer sales rose 918 % to an average of $ 544,681 .
#goldHeads=15,1,1,3,15,15,6,10,10,7,15,14,14,11,0,17,15,15,20,18,20,23,21,15,
#predictedHeads=15,1,1,3,15,15,6,10,10,7,10,14,14,11,0,17,15,15,20,18,20,23,21,15,
(6,8),(6,10),(6,15),-0.0820472 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,17),-0.0778551 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,24),-0.0472798 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,25),-0.126228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,13),-0.0790634 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),-0.0792394 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.0812469 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0762576 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,24),-0.0556456 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,25),-0.136038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.0808415 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,15),-0.0820472 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,17),-0.0779 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,24),-0.0473311 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,25),-0.126228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),-0.0820472 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,17),-0.0778551 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,24),-0.0472811 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,25),-0.126228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,17),-0.0796444 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,24),-0.0446455 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,25),-0.133977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,24),-0.0473693 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,25),-0.126345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,24),(6,25),-0.132358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0435779 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.0654013 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0661925 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,15),-0.0580587 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,17),-0.0733164 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,24),-0.0910052 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,25),-0.0817597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,13),-0.0814761 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.0820226 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,15),-0.0691064 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0892827 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,24),-0.034923 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,25),-0.0851841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0661925 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,15),-0.058462 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,17),-0.0733164 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,24),-0.0892302 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,25),-0.0818606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,15),-0.0580722 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,17),-0.0736227 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,24),-0.0910111 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,25),-0.0818864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,15),(6,17),-0.0777435 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,24),-0.0997716 # DEPENDENCYPART_TRISIBL
(6,9),(6,15),(6,25),-0.0707876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,24),-0.0865516 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,25),-0.083403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,24),(6,25),-0.0741203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,13),-0.0849795 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.085268 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0641426 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.0614161 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,24),-0.0960279 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,25),-0.129124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.0697873 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,15),-0.090126 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,17),-0.0425379 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,24),-0.0869641 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,25),-0.128943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.090126 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.0425395 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,24),-0.087512 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,25),-0.129328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,17),-0.0440548 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,24),-0.0904112 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,25),-0.130572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,24),-0.0877958 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,25),-0.118536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,24),(6,25),-0.0379716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.0684959 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,15),-0.0843436 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,17),-0.0775534 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,24),-0.0703689 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,25),-0.0975244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0843474 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0777379 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,24),-0.0661783 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,25),-0.0992424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,17),-0.0556795 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,24),-0.0913806 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,25),-0.124774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,24),-0.072083 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,25),-0.112712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,24),(6,25),-0.146245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,15),-0.087355 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,17),-0.0432159 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,24),-0.0849553 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,25),-0.12934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,15),(6,17),-0.0447312 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,24),-0.0883842 # DEPENDENCYPART_TRISIBL
(6,13),(6,15),(6,25),-0.131002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,24),-0.0852391 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,25),-0.118548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,24),(6,25),-0.0368928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,15),(6,17),-0.0440722 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,24),-0.0951771 # DEPENDENCYPART_TRISIBL
(6,14),(6,15),(6,25),-0.132886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,17),(6,24),-0.0908578 # DEPENDENCYPART_TRISIBL
(6,14),(6,17),(6,25),-0.111983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,24),(6,25),-0.0377949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,17),(6,24),-0.0466894 # DEPENDENCYPART_TRISIBL
(6,15),(6,17),(6,25),-0.118396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,15),(6,24),(6,25),-0.0809381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,24),(6,25),-0.0363107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.138763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,3),-0.181646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.141861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.203338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.378277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,3),-0.130835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,2),-0.16971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,1),-0.154022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0988817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.0976059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),-0.152882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),-0.114278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),-0.153691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),-0.0920388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.104254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,3),-0.0373662 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,2),-0.0763609 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,1),-0.069278 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.200397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.0749863 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.0677161 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.138096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.0692414 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.200397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.175028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,3),(6,2),-0.0342145 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,1),-0.093814 # DEPENDENCYPART_TRISIBL
(6,4),(6,3),(6,-1),-0.193154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,2),(6,1),-0.0975086 # DEPENDENCYPART_TRISIBL
(6,4),(6,2),(6,-1),-0.08266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.109851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.0598611 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.168436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.147181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.110512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0873189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.053132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.119812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0505366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.0546125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),-0.136875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.0617633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,18),-0.0639478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),-0.112572 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.0747784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0980781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.0705208 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.0764866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),-0.0407639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.0805668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.0409349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,25),0.00701832 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),0.0472777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.109741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.115411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.135743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,17),-0.109511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,18),0.00485225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,25),0.23898 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,13),0.015557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),0.0138509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),-0.160466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.0100512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.0629061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,25),-0.154659 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.115502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,15),-0.136477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.109602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),0.00485225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,25),0.238765 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,15),-0.139921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,17),-0.101431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),0.00586864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,25),0.244163 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,17),-0.0807976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,18),-0.0677227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,25),0.0748446 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,17),(7,18),0.022585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,17),(7,25),0.200598 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,25),-0.114901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0784281 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0763814 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0784327 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0786064 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.0827136 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,17),-0.0719016 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.07361 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),-0.076809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0458169 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0830757 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0832471 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),-0.0815241 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,17),-0.0764136 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,18),-0.0751352 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,25),-0.057532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,13),-0.0791627 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0793364 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),-0.0806743 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,17),-0.0724626 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.0736209 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.0942815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0832921 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.0815241 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,17),-0.0764586 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.0751352 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,25),-0.057532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.0815241 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,17),-0.0764136 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.0751352 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,25),-0.0575321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,17),-0.072023 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,18),-0.0736429 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,25),-0.0924199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,17),(7,18),-0.0751352 # DEPENDENCYPART_TRISIBL
(7,8),(7,17),(7,25),-0.0576485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,25),-0.0781454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0364101 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0683984 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0691889 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.0700262 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,17),-0.0743565 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.0498039 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,25),-0.07693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,13),-0.0811514 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0816971 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.0805986 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,17),-0.0870009 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.0526223 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.0558062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0691889 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.0704295 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,17),-0.0743565 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.0498039 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,25),-0.0770309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.0700394 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,17),-0.0746628 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.0498039 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,25),-0.0770569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,17),-0.0779844 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,18),-0.0530299 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,25),-0.0709418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,17),(7,18),-0.0498039 # DEPENDENCYPART_TRISIBL
(7,9),(7,17),(7,25),-0.0797226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,25),-0.0882916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,13),-0.137994 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.13829 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0376865 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,17),-0.128637 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.0157399 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),0.0369425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.139019 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,15),-0.0637511 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,17),-0.125968 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.0615746 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,25),-0.064947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.0637511 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,17),-0.125969 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.0621424 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,25),-0.0652873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,17),-0.10655 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,18),-0.0463298 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,25),-0.0825466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,17),(7,18),-0.0613599 # DEPENDENCYPART_TRISIBL
(7,10),(7,17),(7,25),-0.0566312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,25),-0.0676589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0649282 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.0847129 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,17),-0.0712681 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.0680937 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,25),-0.0287072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.0847167 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,17),-0.0713842 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.0682048 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,25),-0.0270289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,17),-0.0609052 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,18),-0.0615607 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,25),-0.109906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,17),(7,18),-0.0687544 # DEPENDENCYPART_TRISIBL
(7,11),(7,17),(7,25),-0.0405114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,25),-0.12405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,15),-0.0609802 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,17),-0.126645 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.0621424 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,25),-0.0654569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,17),-0.107226 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,18),-0.0463298 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,25),-0.0831347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,17),(7,18),-0.0613599 # DEPENDENCYPART_TRISIBL
(7,13),(7,17),(7,25),-0.0568009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,25),-0.0677089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,15),(7,17),-0.106565 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,18),-0.0463298 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,25),-0.0860991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,17),(7,18),-0.0613599 # DEPENDENCYPART_TRISIBL
(7,14),(7,17),(7,25),-0.051751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,25),-0.0695316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,17),(7,18),-0.07335 # DEPENDENCYPART_TRISIBL
(7,15),(7,17),(7,25),-0.0930005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
