# _root_ That puts the real strategic decisions in the hands of others : bean counters , budgeteers , and pork-barrelers .
#goldHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
#predictedHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
(11,7),(4,6),-0.0708934 # DEPENDENCYPART_HEADBIGRAM
(11,7),(7,6),-0.146924 # DEPENDENCYPART_HEADBIGRAM
(11,7),(9,6),-0.172183 # DEPENDENCYPART_HEADBIGRAM
(11,7),(10,6),-0.109028 # DEPENDENCYPART_HEADBIGRAM
(11,7),(18,6),0.105363 # DEPENDENCYPART_HEADBIGRAM
(11,8),(2,7),0.012069 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.154721 # DEPENDENCYPART_HEADBIGRAM
(11,8),(4,7),-0.189909 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.168974 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.0148617 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.0727286 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.0424001 # DEPENDENCYPART_HEADBIGRAM
(11,8),(12,7),0.0581436 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.0993764 # DEPENDENCYPART_HEADBIGRAM
(11,8),(18,7),0.199691 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.160546 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.0400957 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.135603 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.0472064 # DEPENDENCYPART_HEADBIGRAM
(11,9),(14,8),0.115595 # DEPENDENCYPART_HEADBIGRAM
(11,9),(16,8),0.115595 # DEPENDENCYPART_HEADBIGRAM
(11,9),(18,8),0.139426 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.137303 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.158726 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.159068 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.196083 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.154073 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.0742136 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.111597 # DEPENDENCYPART_HEADBIGRAM
(11,10),(14,9),0.0545157 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.0623096 # DEPENDENCYPART_HEADBIGRAM
(11,10),(18,9),0.130356 # DEPENDENCYPART_HEADBIGRAM
(11,12),(2,11),-0.0183169 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),0.00660583 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.00832982 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),0.0124119 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),0.0039845 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0619633 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.0460962 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.0457134 # DEPENDENCYPART_HEADBIGRAM
(11,12),(18,11),0.105764 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0691631 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.051562 # DEPENDENCYPART_HEADBIGRAM
(11,13),(7,12),-0.0582505 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0506826 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0586341 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.159626 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.13403 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.104003 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.104261 # DEPENDENCYPART_HEADBIGRAM
(11,13),(18,12),0.114487 # DEPENDENCYPART_HEADBIGRAM
(11,14),(2,13),-0.088714 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.0538551 # DEPENDENCYPART_HEADBIGRAM
(11,14),(7,13),-0.0554072 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0580017 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0504328 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.186952 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.160452 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.287329 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.0982681 # DEPENDENCYPART_HEADBIGRAM
(11,14),(18,13),0.0519685 # DEPENDENCYPART_HEADBIGRAM
(11,15),(6,14),-0.107826 # DEPENDENCYPART_HEADBIGRAM
(11,15),(7,14),-0.0797374 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0823176 # DEPENDENCYPART_HEADBIGRAM
(11,15),(10,14),-0.0793986 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.205244 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.193702 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.0249493 # DEPENDENCYPART_HEADBIGRAM
(11,15),(18,14),0.0508425 # DEPENDENCYPART_HEADBIGRAM
(11,15),(19,14),0.0474795 # DEPENDENCYPART_HEADBIGRAM
(11,16),(2,15),-0.0856452 # DEPENDENCYPART_HEADBIGRAM
(11,16),(4,15),-0.0635535 # DEPENDENCYPART_HEADBIGRAM
(11,16),(6,15),-0.07181 # DEPENDENCYPART_HEADBIGRAM
(11,16),(7,15),-0.065395 # DEPENDENCYPART_HEADBIGRAM
(11,16),(9,15),-0.0743937 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.122617 # DEPENDENCYPART_HEADBIGRAM
(11,16),(13,15),0.116215 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.116215 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.180123 # DEPENDENCYPART_HEADBIGRAM
(11,16),(18,15),0.162219 # DEPENDENCYPART_HEADBIGRAM
(11,17),(6,16),-0.0938678 # DEPENDENCYPART_HEADBIGRAM
(11,17),(7,16),-0.0657789 # DEPENDENCYPART_HEADBIGRAM
(11,17),(9,16),-0.080501 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.077582 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.173283 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.124403 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.179535 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.0405064 # DEPENDENCYPART_HEADBIGRAM
(11,17),(19,16),0.0491135 # DEPENDENCYPART_HEADBIGRAM
(11,18),(2,17),-0.0817792 # DEPENDENCYPART_HEADBIGRAM
(11,18),(6,17),-0.0775343 # DEPENDENCYPART_HEADBIGRAM
(11,18),(7,17),-0.0598803 # DEPENDENCYPART_HEADBIGRAM
(11,18),(9,17),-0.0750497 # DEPENDENCYPART_HEADBIGRAM
(11,18),(11,17),0.0448608 # DEPENDENCYPART_HEADBIGRAM
(11,18),(13,17),0.127401 # DEPENDENCYPART_HEADBIGRAM
(11,18),(14,17),0.127395 # DEPENDENCYPART_HEADBIGRAM
(11,18),(16,17),0.0974534 # DEPENDENCYPART_HEADBIGRAM
(11,18),(18,17),0.181518 # DEPENDENCYPART_HEADBIGRAM
(11,18),(19,17),0.0810563 # DEPENDENCYPART_HEADBIGRAM
(11,19),(0,18),-0.00545414 # DEPENDENCYPART_HEADBIGRAM
(11,19),(2,18),0.000281963 # DEPENDENCYPART_HEADBIGRAM
(11,19),(4,18),-0.0663445 # DEPENDENCYPART_HEADBIGRAM
(11,19),(6,18),-0.0253172 # DEPENDENCYPART_HEADBIGRAM
(11,19),(7,18),0.0106816 # DEPENDENCYPART_HEADBIGRAM
(11,19),(9,18),-0.0175477 # DEPENDENCYPART_HEADBIGRAM
(11,19),(10,18),0.0155838 # DEPENDENCYPART_HEADBIGRAM
(11,19),(11,18),0.0240149 # DEPENDENCYPART_HEADBIGRAM
(11,19),(14,18),0.142783 # DEPENDENCYPART_HEADBIGRAM
(11,19),(16,18),0.143738 # DEPENDENCYPART_HEADBIGRAM
(11,20),(6,19),-0.0534851 # DEPENDENCYPART_HEADBIGRAM
(11,20),(7,19),-0.0724973 # DEPENDENCYPART_HEADBIGRAM
(11,20),(9,19),-0.0410201 # DEPENDENCYPART_HEADBIGRAM
(11,20),(10,19),-0.0747549 # DEPENDENCYPART_HEADBIGRAM
(11,20),(11,19),0.110334 # DEPENDENCYPART_HEADBIGRAM
(11,20),(13,19),0.130197 # DEPENDENCYPART_HEADBIGRAM
(11,20),(14,19),0.122382 # DEPENDENCYPART_HEADBIGRAM
(11,20),(16,19),0.12242 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.136147 # DEPENDENCYPART_HEADBIGRAM
(12,7),(0,6),-0.12033 # DEPENDENCYPART_HEADBIGRAM
(12,7),(2,6),-0.128016 # DEPENDENCYPART_HEADBIGRAM
(12,7),(4,6),-0.0657739 # DEPENDENCYPART_HEADBIGRAM
(12,7),(7,6),-0.143713 # DEPENDENCYPART_HEADBIGRAM
(12,7),(9,6),-0.149685 # DEPENDENCYPART_HEADBIGRAM
(12,7),(10,6),-0.150642 # DEPENDENCYPART_HEADBIGRAM
(12,7),(18,6),0.0878237 # DEPENDENCYPART_HEADBIGRAM
(12,10),(2,9),-0.139067 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.153767 # DEPENDENCYPART_HEADBIGRAM
(12,10),(5,9),-0.153767 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.154074 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.140216 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.114814 # DEPENDENCYPART_HEADBIGRAM
(12,10),(11,9),-0.126268 # DEPENDENCYPART_HEADBIGRAM
(12,10),(14,9),0.0792851 # DEPENDENCYPART_HEADBIGRAM
(12,10),(16,9),0.0872184 # DEPENDENCYPART_HEADBIGRAM
(12,10),(18,9),0.0873414 # DEPENDENCYPART_HEADBIGRAM
(12,13),(2,12),-0.0623811 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.059878 # DEPENDENCYPART_HEADBIGRAM
(12,13),(7,12),-0.0584592 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0602767 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0591116 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.060929 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),0.0861073 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.0966958 # DEPENDENCYPART_HEADBIGRAM
(12,13),(16,12),0.0966877 # DEPENDENCYPART_HEADBIGRAM
(12,13),(18,12),0.0966347 # DEPENDENCYPART_HEADBIGRAM
(12,20),(6,19),-0.0641935 # DEPENDENCYPART_HEADBIGRAM
(12,20),(7,19),-0.057798 # DEPENDENCYPART_HEADBIGRAM
(12,20),(9,19),-0.0517266 # DEPENDENCYPART_HEADBIGRAM
(12,20),(10,19),-0.046538 # DEPENDENCYPART_HEADBIGRAM
(12,20),(11,19),-0.0517266 # DEPENDENCYPART_HEADBIGRAM
(12,20),(13,19),0.112427 # DEPENDENCYPART_HEADBIGRAM
(12,20),(14,19),0.10465 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.10465 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.180757 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.211028 # DEPENDENCYPART_HEADBIGRAM
(13,11),(4,10),-0.148402 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.110411 # DEPENDENCYPART_HEADBIGRAM
(13,11),(7,10),-0.119362 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.0412508 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.0840484 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),-0.0533186 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.124393 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.142613 # DEPENDENCYPART_HEADBIGRAM
(13,11),(18,10),0.0510951 # DEPENDENCYPART_HEADBIGRAM
(13,12),(2,11),-0.14855 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.11093 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.0648326 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.100129 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.0287315 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.00509324 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.0811303 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.0811288 # DEPENDENCYPART_HEADBIGRAM
(13,12),(18,11),0.0835847 # DEPENDENCYPART_HEADBIGRAM
(13,14),(2,13),-0.0834401 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),0.054211 # DEPENDENCYPART_HEADBIGRAM
(13,14),(7,13),-0.0131954 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),0.0498643 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0472337 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.025765 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.109731 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.105066 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.183872 # DEPENDENCYPART_HEADBIGRAM
(13,14),(18,13),0.0613803 # DEPENDENCYPART_HEADBIGRAM
(13,15),(6,14),-0.0950305 # DEPENDENCYPART_HEADBIGRAM
(13,15),(7,14),-0.0678977 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0866971 # DEPENDENCYPART_HEADBIGRAM
(13,15),(10,14),-0.0847342 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0806497 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.112506 # DEPENDENCYPART_HEADBIGRAM
(13,15),(16,14),0.0505671 # DEPENDENCYPART_HEADBIGRAM
(13,15),(18,14),0.0565792 # DEPENDENCYPART_HEADBIGRAM
(13,15),(19,14),0.0560205 # DEPENDENCYPART_HEADBIGRAM
(13,16),(2,15),-0.0856427 # DEPENDENCYPART_HEADBIGRAM
(13,16),(4,15),-0.0635535 # DEPENDENCYPART_HEADBIGRAM
(13,16),(6,15),-0.0715848 # DEPENDENCYPART_HEADBIGRAM
(13,16),(7,15),-0.065395 # DEPENDENCYPART_HEADBIGRAM
(13,16),(9,15),-0.0741684 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0668803 # DEPENDENCYPART_HEADBIGRAM
(13,16),(13,15),0.172777 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.116442 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.180124 # DEPENDENCYPART_HEADBIGRAM
(13,16),(18,15),0.162219 # DEPENDENCYPART_HEADBIGRAM
(13,17),(6,16),-0.107757 # DEPENDENCYPART_HEADBIGRAM
(13,17),(7,16),-0.0806244 # DEPENDENCYPART_HEADBIGRAM
(13,17),(9,16),-0.0943904 # DEPENDENCYPART_HEADBIGRAM
(13,17),(10,16),-0.0924275 # DEPENDENCYPART_HEADBIGRAM
(13,17),(11,16),-0.076201 # DEPENDENCYPART_HEADBIGRAM
(13,17),(13,16),0.197913 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.191076 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.0255772 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0475487 # DEPENDENCYPART_HEADBIGRAM
(13,19),(0,18),-0.00545414 # DEPENDENCYPART_HEADBIGRAM
(13,19),(2,18),0.00130066 # DEPENDENCYPART_HEADBIGRAM
(13,19),(4,18),-0.0663445 # DEPENDENCYPART_HEADBIGRAM
(13,19),(6,18),-0.025317 # DEPENDENCYPART_HEADBIGRAM
(13,19),(7,18),0.0106941 # DEPENDENCYPART_HEADBIGRAM
(13,19),(9,18),-0.0175474 # DEPENDENCYPART_HEADBIGRAM
(13,19),(10,18),0.0155963 # DEPENDENCYPART_HEADBIGRAM
(13,19),(11,18),-0.0105783 # DEPENDENCYPART_HEADBIGRAM
(13,19),(14,18),0.142784 # DEPENDENCYPART_HEADBIGRAM
(13,19),(16,18),0.143739 # DEPENDENCYPART_HEADBIGRAM
(14,5),(2,4),-0.18355 # DEPENDENCYPART_HEADBIGRAM
(14,5),(3,4),-0.126543 # DEPENDENCYPART_HEADBIGRAM
(14,5),(5,4),-0.0739454 # DEPENDENCYPART_HEADBIGRAM
(14,5),(6,4),-0.134634 # DEPENDENCYPART_HEADBIGRAM
(14,5),(9,4),-0.134936 # DEPENDENCYPART_HEADBIGRAM
(14,5),(18,4),0.110551 # DEPENDENCYPART_HEADBIGRAM
(14,7),(0,6),-0.14411 # DEPENDENCYPART_HEADBIGRAM
(14,7),(2,6),-0.0982034 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.111813 # DEPENDENCYPART_HEADBIGRAM
(14,7),(7,6),-0.147197 # DEPENDENCYPART_HEADBIGRAM
(14,7),(9,6),-0.166458 # DEPENDENCYPART_HEADBIGRAM
(14,7),(10,6),-0.103288 # DEPENDENCYPART_HEADBIGRAM
(14,7),(18,6),0.118786 # DEPENDENCYPART_HEADBIGRAM
(14,8),(2,7),0.0240686 # DEPENDENCYPART_HEADBIGRAM
(14,8),(3,7),-0.1438 # DEPENDENCYPART_HEADBIGRAM
(14,8),(4,7),-0.178988 # DEPENDENCYPART_HEADBIGRAM
(14,8),(5,7),-0.169969 # DEPENDENCYPART_HEADBIGRAM
(14,8),(6,7),-0.0165884 # DEPENDENCYPART_HEADBIGRAM
(14,8),(9,7),-0.0732383 # DEPENDENCYPART_HEADBIGRAM
(14,8),(11,7),-0.0842201 # DEPENDENCYPART_HEADBIGRAM
(14,8),(12,7),-0.123174 # DEPENDENCYPART_HEADBIGRAM
(14,8),(14,7),0.0472507 # DEPENDENCYPART_HEADBIGRAM
(14,8),(18,7),0.193374 # DEPENDENCYPART_HEADBIGRAM
(14,9),(7,8),-0.131343 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),-0.0283134 # DEPENDENCYPART_HEADBIGRAM
(14,9),(10,8),-0.137666 # DEPENDENCYPART_HEADBIGRAM
(14,9),(11,8),-0.167823 # DEPENDENCYPART_HEADBIGRAM
(14,9),(14,8),0.0878976 # DEPENDENCYPART_HEADBIGRAM
(14,9),(16,8),0.168093 # DEPENDENCYPART_HEADBIGRAM
(14,9),(18,8),0.191922 # DEPENDENCYPART_HEADBIGRAM
(14,10),(2,9),-0.116603 # DEPENDENCYPART_HEADBIGRAM
(14,10),(4,9),-0.132679 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.133021 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.170036 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.0830281 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),-0.103117 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.149634 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.068621 # DEPENDENCYPART_HEADBIGRAM
(14,10),(16,9),0.084799 # DEPENDENCYPART_HEADBIGRAM
(14,10),(18,9),0.152846 # DEPENDENCYPART_HEADBIGRAM
(14,11),(2,10),-0.138038 # DEPENDENCYPART_HEADBIGRAM
(14,11),(4,10),-0.0744615 # DEPENDENCYPART_HEADBIGRAM
(14,11),(6,10),-0.16099 # DEPENDENCYPART_HEADBIGRAM
(14,11),(7,10),-0.170892 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.015336 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.0571824 # DEPENDENCYPART_HEADBIGRAM
(14,11),(11,10),-0.0754308 # DEPENDENCYPART_HEADBIGRAM
(14,11),(12,10),-0.127085 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),-0.00605267 # DEPENDENCYPART_HEADBIGRAM
(14,11),(18,10),0.0636497 # DEPENDENCYPART_HEADBIGRAM
(14,12),(2,11),-0.14855 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.11093 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.0648326 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.100129 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.0287315 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.126615 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.0152166 # DEPENDENCYPART_HEADBIGRAM
(14,12),(16,11),0.0811288 # DEPENDENCYPART_HEADBIGRAM
(14,12),(18,11),0.0835847 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.149744 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.0973979 # DEPENDENCYPART_HEADBIGRAM
(14,13),(7,12),-0.110369 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.0928634 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.109415 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.0924138 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.117812 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.08236 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.0941643 # DEPENDENCYPART_HEADBIGRAM
(14,13),(18,12),0.141886 # DEPENDENCYPART_HEADBIGRAM
(14,15),(6,14),-0.045204 # DEPENDENCYPART_HEADBIGRAM
(14,15),(7,14),-0.0529422 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),-0.0262142 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),-0.0722258 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.0265122 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.0429063 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.0234495 # DEPENDENCYPART_HEADBIGRAM
(14,15),(18,14),0.254132 # DEPENDENCYPART_HEADBIGRAM
(14,15),(19,14),0.12334 # DEPENDENCYPART_HEADBIGRAM
(14,16),(2,15),-0.0800686 # DEPENDENCYPART_HEADBIGRAM
(14,16),(4,15),-0.0579794 # DEPENDENCYPART_HEADBIGRAM
(14,16),(6,15),-0.0664729 # DEPENDENCYPART_HEADBIGRAM
(14,16),(7,15),-0.0602831 # DEPENDENCYPART_HEADBIGRAM
(14,16),(9,15),-0.0690565 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0634631 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.0645711 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.277538 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.159298 # DEPENDENCYPART_HEADBIGRAM
(14,16),(18,15),0.165646 # DEPENDENCYPART_HEADBIGRAM
(14,17),(6,16),-0.107757 # DEPENDENCYPART_HEADBIGRAM
(14,17),(7,16),-0.0806244 # DEPENDENCYPART_HEADBIGRAM
(14,17),(9,16),-0.0943904 # DEPENDENCYPART_HEADBIGRAM
(14,17),(10,16),-0.0924275 # DEPENDENCYPART_HEADBIGRAM
(14,17),(11,16),-0.076201 # DEPENDENCYPART_HEADBIGRAM
(14,17),(13,16),-0.0778934 # DEPENDENCYPART_HEADBIGRAM
(14,17),(14,16),0.0840906 # DEPENDENCYPART_HEADBIGRAM
(14,17),(18,16),0.0255772 # DEPENDENCYPART_HEADBIGRAM
(14,17),(19,16),0.0475487 # DEPENDENCYPART_HEADBIGRAM
(14,18),(2,17),-0.0849991 # DEPENDENCYPART_HEADBIGRAM
(14,18),(6,17),-0.0807542 # DEPENDENCYPART_HEADBIGRAM
(14,18),(7,17),-0.0654472 # DEPENDENCYPART_HEADBIGRAM
(14,18),(9,17),-0.0806166 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.0806223 # DEPENDENCYPART_HEADBIGRAM
(14,18),(13,17),-0.0759425 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0497706 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.0944743 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.0898883 # DEPENDENCYPART_HEADBIGRAM
(14,18),(19,17),0.081045 # DEPENDENCYPART_HEADBIGRAM
(14,19),(0,18),-0.0147616 # DEPENDENCYPART_HEADBIGRAM
(14,19),(2,18),-0.00800681 # DEPENDENCYPART_HEADBIGRAM
(14,19),(4,18),-0.0756519 # DEPENDENCYPART_HEADBIGRAM
(14,19),(6,18),-0.0346245 # DEPENDENCYPART_HEADBIGRAM
(14,19),(7,18),0.00138662 # DEPENDENCYPART_HEADBIGRAM
(14,19),(9,18),-0.0232905 # DEPENDENCYPART_HEADBIGRAM
(14,19),(10,18),0.00985319 # DEPENDENCYPART_HEADBIGRAM
(14,19),(11,18),-0.0163214 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.020728 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.139892 # DEPENDENCYPART_HEADBIGRAM
(14,20),(6,19),-0.0530418 # DEPENDENCYPART_HEADBIGRAM
(14,20),(7,19),-0.0724882 # DEPENDENCYPART_HEADBIGRAM
(14,20),(9,19),-0.0405768 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.0747458 # DEPENDENCYPART_HEADBIGRAM
(14,20),(11,19),-0.0447214 # DEPENDENCYPART_HEADBIGRAM
(14,20),(13,19),-0.0439561 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.106023 # DEPENDENCYPART_HEADBIGRAM
(14,20),(16,19),0.123306 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.136159 # DEPENDENCYPART_HEADBIGRAM
(16,8),(2,7),0.0240686 # DEPENDENCYPART_HEADBIGRAM
(16,8),(3,7),-0.1438 # DEPENDENCYPART_HEADBIGRAM
(16,8),(4,7),-0.178988 # DEPENDENCYPART_HEADBIGRAM
(16,8),(5,7),-0.169969 # DEPENDENCYPART_HEADBIGRAM
(16,8),(6,7),-0.0165884 # DEPENDENCYPART_HEADBIGRAM
(16,8),(9,7),-0.0732383 # DEPENDENCYPART_HEADBIGRAM
(16,8),(11,7),-0.0842201 # DEPENDENCYPART_HEADBIGRAM
(16,8),(12,7),-0.123174 # DEPENDENCYPART_HEADBIGRAM
(16,8),(14,7),-0.103578 # DEPENDENCYPART_HEADBIGRAM
(16,8),(18,7),0.193374 # DEPENDENCYPART_HEADBIGRAM
(16,9),(7,8),-0.133922 # DEPENDENCYPART_HEADBIGRAM
(16,9),(9,8),0.0104829 # DEPENDENCYPART_HEADBIGRAM
(16,9),(10,8),-0.134673 # DEPENDENCYPART_HEADBIGRAM
(16,9),(11,8),-0.166185 # DEPENDENCYPART_HEADBIGRAM
(16,9),(14,8),-0.158531 # DEPENDENCYPART_HEADBIGRAM
(16,9),(16,8),0.0445522 # DEPENDENCYPART_HEADBIGRAM
