# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(6,6),(6,20),(6,21),-0.116512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,20),(6,22),-0.124053 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,21),(6,22),-0.217687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),0.491601 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0827864 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,17),-0.0825849 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,20),-0.0826524 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,22),-0.0888838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,11),-0.000478281 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,13),-0.0554176 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,17),-0.000276914 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,18),-0.0965125 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,20),-0.000344412 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,21),-0.135954 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,22),-0.229749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,17),-0.0826401 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,20),-0.0827076 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,22),-0.0981595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,13),(6,17),-0.0200333 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,18),-0.0263617 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,20),-0.0201008 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,21),-0.0839196 # DEPENDENCYPART_TRISIBL
(6,7),(6,13),(6,22),-0.0622728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,17),(6,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,20),-0.0826524 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,22),-0.0998401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,18),(6,20),0.0112838 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,21),-0.0967458 # DEPENDENCYPART_TRISIBL
(6,7),(6,18),(6,22),-0.0725196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,20),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,7),(6,20),(6,22),-0.0992847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,21),(6,22),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,11),-0.0851017 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,13),-0.0998374 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,17),-0.0942564 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,18),-0.0643435 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,20),-0.0939735 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,21),-0.123537 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,22),-0.0476128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,13),-0.0864226 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0760435 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,18),-0.0756667 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,20),-0.0754276 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,21),-0.0870521 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,22),-0.111085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,17),-0.0751048 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.0840691 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,20),-0.0748216 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,21),-0.0914657 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,22),-0.133455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,18),-0.0755475 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,20),-0.0750725 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,21),-0.0886521 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,22),-0.128782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,20),-0.0868976 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,21),-0.096542 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,22),-0.103266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,20),(6,21),-0.0869641 # DEPENDENCYPART_TRISIBL
(6,8),(6,20),(6,22),-0.132698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,21),(6,22),-0.0417287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,17),-0.0826401 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,20),-0.0827076 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,22),-0.0981595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,17),-0.0200333 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0263617 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,20),-0.0201008 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,21),-0.0839196 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,22),-0.0622728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,17),(6,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,20),-0.0826524 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,9),(6,17),(6,22),-0.0998401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,20),0.0112838 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,21),-0.0967458 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,22),-0.0725196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,20),(6,21),-0.240184 # DEPENDENCYPART_TRISIBL
(6,9),(6,20),(6,22),-0.0992847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,21),(6,22),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,17),-0.0710053 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.0843835 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,20),-0.0707221 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,21),-0.0915067 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,22),-0.141596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,18),-0.0758615 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,20),-0.0709838 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,21),-0.0886983 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,22),-0.137541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,20),-0.0827953 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,21),-0.0966134 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,22),-0.112562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,20),(6,21),-0.0870104 # DEPENDENCYPART_TRISIBL
(6,11),(6,20),(6,22),-0.141457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,21),(6,22),-0.0553236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,17),(6,18),0.00391764 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,20),-0.0714732 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,21),-0.0431435 # DEPENDENCYPART_TRISIBL
(6,13),(6,17),(6,22),-0.126145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,20),-0.069967 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,21),-0.0010243 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,22),-0.0887335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,20),(6,21),-0.0431435 # DEPENDENCYPART_TRISIBL
(6,13),(6,20),(6,22),-0.125895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,21),(6,22),-0.0957891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,18),(6,20),-0.0815803 # DEPENDENCYPART_TRISIBL
(6,17),(6,18),(6,21),-0.0967051 # DEPENDENCYPART_TRISIBL
(6,17),(6,18),(6,22),-0.0981208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,20),(6,21),-0.08705 # DEPENDENCYPART_TRISIBL
(6,17),(6,20),(6,22),-0.125818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,17),(6,21),(6,22),-0.0384337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,20),(6,21),-0.108018 # DEPENDENCYPART_TRISIBL
(6,18),(6,20),(6,22),-0.00614795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,21),(6,22),-0.0734489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,20),(6,21),(6,22),-0.033105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,4),-0.217771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),-0.190242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.164509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,4),(6,1),-0.0261593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,4),(6,-1),-0.0831508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.165574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,4),(6,1),-0.0859725 # DEPENDENCYPART_TRISIBL
(6,5),(6,4),(6,-1),-0.0998496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.108795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,4),(6,1),(6,-1),-0.124073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,11),-0.04961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.143861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0567164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.227727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.060466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.2006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,22),-0.661903 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,13),-0.101798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.117236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.0760898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,20),-0.12231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.121645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,22),-0.109069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,17),-0.138671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.12036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.143919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,21),-0.0633579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,22),-0.0924389 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),-0.0756321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,20),-0.123937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,21),-0.116819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,22),-0.103965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,20),-0.15191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,21),-0.16952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,22),-0.0523883 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,20),(8,21),-0.116513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,20),(8,22),-0.114435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,22),-0.208068 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,11),(8,13),-0.0523672 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.0826415 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,20),-0.082709 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.240184 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,22),-0.0983286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,17),-0.0200346 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0263617 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,20),-0.0201021 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,21),-0.0839196 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,22),-0.062384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.0392148 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,20),-0.0826538 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,21),-0.240184 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,22),-0.100009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,20),0.0112825 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,21),-0.0967458 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,22),-0.0726268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,20),(8,21),-0.240184 # DEPENDENCYPART_TRISIBL
(8,9),(8,20),(8,22),-0.0994539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,21),(8,22),-0.278496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,17),-0.0710065 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.0848423 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,20),-0.0707233 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,21),-0.0915067 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,22),-0.142926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,18),-0.0763202 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,20),-0.070985 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,21),-0.0886983 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,22),-0.138871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,20),-0.0827965 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,21),-0.0966134 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,22),-0.113892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,20),(8,21),-0.0870104 # DEPENDENCYPART_TRISIBL
(8,11),(8,20),(8,22),-0.142788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,21),(8,22),-0.0566549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,18),0.00391764 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,20),-0.0714732 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,21),-0.0431435 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,22),-0.126147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,20),-0.069967 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,21),-0.0010243 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,22),-0.088736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,20),(8,21),-0.0431435 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,22),-0.125897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,21),(8,22),-0.0957916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,18),(8,20),-0.0815815 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,21),-0.0967051 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,22),-0.0994509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,20),(8,21),-0.08705 # DEPENDENCYPART_TRISIBL
(8,17),(8,20),(8,22),-0.127148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,21),(8,22),-0.0397649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,20),(8,21),-0.108018 # DEPENDENCYPART_TRISIBL
(8,18),(8,20),(8,22),-0.00614795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,21),(8,22),-0.0734489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,21),(8,22),-0.0344363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0601889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.0572094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.400156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.17981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.167764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,-1),-0.166441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),0.00773851 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.112773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,-1),-0.11279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,-1),-0.103148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,13),(10,22),-0.151544 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,9),(10,-1),-0.474371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.143204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.121261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.153716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.152816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.133376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),-0.158343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.118915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,22),-0.154901 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,15),-0.138226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.134906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.134297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.12112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),-0.139546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.0641751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,22),-0.101377 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.197496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.196595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),-0.13339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,20),-0.202139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.135434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,22),-0.231973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.11338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,18),-0.075776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,20),-0.118455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,21),-0.117413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,22),-0.118926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.0763839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,20),-0.119812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),-0.117967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,22),-0.115892 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,20),-0.147536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,21),-0.170349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,22),-0.0704757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,20),(11,21),-0.117661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,22),-0.126362 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,22),-0.219458 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,15),-0.0688075 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0709259 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0709259 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0766334 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.0709259 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.0725535 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.141597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.069714 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.069714 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.0765054 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.069714 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.0692319 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,22),-0.123418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0699818 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.077918 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,20),-0.0699818 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),-0.0665481 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,22),-0.141653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.077918 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0699818 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.0665481 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,22),-0.141653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,20),-0.070196 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),-0.0719752 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,22),-0.126642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,21),-0.0665481 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,22),-0.141653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,22),-0.127676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0620508 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0620513 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),0.00053814 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0620521 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.0678105 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,22),-0.136107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0714646 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),0.00391757 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,20),-0.0714653 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.0431447 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,22),-0.126019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),0.00391757 # DEPENDENCYPART_TRISIBL
