# _root_ Still , for those with a long-term eye on the vast U.S. retail market , this is a tempting time to look for bargains .
#goldHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
#predictedHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
(14,10),(14,9),(14,-1),-0.0756002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),-0.159367 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,6),-0.227354 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-1.60521e-06 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,4),-0.212254 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.115868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,6),-0.242585 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,5),-0.0506739 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,4),-0.22889 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.103964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,6),(14,5),-0.0452969 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,4),-0.173105 # DEPENDENCYPART_TRISIBL
(14,10),(14,6),(14,-1),-0.16561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,4),-0.190079 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.0767328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,4),(14,-1),-0.168319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.0887793 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,6),-0.0748671 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),-0.101295 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,4),-0.063291 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.120752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,6),-0.103885 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,5),-0.0895357 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,4),-0.0939607 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.140889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,6),(14,5),-0.0909949 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,4),-0.0645477 # DEPENDENCYPART_TRISIBL
(14,9),(14,6),(14,-1),-0.11048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,4),-0.0655159 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,-1),-0.0893071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,4),(14,-1),-0.112772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,6),0.0286154 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,5),-0.0968726 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,4),-0.0242023 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0856769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,6),(14,5),-0.0639059 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,4),-0.0389335 # DEPENDENCYPART_TRISIBL
(14,8),(14,6),(14,-1),-0.00447958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,4),-0.0126964 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.0761911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,-1),-0.0491178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,6),(14,5),-0.0141956 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,4),-0.0477648 # DEPENDENCYPART_TRISIBL
(14,7),(14,6),(14,-1),0.0602456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),-0.0229578 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.0870164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,-1),0.0512035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,5),(14,4),-0.177954 # DEPENDENCYPART_TRISIBL
(14,6),(14,5),(14,-1),-0.089739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,6),(14,4),(14,-1),-0.173746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,-1),-0.125002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,26),-0.144008 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,15),(16,-1),-0.44419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.105988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0866973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0406895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.0617393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.0724149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),-0.113365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,25),-0.0391701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.0551575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.00770411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0135128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),0.0167886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.0174106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.0382766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,25),0.0331605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),0.0429086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),0.0621508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),-0.0205349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.0203719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),-0.0388103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,25),0.0599182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),0.0552705 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.0898832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),0.0100572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.0319312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,25),-0.0888995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),-0.0207642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.029622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),-0.0415358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,25),0.0936399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),0.0807052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),-0.078513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,25),-0.0833249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),-0.019877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,25),0.0467218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,26),0.0450233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.119352 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0756933 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0783933 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.0860234 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0791647 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.0756666 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,25),-0.0531915 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.0936772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,21),-0.0829395 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,22),-0.0922983 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0790223 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.0827232 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,25),0.00801489 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,26),-0.0741651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,21),(17,22),-0.0841942 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,23),-0.056967 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,24),-0.0758006 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,25),-0.0389706 # DEPENDENCYPART_TRISIBL
(17,18),(17,21),(17,26),-0.070059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0787477 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.0775637 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,25),0.0045871 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,26),-0.0997277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0785063 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,25),-0.0426348 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,26),-0.0606134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,25),0.00811748 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,26),-0.0741504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,25),(17,26),-0.11264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,21),-0.0166951 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,22),-0.0975962 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.0526612 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.109428 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,25),-0.0773482 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,26),-0.0245859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,21),(17,22),-0.0841238 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,23),-0.0184709 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,24),-0.116806 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,25),0.00655898 # DEPENDENCYPART_TRISIBL
(17,19),(17,21),(17,26),-0.100325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.0325007 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.0753137 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,25),-0.100721 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,26),-0.0663858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.118817 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,25),0.0782538 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,26),-0.0283539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,25),-0.0773454 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,26),-0.0313084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,25),(17,26),-0.00291343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,21),(17,22),-0.0779412 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,23),-0.0246931 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,24),-0.124306 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,25),-0.0955958 # DEPENDENCYPART_TRISIBL
(17,20),(17,21),(17,26),-0.0464786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0685971 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.124323 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,25),-0.0984927 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,26),-0.0561916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.138108 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,25),-0.0947319 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,26),-0.0880712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,25),-0.0697567 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,26),-0.0355031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,25),(17,26),0.0381624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,22),(17,23),-0.0312362 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,24),-0.0719988 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,25),-0.0817091 # DEPENDENCYPART_TRISIBL
(17,21),(17,22),(17,26),-0.0682185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,23),(17,24),-0.0936104 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,25),-0.0568423 # DEPENDENCYPART_TRISIBL
(17,21),(17,23),(17,26),-0.0375113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,24),(17,25),-0.0392522 # DEPENDENCYPART_TRISIBL
(17,21),(17,24),(17,26),-0.0621507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,21),(17,25),(17,26),-0.0344869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0660634 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,25),0.0324883 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,26),-0.0971802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,25),-0.0377258 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,26),-0.0641124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,25),(17,26),0.0463097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,25),-0.105106 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,26),-0.0458093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,25),(17,26),-0.0518261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,25),(17,26),0.0034164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),0.0476181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.108285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,13),-0.162753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,12),-0.0932439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,11),-0.161514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,10),-0.165933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,9),-0.0483686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,8),-0.10463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,7),-0.160862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,5),-0.0204385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,3),-0.129376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,2),0.0476181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,1),-0.0366278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.0178425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.219612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.190958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,12),-0.203554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,11),-0.189719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,10),-0.191007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.194465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,8),-0.214198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,7),-0.189127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,5),-0.181912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,3),-0.272702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,2),-0.157509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,1),-0.170169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.28402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.162122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),-0.0598489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,11),-0.160303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,10),-0.0827815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,9),-0.0126922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,8),-0.0732075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,7),-0.160563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,5),0.0370982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,3),-0.142006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,2),0.139846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,1),-0.0120634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),0.0957233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),-0.0948417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,11),-0.172554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,10),-0.187546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,9),-0.0305418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,8),-0.12202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,7),-0.170278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,5),-0.00171051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,3),-0.115534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,2),0.00762286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,1),-0.0657129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.0292927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,11),-0.171465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,10),-0.0850747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,9),-0.0141742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,8),-0.0924853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,7),-0.171725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,5),0.0356163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,3),-0.143488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,2),0.135192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,1),-0.00815057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,-1),0.101045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,11),(17,10),-0.18402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,9),-0.0305281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,8),-0.121134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,7),-0.173606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,5),-0.00169682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,3),-0.11552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,2),0.00933073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,1),-0.0657129 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,11),(17,-1),-0.0281128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,10),(17,9),-0.0709583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,8),-0.101293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,7),-0.162795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,5),-0.0430283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,3),-0.151966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,2),0.0388398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,1),-0.0640036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,-1),-0.0162303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,8),-0.0427327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,7),-0.14188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,5),-0.160683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,3),-0.272726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,2),-0.0962299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,1),-0.122655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,-1),-0.0988817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,8),(17,7),-0.160733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,5),0.0309245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,3),-0.14818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,2),0.138923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,1),-0.0107636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,8),(17,-1),0.0785382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,7),(17,5),-0.0021886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,3),-0.116012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,2),0.00933073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,1),-0.0576158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,-1),-0.0346869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,5),(17,3),-0.2692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,2),-0.0963261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,1),-0.123615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,5),(17,-1),-0.145509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,3),(17,2),-0.10105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,3),(17,1),-0.121204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,3),(17,-1),-0.128698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,2),(17,1),-0.170169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,2),(17,-1),-0.28402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,1),(17,-1),-0.115174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.110907 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0887154 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,12),-0.110591 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,11),-0.0887154 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,10),-0.125348 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),0.03699 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,8),-0.110576 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,7),-0.0887154 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,5),0.028422 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,3),0.0431721 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,2),-0.0585034 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,1),-0.0342612 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.164161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.093473 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.108274 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,11),-0.093473 # DEPENDENCYPART_TRISIBL
