# _root_ The notes , which are noncallable , were priced at a spread of 45 basis points above the Treasury 's 10-year note .
#goldHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
#predictedHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
(9,11),(9,14),(9,15),-0.0725112 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.0725066 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0734103 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0725068 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,23),-0.0418069 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.0640513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.0852208 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0769338 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,22),-0.0852209 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,23),0.000788644 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,24),-0.0744865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0769338 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.0852209 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,23),0.000788644 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,24),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,22),-0.0812754 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,23),-0.0447903 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,24),-0.0654635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,23),0.000777384 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,24),-0.0744864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,23),(9,24),-0.11218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.0698129 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.123409 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.124902 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0659798 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),-0.123277 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,23),-0.0500452 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,24),-0.0504242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.119547 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.121041 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0437917 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),-0.119417 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,23),-0.0640329 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,24),-0.0705851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.132544 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),-0.0488605 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,22),-0.130919 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,23),-0.0519818 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,24),-0.03788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.0489368 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.130919 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,23),-0.053138 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,24),-0.0373402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,22),-0.131631 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,23),-0.0475367 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,24),-0.0626708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,22),(9,23),-0.051984 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,24),-0.0375127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,23),(9,24),-0.0125584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0436747 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0436722 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.106664 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,22),-0.0437518 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,23),-0.0878572 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,24),-0.100007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0711496 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.100943 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,22),-0.0712309 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,23),-0.10308 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,24),-0.0100711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.100943 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,22),-0.0712311 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,23),-0.10301 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,24),-0.0126505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,22),-0.0141087 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,23),-0.08541 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,24),-0.0773593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,22),(9,23),-0.10301 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,24),-0.0093529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,23),(9,24),-0.0275926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.100372 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.0401395 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,22),-0.100135 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,23),-0.0875684 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,24),-0.0615553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0401396 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,22),-0.100077 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,23),-0.0875684 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,24),-0.0612425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,22),-0.111725 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,23),-0.0886462 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,24),-0.0396464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,22),(9,23),-0.0875684 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,24),-0.0599926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,23),(9,24),-0.0734499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0490281 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,22),-0.130922 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,23),-0.0514234 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,24),-0.0348412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,22),-0.131636 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,23),-0.0458301 # DEPENDENCYPART_TRISIBL
(9,15),(9,17),(9,24),-0.0606463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,22),(9,23),-0.0502695 # DEPENDENCYPART_TRISIBL
(9,15),(9,22),(9,24),-0.0350137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,23),(9,24),-0.00835622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,22),-0.131849 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,23),-0.0588912 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,24),-0.0599289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,23),-0.0430652 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,24),-0.0399827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,23),(9,24),-0.0378412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,23),-0.0843441 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,24),-0.0253661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,23),(9,24),-0.038797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,23),(9,24),-0.0120377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),0.0816461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.120764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),0.0189162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),0.0816461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),0.0121407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.0622237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.185354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.07812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.160253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.219562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.312784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,4),-0.0601236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),0.00700878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.115711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.0631368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.0644315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.0921937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),0.0551815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.219562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.312784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,-1),-0.0172199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0335732 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0615704 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0109462 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),0.133126 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.196177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,4),-0.0604458 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.00138797 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0592712 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.0630117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.0180803 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),-0.0626621 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.0040035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),0.133126 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.196177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,-1),-0.060774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,4),-0.0872439 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),0.248493 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.142355 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),0.00350377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),0.21008 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),-0.131823 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.0154887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.204553 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.127252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,-1),0.0124646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.0611477 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),-0.0675784 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.0762815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),-0.0328624 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.166267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,-1),-0.102838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),-0.158093 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.145664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,-1),-0.145755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,-1),0.0124646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.0243909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.17066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0439125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.027068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.0270789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.158507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,22),-0.0233133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,24),-0.0296463 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.0138327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.066183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.126435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.126813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),0.00145563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,22),-0.122307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,24),0.258501 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.101001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),0.0618066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),0.0599056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.234744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,22),0.0655057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,24),-0.0837124 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.094761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.0942403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.116398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,22),-0.0893801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,24),0.0840428 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.126828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),0.000269609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,22),-0.122322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,24),0.281343 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),6.25074e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,22),-0.114917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,24),0.292023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,22),0.0038456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,24),-0.0925044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,22),(10,24),0.279739 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),0.00765151 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0723414 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0744014 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0743875 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0136262 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,22),-0.0743876 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,24),0.0102427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0722563 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0715171 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),-0.0715078 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0590793 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,22),-0.0715079 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,24),-0.0494172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0465855 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.0465763 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.057467 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,22),-0.0465764 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,24),0.0235759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0743875 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.0136262 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,22),-0.0743876 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,24),0.0102425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0136262 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,22),-0.0743876 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,24),0.0102427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,22),-0.0705474 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,24),-0.0547928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,22),(10,24),0.0102427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0550316 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.130929 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.13161 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0608131 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,22),-0.130798 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,24),0.00389953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.113375 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.114056 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.070579 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,22),-0.113244 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,24),-0.109556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.135829 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,17),-0.0704232 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,22),-0.135017 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,24),-0.101619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.0704162 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,22),-0.135017 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,24),-0.101071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,22),-0.13399 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,24),-0.0202749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,22),(10,24),-0.101333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0406755 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0406731 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0887716 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,22),-0.0407526 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,24),-0.0833012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0517152 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),-0.119022 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,22),-0.0517964 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,24),0.107333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),-0.119022 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,22),-0.0517966 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,24),0.105543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,22),-0.0363756 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,24),-0.110895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,22),(10,24),0.108757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.10798 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.0575143 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,22),-0.107686 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,24),-0.022501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.0575143 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,22),-0.107571 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,24),-0.0221884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,22),-0.112442 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,24),-0.00989992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,22),(10,24),-0.0209382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0704686 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,22),-0.135021 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,24),-0.0959794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,22),-0.133996 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,24),-0.0156922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,22),(10,24),-0.0962412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,22),-0.134425 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,24),-0.0209932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,22),(10,24),-0.1044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,22),(10,24),-0.0070771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,-1),-0.214732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,13),(11,24),-0.0932181 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,13),(12,14),-0.188723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.150401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.152181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0635668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.161539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.145722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.11232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),-0.147082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,23),-0.169852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.0449089 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.197585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.196943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.0941742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.100714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.192039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.0917453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.192585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,23),-0.0911405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.0722212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.121978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.0839006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
