# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(17,20),(20,14),(20,5),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,-1),-0.137733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,11),(20,5),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,-1),-0.114733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,5),(20,-1),-0.139064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,22),-0.0072239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,21),(21,-1),0.0191475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,22),-0.0699661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,-1),0.0452033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,21),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),0.133821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.160981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,18),-0.14493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,17),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,16),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,15),-0.14732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,14),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,5),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),-0.0182632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,17),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,16),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,15),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,14),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,11),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,5),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,-1),-0.135322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,17),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,17),(20,-1),-0.196547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,16),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,-1),-0.196558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,15),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,11),-0.144785 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,-1),-0.1075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,14),(20,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,14),(20,-1),-0.196547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,11),(20,5),-0.14473 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,5),(20,-1),-0.197289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,5),(5,6),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,7),0.109358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,8),0.136448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,9),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,11),0.129947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,12),0.101925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,13),0.140255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,14),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,15),0.181508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,16),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,17),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,22),-0.0138801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,5),(5,6),(5,7),0.110688 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,8),0.123243 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,9),0.109063 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,11),0.11995 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,12),0.115712 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,13),0.123253 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,14),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,15),0.106457 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,16),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,17),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,22),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,7),(5,8),0.109076 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,9),0.0998718 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,11),0.103508 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,12),0.109016 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,13),0.109074 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,14),0.109076 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,15),0.119611 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,16),0.109076 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,17),0.109076 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,22),-0.00448574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,8),(5,9),0.114421 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,11),0.107557 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,12),0.109495 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,13),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,14),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,15),0.100916 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,16),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,17),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,22),-0.158315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,9),(5,11),0.11995 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,12),0.115712 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,13),0.123253 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,14),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,15),0.106457 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,16),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,17),0.123257 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,22),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,11),(5,12),0.112078 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,13),0.103748 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,14),0.103748 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,15),0.0923388 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,16),0.103747 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,17),0.103748 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,11),(5,22),-0.0831268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,12),(5,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,15),0.109496 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,16),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,22),-0.147155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,13),(5,14),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,13),(5,15),0.100912 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,13),(5,16),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,13),(5,17),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,13),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,13),(5,22),-0.15372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,14),(5,15),0.100916 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,14),(5,16),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,14),(5,17),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,14),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,14),(5,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,15),(5,16),0.108809 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,15),(5,17),0.108809 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,15),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,15),(5,22),-0.0953996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,16),(5,17),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,16),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,16),(5,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,17),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,17),(5,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,21),(5,22),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,5),(5,4),-0.052492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,3),-0.0310277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,2),-0.0187489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,1),-0.00829675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,-1),0.0527507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,5),(5,4),(5,3),-0.0218505 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,2),-0.019453 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,1),-0.0253995 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,-1),-0.026316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,3),(5,2),-0.0195365 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,3),(5,1),-0.00542942 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,3),(5,-1),-0.0307187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,2),(5,1),-0.0244545 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,2),(5,-1),-0.0141623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,1),(5,-1),-0.00948161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,11),(11,12),0.108428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,13),0.0927334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,14),0.0931914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,16),0.0931912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,20),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,22),-0.0168868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,12),(11,13),0.109539 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,14),0.109539 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,16),0.109539 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,12),(11,22),-0.150722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,13),(11,14),0.109246 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,16),0.109246 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,22),-0.196928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,14),(11,16),0.109246 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,14),(11,22),-0.19651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,16),(11,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,16),(11,22),-0.196521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,20),(11,22),-0.173864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,11),(11,10),-0.00872193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,8),0.0472595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,-1),0.134096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,10),(11,8),-0.0194624 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,-1),-0.0101419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,8),(11,-1),0.00201957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,15),0.181508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,16),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,17),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,20),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,22),-0.0110535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,15),(14,16),0.108809 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,17),0.108809 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,20),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,22),-0.0953996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,17),0.109439 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,20),(14,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,22),-0.0829684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,21),(14,22),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,11),-0.0198568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,10),-0.020828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,9),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,8),-0.0438343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,6),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,3),-0.029161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,1),-0.00505088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,-1),0.0574525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,11),(14,10),-0.0195431 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,9),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,8),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,6),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,3),-0.00100245 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,1),-0.00149671 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,11),(14,-1),-0.0252154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,10),(14,9),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,10),(14,8),-0.019484 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,10),(14,6),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,10),(14,3),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,10),(14,1),-0.024625 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,10),(14,-1),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,9),(14,8),-0.015864 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,9),(14,6),-0.019595 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,9),(14,3),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,9),(14,1),-0.0415323 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,9),(14,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,8),(14,6),-0.0186699 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,8),(14,3),-0.0218346 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,8),(14,1),-0.0256445 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,8),(14,-1),-0.0234315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,6),(14,3),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,6),(14,1),-0.0415323 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,6),(14,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,3),(14,1),-0.00527525 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,3),(14,-1),-0.0302792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,1),(14,-1),-0.00624106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.108004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.108004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,19),0.0857746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,22),-0.0984481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,22),-0.146241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,22),-0.146241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,22),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,22),-0.170299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,21),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,-1),-0.21652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,17),0.135186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.131527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,22),-0.0117107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,19),0.107566 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,22),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,22),-0.0829498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,21),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,22),-0.0829814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,21),(16,22),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,12),-0.0158985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,11),-0.016053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,9),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,6),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,4),-0.0526202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,3),-0.0253572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,1),-0.00505088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),0.0574288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,12),-0.020248 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,11),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,9),-0.0298917 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,6),-0.0298917 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,4),-0.0272878 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,3),-0.0264164 # DEPENDENCYPART_GRANDSIBL
