# _root_ They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .
#goldHeads=2,0,2,6,6,3,6,9,7,9,22,11,12,12,16,14,22,22,18,21,19,9,22,23,27,27,24,29,27,2,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,12,9,14,12,16,14,16,16,18,21,22,19,22,23,27,27,24,29,27,2,
(16,25),(16,27),(16,30),-0.0454448 # DEPENDENCYPART_TRISIBL
(16,25),(16,27),(16,31),-0.126603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,28),(16,29),-0.069528 # DEPENDENCYPART_TRISIBL
(16,25),(16,28),(16,30),-0.0501458 # DEPENDENCYPART_TRISIBL
(16,25),(16,28),(16,31),-0.066585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,29),(16,30),-0.0342034 # DEPENDENCYPART_TRISIBL
(16,25),(16,29),(16,31),-0.117274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,30),(16,31),-0.121924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,26),(16,27),(16,28),-0.0826541 # DEPENDENCYPART_TRISIBL
(16,26),(16,27),(16,29),-0.0902742 # DEPENDENCYPART_TRISIBL
(16,26),(16,27),(16,30),-0.0854022 # DEPENDENCYPART_TRISIBL
(16,26),(16,27),(16,31),-0.18252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,26),(16,28),(16,29),-0.0665955 # DEPENDENCYPART_TRISIBL
(16,26),(16,28),(16,30),-0.0673426 # DEPENDENCYPART_TRISIBL
(16,26),(16,28),(16,31),-0.0922045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,26),(16,29),(16,30),-0.0759655 # DEPENDENCYPART_TRISIBL
(16,26),(16,29),(16,31),-0.114082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,26),(16,30),(16,31),-0.0161994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,27),(16,28),(16,29),-0.0930897 # DEPENDENCYPART_TRISIBL
(16,27),(16,28),(16,30),-0.0501204 # DEPENDENCYPART_TRISIBL
(16,27),(16,28),(16,31),-0.088666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,27),(16,29),(16,30),-0.0786325 # DEPENDENCYPART_TRISIBL
(16,27),(16,29),(16,31),-0.13203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,27),(16,30),(16,31),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,28),(16,29),(16,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(16,28),(16,29),(16,31),-0.085719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,28),(16,30),(16,31),-0.0961513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,29),(16,30),(16,31),-0.0163648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.229042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.173239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.179914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.172306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.227982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.156478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.14634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,11),-0.0618008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.132207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,-1),-0.133162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,14),(16,13),-0.0777119 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,11),-0.0531004 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),-0.138372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,11),-0.0739305 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.0904723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,-1),0.00730833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,11),-0.0968029 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.139822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,-1),-0.175934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,-1),-0.0116811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.125573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.120284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.138661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.0799724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,25),-0.163804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.120004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,27),-0.145561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,28),-0.125573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,29),-0.120284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,30),-0.163291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,31),-0.114093 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.175464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.123674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.0692389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,25),-0.091323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),-0.174934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,27),-0.105718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,28),-0.112371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,29),-0.175464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,30),-0.168543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,31),-0.109003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,23),-0.119563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,24),-0.0189643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,25),-0.0859427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,26),-0.097169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,27),-0.121257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,28),-0.105951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,29),-0.0974687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,30),-0.113239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,31),-0.107624 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.0855981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,25),-0.091323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,26),-0.174612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,27),-0.105776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,28),-0.112922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,29),-0.175143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,30),-0.168756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,31),-0.113848 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,25),-0.163804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,26),-0.120004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,27),-0.145561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,28),-0.125573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,29),-0.120284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,30),-0.163291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,31),-0.114093 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,25),(18,26),-0.174086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,27),-0.112798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,28),-0.0682028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,29),-0.174363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,30),-0.154059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,25),(18,31),-0.169593 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,26),(18,27),-0.121257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,28),-0.105725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,29),-0.0974687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,30),-0.113239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,26),(18,31),-0.103889 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,27),(18,28),-0.100313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,27),(18,29),-0.120399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,27),(18,30),-0.0114533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,27),(18,31),-0.0722706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,28),(18,29),-0.175464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,28),(18,30),-0.168543 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,28),(18,31),-0.109003 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,29),(18,30),-0.113239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,29),(18,31),-0.107624 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,30),(18,31),-0.193014 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0512664 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0538066 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0798055 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,25),-0.0792471 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.0512656 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,27),-0.0844292 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,28),-0.052107 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,29),-0.0512664 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,31),-0.0707853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,23),-0.0563262 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,24),-0.088496 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,25),-0.0803733 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,26),-0.0533113 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,28),-0.0546215 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,29),-0.0533121 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,31),-0.0180887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.0798079 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,25),-0.0792471 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,26),-0.051267 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,27),-0.0844312 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,28),-0.0521208 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,29),-0.0512678 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,30),-0.0928621 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,31),-0.0738101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,25),-0.0828038 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,26),-0.0303225 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,27),-0.106551 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,28),-0.0391775 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,29),-0.0303233 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,30),-0.0951707 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,31),-0.0625571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,25),(18,26),-0.0459206 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,27),-0.0811136 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,28),-0.04646 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,29),-0.0459214 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,30),-0.0889771 # DEPENDENCYPART_TRISIBL
(18,19),(18,25),(18,31),-0.134387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,26),(18,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,28),-0.0546215 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,29),-0.0533121 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(18,19),(18,26),(18,31),-0.0180729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,27),(18,28),-0.0533936 # DEPENDENCYPART_TRISIBL
(18,19),(18,27),(18,29),-0.0558318 # DEPENDENCYPART_TRISIBL
(18,19),(18,27),(18,30),-0.100996 # DEPENDENCYPART_TRISIBL
(18,19),(18,27),(18,31),-0.0934473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,28),(18,29),-0.0512664 # DEPENDENCYPART_TRISIBL
(18,19),(18,28),(18,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(18,19),(18,28),(18,31),-0.0707853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,29),(18,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(18,19),(18,29),(18,31),-0.0180887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,30),(18,31),-0.066822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,23),-0.082604 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.0509668 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,25),-0.0668467 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,26),-0.0460814 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,27),-0.0929698 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,28),-0.0824941 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,29),-0.0460814 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,31),-0.0857191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.0490207 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,25),-0.0664018 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,26),-0.0497955 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,27),-0.0872654 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,28),-0.0802054 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,29),-0.0497955 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,30),-0.0811893 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,31),-0.113084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,25),-0.0665888 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,26),-0.0681998 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,27),-0.097176 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,28),-0.0824658 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,29),-0.0681998 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,30),-0.0634833 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,31),-0.0722179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,25),(18,26),-0.0569917 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,27),-0.0867097 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,28),-0.0775744 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,29),-0.0569917 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,30),-0.0774149 # DEPENDENCYPART_TRISIBL
(18,20),(18,25),(18,31),-0.0871858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,26),(18,27),-0.0929698 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,28),-0.0824941 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,29),-0.0460814 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(18,20),(18,26),(18,31),-0.085465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,27),(18,28),-0.0825979 # DEPENDENCYPART_TRISIBL
(18,20),(18,27),(18,29),-0.0577995 # DEPENDENCYPART_TRISIBL
(18,20),(18,27),(18,30),-0.0926703 # DEPENDENCYPART_TRISIBL
(18,20),(18,27),(18,31),-0.129773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,28),(18,29),-0.0497955 # DEPENDENCYPART_TRISIBL
(18,20),(18,28),(18,30),-0.0811893 # DEPENDENCYPART_TRISIBL
(18,20),(18,28),(18,31),-0.113081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,29),(18,30),-0.0957482 # DEPENDENCYPART_TRISIBL
(18,20),(18,29),(18,31),-0.0857191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,30),(18,31),-0.0961514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,24),-0.0481462 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,25),-0.063458 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,26),-0.0668121 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,27),-0.125546 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,28),-0.0806256 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,29),-0.0668121 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,30),-0.0676502 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,31),-0.0968733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,25),-0.0649769 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,26),-0.106862 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,27),-0.133309 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,28),-0.0899485 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,29),-0.106862 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,30),-0.0777395 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,31),-0.0940115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,25),(18,26),-0.0725698 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,27),-0.122428 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,28),-0.079817 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,29),-0.0725698 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,30),-0.0836522 # DEPENDENCYPART_TRISIBL
(18,21),(18,25),(18,31),-0.0833395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,26),(18,27),-0.150161 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,28),-0.0869374 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,29),-0.0808211 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,30),-0.0762352 # DEPENDENCYPART_TRISIBL
(18,21),(18,26),(18,31),-0.116213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,27),(18,28),-0.0826542 # DEPENDENCYPART_TRISIBL
(18,21),(18,27),(18,29),-0.0904827 # DEPENDENCYPART_TRISIBL
(18,21),(18,27),(18,30),-0.0856699 # DEPENDENCYPART_TRISIBL
(18,21),(18,27),(18,31),-0.184672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,28),(18,29),-0.066804 # DEPENDENCYPART_TRISIBL
(18,21),(18,28),(18,30),-0.06765 # DEPENDENCYPART_TRISIBL
(18,21),(18,28),(18,31),-0.0945431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,29),(18,30),-0.0762352 # DEPENDENCYPART_TRISIBL
(18,21),(18,29),(18,31),-0.116235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,30),(18,31),-0.0185937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,25),-0.0665889 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,26),-0.0693929 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,27),-0.0984249 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,28),-0.0829408 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,29),-0.0693929 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,30),-0.0652774 # DEPENDENCYPART_TRISIBL
(18,23),(18,24),(18,31),-0.0958999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,25),(18,26),-0.0579849 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,27),-0.0875025 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,28),-0.0780488 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,29),-0.0579849 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,30),-0.0788983 # DEPENDENCYPART_TRISIBL
(18,23),(18,25),(18,31),-0.100015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,26),(18,27),-0.0940563 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,28),-0.0829685 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,29),-0.0471179 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,30),-0.0974138 # DEPENDENCYPART_TRISIBL
(18,23),(18,26),(18,31),-0.0975468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,27),(18,28),-0.0830723 # DEPENDENCYPART_TRISIBL
(18,23),(18,27),(18,29),-0.0587927 # DEPENDENCYPART_TRISIBL
(18,23),(18,27),(18,30),-0.0941537 # DEPENDENCYPART_TRISIBL
(18,23),(18,27),(18,31),-0.142731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,28),(18,29),-0.0508397 # DEPENDENCYPART_TRISIBL
(18,23),(18,28),(18,30),-0.0826727 # DEPENDENCYPART_TRISIBL
(18,23),(18,28),(18,31),-0.125958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,29),(18,30),-0.0974138 # DEPENDENCYPART_TRISIBL
(18,23),(18,29),(18,31),-0.0978009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,30),(18,31),-0.109325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,25),(18,26),-0.0459206 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,27),-0.0811136 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,28),-0.04646 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,29),-0.0459214 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,30),-0.0889771 # DEPENDENCYPART_TRISIBL
(18,24),(18,25),(18,31),-0.134387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,26),(18,27),-0.0816806 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,28),-0.0546215 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,29),-0.0533121 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(18,24),(18,26),(18,31),-0.0180729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,27),(18,28),-0.0533936 # DEPENDENCYPART_TRISIBL
(18,24),(18,27),(18,29),-0.0558318 # DEPENDENCYPART_TRISIBL
(18,24),(18,27),(18,30),-0.100996 # DEPENDENCYPART_TRISIBL
(18,24),(18,27),(18,31),-0.0934473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,28),(18,29),-0.0512664 # DEPENDENCYPART_TRISIBL
(18,24),(18,28),(18,30),-0.0928617 # DEPENDENCYPART_TRISIBL
(18,24),(18,28),(18,31),-0.0707853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,29),(18,30),-0.0798298 # DEPENDENCYPART_TRISIBL
(18,24),(18,29),(18,31),-0.0180887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,30),(18,31),-0.066822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,26),(18,27),-0.0728598 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,28),-0.0620559 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,29),-0.0747331 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,30),-0.0344928 # DEPENDENCYPART_TRISIBL
(18,25),(18,26),(18,31),-0.117274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,25),(18,27),(18,28),-0.0617539 # DEPENDENCYPART_TRISIBL
(18,25),(18,27),(18,29),-0.0677157 # DEPENDENCYPART_TRISIBL
(18,25),(18,27),(18,30),-0.0455895 # DEPENDENCYPART_TRISIBL
