# _root_ Interprovincial Pipe Line Co. , an oil pipeline operator rumored to be mulling a gas pipeline proposal of its own , said that is n't in the cards .
#goldHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
#predictedHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
(25,20),(20,20),(20,16),-0.0261441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,15),-0.0261441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,11),-0.0331204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,-1),0.0129559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,19),(20,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,-1),-0.0194409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,18),(20,17),-0.0198782 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,16),-0.0198782 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,15),-0.0198782 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,-1),-0.0339872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,17),(20,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,-1),-0.0258737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,16),(20,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,16),(20,-1),-0.0258737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,15),(20,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,15),(20,-1),-0.0258737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,11),(20,-1),-0.0337278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.118106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,30),-0.0672017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,30),-0.136306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,-1),0.0167235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,25),-0.145152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,26),-0.147864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,28),-0.148366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,30),-0.256128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,26),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,28),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,30),-0.170792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,26),(24,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,30),-0.0445209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,28),(24,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,28),(24,30),-0.164965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,29),(24,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,23),-0.0312495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,22),-0.0340507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,21),-0.0339182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,20),-0.0396632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,18),-0.0373201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,17),-0.0575527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,13),-0.0336768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,12),-0.0365628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,10),-0.0336768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,9),-0.057528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,5),-0.0339182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,4),-0.0575285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,3),-0.057528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,2),-0.057528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,1),-0.057528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,-1),0.065445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,23),(24,22),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,21),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,18),-0.0229121 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,17),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,13),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,12),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,10),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,9),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,5),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,4),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,3),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,2),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,1),-0.0203451 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,23),(24,-1),-0.0329397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,22),(24,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,18),-0.0197813 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,17),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,13),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,12),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,10),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,9),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,4),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,3),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,2),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,1),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,22),(24,-1),-0.0227919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,21),(24,20),-0.0194499 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,18),-0.0199233 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,17),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,13),-0.0202855 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,12),-0.0202886 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,10),-0.0202855 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,9),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,4),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,3),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,2),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,1),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,21),(24,-1),-0.0160521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,20),(24,18),-0.0187688 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,17),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,13),-0.0144642 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,12),-0.0144642 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,10),-0.0144642 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,9),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,5),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,4),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,3),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,2),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,1),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,20),(24,-1),-0.0443872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,18),(24,17),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,13),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,12),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,10),-0.0199072 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,9),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,5),-0.0201218 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,4),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,3),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,2),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,1),-0.0205133 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,18),(24,-1),-0.036579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,17),(24,13),-0.0181777 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,12),-0.0182316 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,10),-0.0181777 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,9),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,5),-0.0200399 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,4),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,3),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,2),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,1),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,17),(24,-1),-0.0452907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,13),(24,12),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,10),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,9),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,4),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,3),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,2),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,1),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,13),(24,-1),-0.0225008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,12),(24,10),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,9),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,4),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,3),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,2),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,1),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,12),(24,-1),-0.0254438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,10),(24,9),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,4),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,3),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,2),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,1),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,10),(24,-1),-0.0225008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,9),(24,5),-0.0200399 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,9),(24,4),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,9),(24,3),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,9),(24,2),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,9),(24,1),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,9),(24,-1),-0.0452907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,5),(24,4),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,5),(24,3),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,5),(24,2),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,5),(24,1),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,5),(24,-1),-0.0160521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,4),(24,3),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,4),(24,2),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,4),(24,1),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,4),(24,-1),-0.0453025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,3),(24,2),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,3),(24,1),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,3),(24,-1),-0.0452907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,2),(24,1),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,2),(24,-1),-0.0452907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,1),(24,-1),-0.0452907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,27),-0.0278651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,28),-0.0450695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,29),-0.0194975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,30),0.0290844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,27),(26,28),-0.0197996 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,30),-0.0256658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,28),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,28),(26,30),-0.0782206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,29),(26,30),-0.0195066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,25),0.0885394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,23),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),-0.0489111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,-1),-0.173589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,23),(26,-1),-0.138077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,27),(27,30),-0.0234027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,-1),-0.15657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,28),(28,29),-0.0285727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,30),-0.0535692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,29),(28,30),-0.0300947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,28),(28,27),0.0768171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,26),0.151106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,25),0.108214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,23),-0.146892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,19),-0.145798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,28),(28,-1),-0.204739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,27),(28,26),0.109383 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,25),0.117166 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,27),(28,-1),-0.155133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,26),(28,25),0.107946 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,26),(28,-1),-0.114414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,25),(28,23),-0.144855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,28),(28,25),(28,-1),-0.154642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,28),(28,23),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,28),(28,23),(28,-1),-0.116656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,28),(28,19),(28,-1),-0.143747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,24),0.106029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,23),(23,23),(23,30),-0.0729576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,23),(23,24),(23,30),-0.146533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,23),(23,23),(23,-1),0.0289979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,25),(25,26),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,28),-0.150951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,30),-0.199211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,26),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,28),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,26),(25,30),-0.157043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,27),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,27),(25,30),-0.150403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,28),(25,30),-0.073762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,25),(25,24),-0.0507822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,23),0.00218136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,20),-0.0122287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),-0.0106319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.01946 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.0183077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,20),-0.0195296 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),-0.0775151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,20),(25,-1),-0.0113271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,30),-0.0738497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,27),(27,-1),-0.211491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,28),(28,29),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,30),0.199739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,29),(28,30),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,27),0.0863297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,26),0.134278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,25),-0.144746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,23),-0.153827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,19),-0.153087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,27),(28,26),0.107137 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,25),-0.148054 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,23),-0.144737 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,-1),-0.0762277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,26),(28,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,23),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,19),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,-1),-0.134724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,25),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,-1),-0.15957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,23),(28,19),-0.144719 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,-1),-0.121239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,19),(28,-1),-0.125825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,29),(29,30),-0.0850546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,29),(29,26),0.10659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,29),(29,29),(29,-1),-0.200201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,29),(29,26),(29,-1),-0.147651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,19),(19,19),(19,30),-0.069877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,19),(19,19),(19,-1),0.0452924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,23),(23,24),0.111126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,23),(23,23),(23,30),-0.19758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,23),(23,24),(23,30),-0.145409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,23),(23,23),(23,-1),-0.372675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,25),(25,26),0.107136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,27),0.0973754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,28),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,30),-0.250362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,26),(25,27),0.109024 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,28),-0.144702 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,30),-0.132119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,27),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,27),(25,30),-0.149541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,28),(25,30),-0.167542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
