# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(3,6),(3,12),(3,14),-0.0266111 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0835488 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.115677 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,20),-0.0866882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.0740199 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),-0.100342 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,20),-0.0333542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,19),-0.0887602 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,20),-0.264145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,20),-0.0708933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,11),0.0366693 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,12),-0.109807 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.0832062 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,15),-0.0403283 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.125669 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,20),-0.050768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,12),-0.0938018 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,14),-0.0642811 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,15),-0.0508612 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,19),-0.0922605 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,20),-0.0937723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,14),-0.069914 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,15),-0.01351 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,19),-0.0993422 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,20),-0.145718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,15),-0.0438343 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,19),-0.0904025 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,20),-0.144243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,19),-0.125669 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,20),-0.050768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,20),-0.0501516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),0.0288966 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),0.149258 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,15),0.280938 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,19),-0.144375 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,20),-0.190208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,14),-0.0200806 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,15),0.561769 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),-0.0947596 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,20),-0.0792563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,15),0.504803 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,19),-0.240458 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,20),-0.112306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,19),-0.136105 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,20),-0.237419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,20),-0.286124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,14),-0.0410063 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,15),0.0722731 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,19),-0.131413 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,20),-0.0484336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,15),0.111188 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,19),-0.124573 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,20),-0.0488785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,19),-0.114744 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,20),-0.123605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,19),(3,20),-0.109273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,15),-0.085839 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,19),-0.0454238 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,20),-0.10067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,15),(3,19),-0.0887279 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,20),-0.00891311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,20),-0.0499294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,19),-0.123552 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,20),-0.037014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,19),(3,20),-0.0391664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,19),(3,20),-0.286124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.162521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.0518774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.254344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.110095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0092174 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0469343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0604802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0296006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.111092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.00720534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.0469322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.0296006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,16),-0.0581499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),0.00979705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,20),0.0485727 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,8),-0.0870548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.10628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.0287908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.188444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.127429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.0870506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0287908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,16),-0.10123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),-0.0804758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,20),-0.0443141 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0625289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),0.00342783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.0834109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.0381971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.0488234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),0.00342783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,16),-0.0649213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),0.0344941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,20),0.0467135 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),0.00397695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.0835045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.0461279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.0542943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),0.00397695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,16),-0.0703922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,19),0.0234995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,20),0.0218908 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.171281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.176424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.252501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.115965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,16),-0.266034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.0360566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,20),-0.104746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.0959361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),0.0028337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.0581631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,16),-0.0109408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,19),-0.0607263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,20),-0.149671 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,14),-0.0537637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,15),0.00580458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,16),-0.067546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,19),0.0791988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,20),0.105675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),0.00342816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,16),-0.0649213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,19),0.0344941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,20),0.0471419 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,16),-0.266034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.0360566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,20),-0.104746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,16),(4,19),0.043213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,20),0.0336939 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,19),(4,20),-0.108951 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,8),-0.10918 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.109211 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),0.0157261 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0699385 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.109245 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.10918 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),0.0157261 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,16),-0.10888 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),0.0497279 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,20),-0.0187401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.101864 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0274048 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0726967 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.090928 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.101811 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0274048 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,16),-0.10164 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,19),-0.0825521 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,20),-0.031604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0282515 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0726967 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,12),-0.090928 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.101817 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.0282515 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,16),-0.101646 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,19),-0.0827613 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,20),-0.0320313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0139381 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,12),-0.0473622 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.111488 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.0327254 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,16),-0.110449 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,19),-0.0653239 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,20),-0.0893242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.0392026 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.0971234 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.027848 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,16),-0.0968231 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,19),-0.0418401 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,20),-0.0655468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,14),-0.0672044 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,15),0.045053 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,16),-0.0669041 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,19),-0.11077 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,20),-0.0585907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,15),-0.0274048 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,16),-0.10164 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,19),-0.0825521 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,20),-0.031604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,16),-0.110449 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,19),-0.0653239 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,20),-0.0893242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,16),(4,19),-0.0825521 # DEPENDENCYPART_TRISIBL
(4,5),(4,16),(4,20),-0.0317214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,19),(4,20),0.00548367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.0852988 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.0626242 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.114438 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.0822983 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.0848389 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.0626242 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,16),-0.0861788 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,19),-0.0887127 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,20),-0.0433001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.0626296 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.114438 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,12),-0.082311 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.0848414 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),-0.0626296 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,16),-0.0861812 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,19),-0.0887131 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,20),-0.0418442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.104555 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,12),-0.105596 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),0.0638214 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),-0.0952386 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,16),0.0611427 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,19),-0.0239194 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,20),-0.184624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.134376 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.0453944 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),-0.0797711 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,16),-0.0467343 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,19),-0.0682048 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,20),-0.109868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,14),-0.0685754 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,15),-0.0568278 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,16),-0.0699152 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,19),-0.0928797 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,20),-0.0584481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,15),-0.0626242 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,16),-0.0861788 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,19),-0.0887127 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,20),-0.0432979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,16),0.0611427 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,19),-0.0239194 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,20),-0.184624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,16),(4,19),-0.0887127 # DEPENDENCYPART_TRISIBL
(4,6),(4,16),(4,20),-0.0397285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,19),(4,20),-0.0431167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),-0.0156281 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.066207 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,12),-0.0738648 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,14),-0.133093 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,15),-0.0156281 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,16),-0.132548 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,19),-0.0522107 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,20),-0.0363064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),0.031179 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,12),-0.0465484 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,14),-0.209672 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,15),-0.00328836 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,16),-0.208267 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,19),-0.131915 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,20),-0.0864713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,12),-0.0830555 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,14),-0.124926 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.0280013 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,16),-0.124326 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,19),-0.074684 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,20),-0.0762504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,12),(4,14),-0.121269 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,15),-0.0180945 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,16),-0.120669 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,19),-0.0769435 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,20),-0.0577469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,15),-0.0156243 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,16),-0.1325 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,19),-0.0634633 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,20),-0.0351937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,16),-0.208267 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,19),-0.131915 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,20),-0.0864713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,16),(4,19),-0.0640931 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,20),-0.0379546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,19),(4,20),0.0143288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),0.0260084 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,12),-0.0479538 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,14),-0.210448 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,15),0.000695997 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,16),-0.209043 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,19),-0.135603 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,20),-0.0998091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,12),-0.0838707 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,14),-0.125702 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,15),-0.0240169 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,16),-0.125102 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,19),-0.0783724 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,20),-0.0864836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,12),(4,14),-0.122046 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,15),-0.0141381 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,16),-0.121446 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,19),-0.0841744 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,20),-0.0724981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,14),(4,15),-0.0119464 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,16),-0.133373 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,19),-0.0691989 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,20),-0.0520513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,15),(4,16),-0.209043 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,19),-0.135603 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,20),-0.0998091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,16),(4,19),-0.0698286 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,20),-0.0548122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,19),(4,20),0.00405215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,12),0.0662402 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,14),-0.01806 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,15),0.0995686 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,16),-0.019749 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,19),-0.070936 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,20),0.0352011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,12),(4,14),-0.0752965 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,15),0.238205 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,16),-0.0769821 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,19),0.0252123 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,20),0.010266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
