# _root_ Here , wedged between shifting dunes and pounding waves at the world 's most inhospitable diamond dig , lies the earth 's most precious jewel box .
#goldHeads=19,19,19,3,6,7,4,9,7,3,12,17,12,15,17,17,10,19,0,21,26,21,26,26,26,19,19,
#predictedHeads=19,19,19,3,7,5,4,7,8,8,12,10,12,15,17,17,13,19,0,21,22,19,24,26,26,22,19,
(22,9),(9,3),(9,-1),-0.0180149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,2),(9,1),-0.0602493 # DEPENDENCYPART_GRANDSIBL
(22,9),(9,2),(9,-1),-0.0678186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,9),(9,1),(9,-1),-0.0272134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,10),(10,11),0.102585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,12),0.121315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,13),0.131752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,15),0.0724724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,16),0.120461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,17),0.120461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,21),0.117634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,28),0.00211672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,10),(10,11),(10,12),0.116203 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,13),0.109522 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,15),0.108266 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,16),0.116204 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,17),0.116204 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,21),0.116204 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,28),-0.183081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,12),(10,13),0.108251 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,15),0.108769 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,16),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,17),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,21),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,28),-0.150449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,13),(10,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,16),0.109435 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,17),0.109435 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,21),0.109435 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,28),-0.107826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,15),(10,16),0.109087 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,15),(10,17),0.109087 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,15),(10,21),0.109087 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,15),(10,28),-0.136596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,16),(10,17),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,16),(10,21),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,16),(10,28),-0.151302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,17),(10,21),0.103982 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,17),(10,28),-0.151302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,21),(10,28),-0.154129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,10),(10,9),0.0346568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,5),0.026828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,-1),-0.087619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,10),(10,9),(10,5),-0.031665 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,9),(10,-1),0.0936813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,5),(10,-1),-0.0425727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,12),(12,12),(12,13),0.121551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,12),(12,12),(12,18),0.0493913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,12),(12,12),(12,28),-0.2025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,12),(12,13),(12,18),0.162738 # DEPENDENCYPART_GRANDSIBL
(22,12),(12,13),(12,28),-0.158934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,12),(12,18),(12,28),-0.138561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,12),(12,12),(12,11),-0.0956253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,12),(12,12),(12,10),-0.0976489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,12),(12,12),(12,9),0.0326798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,12),(12,12),(12,-1),0.0217421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,12),(12,11),(12,10),-0.0285645 # DEPENDENCYPART_GRANDSIBL
(22,12),(12,11),(12,9),-0.042012 # DEPENDENCYPART_GRANDSIBL
(22,12),(12,11),(12,-1),0.0304643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,12),(12,10),(12,9),-0.0387667 # DEPENDENCYPART_GRANDSIBL
(22,12),(12,10),(12,-1),-0.0478524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,12),(12,9),(12,-1),-0.0069385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,13),(13,14),0.0659171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,15),0.141165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,16),0.137983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,17),0.137983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,18),0.117658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,19),0.134789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,21),0.14064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,22),-0.135381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,24),-0.159201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,26),-0.190893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,28),-0.291738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,14),(13,15),0.119924 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,16),0.117118 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,17),0.117118 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,18),0.111292 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,19),0.101333 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,21),0.117118 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,22),-0.145004 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,24),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,26),-0.145891 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,28),-0.171113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,15),(13,16),0.112075 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,17),0.112075 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,18),0.112202 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,19),0.104621 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,21),0.112075 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,22),-0.146261 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,26),-0.145006 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,28),-0.136416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,16),(13,17),0.097427 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,18),0.101199 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,19),0.10492 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,21),0.097427 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,24),-0.145005 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,26),-0.147956 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,28),-0.188138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,17),(13,18),0.101199 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,19),0.10492 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,21),0.097427 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,24),-0.145005 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,26),-0.147956 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,28),-0.188138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,18),(13,19),0.135264 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,21),0.121789 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,22),-0.160225 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,24),-0.145198 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,26),-0.146784 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,28),-0.113932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,19),(13,21),0.0906272 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,22),-0.145088 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,24),-0.145245 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,26),-0.145197 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,27),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,28),-0.134238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,21),(13,22),-0.143994 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,21),(13,24),-0.145005 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,21),(13,26),-0.147956 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,21),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,21),(13,28),-0.185482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,22),(13,24),-0.145245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,22),(13,26),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,22),(13,27),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,22),(13,28),-0.127189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,24),(13,26),-0.145006 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,24),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,24),(13,28),-0.136416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,26),(13,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,26),(13,28),-0.188388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,27),(13,28),-0.144838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,13),(13,12),0.0551884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,11),-0.0365722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,10),-0.0664544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,9),0.0553301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,8),-0.0770555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,7),-0.00792933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,6),0.0553293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,5),-0.0770555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,4),-0.0612857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,3),-0.0770555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,2),-0.105614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,1),-0.0431039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,-1),0.0626404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,12),(13,11),-0.0221763 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,10),0.0118861 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,9),-0.00424932 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,8),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,7),0.00472982 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,6),-0.00424932 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,5),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,4),-0.00687324 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,3),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,2),-0.0561733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,1),-0.0400307 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,-1),-0.0140902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,11),(13,10),-0.0114458 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,9),-0.0247491 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,8),-0.0245886 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,7),-0.017095 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,6),-0.0247491 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,5),-0.0245886 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,4),-0.0112656 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,3),-0.0245886 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,2),-0.0196476 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,1),-0.0195945 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,-1),-0.0438819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,10),(13,9),0.00159261 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,8),-0.0103954 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,7),-0.0274678 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,6),0.000694474 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,5),-0.0103954 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,4),-0.0456646 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,3),-0.0103954 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,2),0.0579483 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,1),-0.0279882 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,10),(13,-1),0.0313928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,9),(13,8),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,7),0.00472982 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,6),-0.00424932 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,5),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,4),-0.00681133 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,3),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,2),-0.0560656 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,1),-0.0400307 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,9),(13,-1),-0.01405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,8),(13,7),-0.0169431 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,6),-0.0262888 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,5),0.00443128 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,4),-0.0291949 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,3),0.00443128 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,2),0.000644598 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,1),-0.0271684 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,8),(13,-1),-0.0461424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,7),(13,6),-0.136854 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,5),-0.126015 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,4),-0.0211936 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,3),-0.129677 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,2),-0.0893462 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,1),0.00285063 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,7),(13,-1),-0.0603068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,6),(13,5),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,6),(13,4),-0.00681133 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,6),(13,3),-0.0553733 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,6),(13,2),-0.0560656 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,6),(13,1),-0.0400307 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,6),(13,-1),-0.0149489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,5),(13,4),-0.0291949 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,5),(13,3),0.00443128 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,5),(13,2),0.000644598 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,5),(13,1),-0.0271684 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,5),(13,-1),-0.0461424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,4),(13,3),-0.0257234 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,4),(13,2),0.0633352 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,4),(13,1),-0.0199528 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,4),(13,-1),0.0616407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,3),(13,2),0.000644598 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,3),(13,1),-0.0271684 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,3),(13,-1),-0.0461424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,2),(13,1),-0.0322363 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,2),(13,-1),0.115522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,1),(13,-1),0.0139963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,15),(15,16),0.149195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,28),-0.220431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,16),(15,28),-0.0536507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,15),(15,14),0.00414056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,12),-0.0251357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,11),-0.0102963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,-1),-0.0281996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,14),(15,12),-0.0232088 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,14),(15,11),-0.00730072 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,14),(15,-1),-0.0170453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,12),(15,11),-0.0199066 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,12),(15,-1),-0.0793564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,11),(15,-1),0.00481732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,17),(17,18),0.0493919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,19),0.123037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,21),0.0277585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,22),-0.126519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,24),-0.15645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,26),-0.0538673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,28),-0.199691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,18),(17,19),0.121656 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,21),0.186519 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,22),-0.159657 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,24),-0.146717 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,26),-0.161032 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,28),-0.13783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,19),(17,21),0.112498 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,22),-0.142049 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,24),-0.144893 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,26),-0.142065 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,28),-0.14505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,21),(17,22),-0.145068 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,21),(17,24),-0.145686 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,21),(17,26),-0.139044 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,21),(17,28),-0.115517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,22),(17,24),-0.144893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,22),(17,26),-0.142065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,22),(17,28),-0.158796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,24),(17,26),-0.14492 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,24),(17,28),-0.10302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,26),(17,28),-0.115517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,17),(17,16),0.0337388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,15),-0.00291747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,12),0.0384535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,11),-0.0919067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,10),-0.0952794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,8),-0.0184881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,-1),0.0243251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,16),(17,15),-0.0176042 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,12),-0.0218892 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,11),0.016317 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,10),-0.03417 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,8),-0.00551653 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,-1),-0.00341277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,15),(17,12),-0.00294975 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,15),(17,11),0.00634754 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,15),(17,10),-0.0193492 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,15),(17,8),-0.0134631 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,15),(17,-1),-0.0141153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,12),(17,11),0.0169542 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,12),(17,10),-0.03417 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,12),(17,8),-0.00551653 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,12),(17,-1),-0.00665599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,11),(17,10),-0.0285645 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,11),(17,8),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,11),(17,-1),0.0346475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,10),(17,8),-0.0342964 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,10),(17,-1),-0.0458671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,8),(17,-1),-0.0180149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,18),(18,28),-0.129107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
