# _root_ The unpopular Mr. Sarney , whose task was to bring about a smooth transition to democracy after 21 years of military rule , is n't seeking re-election .
#goldHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,14,15,10,19,17,19,22,20,4,0,24,24,26,24,
#predictedHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,10,15,10,19,17,19,22,20,4,0,24,24,26,24,
(0,8),(0,24),(0,29),-0.250023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,8),(0,26),(0,29),-0.25092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,24),(0,26),-0.157519 # DEPENDENCYPART_TRISIBL
(0,10),(0,24),(0,29),-0.240174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,10),(0,26),(0,29),-0.241072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,24),(0,26),(0,29),-0.250515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,5),-0.0944965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,29),-0.271417 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,29),-0.359958 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,5),(1,29),-0.0894303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.147585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0865736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.14759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.0477544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,29),-0.172689 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.0860045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.146267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.0474527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,29),-0.140044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,7),-0.178533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,8),-0.0626023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,29),-0.27831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.0478694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,29),-0.141636 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,29),-0.0732391 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,5),-0.0445962 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0932501 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.0677709 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,29),-0.0976091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,5),(2,7),-0.0997955 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,8),-0.0575483 # DEPENDENCYPART_TRISIBL
(2,3),(2,5),(2,29),-0.084282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0677709 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,29),-0.0976091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,29),-0.0915756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,5),(2,7),-0.0997931 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,8),-0.0568216 # DEPENDENCYPART_TRISIBL
(2,4),(2,5),(2,29),-0.077869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.0669463 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,29),-0.0920632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,29),-0.0865624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,7),(2,8),-0.0584607 # DEPENDENCYPART_TRISIBL
(2,5),(2,7),(2,29),-0.0831161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,5),(2,8),(2,29),-0.0754632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,29),-0.087738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.0997017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.120228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.115714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.0681426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,29),-0.143687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,7),-0.0544082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0914096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,29),-0.705533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0685588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,29),-0.145272 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,29),-0.132078 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,7),-0.0825111 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.0939668 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,29),-0.0367346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0752532 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,29),-0.130401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,29),-0.139489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0470658 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,29),-0.0989012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,29),-0.0521649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,29),-0.140569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.1072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.120006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.0917664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.0318166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,7),-0.0558739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0878971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.0558725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,23),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,28),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,29),-0.680489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0659015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.116429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,23),-0.116814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,28),-0.116287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,29),-0.117431 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,14),-0.142991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,23),-0.0450571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,28),-0.0612028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,29),-0.105317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,23),-0.119005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,28),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,29),-0.114928 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,23),(4,28),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,23),(4,29),-0.680489 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,28),(4,29),-0.216513 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,7),(4,8),-0.0470658 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.0825822 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,23),0.509315 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,28),-0.240196 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,29),-0.100924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,14),-0.0202541 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,23),0.585387 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,28),-0.0965652 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,29),-0.0539602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,23),0.509315 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,28),-0.240196 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,29),-0.100923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,23),(4,28),-0.135966 # DEPENDENCYPART_TRISIBL
(4,5),(4,23),(4,29),-0.231022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,28),(4,29),-0.279662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,14),-0.0668636 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,23),-0.0155457 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,28),-0.0929731 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,29),-0.138346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,14),(4,23),-0.045511 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,28),-0.0869642 # DEPENDENCYPART_TRISIBL
(4,7),(4,14),(4,29),-0.129424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,23),(4,28),-0.123538 # DEPENDENCYPART_TRISIBL
(4,7),(4,23),(4,29),-0.0354985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,28),(4,29),-0.0385759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,23),-0.0874485 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,28),-0.0407011 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,29),-0.115171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,23),(4,28),-0.0854154 # DEPENDENCYPART_TRISIBL
(4,8),(4,23),(4,29),-0.0202839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,28),(4,29),-0.0825766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,23),(4,28),-0.123538 # DEPENDENCYPART_TRISIBL
(4,14),(4,23),(4,29),-0.0317639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,28),(4,29),-0.0348087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,23),(4,28),(4,29),-0.279662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.0529477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.0457038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.00473984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.101307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.111333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.0816183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),0.058494 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.0927034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.0436257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),0.0362134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0877679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.0834248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,28),-0.0612028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,29),-0.104943 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.128607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,28),-0.121632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,29),-0.103198 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,28),-0.0533743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,29),-0.103415 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,28),(7,29),-0.216137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.101052 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,28),-0.0695713 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,29),-0.123611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,28),-0.108668 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,29),-0.109591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,28),(7,29),-0.0844174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,28),-0.0626558 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,29),-0.102879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,28),(7,29),-0.0755711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,28),(7,29),-0.0741047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0998777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.124741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.152714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.106879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.0770429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.146395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.0746945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.102776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.274686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.131139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.400648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.231015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.0738961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.0339921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),-0.166779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.0529477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.0446886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.00478536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.0992763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.111806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.0829694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0800169 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),-0.0800134 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0674149 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.07745 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.108074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),-0.0741236 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.0674238 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.0940051 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.0955827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.0674238 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0940051 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.0955827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0774636 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.0946131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.102611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),0.00308874 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),0.0523344 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.021196 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),-0.123213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),0.0523344 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.021196 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.123467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),0.220786 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.177369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.227543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),0.0437536 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,1),0.0599323 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.131135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),0.0427579 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),-0.0856847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.0285644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),0.058494 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.0932877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.04421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),0.0382478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.113022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0580272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0902245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.0432244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.111431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.0433556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0539051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.0400128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),-0.0472451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,24),-0.13708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.00654311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,26),-0.123368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,28),-0.0960654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,29),-0.0117409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.122822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.0952411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0530333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0600986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0531622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.067668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.0497251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.00235949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,24),-0.0644064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.0375469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,26),-0.0481899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,28),0.0588608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,29),0.0865304 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,13),-0.0626749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),0.0597289 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.0250851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),0.0595977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.157946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),0.0604888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,23),-0.0913615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,24),-0.126196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,25),-0.00362213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,26),-0.112317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,28),-0.0803804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,29),-0.112603 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.0469361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),0.00216661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.0470672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),-0.0787351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.0436444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.0296006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,24),-0.0415193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,25),-0.00668492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,26),-0.0240093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,28),0.00968177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,29),0.0496755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),0.0652863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.049229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.0440626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.0445402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,23),0.00342222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,24),-0.0497514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,25),0.019056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,26),-0.0474108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,28),0.0344941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,29),0.0485332 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0433556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.0539051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.0400128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,23),-0.0472451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,24),-0.13708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,25),-0.00654311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,26),-0.123368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,28),-0.0960654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,29),-0.0117409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),-0.0519171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),-0.0442705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,23),0.00342816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,24),-0.0497513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,25),0.019056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
