# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(29,8),(8,15),(8,22),0.0936485 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,25),0.0913423 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,26),0.0966168 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,27),0.11325 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,15),(8,31),-0.0267768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,16),(8,18),0.129508 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,19),0.140095 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,22),0.129324 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,25),0.127359 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,26),0.0836389 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,27),0.113409 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,16),(8,31),-0.184023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,18),(8,19),0.167119 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,22),0.0936314 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,25),0.0913252 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,26),0.0964936 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,27),0.11325 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,18),(8,31),-0.03001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,19),(8,22),0.133783 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,19),(8,25),0.131818 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,19),(8,26),0.0931623 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,19),(8,27),0.113537 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,19),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,19),(8,31),-0.168896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,22),(8,25),0.0913275 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,22),(8,26),0.0963961 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,22),(8,27),0.11325 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,22),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,22),(8,31),-0.0275771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,25),(8,26),0.0969867 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,25),(8,27),0.11325 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,25),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,25),(8,31),-0.0346882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,26),(8,27),0.217012 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,26),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,26),(8,31),-0.155262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,27),(8,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,27),(8,31),-0.0742844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,30),(8,31),-0.145444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,8),(8,7),0.0653977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,5),-0.0320022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,4),-0.0014643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,3),-0.0741928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,2),0.00142044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,1),-0.0487758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,8),(8,8),(8,-1),-0.00427735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,8),(8,7),(8,5),-0.0330837 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,7),(8,4),-0.0484765 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,7),(8,3),0.0101298 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,7),(8,2),-0.0484755 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,7),(8,1),-0.0664137 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,7),(8,-1),-0.0284465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,5),(8,4),-0.0759718 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,5),(8,3),-0.0143447 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,5),(8,2),-0.0759718 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,5),(8,1),-0.0825488 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,5),(8,-1),-0.0439554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,4),(8,3),-0.059267 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,4),(8,2),0.000658024 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,4),(8,1),0.0117823 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,4),(8,-1),-0.0286526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,3),(8,2),-0.00844628 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,3),(8,1),-0.0365068 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,3),(8,-1),-0.0129674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,2),(8,1),0.0103659 # DEPENDENCYPART_GRANDSIBL
(29,8),(8,2),(8,-1),-0.0289886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,8),(8,1),(8,-1),-0.0931263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,10),(10,10),(10,31),-0.0275634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,10),(10,10),(10,-1),0.0593642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,11),(11,11),(11,12),0.0674145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,13),0.183162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,14),0.15809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,15),0.0179574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,16),0.165857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,17),0.0726778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,18),0.0183377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,19),0.191539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,20),0.0726778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,22),0.0178058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,23),0.165857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,26),0.113188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,27),0.0907862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,29),-0.144201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,11),(11,11),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,31),-0.0711314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,11),(11,12),(11,13),0.100563 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,14),0.114789 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,15),0.111316 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,16),0.0990075 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,17),0.119198 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,18),0.111303 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,19),0.101047 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,20),0.119198 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,22),0.111316 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,23),0.0990075 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,26),0.107707 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,27),0.119148 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,29),-0.124973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,12),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,12),(11,31),0.0021856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,13),(11,14),0.11539 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,15),0.120631 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,16),0.111144 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,17),0.116475 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,18),0.12063 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,19),0.112258 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,20),0.116475 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,22),0.12063 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,23),0.111144 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,26),0.0883634 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,27),0.113539 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,29),-0.124921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,13),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,13),(11,31),-0.0937109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,14),(11,15),0.144347 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,16),0.12169 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,17),0.136924 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,18),0.144347 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,19),0.122563 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,20),0.136924 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,22),0.144348 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,23),0.12169 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,26),0.110948 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,27),0.117568 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,14),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,14),(11,31),-0.11528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,15),(11,16),0.122509 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,17),0.129382 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,18),0.141901 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,19),0.127238 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,20),0.129382 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,22),0.142226 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,23),0.122509 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,26),0.14615 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,27),0.115145 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,29),-0.126676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,15),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,15),(11,31),-0.163203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,16),(11,17),0.115705 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,18),0.120737 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,19),0.104927 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,20),0.115705 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,22),0.120737 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,23),0.103813 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,26),0.0904311 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,27),0.11308 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,29),-0.124921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,16),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,16),(11,31),-0.134302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,17),(11,18),0.117474 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,19),0.121386 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,22),0.117474 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,23),0.120633 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,26),0.113038 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,27),0.118761 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,17),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,17),(11,31),-0.121524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,18),(11,19),0.127233 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,20),0.129382 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,22),0.141996 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,23),0.122504 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,26),0.14615 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,27),0.115145 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,29),-0.126676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,18),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,18),(11,31),-0.162954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,19),(11,20),0.116478 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,22),0.121684 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,23),0.108394 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,26),0.0913378 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,27),0.113557 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,29),-0.124921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,19),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,19),(11,31),-0.104612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,20),(11,22),0.117474 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,20),(11,23),0.120633 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,20),(11,26),0.113038 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,20),(11,27),0.118761 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,20),(11,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,20),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,20),(11,31),-0.121524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,22),(11,23),0.121709 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,22),(11,26),0.146145 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,22),(11,27),0.115145 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,22),(11,29),-0.126676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,22),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,22),(11,31),-0.164323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,23),(11,26),0.0904311 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,23),(11,27),0.11308 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,23),(11,29),-0.124921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,23),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,23),(11,31),-0.134302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,26),(11,27),0.1354 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,26),(11,29),-0.145941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,26),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,26),(11,31),-0.203046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,27),(11,29),-0.125236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,27),(11,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,27),(11,31),-0.120219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,29),(11,30),-0.125531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,29),(11,31),-0.0832719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,11),(11,30),(11,31),-0.131607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,11),(11,10),-0.010228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,9),-0.0482653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,8),-0.0493123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,7),-0.00409641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,6),-0.0580179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,5),-0.0732264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,4),-0.1403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,3),0.0496078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,2),-0.138972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,1),-0.0365555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,11),(11,11),(11,-1),-0.208555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,11),(11,10),(11,9),-0.0524944 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,8),0.0145107 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,7),-0.0489399 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,6),0.0144859 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,5),0.0114501 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,4),-0.0455478 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,3),-0.0982572 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,2),-0.0455247 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,1),-0.0551557 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,10),(11,-1),-0.0236479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,9),(11,8),-0.0296698 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,7),-0.0411034 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,6),-0.0296698 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,5),-0.0315105 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,4),-0.0709781 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,3),-0.0248251 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,2),-0.0709756 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,1),-0.0496765 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,9),(11,-1),-0.0438689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,8),(11,7),-0.0436361 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,6),-0.0355202 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,5),-0.0412837 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,4),-0.0309145 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,3),-0.0316602 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,2),-0.0370224 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,1),-0.00359372 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,8),(11,-1),-0.123591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,7),(11,6),-0.0478809 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,5),-0.0478959 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,4),-0.0419077 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,3),-0.0491492 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,2),-0.0419077 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,1),-0.0420072 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,7),(11,-1),-0.0126755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,6),(11,5),-0.0413419 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,6),(11,4),-0.0311173 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,6),(11,3),-0.0316589 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,6),(11,2),-0.0372252 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,6),(11,1),-0.00283905 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,6),(11,-1),-0.127148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,5),(11,4),-0.0295099 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,5),(11,3),-0.0293609 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,5),(11,2),-0.0356179 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,5),(11,1),-0.00818127 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,5),(11,-1),-0.139393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,4),(11,3),-0.0614211 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,4),(11,2),0.0182977 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,4),(11,1),-0.0337417 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,4),(11,-1),-0.046403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,3),(11,2),-0.0377554 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,3),(11,1),-0.0476298 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,3),(11,-1),-0.0278175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,2),(11,1),-0.0337417 # DEPENDENCYPART_GRANDSIBL
(29,11),(11,2),(11,-1),-0.0425266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,11),(11,1),(11,-1),-0.0460685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,12),(12,13),0.164807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,14),0.103563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,15),0.100724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,16),0.167688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,18),0.100639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,19),0.160667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,26),0.0698034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,12),(12,12),(12,29),-0.103132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,12),(12,12),(12,31),-0.0964039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,12),(12,13),(12,14),0.11585 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,15),0.1305 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,16),0.120782 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,18),0.130497 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,19),0.121374 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,26),0.102412 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,13),(12,29),-0.121904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,13),(12,31),-0.0993918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,14),(12,15),0.116727 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,14),(12,16),0.111191 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,14),(12,18),0.116727 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,14),(12,19),0.115567 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,14),(12,26),0.122623 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,14),(12,29),-0.124952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,14),(12,31),-0.117443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,15),(12,16),0.100371 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,15),(12,18),0.128985 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,15),(12,19),0.103747 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,15),(12,26),0.143559 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,15),(12,29),-0.124889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,15),(12,31),-0.121035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,12),(12,16),(12,18),0.12942 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,16),(12,19),0.124288 # DEPENDENCYPART_GRANDSIBL
(29,12),(12,16),(12,26),0.101811 # DEPENDENCYPART_GRANDSIBL
