# _root_ Nearby Paul Craig Roberts , a distinguished supply-sider with monetarist sympathies , argues the case for Sir Alan .
#goldHeads=13,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
#predictedHeads=4,4,4,13,4,8,8,4,8,11,9,4,0,15,13,15,18,16,13,
(13,11),(13,10),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),-0.0333962 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.0937353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.15727 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,7),-0.132263 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,6),-0.0292793 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,5),-0.0441221 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,4),-0.158084 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,3),-0.157313 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,2),-0.158147 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,1),0.00974906 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),0.013691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,7),-0.111809 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,6),-0.0352325 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,5),-0.0318341 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,4),-0.225171 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,1),-0.0333962 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.0937353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,7),(13,6),-0.0200528 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,5),-0.0474651 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,4),-0.19962 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,3),-0.19885 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,2),-0.199683 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,1),-0.0196988 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,-1),-0.0774484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,6),(13,5),-0.0463099 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,4),-0.177553 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,3),-0.176783 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,2),-0.177616 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,1),-0.0154806 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,-1),0.032752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,5),(13,4),-0.245979 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,3),-0.244394 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,2),-0.245254 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,1),0.028117 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,-1),-0.138846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,4),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,1),-0.0333962 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,-1),-0.0940425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,3),(13,2),-0.225991 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,1),-0.0333976 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,-1),-0.0937617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,2),(13,1),-0.0334419 # DEPENDENCYPART_TRISIBL
(13,11),(13,2),(13,-1),-0.0906697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),-0.0647451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.15727 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),-0.132263 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),-0.0288636 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.0441221 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),-0.158084 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,3),-0.157313 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,2),-0.158147 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),0.00956606 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),0.013691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.111809 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),-0.0348168 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,5),-0.0318341 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,4),-0.225171 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),-0.0335792 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.0937353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),-0.0196371 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,5),-0.0474651 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,4),-0.19962 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,3),-0.19885 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,2),-0.199683 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,1),-0.0198818 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.0774484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.0463099 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),-0.177553 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,3),-0.176783 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,2),-0.177616 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),-0.0158264 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),0.032752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),-0.245979 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,3),-0.244394 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,2),-0.245254 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),0.027934 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.138846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,1),-0.0335792 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),-0.0940425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,2),-0.225991 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,1),-0.0335806 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),-0.0937617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,2),(13,1),-0.0336249 # DEPENDENCYPART_TRISIBL
(13,10),(13,2),(13,-1),-0.0906697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),-0.0647451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.120312 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.0759382 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),-0.0310295 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,2),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),-0.0683984 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.0691328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.0709372 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),-0.0909811 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.148695 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.148695 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,2),-0.148696 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),-0.0634097 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.121485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),-0.0866991 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.126708 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.126708 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,2),-0.126709 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),-0.0633072 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.0865977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.0782314 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.0782314 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,2),-0.0782326 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),-0.0344571 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.141153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,2),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),-0.0683984 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.0691328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,2),-0.16052 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,1),-0.0683984 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.0691328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,2),(13,1),-0.0683984 # DEPENDENCYPART_TRISIBL
(13,9),(13,2),(13,-1),-0.0691328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),-0.0954279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.0200528 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),-0.0474651 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.19962 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.19885 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,2),-0.199683 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),-0.0196988 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.0774484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),-0.0463099 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.177553 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.176783 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,2),-0.177616 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),-0.0154806 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),0.032752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.245979 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.244394 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,2),-0.245254 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),0.028117 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.138846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.224445 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,2),-0.225974 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),-0.0333962 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.0940425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,2),-0.225991 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,1),-0.0333976 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.0937617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,2),(13,1),-0.0334419 # DEPENDENCYPART_TRISIBL
(13,8),(13,2),(13,-1),-0.0906697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),-0.0647451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),-0.00885428 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0637276 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.0637276 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,2),-0.0637276 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),-0.0478863 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.0281499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),0.128059 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,3),0.128059 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,2),0.128059 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),-0.0385665 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),-0.197181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,3),-0.105393 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,2),-0.105393 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,1),-0.0416951 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),-0.0604997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,3),(13,2),-0.105393 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,1),-0.0416951 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,-1),-0.0604997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,2),(13,1),-0.0416951 # DEPENDENCYPART_TRISIBL
(13,7),(13,2),(13,-1),-0.0604997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),-0.0645625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.100062 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,3),-0.100062 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,2),-0.100062 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),-0.0827591 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),-0.14829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,3),-0.0983894 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,2),-0.0983894 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,1),-0.0872428 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),-0.0876005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,3),(13,2),-0.0983894 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,1),-0.0872428 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,-1),-0.0876005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,2),(13,1),-0.0872428 # DEPENDENCYPART_TRISIBL
(13,6),(13,2),(13,-1),-0.0876005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),-0.0894356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,3),-0.136008 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,2),-0.137263 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,1),-0.00562757 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),0.00943117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,3),(13,2),-0.136468 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,1),-0.00562757 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,-1),0.00944988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,2),(13,1),-0.00562757 # DEPENDENCYPART_TRISIBL
(13,5),(13,2),(13,-1),0.00943536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),0.000311308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,3),(13,2),-0.221784 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,1),-0.0333976 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,-1),-0.094213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,2),(13,1),-0.0334419 # DEPENDENCYPART_TRISIBL
(13,4),(13,2),(13,-1),-0.091121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),-0.0649707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,2),(13,1),-0.0334448 # DEPENDENCYPART_TRISIBL
(13,3),(13,2),(13,-1),-0.089348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,1),(13,-1),-0.0641334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,2),(13,1),(13,-1),-0.0647946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,16),(14,20),-0.17136 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,16),(15,17),-0.156956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),-0.158984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.144671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,20),-0.120608 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,17),(15,18),-0.126321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,19),-0.116275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,20),-0.122945 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.116275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,20),-0.121137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.220816 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),-0.0504771 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.100342 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0328916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.100342 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.032891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.0703799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.0869641 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.135906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.0414877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.040203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,12),0.00291042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),-0.178356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,9),-0.16171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,6),-0.144107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.0792306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,12),(15,11),-0.0696155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,9),-0.190791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,6),-0.151366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,-1),-0.39829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,9),-0.103973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,6),-0.041261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.166349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,9),(15,6),-0.104463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,-1),-0.133957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,6),(15,-1),-0.165592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,12),(15,11),-0.155356 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,9),0.0122906 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,6),-0.186568 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,-1),-0.12232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,9),3.73898e-05 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,6),-0.227359 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.110183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,9),(15,6),-0.203028 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,-1),-0.0750904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,6),(15,-1),-0.159892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,11),(15,9),-0.0870267 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,6),0.00607344 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,-1),-0.123203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,9),(15,6),0.0558875 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,-1),-0.189327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,6),(15,-1),-0.227029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,9),(15,6),0.0239209 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,-1),-0.0739133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,6),(15,-1),-0.00678609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,6),(15,-1),-0.122138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.118806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.164981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),0.238049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.164981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),0.238558 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.121441 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0905175 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.070465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0759737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0749744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,-1),-0.216238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.116264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.11479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.216646 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0385084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.219333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.233345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.195859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.0350591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.145103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.0241832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.0880429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.122842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.0366894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.156444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,-1),-0.0756257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.0868538 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),0.0609824 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.0693774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),0.059982 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.11286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,-1),-0.0321638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),-0.0539769 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.140235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,-1),-0.13215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,-1),-0.0289475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,-1),-0.455658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(1,3),0.150255 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.146757 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.367356 # DEPENDENCYPART_HEADBIGRAM
(0,4),(8,3),0.0753946 # DEPENDENCYPART_HEADBIGRAM
