# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(15,16),(16,19),-0.0848948 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0121848 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.412379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0176393 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.50737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.220358 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.279196 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.185978 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0434774 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.365924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0104323 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.575951 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.01771 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.571312 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.796706 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.918371 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.60285 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.373989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.25727 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0863747 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0487134 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.142436 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.42868 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.103433 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0412314 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.480301 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.901444 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.127355 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.192625 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.34479 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.641323 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.20214 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.653034 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.827362 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.945673 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.594095 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.853806 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.918003 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.714809 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.422029 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.731856 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.472292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.227584 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.00524326 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.186115 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.147612 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.180324 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.13238 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.501631 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.479134 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.851056 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.384603 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.385233 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.146091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.303064 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.173145 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.14981 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.379576 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.47527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.219213 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.153757 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.869785 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.840881 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.02712 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.65979 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.814523 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.855176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.538678 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.306643 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.337709 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.496991 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.273895 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.08202 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.06111 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.916923 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.85215 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.2896 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.996905 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.00454 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.870041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.08916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.292989 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.342144 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.464607 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0858394 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.823889 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.427437 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.721492 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.807568 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.283892 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.06234 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.976968 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.25433 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.90291 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.874113 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.790295 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.848564 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.698229 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.363216 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.760269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.766394 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.788157 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.79247 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.17463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.671277 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.610344 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.315301 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.538791 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.382568 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.98855 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.339021 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.518187 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.331989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.30388 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0889102 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.261932 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.127617 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.518502 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.13304 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0137136 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.35983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.256802 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.881803 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.713927 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.826677 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.918656 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-1.01852 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0691754 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.22216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.134975 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.650568 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.570727 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.702556 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.831657 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.845146 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.713943 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.617188 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.22846 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.729828 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.781858 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.321087 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.810321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.314954 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.173204 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.361657 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.392065 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.227375 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.378875 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.793631 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.382337 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.160289 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.871576 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.85265 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.91194 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.630008 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.69461 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.832242 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.644609 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.522194 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.694762 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.761696 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.602661 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.59354 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.627464 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.436684 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.948436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.268864 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.460691 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.379896 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.256936 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.591121 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.7553 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.325331 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.713109 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.140085 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.438932 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.178422 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.0768889 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.108547 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.72162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.250597 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.0636836 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.443632 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.130385 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.221965 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.465096 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.372968 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.106243 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.236091 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.236973 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.246863 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.294109 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0873128 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.41354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.868929 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.804193 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.855344 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.785626 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.993003 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.195394 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.209081 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.203736 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0493989 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.259709 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.50084 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.324149 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.176978 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.174213 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.152836 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.127618 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.238544 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.097734 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.104793 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.135108 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.46165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.973576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.827614 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.856032 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.800879 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.02176 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.191803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0456255 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.39431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.807166 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.748104 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.797692 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.771938 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.199849 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0829383 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.32547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.844721 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.777218 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.824471 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.747047 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.964325 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.902322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.443502 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.89431 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.81619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.334275 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.44099 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.798875 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.22741 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.575502 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.786537 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.938623 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.589493 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.722317 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.983057 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.867959 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.565351 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.710829 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.69286 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.909242 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.517677 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.752095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.219306 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.311496 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0603375 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.466006 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.304647 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.119 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.0938313 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.241808 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.353434 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0590015 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.192387 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0712612 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0302942 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.65826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.462878 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.745245 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.557109 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.30702 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.17259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,1),-0.28451 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.387419 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.566667 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.172134 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.32796 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.521563 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.22387 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.419965 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.392501 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.499036 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.248337 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.406026 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.23427 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.238757 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.212743 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),-0.249003 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),-0.510028 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.328248 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.17349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.394208 # DEPENDENCYPART_GRANDPAR
(21,6),(6,23),-0.499244 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.375372 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.438048 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.312916 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.473922 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.398296 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.220125 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.252417 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.254461 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.296186 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.242899 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.17997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.406689 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.320837 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.18422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,2),-0.295274 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),0.350505 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.0516441 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),0.0305742 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.068956 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.0425109 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.154185 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.210684 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.100704 # DEPENDENCYPART_GRANDPAR
(22,1),(1,12),-0.0263529 # DEPENDENCYPART_GRANDPAR
(22,1),(1,19),0.210609 # DEPENDENCYPART_GRANDPAR
(22,1),(1,23),-0.883544 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),0.553298 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.416738 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.0261808 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.0197337 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.194546 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.121078 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.163949 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.0384172 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.226294 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.0197622 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.583116 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.299802 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.0187375 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),0.475479 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.372638 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),0.327834 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),0.0754074 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.203525 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),0.0748237 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.14331 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),0.148934 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.235273 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),0.636471 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.216745 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),0.450612 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.00464933 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.362624 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),1.00845 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),0.301729 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),0.743151 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),0.497692 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),0.520591 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.0213469 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.0680029 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.211459 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.178225 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.0520778 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),0.0808388 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),-0.0810923 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),0.153204 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),0.0312799 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.00223676 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),0.0674815 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.298188 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),0.127133 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.0941781 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.11934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,23),-0.369627 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),0.42899 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),0.375422 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.183981 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.152233 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.219398 # DEPENDENCYPART_GRANDPAR
