# _root_ Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
#goldHeads=4,4,4,17,4,13,13,7,12,12,12,8,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
#predictedHeads=4,4,4,17,4,13,13,7,12,12,12,13,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
(4,8),(4,11),(4,32),-0.0896564 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,33),-0.0223133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,12),(4,13),-0.0718959 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,15),-0.0522898 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,16),-0.0699041 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,17),-0.0796982 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,19),-0.0855278 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,26),-0.0601465 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,32),-0.0896611 # DEPENDENCYPART_TRISIBL
(4,8),(4,12),(4,33),-0.0223133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,15),-0.0356286 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,16),-0.0690408 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,17),-0.105391 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,19),-0.111675 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,26),-0.0291608 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,32),-0.121584 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,33),-0.00595678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,16),-0.0699041 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,17),-0.0796982 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,19),-0.0855278 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,26),-0.0601465 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,32),-0.0896564 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,33),-0.0223848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,16),(4,17),-0.00891887 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,19),-0.0139064 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,26),0.0441962 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,32),-0.113042 # DEPENDENCYPART_TRISIBL
(4,8),(4,16),(4,33),-0.0787364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,17),(4,19),-0.107951 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,26),-0.0294692 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,32),-0.125692 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,33),0.00803401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,19),(4,26),-0.0298012 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,32),-0.134321 # DEPENDENCYPART_TRISIBL
(4,8),(4,19),(4,33),-0.0293111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,26),(4,32),-0.100002 # DEPENDENCYPART_TRISIBL
(4,8),(4,26),(4,33),0.000184021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,32),(4,33),-0.0317641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),-0.080808 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,12),-0.080808 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,13),-0.0969184 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,15),-0.0808127 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,17),-0.0992493 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,19),-0.111483 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,26),-0.0508549 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,32),-0.0761374 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,33),-0.112701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,12),-0.0806139 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,13),-0.0969079 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,15),-0.0806186 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,17),-0.0992388 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,19),-0.111473 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,32),-0.0759655 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,33),-0.11151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,12),(4,13),-0.0969079 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,15),-0.0806186 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,17),-0.0992388 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,19),-0.111473 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,32),-0.0759655 # DEPENDENCYPART_TRISIBL
(4,9),(4,12),(4,33),-0.11151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,13),(4,15),-0.0809338 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,16),-0.0218663 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,17),-0.0983042 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,19),-0.109505 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,26),-0.052499 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,32),-0.0766892 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,33),-0.121865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,15),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,17),-0.0992457 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,19),-0.111479 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,32),-0.0759752 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,33),-0.111543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,16),(4,17),-0.128597 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,19),-0.145586 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,26),-0.036726 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,32),-0.0919974 # DEPENDENCYPART_TRISIBL
(4,9),(4,16),(4,33),-0.0284333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,17),(4,19),-0.104687 # DEPENDENCYPART_TRISIBL
(4,9),(4,17),(4,26),-0.0525741 # DEPENDENCYPART_TRISIBL
(4,9),(4,17),(4,32),-0.0799622 # DEPENDENCYPART_TRISIBL
(4,9),(4,17),(4,33),-0.124247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,19),(4,26),-0.0534135 # DEPENDENCYPART_TRISIBL
(4,9),(4,19),(4,32),-0.0764701 # DEPENDENCYPART_TRISIBL
(4,9),(4,19),(4,33),-0.116305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,26),(4,32),-0.0906588 # DEPENDENCYPART_TRISIBL
(4,9),(4,26),(4,33),-0.0891387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,32),(4,33),-0.0136511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,12),-0.0824413 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,13),-0.0967647 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,15),-0.0824459 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,16),-0.0435718 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,17),-0.0990956 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,19),-0.111329 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,26),-0.0486254 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,32),-0.0745749 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,33),-0.121983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,12),(4,13),-0.0967647 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,15),-0.0824459 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,16),-0.0435718 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,17),-0.0990956 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,19),-0.111329 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,26),-0.0486254 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,32),-0.0745749 # DEPENDENCYPART_TRISIBL
(4,10),(4,12),(4,33),-0.121984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,13),(4,15),-0.0824462 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,16),-0.0219489 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,17),-0.0981715 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,19),-0.109372 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,26),-0.0503435 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,32),-0.0754894 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,33),-0.13159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,15),(4,16),-0.0435718 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,17),-0.0991025 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,19),-0.111336 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,26),-0.0486254 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,32),-0.0745847 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,33),-0.122017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,16),(4,17),-0.128292 # DEPENDENCYPART_TRISIBL
(4,10),(4,16),(4,19),-0.145282 # DEPENDENCYPART_TRISIBL
(4,10),(4,16),(4,26),-0.0345721 # DEPENDENCYPART_TRISIBL
(4,10),(4,16),(4,32),-0.0906065 # DEPENDENCYPART_TRISIBL
(4,10),(4,16),(4,33),-0.0457914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,17),(4,19),-0.104554 # DEPENDENCYPART_TRISIBL
(4,10),(4,17),(4,26),-0.0504186 # DEPENDENCYPART_TRISIBL
(4,10),(4,17),(4,32),-0.0787625 # DEPENDENCYPART_TRISIBL
(4,10),(4,17),(4,33),-0.133972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,19),(4,26),-0.0512579 # DEPENDENCYPART_TRISIBL
(4,10),(4,19),(4,32),-0.0752703 # DEPENDENCYPART_TRISIBL
(4,10),(4,19),(4,33),-0.12603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,26),(4,32),-0.0876856 # DEPENDENCYPART_TRISIBL
(4,10),(4,26),(4,33),-0.0945204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,32),(4,33),-0.0278756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,12),(4,13),-0.0969079 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,15),-0.0806186 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,17),-0.0992388 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,19),-0.111473 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,32),-0.0759655 # DEPENDENCYPART_TRISIBL
(4,11),(4,12),(4,33),-0.111363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,13),(4,15),-0.0809338 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,16),-0.0218663 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,17),-0.0983042 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,19),-0.109505 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,26),-0.052499 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,32),-0.0766892 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,33),-0.121718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,15),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,17),-0.0992457 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,19),-0.111479 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,32),-0.0759752 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,33),-0.111396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,16),(4,17),-0.128597 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,19),-0.145586 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,26),-0.036726 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,32),-0.0919974 # DEPENDENCYPART_TRISIBL
(4,11),(4,16),(4,33),-0.0281411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,17),(4,19),-0.104687 # DEPENDENCYPART_TRISIBL
(4,11),(4,17),(4,26),-0.0525741 # DEPENDENCYPART_TRISIBL
(4,11),(4,17),(4,32),-0.0799622 # DEPENDENCYPART_TRISIBL
(4,11),(4,17),(4,33),-0.1241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,19),(4,26),-0.0534135 # DEPENDENCYPART_TRISIBL
(4,11),(4,19),(4,32),-0.0764701 # DEPENDENCYPART_TRISIBL
(4,11),(4,19),(4,33),-0.116158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,26),(4,32),-0.0906588 # DEPENDENCYPART_TRISIBL
(4,11),(4,26),(4,33),-0.0889911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,32),(4,33),-0.0135035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,13),(4,15),-0.0809338 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,16),-0.0218663 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,17),-0.0983045 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,19),-0.109505 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,26),-0.052499 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,32),-0.0766892 # DEPENDENCYPART_TRISIBL
(4,12),(4,13),(4,33),-0.121787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,15),(4,16),-0.0434138 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,17),-0.099246 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,19),-0.11148 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,26),-0.0506815 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,32),-0.0759752 # DEPENDENCYPART_TRISIBL
(4,12),(4,15),(4,33),-0.111446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,16),(4,17),-0.128597 # DEPENDENCYPART_TRISIBL
(4,12),(4,16),(4,19),-0.145587 # DEPENDENCYPART_TRISIBL
(4,12),(4,16),(4,26),-0.036726 # DEPENDENCYPART_TRISIBL
(4,12),(4,16),(4,32),-0.0919974 # DEPENDENCYPART_TRISIBL
(4,12),(4,16),(4,33),-0.0281917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,17),(4,19),-0.104687 # DEPENDENCYPART_TRISIBL
(4,12),(4,17),(4,26),-0.0525741 # DEPENDENCYPART_TRISIBL
(4,12),(4,17),(4,32),-0.0799622 # DEPENDENCYPART_TRISIBL
(4,12),(4,17),(4,33),-0.124169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,19),(4,26),-0.0534135 # DEPENDENCYPART_TRISIBL
(4,12),(4,19),(4,32),-0.0764701 # DEPENDENCYPART_TRISIBL
(4,12),(4,19),(4,33),-0.116227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,26),(4,32),-0.0906588 # DEPENDENCYPART_TRISIBL
(4,12),(4,26),(4,33),-0.0890417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,12),(4,32),(4,33),-0.0135719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,15),(4,16),-0.0285495 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,17),-0.117987 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,19),-0.116722 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,26),-0.0112139 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,32),-0.0503103 # DEPENDENCYPART_TRISIBL
(4,13),(4,15),(4,33),-0.12083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,16),(4,17),-0.084399 # DEPENDENCYPART_TRISIBL
(4,13),(4,16),(4,19),-0.066279 # DEPENDENCYPART_TRISIBL
(4,13),(4,16),(4,26),0.0985229 # DEPENDENCYPART_TRISIBL
(4,13),(4,16),(4,32),-0.0785982 # DEPENDENCYPART_TRISIBL
(4,13),(4,16),(4,33),-0.0572504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,17),(4,19),-0.131112 # DEPENDENCYPART_TRISIBL
(4,13),(4,17),(4,26),-0.0166742 # DEPENDENCYPART_TRISIBL
(4,13),(4,17),(4,32),-0.0887258 # DEPENDENCYPART_TRISIBL
(4,13),(4,17),(4,33),-0.129319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,19),(4,26),-0.0171647 # DEPENDENCYPART_TRISIBL
(4,13),(4,19),(4,32),-0.0914833 # DEPENDENCYPART_TRISIBL
(4,13),(4,19),(4,33),-0.121309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,26),(4,32),-0.00764857 # DEPENDENCYPART_TRISIBL
(4,13),(4,26),(4,33),-0.0718976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,32),(4,33),-0.0783891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,16),(4,17),-0.129592 # DEPENDENCYPART_TRISIBL
(4,15),(4,16),(4,19),-0.146581 # DEPENDENCYPART_TRISIBL
(4,15),(4,16),(4,26),-0.0327208 # DEPENDENCYPART_TRISIBL
(4,15),(4,16),(4,32),-0.0903083 # DEPENDENCYPART_TRISIBL
(4,15),(4,16),(4,33),-0.0346706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,17),(4,19),-0.105676 # DEPENDENCYPART_TRISIBL
(4,15),(4,17),(4,26),-0.0488529 # DEPENDENCYPART_TRISIBL
(4,15),(4,17),(4,32),-0.0792775 # DEPENDENCYPART_TRISIBL
(4,15),(4,17),(4,33),-0.134666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,19),(4,26),-0.0496923 # DEPENDENCYPART_TRISIBL
(4,15),(4,19),(4,32),-0.0757853 # DEPENDENCYPART_TRISIBL
(4,15),(4,19),(4,33),-0.126723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,26),(4,32),-0.0862297 # DEPENDENCYPART_TRISIBL
(4,15),(4,26),(4,33),-0.0967464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,32),(4,33),-0.0206587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,17),(4,19),-0.049556 # DEPENDENCYPART_TRISIBL
(4,16),(4,17),(4,26),0.0115857 # DEPENDENCYPART_TRISIBL
(4,16),(4,17),(4,32),-0.111627 # DEPENDENCYPART_TRISIBL
(4,16),(4,17),(4,33),-0.0482199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,19),(4,26),0.0113005 # DEPENDENCYPART_TRISIBL
(4,16),(4,19),(4,32),-0.0981866 # DEPENDENCYPART_TRISIBL
(4,16),(4,19),(4,33),-0.0406497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,26),(4,32),-0.101967 # DEPENDENCYPART_TRISIBL
(4,16),(4,26),(4,33),-0.0962373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,16),(4,32),(4,33),-0.307585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,17),(4,19),(4,26),-0.0186445 # DEPENDENCYPART_TRISIBL
(4,17),(4,19),(4,32),-0.077178 # DEPENDENCYPART_TRISIBL
(4,17),(4,19),(4,33),-0.0904071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,17),(4,26),(4,32),-0.00209572 # DEPENDENCYPART_TRISIBL
(4,17),(4,26),(4,33),-0.0435896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,17),(4,32),(4,33),-0.039438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,19),(4,26),(4,32),-0.0176279 # DEPENDENCYPART_TRISIBL
(4,19),(4,26),(4,33),-0.0576227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,19),(4,32),(4,33),-0.0331149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,26),(4,32),(4,33),-0.0668982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.217554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.214722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),-0.188904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.214722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.188783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.202844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.0725994 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),-0.145852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.150552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.149255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,7),(5,33),-0.442086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,7),(6,8),-0.12847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,33),-0.17734 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,33),-0.137813 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,33),-0.125089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),0.0746748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),0.0773895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),0.0747479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),0.0747167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.132237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,15),0.0721657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,17),-0.121348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,22),-0.0895792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,33),-0.0976288 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.0267693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0285523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.0285696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.0848793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),-0.0311138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,17),-0.0785508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,22),-0.0363204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,33),0.187118 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.0293867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.0294041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.0850757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.0319482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,17),-0.0787472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,22),-0.0363204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,33),0.18869 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),-0.0285696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.0848793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),-0.0311138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,17),-0.0785508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,22),-0.0363204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,33),0.191049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.0848982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,15),-0.0311138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,17),-0.0785697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,22),-0.036325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,33),0.190875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,15),-0.0264629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,17),-0.130963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,22),-0.100166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,33),0.00612566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
