# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(5,10),(5,20),(5,21),0.0505848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,12),(5,15),-0.061367 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,16),-0.0985987 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,17),-0.061367 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,19),-0.0646658 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,20),-0.0594809 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,21),-0.0742486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,15),(5,16),-0.078628 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,17),-0.0942846 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,19),0.00147331 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,20),-0.0553923 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,21),-0.0505659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,16),(5,17),-0.0883947 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,19),-0.0680569 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,20),-0.0847969 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,21),-0.0455138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,17),(5,19),0.00147331 # DEPENDENCYPART_TRISIBL
(5,11),(5,17),(5,20),-0.0553923 # DEPENDENCYPART_TRISIBL
(5,11),(5,17),(5,21),-0.0505659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,19),(5,20),-0.000155418 # DEPENDENCYPART_TRISIBL
(5,11),(5,19),(5,21),-0.0430223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,20),(5,21),0.0626076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,15),(5,16),-0.0421408 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,17),0.0533395 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,19),0.0298666 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,20),-0.110807 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,21),-0.109486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,16),(5,17),-0.0307383 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,19),-0.0527825 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,20),-0.0617008 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,21),-0.0396085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,17),(5,19),0.0298666 # DEPENDENCYPART_TRISIBL
(5,12),(5,17),(5,20),-0.110807 # DEPENDENCYPART_TRISIBL
(5,12),(5,17),(5,21),-0.109486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,19),(5,20),-0.0338804 # DEPENDENCYPART_TRISIBL
(5,12),(5,19),(5,21),-0.0292287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,20),(5,21),-0.0171499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,16),(5,17),0.216921 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,19),-0.0974079 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,20),0.0656976 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,21),0.0340568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,17),(5,19),-0.100667 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,20),0.0388255 # DEPENDENCYPART_TRISIBL
(5,15),(5,17),(5,21),-0.0510351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,19),(5,20),0.0200109 # DEPENDENCYPART_TRISIBL
(5,15),(5,19),(5,21),0.0328242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,20),(5,21),-0.0887418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,17),(5,19),0.0014742 # DEPENDENCYPART_TRISIBL
(5,16),(5,17),(5,20),-0.0553871 # DEPENDENCYPART_TRISIBL
(5,16),(5,17),(5,21),-0.057714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,19),(5,20),-0.000145915 # DEPENDENCYPART_TRISIBL
(5,16),(5,19),(5,21),-0.0500963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,20),(5,21),0.0471955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,19),(5,20),0.0200109 # DEPENDENCYPART_TRISIBL
(5,17),(5,19),(5,21),0.0328242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,17),(5,20),(5,21),-0.0887418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,20),(5,21),-0.0182796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.0822246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.139708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.117611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,1),-0.0280258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),0.019162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.140915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,1),-0.101658 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.112401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.14971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),0.00183538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.118302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0263652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.0236746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),0.00736925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.021542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),0.00556061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,16),-0.0171091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,17),0.00556061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),-0.016008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,20),-0.00332767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,21),-0.00307021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,10),-0.0963899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.0961165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.0406732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.0444483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),-0.0779448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,16),-0.0894621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,17),-0.0779448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.0393806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,20),-0.113328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,21),-0.167911 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.0260106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),-0.0460047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.0108681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),0.014097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,16),-0.019442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,17),0.014097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,19),-0.00596784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,20),0.0385968 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,21),0.0688114 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),-0.0460046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),-0.0107872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),0.0134596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,16),-0.0191398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,17),0.0134596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,19),-0.00588694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,20),0.0461531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,21),0.0494976 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,14),-0.0374007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,15),-0.0618653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,16),-0.12811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,17),-0.0618653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,19),-0.0319345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,20),-0.108273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,21),-0.0327898 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,15),0.0469754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,16),0.00264613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,17),0.0469754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,19),0.0121573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,20),-0.00262836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,21),0.0270797 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,16),-0.168135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,17),-0.135441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,19),-0.255735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,20),-0.0707689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,21),-0.166927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,16),(6,17),0.0143601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,19),-0.00580471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,20),0.0373712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,21),0.0743625 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,17),(6,19),-0.255735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,20),-0.0707689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,21),-0.166927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,19),(6,20),-0.00735867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,19),(6,21),0.000232394 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,20),(6,21),-0.148134 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,10),-0.104173 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.104195 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,12),-0.0185219 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),-0.121631 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,15),0.0398091 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,16),-0.104173 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,17),0.0398091 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,19),-0.121634 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,20),0.00175619 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,21),-0.00121159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.0687739 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,12),-0.0166356 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.086263 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,15),0.0654902 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,16),-0.068752 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,17),0.0654902 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,19),-0.0862673 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,20),-0.0981079 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,21),-0.0846308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,12),-0.0166356 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,14),-0.086263 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,15),0.0654902 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,16),-0.0687516 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,17),0.0654902 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,19),-0.0862673 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,20),-0.0981079 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,21),-0.0846182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,14),-0.113571 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,15),0.00714323 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,16),-0.0892713 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,17),0.00714323 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,19),-0.113574 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,20),-0.0169454 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,21),-0.0985998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,15),-0.00471049 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,16),-0.0980289 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,17),-0.00471049 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,19),-0.0995682 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,20),-0.0955427 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,21),-0.0271006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,15),(6,16),-0.0121897 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,17),0.0216706 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,19),-0.135391 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,20),-0.0947654 # DEPENDENCYPART_TRISIBL
(6,7),(6,15),(6,21),-0.107811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,16),(6,17),0.0654902 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,19),-0.0862673 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,20),-0.0981079 # DEPENDENCYPART_TRISIBL
(6,7),(6,16),(6,21),-0.0846182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,17),(6,19),-0.135391 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,20),-0.0947654 # DEPENDENCYPART_TRISIBL
(6,7),(6,17),(6,21),-0.107811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,19),(6,20),-0.0955427 # DEPENDENCYPART_TRISIBL
(6,7),(6,19),(6,21),-0.0271007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,20),(6,21),-0.0152907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0748991 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,12),-0.0484598 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),0.00282506 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,15),-0.0392357 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,16),-0.074883 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,17),-0.0392357 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,19),0.00172576 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,20),-0.0749373 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,21),-0.10031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,12),-0.0484598 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,14),0.00282506 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,15),-0.0392357 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,16),-0.0747122 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,17),-0.0392357 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,19),0.00172576 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,20),-0.0749309 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,21),-0.102181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,14),-0.0184699 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,15),-0.00686716 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,16),-0.0675393 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,17),-0.00686716 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,19),-0.0190622 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,20),-0.085697 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,21),-0.109586 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,15),-0.0559966 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,16),-0.0567343 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,17),-0.0559966 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,19),-0.0851247 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,20),-0.0438225 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,21),-0.0502054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,15),(6,16),-0.0955553 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,17),-0.0682228 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,19),0.104197 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,20),-0.0713476 # DEPENDENCYPART_TRISIBL
(6,8),(6,15),(6,21),-0.209946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,16),(6,17),-0.0392357 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,19),0.00172576 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,20),-0.0749307 # DEPENDENCYPART_TRISIBL
(6,8),(6,16),(6,21),-0.102085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,17),(6,19),0.104197 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,20),-0.0713476 # DEPENDENCYPART_TRISIBL
(6,8),(6,17),(6,21),-0.209946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,19),(6,20),-0.0438253 # DEPENDENCYPART_TRISIBL
(6,8),(6,19),(6,21),-0.0506816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,20),(6,21),-0.0687574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.0686933 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0722438 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,15),-0.0907809 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,16),-0.143443 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,17),-0.0907809 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,19),-0.072245 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,20),-0.0782667 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,21),-0.066557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,14),-0.0688496 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,15),-0.0611284 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,16),-0.100739 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,17),-0.0611284 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),-0.0688508 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,20),-0.0568529 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,21),-0.0970242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,15),-0.0450776 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,16),-0.111088 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,17),-0.0450776 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,19),-0.0825278 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,20),0.00524247 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,21),-0.0642734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,15),(6,16),-0.0780491 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,17),-0.0937979 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,19),-0.00787509 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,20),-0.0518334 # DEPENDENCYPART_TRISIBL
(6,10),(6,15),(6,21),-0.0779069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,16),(6,17),-0.0907809 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,19),-0.0722443 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,20),-0.0779179 # DEPENDENCYPART_TRISIBL
(6,10),(6,16),(6,21),-0.0664881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,17),(6,19),-0.00787509 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,20),-0.0518334 # DEPENDENCYPART_TRISIBL
(6,10),(6,17),(6,21),-0.0779069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,19),(6,20),0.00495717 # DEPENDENCYPART_TRISIBL
(6,10),(6,19),(6,21),-0.0651141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,20),(6,21),0.0232525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,14),-0.0688505 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,15),-0.0611059 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,16),-0.100646 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,17),-0.0611059 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,19),-0.0688517 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,20),-0.056856 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,21),-0.0916801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,15),-0.0450554 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,16),-0.110995 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,17),-0.0450554 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,19),-0.0825288 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,20),0.00523503 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,21),-0.0588437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,15),(6,16),-0.0779555 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,17),-0.0937529 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,19),-0.00787598 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,20),-0.0518359 # DEPENDENCYPART_TRISIBL
(6,11),(6,15),(6,21),-0.0736078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,16),(6,17),-0.0907585 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,19),-0.0722452 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,20),-0.0779196 # DEPENDENCYPART_TRISIBL
(6,11),(6,16),(6,21),-0.0606746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,17),(6,19),-0.00787598 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,20),-0.0518359 # DEPENDENCYPART_TRISIBL
(6,11),(6,17),(6,21),-0.0736078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,19),(6,20),0.00494973 # DEPENDENCYPART_TRISIBL
(6,11),(6,19),(6,21),-0.0596844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,20),(6,21),0.0352752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,15),0.00406173 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,16),-0.115241 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,17),0.00406173 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,19),-0.0600221 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,20),-0.0332085 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,21),-0.0234018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,15),(6,16),-0.0419032 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,17),0.0534785 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,19),0.0291126 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,20),-0.110136 # DEPENDENCYPART_TRISIBL
(6,12),(6,15),(6,21),-0.104909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,16),(6,17),-0.0305947 # DEPENDENCYPART_TRISIBL
(6,12),(6,16),(6,19),-0.0526877 # DEPENDENCYPART_TRISIBL
