# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(18,15),(18,12),(18,-1),-0.111314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,7),-0.0836842 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.111322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,7),(18,-1),-0.0489016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),0.0358653 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.0963413 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,7),-0.146865 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.0822366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.0704707 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,7),-0.155064 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,-1),-0.034045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,7),-0.12856 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.106454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,7),(18,-1),-0.234752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,11),-0.00684263 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,7),-0.0492877 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),0.0336301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,11),(18,7),-0.0458249 # DEPENDENCYPART_TRISIBL
(18,13),(18,11),(18,-1),-0.0968964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,7),(18,-1),-0.243998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,11),(18,7),-0.0751124 # DEPENDENCYPART_TRISIBL
(18,12),(18,11),(18,-1),-0.0726297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,7),(18,-1),-0.123017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,7),(18,-1),-0.0593847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,-1),-0.53088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,1),0.0570954 # DEPENDENCYPART_HEADBIGRAM
(0,2),(2,1),0.0682656 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.0779421 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.0780929 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.0780929 # DEPENDENCYPART_HEADBIGRAM
(0,2),(9,1),0.0767123 # DEPENDENCYPART_HEADBIGRAM
(0,2),(10,1),0.0767123 # DEPENDENCYPART_HEADBIGRAM
(0,4),(1,3),0.106027 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.199526 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.453103 # DEPENDENCYPART_HEADBIGRAM
(0,4),(6,3),0.0782438 # DEPENDENCYPART_HEADBIGRAM
(0,4),(9,3),0.201209 # DEPENDENCYPART_HEADBIGRAM
(0,4),(10,3),0.202842 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),0.0865685 # DEPENDENCYPART_HEADBIGRAM
(0,5),(1,4),0.0946191 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.0915259 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.108275 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.0811447 # DEPENDENCYPART_HEADBIGRAM
(0,5),(8,4),0.0810627 # DEPENDENCYPART_HEADBIGRAM
(0,5),(9,4),0.0810416 # DEPENDENCYPART_HEADBIGRAM
(0,5),(10,4),0.081166 # DEPENDENCYPART_HEADBIGRAM
(0,6),(0,5),0.0885479 # DEPENDENCYPART_HEADBIGRAM
(0,6),(1,5),0.0925022 # DEPENDENCYPART_HEADBIGRAM
(0,6),(2,5),0.092496 # DEPENDENCYPART_HEADBIGRAM
(0,6),(4,5),0.0991875 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.0496236 # DEPENDENCYPART_HEADBIGRAM
(0,6),(8,5),0.0810157 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.080997 # DEPENDENCYPART_HEADBIGRAM
(0,6),(10,5),0.080997 # DEPENDENCYPART_HEADBIGRAM
(0,9),(1,8),0.25754 # DEPENDENCYPART_HEADBIGRAM
(0,9),(2,8),0.0192405 # DEPENDENCYPART_HEADBIGRAM
(0,9),(4,8),0.279216 # DEPENDENCYPART_HEADBIGRAM
(0,9),(5,8),0.0775965 # DEPENDENCYPART_HEADBIGRAM
(0,9),(6,8),0.164978 # DEPENDENCYPART_HEADBIGRAM
(0,9),(9,8),0.10858 # DEPENDENCYPART_HEADBIGRAM
(0,9),(10,8),-0.0108408 # DEPENDENCYPART_HEADBIGRAM
(0,9),(14,8),0.0313589 # DEPENDENCYPART_HEADBIGRAM
(0,10),(0,9),0.0118717 # DEPENDENCYPART_HEADBIGRAM
(0,10),(1,9),0.084015 # DEPENDENCYPART_HEADBIGRAM
(0,10),(2,9),0.0937332 # DEPENDENCYPART_HEADBIGRAM
(0,10),(4,9),0.0839536 # DEPENDENCYPART_HEADBIGRAM
(0,10),(5,9),0.115984 # DEPENDENCYPART_HEADBIGRAM
(0,10),(6,9),0.115984 # DEPENDENCYPART_HEADBIGRAM
(0,10),(8,9),0.146029 # DEPENDENCYPART_HEADBIGRAM
(0,10),(10,9),-0.00246475 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.018803 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0185435 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.0661688 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.0234585 # DEPENDENCYPART_HEADBIGRAM
(1,2),(6,1),0.0234598 # DEPENDENCYPART_HEADBIGRAM
(1,2),(9,1),0.0860089 # DEPENDENCYPART_HEADBIGRAM
(1,2),(10,1),0.0823001 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0524206 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.0731777 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.105273 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0791763 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.0791894 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.0692279 # DEPENDENCYPART_HEADBIGRAM
(1,3),(9,2),0.0786862 # DEPENDENCYPART_HEADBIGRAM
(1,3),(10,2),0.0817908 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0989277 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.0757565 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.0326502 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.077969 # DEPENDENCYPART_HEADBIGRAM
(1,4),(9,3),0.0716076 # DEPENDENCYPART_HEADBIGRAM
(1,4),(10,3),0.0777728 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.0743136 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0910117 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0914205 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.0704266 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.0795632 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0810379 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.0947692 # DEPENDENCYPART_HEADBIGRAM
(1,5),(10,4),0.0922946 # DEPENDENCYPART_HEADBIGRAM
(1,6),(0,5),-0.0574838 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0884247 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0869079 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.0750302 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.0612876 # DEPENDENCYPART_HEADBIGRAM
(1,6),(8,5),0.0736087 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.0994504 # DEPENDENCYPART_HEADBIGRAM
(1,6),(10,5),0.100935 # DEPENDENCYPART_HEADBIGRAM
(1,7),(0,6),-0.0603439 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.0850939 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.126882 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.107361 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.0892358 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.0740217 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.0782292 # DEPENDENCYPART_HEADBIGRAM
(1,7),(9,6),0.0799598 # DEPENDENCYPART_HEADBIGRAM
(1,7),(10,6),0.0799653 # DEPENDENCYPART_HEADBIGRAM
(1,8),(1,7),0.0392903 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.17199 # DEPENDENCYPART_HEADBIGRAM
(1,8),(4,7),0.114723 # DEPENDENCYPART_HEADBIGRAM
(1,8),(5,7),0.145414 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.145948 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),-0.00665364 # DEPENDENCYPART_HEADBIGRAM
(1,8),(9,7),0.0546603 # DEPENDENCYPART_HEADBIGRAM
(1,8),(10,7),0.0550047 # DEPENDENCYPART_HEADBIGRAM
(1,8),(14,7),0.0985814 # DEPENDENCYPART_HEADBIGRAM
(1,8),(18,7),0.0993072 # DEPENDENCYPART_HEADBIGRAM
(1,9),(1,8),0.0171077 # DEPENDENCYPART_HEADBIGRAM
(1,9),(2,8),0.0758621 # DEPENDENCYPART_HEADBIGRAM
(1,9),(4,8),0.140545 # DEPENDENCYPART_HEADBIGRAM
(1,9),(5,8),0.0962634 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.183777 # DEPENDENCYPART_HEADBIGRAM
(1,9),(9,8),0.123089 # DEPENDENCYPART_HEADBIGRAM
(1,9),(10,8),0.0689654 # DEPENDENCYPART_HEADBIGRAM
(1,9),(14,8),0.0719521 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0793002 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.037668 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.137238 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.0457894 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.0526852 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.215332 # DEPENDENCYPART_HEADBIGRAM
(2,3),(9,2),0.256177 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.242174 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0591821 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0501422 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.187533 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.080131 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.0556597 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),0.0589193 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0452585 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0406085 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0829836 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.111696 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0772359 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.0786113 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.090149 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0915747 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0579541 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0598025 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0823564 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.0867456 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0958976 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.0763784 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.0712914 # DEPENDENCYPART_HEADBIGRAM
(2,6),(10,5),0.0776806 # DEPENDENCYPART_HEADBIGRAM
(2,7),(0,6),-0.0629305 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0619459 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0281378 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.104615 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.100818 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.0388032 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0714159 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.0885277 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.08842 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.058399 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.169784 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.165662 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.137034 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.137624 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.172768 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.0777379 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0775109 # DEPENDENCYPART_HEADBIGRAM
(2,8),(14,7),0.0945461 # DEPENDENCYPART_HEADBIGRAM
(2,8),(18,7),0.0952719 # DEPENDENCYPART_HEADBIGRAM
(2,9),(1,8),-0.0571608 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.0907284 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.12262 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.0923581 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.17874 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.326665 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.0375477 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.0755156 # DEPENDENCYPART_HEADBIGRAM
(2,10),(0,9),-0.113022 # DEPENDENCYPART_HEADBIGRAM
(2,10),(1,9),-0.053043 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0842259 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.0908004 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.086765 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0867658 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.163009 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.0866568 # DEPENDENCYPART_HEADBIGRAM
(2,11),(0,10),-0.0711857 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.0814449 # DEPENDENCYPART_HEADBIGRAM
(2,11),(4,10),0.0571528 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.115818 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.167123 # DEPENDENCYPART_HEADBIGRAM
(2,14),(4,13),0.0727036 # DEPENDENCYPART_HEADBIGRAM
(2,14),(10,13),0.0538445 # DEPENDENCYPART_HEADBIGRAM
(2,14),(11,13),0.0833345 # DEPENDENCYPART_HEADBIGRAM
(2,14),(12,13),0.0759608 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.115822 # DEPENDENCYPART_HEADBIGRAM
(2,14),(15,13),0.0771819 # DEPENDENCYPART_HEADBIGRAM
(2,14),(18,13),0.0655841 # DEPENDENCYPART_HEADBIGRAM
(2,18),(10,17),0.0582621 # DEPENDENCYPART_HEADBIGRAM
(2,18),(11,17),0.102474 # DEPENDENCYPART_HEADBIGRAM
(2,18),(14,17),0.0762454 # DEPENDENCYPART_HEADBIGRAM
(2,18),(15,17),0.0811796 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.0768806 # DEPENDENCYPART_HEADBIGRAM
(2,18),(18,17),0.109315 # DEPENDENCYPART_HEADBIGRAM
(2,19),(2,18),0.0713222 # DEPENDENCYPART_HEADBIGRAM
(2,19),(4,18),0.0540169 # DEPENDENCYPART_HEADBIGRAM
(2,19),(8,18),0.129401 # DEPENDENCYPART_HEADBIGRAM
(2,19),(9,18),0.0972714 # DEPENDENCYPART_HEADBIGRAM
(2,19),(10,18),0.109633 # DEPENDENCYPART_HEADBIGRAM
(2,19),(11,18),0.112198 # DEPENDENCYPART_HEADBIGRAM
(2,19),(13,18),0.114895 # DEPENDENCYPART_HEADBIGRAM
(2,19),(14,18),0.114604 # DEPENDENCYPART_HEADBIGRAM
(2,19),(15,18),0.108276 # DEPENDENCYPART_HEADBIGRAM
(2,19),(19,18),0.0717146 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.0655128 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.0829943 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.0612798 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.09384 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.09384 # DEPENDENCYPART_HEADBIGRAM
(4,2),(9,1),0.0654545 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.0717372 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.0678704 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.0558559 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.142008 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.105673 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0958589 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0816323 # DEPENDENCYPART_HEADBIGRAM
(4,3),(9,2),0.0767363 # DEPENDENCYPART_HEADBIGRAM
(4,3),(10,2),0.0850944 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.0607875 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0522844 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.0352328 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0493684 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0517414 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.118708 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.043687 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.0445169 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0578413 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0610686 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0510208 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0799504 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0743587 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.0874484 # DEPENDENCYPART_HEADBIGRAM
(4,6),(9,5),0.1003 # DEPENDENCYPART_HEADBIGRAM
(4,6),(10,5),0.0975886 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.0557242 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0344096 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0712876 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0650896 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.111092 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.0622169 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0652625 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.0816183 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0725604 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.0595478 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),-0.00875909 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.000764847 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.0634527 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.0634562 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.0971097 # DEPENDENCYPART_HEADBIGRAM
(4,8),(9,7),0.076726 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.0755409 # DEPENDENCYPART_HEADBIGRAM
(4,8),(14,7),0.139031 # DEPENDENCYPART_HEADBIGRAM
(4,8),(18,7),0.137761 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.028794 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0563108 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.0949225 # DEPENDENCYPART_HEADBIGRAM
(4,9),(5,8),0.109035 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.168354 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.34336 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.0283146 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0775669 # DEPENDENCYPART_HEADBIGRAM
(4,10),(0,9),-0.109484 # DEPENDENCYPART_HEADBIGRAM
(4,10),(1,9),-0.0651294 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0438761 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),-0.043825 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0828083 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0828083 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.164884 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.0260913 # DEPENDENCYPART_HEADBIGRAM
(4,11),(0,10),-0.0432713 # DEPENDENCYPART_HEADBIGRAM
(4,11),(2,10),-0.0447722 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0665412 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.102084 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.147703 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.0890951 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.0793026 # DEPENDENCYPART_HEADBIGRAM
(4,13),(13,12),0.13801 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.110496 # DEPENDENCYPART_HEADBIGRAM
(4,13),(18,12),0.1105 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.137427 # DEPENDENCYPART_HEADBIGRAM
(4,14),(10,13),0.0364828 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.0463998 # DEPENDENCYPART_HEADBIGRAM
(4,14),(12,13),0.0745339 # DEPENDENCYPART_HEADBIGRAM
(4,14),(14,13),0.158439 # DEPENDENCYPART_HEADBIGRAM
(4,14),(15,13),0.0574356 # DEPENDENCYPART_HEADBIGRAM
(4,14),(18,13),0.0972645 # DEPENDENCYPART_HEADBIGRAM
(4,15),(2,14),-0.0835924 # DEPENDENCYPART_HEADBIGRAM
(4,15),(4,14),0.0821333 # DEPENDENCYPART_HEADBIGRAM
(4,15),(8,14),0.0559796 # DEPENDENCYPART_HEADBIGRAM
(4,15),(9,14),0.128819 # DEPENDENCYPART_HEADBIGRAM
(4,15),(10,14),0.11701 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.117324 # DEPENDENCYPART_HEADBIGRAM
(4,15),(15,14),0.0609689 # DEPENDENCYPART_HEADBIGRAM
(4,15),(17,14),0.0726943 # DEPENDENCYPART_HEADBIGRAM
(4,15),(18,14),0.0394238 # DEPENDENCYPART_HEADBIGRAM
(4,18),(10,17),0.0507359 # DEPENDENCYPART_HEADBIGRAM
(4,18),(11,17),0.0681586 # DEPENDENCYPART_HEADBIGRAM
(4,18),(14,17),0.114161 # DEPENDENCYPART_HEADBIGRAM
(4,18),(15,17),0.0460053 # DEPENDENCYPART_HEADBIGRAM
(4,18),(16,17),0.0772721 # DEPENDENCYPART_HEADBIGRAM
(4,18),(18,17),0.152809 # DEPENDENCYPART_HEADBIGRAM
(4,19),(2,18),-0.149449 # DEPENDENCYPART_HEADBIGRAM
(4,19),(4,18),0.0684464 # DEPENDENCYPART_HEADBIGRAM
(4,19),(8,18),-0.0212346 # DEPENDENCYPART_HEADBIGRAM
(4,19),(9,18),0.122139 # DEPENDENCYPART_HEADBIGRAM
(4,19),(10,18),0.126811 # DEPENDENCYPART_HEADBIGRAM
(4,19),(11,18),0.0893894 # DEPENDENCYPART_HEADBIGRAM
(4,19),(13,18),0.0790006 # DEPENDENCYPART_HEADBIGRAM
(4,19),(14,18),-0.0373701 # DEPENDENCYPART_HEADBIGRAM
(4,19),(15,18),0.075773 # DEPENDENCYPART_HEADBIGRAM
(4,19),(19,18),0.0420663 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.0464467 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.116083 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.107693 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0754076 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0934017 # DEPENDENCYPART_HEADBIGRAM
(5,2),(9,1),0.104671 # DEPENDENCYPART_HEADBIGRAM
(5,2),(10,1),0.0997917 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.103813 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.10736 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.145175 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0785086 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.107168 # DEPENDENCYPART_HEADBIGRAM
(5,4),(10,3),0.0898557 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),-0.00494546 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),0.0153162 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0073295 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0586437 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.0383585 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.0857398 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.1563 # DEPENDENCYPART_HEADBIGRAM
(5,6),(10,5),0.141743 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.0595083 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0609727 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.060637 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0612972 # DEPENDENCYPART_HEADBIGRAM
