# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(15,12),(12,13),-0.483726 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.344286 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.580345 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.57661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.442187 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.113583 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.252563 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.311272 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.092726 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.676796 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.183747 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.34346 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.156351 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.00655612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.216583 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.33116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.136559 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.0954885 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.603866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.464931 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.552152 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.608482 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.659069 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.783495 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.825246 # DEPENDENCYPART_GRANDPAR
(15,13),(13,29),-1.24944 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0549579 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0473031 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.34698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0329654 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),0.0803259 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.636367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),1.38315 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.169888 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.125316 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.151182 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.21294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.525587 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.587126 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.083396 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0477715 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0841357 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.208412 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.092394 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.357696 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.379163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.30169 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.343415 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-0.706454 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.490598 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.903858 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.05103 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.815495 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.743534 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.721182 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.800556 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.730519 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.994195 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.389624 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.738757 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.719897 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.529488 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.907181 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.725198 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.00667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.4936 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.416485 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.417888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.174115 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.213562 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.347171 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.231316 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.373059 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.566618 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.54341 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.492312 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),-0.49402 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.871652 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0389352 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.451512 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.430734 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.382205 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.832606 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.76546 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.445102 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0147541 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.0216088 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.0125142 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.339101 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.415659 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.430586 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.407225 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.358601 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.37174 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.156204 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.258547 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.229938 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.193573 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.277751 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.342386 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.266018 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.112585 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.293926 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.279527 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.127602 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),-0.239418 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),-0.109799 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.222485 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.226468 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.0730224 # DEPENDENCYPART_GRANDPAR
(15,28),(28,6),-0.804094 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),-0.310538 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),-0.180941 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.561431 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.568704 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.462848 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-0.567905 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),-0.491509 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.675418 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.915205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0980244 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0267726 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.186224 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.488736 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.14103 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.380215 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.494659 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.182193 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),0.29372 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.834761 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.815098 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.533158 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.760682 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.806913 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.653675 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.89246 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.65752 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.962403 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.742202 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.76559 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.69062 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.732238 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.633267 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.756171 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.647639 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.15907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.676127 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.250361 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.417566 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.64354 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.552587 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.203646 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.118445 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.5369 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.597475 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.305264 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),0.214631 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),-0.845628 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.840099 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.851054 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.753341 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.223716 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.451446 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.550401 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.521404 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.618213 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.623619 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.666511 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.397994 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),0.13216 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.213628 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.605099 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.651312 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.357526 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),0.0574269 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.305263 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.571633 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.555697 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.694653 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.64545 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.16412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.781065 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.73938 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.14905 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.97579 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.778245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,1),-1.31725 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.4252 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.1439 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.957247 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.05367 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.19997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.1482 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.41756 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.699145 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.07056 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.11482 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.845406 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.09673 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.0164 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.15626 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.839042 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.856891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.595802 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.466176 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.514436 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.687974 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.669623 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.795727 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.821498 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.852263 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.780904 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.701494 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-1.13197 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.182081 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.799846 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.639623 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.570833 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-1.16102 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-1.09727 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.805425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.285069 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.184742 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.208501 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.610589 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.763993 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.585502 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.616114 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.547229 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.479251 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.540339 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.528426 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.553789 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.497163 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.500224 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.626282 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.527798 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.294756 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.56847 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.536354 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.554388 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.611889 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.240176 # DEPENDENCYPART_GRANDPAR
(17,28),(28,6),-1.20346 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),-0.639589 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),-0.607497 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),-0.893335 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.954125 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.828463 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.78599 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.718979 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0130886 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0958771 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0678014 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.77187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.633223 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.741927 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.803778 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.00792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-1.02118 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-1.03354 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.04829 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-1.10584 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.0818477 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),0.27718 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.35442 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),0.470833 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.436791 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.0302817 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.0160745 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.0712328 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.44426 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.413818 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.0615361 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.270441 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.02046 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.0972601 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),0.245005 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.156905 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),0.0538973 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.0223734 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.254239 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.00460861 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.0669411 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.075258 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),0.176876 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.323371 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.247427 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.04648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,23),0.111786 # DEPENDENCYPART_GRANDPAR
(20,3),(3,29),-0.53682 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.0851959 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.0091812 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.328673 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.168127 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.140929 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.293661 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),0.478099 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.147932 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.378803 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.274766 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.0134855 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.132159 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.17675 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.211827 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.0443985 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.269596 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.0720393 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.0188212 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),0.133529 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),0.126431 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),0.434116 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.168648 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.13825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,23),0.00919391 # DEPENDENCYPART_GRANDPAR
(20,5),(5,24),-0.058313 # DEPENDENCYPART_GRANDPAR
(20,5),(5,29),-0.752274 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.236412 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.369778 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.283107 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.139093 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.215844 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.101556 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),0.257861 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.145428 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),0.180136 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.182661 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.322601 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),0.0722265 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),0.295083 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.251673 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.106622 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.48006 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.0478093 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.00595064 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.349666 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.512137 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.194928 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.278539 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.139769 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.0197681 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.0808665 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.0488139 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.399757 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.341572 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.174018 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.309773 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.326345 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0660936 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.299287 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.106658 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.082748 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.148145 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.205906 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.146953 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.0178736 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.34721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,24),-0.134041 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.383491 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0769226 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.416056 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.36394 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.125121 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0881586 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.0461315 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.129608 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.341236 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.0594702 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.0558553 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.501639 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.14742 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.28048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,24),-0.0877207 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.0203993 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.214859 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.371351 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.12181 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.103159 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.062421 # DEPENDENCYPART_GRANDPAR
