# _root_ But most of them , led by Morgan Stanley & Co. , moved back in earlier this year .
#goldHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
#predictedHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
(10,6),(10,5),(10,-1),-0.16333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,4),(10,3),-0.0266107 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,1),-0.176881 # DEPENDENCYPART_TRISIBL
(10,6),(10,4),(10,-1),-0.0391637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,1),-0.0699175 # DEPENDENCYPART_TRISIBL
(10,6),(10,3),(10,-1),-0.05767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,1),(10,-1),-0.101745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,3),-0.0970372 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,1),-0.00666121 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,-1),-0.150956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,1),0.102641 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,-1),-0.0799756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,1),(10,-1),-0.116835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,3),(10,1),-0.0828351 # DEPENDENCYPART_TRISIBL
(10,4),(10,3),(10,-1),-0.0637863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,1),(10,-1),-0.172674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,1),(10,-1),-0.0980303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.168146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.110709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.0940647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.0247639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),-0.745665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.0368507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),0.0184477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.0982862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),-0.128052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.0209454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.0704169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,20),-0.0953732 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,18),-0.0674096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,20),-0.0928143 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,20),-0.119798 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0643967 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0739686 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0164586 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.036624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0466803 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),0.177899 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.204875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,18),0.176 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.206214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,20),-0.0528623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0710274 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0659542 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.0727205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,18),-0.059761 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.0474779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,20),-0.110923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,18),0.00721546 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.148557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,20),-0.0332491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,20),-0.0271094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),0.0727516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),0.0640635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.0908898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),0.0339695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.141009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.165327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.166924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.241434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.197017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,6),-0.166924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.246484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.175843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.110701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.240093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,-1),-0.480152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),0.0273063 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.0742403 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.068806 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.097937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,6),-0.0742403 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.0686574 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.0989735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.0481814 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.110798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,-1),-0.250025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,6),-0.0430832 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.14974 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.109098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.0709674 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.228707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,-1),-0.203219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0716273 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.231236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,-1),-0.205682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,-1),-0.27601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0194789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.043771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.0516556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),0.0759263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0314171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.0347977 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.0363489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.0609916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),0.0723078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),-0.0340997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.00439765 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.0592409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),0.0186071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),-0.0288597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0432938 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.0127132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,19),-0.0744081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.00826859 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,19),-0.0184777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,20),0.00606773 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.160889 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0956802 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0705487 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),0.0309522 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0639248 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),0.00158474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0705432 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),0.0222719 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0945488 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),0.00921778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0295011 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,19),-0.0151774 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0410737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,19),-0.0940269 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,20),0.0639279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,19),(13,20),-0.0248307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.0738315 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),0.0115969 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,19),-0.0225718 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.00805649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.0429054 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,19),0.034766 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0614458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,19),-0.0288506 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,20),0.0452447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,19),(13,20),-0.0534985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0569133 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,19),0.0250504 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.0954146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,19),-0.0423881 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,20),-0.0378232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,19),(13,20),-0.0769368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,19),0.0871877 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,20),-0.052693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,20),-0.0631811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,20),-0.0240362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.286988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.222279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.273859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.28337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.259196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),-0.20988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.205049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.161286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,3),-0.299618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,2),-0.250976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.189965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.367195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.102322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.0741796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.0889436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.0669954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),-0.0203862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),0.133363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.0940709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,3),-0.14829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,2),-0.14778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.0293268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.0108743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.0850247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.0951077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.043638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),-0.15644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),0.168485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.0952507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,3),-0.0980886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,2),-0.133844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.0465228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),-0.0575659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.083701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.0660785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.0197158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),0.129093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.0937838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,3),-0.147373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,2),-0.147735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.0241348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),0.00103134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.0660773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.0197158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,5),0.12356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.096234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,3),-0.147372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,2),-0.14843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.0241123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),0.0112608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),-0.140243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,5),-0.112107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,4),-0.0691887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,3),-0.330758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,2),-0.16285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,1),-0.162328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.168277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,5),0.0326749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,4),-0.159394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,3),-0.193896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,2),-0.140412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,1),-0.0239159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,-1),-0.0700604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,4),-0.161286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,3),-0.299618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,2),-0.250976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,1),-0.189965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),-0.367195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),-0.266628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,2),-0.126519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.0261721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.104756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,2),-0.170651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,1),-0.149687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),-0.124715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,2),(13,1),-0.0824782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,2),(13,-1),-0.065112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.181853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0944689 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.164127 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.158085 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),0.0568624 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),-0.116288 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),0.0750268 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),-0.0592065 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),0.0567472 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,2),-0.0238084 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.0438209 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.00582931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.147832 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.144811 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.0539151 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),-0.136812 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),0.199651 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),-0.0703634 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,3),-0.0549471 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,2),-0.06303 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),-0.00380369 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.0594694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.157547 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),0.0570743 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),-0.116001 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),0.0769842 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),-0.0600673 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,3),0.0569591 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,2),-0.0238076 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.0416974 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.013299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),0.057075 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.115997 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,5),0.0759519 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.0600642 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,3),0.0569598 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,2),-0.0238076 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.0416974 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.00957268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),-0.135652 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,5),0.53396 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,4),-0.0794255 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,3),0.0639793 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,2),-0.0723538 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,1),0.0753538 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0281939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,6),(13,5),0.3059 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,4),-0.0371205 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,3),-0.0935685 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,2),-0.0760206 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,1),0.018877 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,-1),-0.0197748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,5),(13,4),-0.0697305 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,3),-0.0960134 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,2),-0.0665472 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,1),-0.0446447 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,-1),-0.168717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,4),(13,3),-0.0598734 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,2),-0.0619524 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,1),-0.0336779 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,-1),-0.103239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,3),(13,2),-0.0724674 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,1),0.0753208 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,-1),-0.0424421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,2),(13,1),-0.0140668 # DEPENDENCYPART_TRISIBL
(13,12),(13,2),(13,-1),-0.0273587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,1),(13,-1),-0.0790794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.21145 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.209891 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,7),-0.0673995 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,6),-0.135854 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,5),-0.0544584 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,4),-0.110476 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,3),-0.119933 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,2),-0.0607691 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),-0.132578 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.093435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
