# _root_ Laboring in blue and gray overalls , they are supposed to concentrate on cleaning out crevices , and not strain their eyes looking for diamonds .
#goldHeads=9,1,4,6,4,2,9,9,0,9,12,18,12,13,14,14,18,10,18,18,22,20,20,23,24,9,
#predictedHeads=18,1,4,6,4,2,9,9,18,9,12,10,12,13,14,14,18,0,20,18,22,20,20,23,24,18,
(18,18),(18,12),(18,9),-0.134585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,8),0.1835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,7),0.125082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,6),0.170276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,5),-0.102416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,4),0.0660232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,3),-0.101597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,2),0.027144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,1),-0.147569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,-1),0.0771914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,10),-0.0824201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,9),-0.0653237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,8),-0.0557253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,7),-0.00551549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,6),-0.143526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,5),-0.119669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,4),-0.0299133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,3),-0.118849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,2),-0.151981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,1),-0.079196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.0191094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,10),(18,9),-0.13659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,8),0.1835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,7),0.125076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,6),0.170276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,5),-0.102416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,4),0.0660232 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,3),-0.101597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,2),0.027144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,1),-0.149575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,-1),0.0761208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,8),0.181976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,7),0.122771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,6),0.19338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,5),-0.103926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,4),0.0723452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,3),-0.103107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,2),0.029606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,1),-0.13695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,-1),0.0590839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,7),-0.0945552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,6),-0.0818824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,5),-0.101571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,4),-0.0398896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,3),-0.100752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,2),-0.184102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,1),-0.105559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,-1),-0.00747683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,7),(18,6),-0.0549779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,5),-0.116428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,4),-0.0783957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,3),-0.115611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,2),-0.173521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,1),0.0305583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,7),(18,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,6),(18,5),0.032652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,4),-0.0187392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,3),0.0342856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,2),-0.316828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,1),-0.0877559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,-1),0.0666416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,5),(18,4),-0.0240701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,3),-0.257152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,2),-0.171647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,1),-0.104029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,5),(18,-1),0.0607115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,4),(18,3),-0.0599018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,4),(18,2),-0.11033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,4),(18,1),-0.104776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,4),(18,-1),0.0124683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,3),(18,2),-0.171687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,3),(18,1),-0.104029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,3),(18,-1),0.0658436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,2),(18,1),-0.135155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,2),(18,-1),0.0266342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,1),(18,-1),0.0771914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,14),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.0463233 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,12),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),-0.0378968 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,10),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.0967929 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),0.0306882 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,7),0.0708464 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,6),0.0130501 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,5),0.0607375 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,4),0.0497837 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,3),0.0700195 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,2),-0.0580642 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,1),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,13),-0.00679844 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,12),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,11),0.00577305 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,10),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,9),-0.193715 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,8),0.0831532 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,7),0.0577152 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,6),0.0489986 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,5),-0.0249352 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,4),0.0272365 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,3),-0.0202937 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,2),-0.0509983 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,1),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.00302129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,12),-0.111492 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,11),-0.035729 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,10),-0.111492 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,9),-0.112368 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,8),0.00928353 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,7),0.201301 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,6),-0.0328673 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,5),-0.0162916 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,4),0.118616 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,3),-0.0116501 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,2),0.0488908 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,1),-0.111492 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),0.0185616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,12),(18,11),0.00577305 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,10),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,9),-0.193715 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,8),0.0831532 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,7),0.0577152 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,6),0.0489986 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,5),-0.0249352 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,4),0.0272365 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,3),-0.0202937 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,2),-0.0509983 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,1),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,-1),-0.00302129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,10),-0.113704 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,9),-0.11458 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,8),0.00581873 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,7),0.0662674 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,6),-0.0417524 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,5),-0.0123993 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,4),0.019414 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,3),-0.00775772 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,2),-0.0360702 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,1),-0.113704 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),0.0439779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,10),(18,9),-0.193715 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,8),0.0831532 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,7),0.0577152 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,6),0.0489986 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,5),-0.0249352 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,4),0.0272365 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,3),-0.0202937 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,2),-0.0510008 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,1),-0.192686 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,-1),-0.00649474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,8),0.0785479 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,7),0.0558057 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,6),0.0467756 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,5),-0.0250232 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,4),0.016439 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,3),-0.0203817 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,2),-0.0490414 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,1),-0.193903 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,-1),0.0162124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,7),0.0627225 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,6),-0.0221821 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,5),-0.0124143 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,4),0.0101607 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,3),-0.00777274 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,2),-0.0434483 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,1),-0.113797 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,-1),-0.0858488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,7),(18,6),-0.0624458 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,5),-0.0167541 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,4),-0.00107943 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,3),-0.0121125 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,2),-0.058947 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,1),-0.0860153 # DEPENDENCYPART_TRISIBL
(18,17),(18,7),(18,-1),-0.0935712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,6),(18,5),0.0607375 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,4),0.0497837 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,3),0.0700195 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,2),-0.0580642 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,1),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,5),(18,4),0.0515479 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,3),0.0040293 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,2),0.0069127 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,1),-0.117521 # DEPENDENCYPART_TRISIBL
(18,17),(18,5),(18,-1),0.0745455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,4),(18,3),-0.00826687 # DEPENDENCYPART_TRISIBL
(18,17),(18,4),(18,2),-0.0185005 # DEPENDENCYPART_TRISIBL
(18,17),(18,4),(18,1),-0.108488 # DEPENDENCYPART_TRISIBL
(18,17),(18,4),(18,-1),-0.010611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,3),(18,2),0.00691219 # DEPENDENCYPART_TRISIBL
(18,17),(18,3),(18,1),-0.117521 # DEPENDENCYPART_TRISIBL
(18,17),(18,3),(18,-1),0.0745472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,2),(18,1),-0.110312 # DEPENDENCYPART_TRISIBL
(18,17),(18,2),(18,-1),-0.00582523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,1),(18,-1),-0.00302129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,13),-0.100998 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,12),-0.222829 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,11),-0.141657 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,10),-0.223786 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,9),-0.231186 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,8),-0.0663411 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,7),-0.113561 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,6),-0.130847 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,5),0.00698477 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,4),-0.123367 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,3),0.00352452 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,2),-0.0391889 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,1),-0.222829 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.104443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,12),-0.208664 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,11),-0.119324 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,10),-0.209387 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,9),-0.216314 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,8),-0.0598445 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,7),-0.0940518 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,6),-0.13713 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,5),0.00219025 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,4),-0.124947 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,3),-0.00127 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,2),-0.0544858 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,1),-0.208664 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.0498785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,11),-0.141657 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,10),-0.223786 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,9),-0.231186 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,8),-0.0663411 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,7),-0.113561 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,6),-0.130847 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,5),0.00698477 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,4),-0.123367 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,3),0.00352452 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,2),-0.0391889 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,1),-0.222829 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.104443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,10),-0.180003 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,9),-0.186865 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,8),-0.0555697 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,7),-0.0895693 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,6),-0.158825 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,5),0.00248953 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,4),-0.108535 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,3),-0.000970726 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,2),-0.0525508 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,1),-0.179281 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.0919549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,10),(18,9),-0.231187 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,8),-0.0663411 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,7),-0.113561 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,6),-0.130847 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,5),0.00698477 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,4),-0.123367 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,3),0.00352452 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,2),-0.0391889 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,1),-0.22283 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,-1),-0.104446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,8),-0.0669455 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,7),-0.113561 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,6),-0.133045 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,5),0.00695635 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,4),-0.123802 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,3),0.0034961 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,2),-0.0403391 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,1),-0.22318 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.0988983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,7),-0.0885183 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,6),-0.10978 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,5),0.00823326 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,4),-0.109275 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,3),0.00477301 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,2),-0.0613621 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,1),-0.183696 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),0.008455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,7),(18,6),0.117926 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,5),0.0402727 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,4),-0.0706267 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,3),0.0359257 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,2),-0.00100371 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,1),-0.213501 # DEPENDENCYPART_TRISIBL
(18,16),(18,7),(18,-1),-0.233794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,6),(18,5),0.0415686 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,4),-0.148179 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,3),0.037263 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,2),-0.117612 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,1),-0.193026 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,-1),-0.0569259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,5),(18,4),-0.133169 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,3),0.0715357 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,2),-0.0285053 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,1),-0.184034 # DEPENDENCYPART_TRISIBL
(18,16),(18,5),(18,-1),-0.00404509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,4),(18,3),-0.0015715 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,2),-0.0772903 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,1),-0.193766 # DEPENDENCYPART_TRISIBL
(18,16),(18,4),(18,-1),-0.100395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,3),(18,2),-0.0285053 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,1),-0.184034 # DEPENDENCYPART_TRISIBL
(18,16),(18,3),(18,-1),0.00135054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,2),(18,1),-0.20619 # DEPENDENCYPART_TRISIBL
(18,16),(18,2),(18,-1),-0.0381899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,1),(18,-1),-0.104443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.168278 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,11),-0.0537844 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,10),-0.168278 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,9),-0.188271 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,8),-0.0558712 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,7),-0.0208709 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,6),0.00513822 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,5),-0.0113177 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,4),-0.0520135 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,3),-0.0113175 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,2),-0.0293725 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,1),-0.168278 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.00920797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,11),-0.0635529 # DEPENDENCYPART_TRISIBL
(18,14),(18,12),(18,10),-0.182441 # DEPENDENCYPART_TRISIBL
