# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(5,10),(5,16),(5,19),-0.123969 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,21),-0.084703 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,22),-0.123659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,19),(5,21),-0.0949471 # DEPENDENCYPART_TRISIBL
(5,10),(5,19),(5,22),-0.151235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,21),(5,22),-0.0611606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,14),(5,16),-0.10473 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,19),-0.106618 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,21),-0.0505578 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,22),-0.11999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,16),(5,19),-0.123135 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,21),-0.0847923 # DEPENDENCYPART_TRISIBL
(5,12),(5,16),(5,22),-0.127611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,19),(5,21),-0.094896 # DEPENDENCYPART_TRISIBL
(5,12),(5,19),(5,22),-0.156738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,21),(5,22),-0.0757071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,16),(5,19),-0.13513 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,21),-0.0766878 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,22),-0.123865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,19),(5,21),-0.0854079 # DEPENDENCYPART_TRISIBL
(5,14),(5,19),(5,22),-0.181144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,21),(5,22),-0.012927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,19),(5,21),-0.0941769 # DEPENDENCYPART_TRISIBL
(5,16),(5,19),(5,22),-0.155262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,21),(5,22),-0.0765014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,19),(5,21),(5,22),-0.0703965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.213375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.0386424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.200235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.149368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.140651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.21362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.0844778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.2651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.469605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.136506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0536225 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.034743 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.11219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0742304 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.179443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.093345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0615192 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.150208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.0924484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.256125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,-1),-0.372045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0683144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.091259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.0985239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,22),-0.0934557 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.100216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.10254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,22),-0.0486187 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,12),-0.0610048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,22),-0.0866626 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,22),-0.0893928 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0971957 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0954558 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,22),-0.109814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,12),-0.0980851 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,22),-0.12679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,22),-0.131265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,12),-0.0645701 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,22),-0.0821531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,22),-0.0819373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,22),-0.120407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.147107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.146357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.472584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.0838583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.19512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,-1),-0.140699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0553422 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.139169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,-1),-0.276279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,-1),-0.0820282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.103427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.10575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.120301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.106919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.107088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.0886645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,22),-0.0522248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,12),-0.0634763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.145343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0694097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.112247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.0800299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,22),-0.101692 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,14),-0.144091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0680263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.111528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,21),-0.087266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,22),-0.104422 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,16),-0.0979626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.124042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,21),-0.111005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,22),-0.107331 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,19),-0.111524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,21),-0.0890917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,22),-0.0982051 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,21),-0.0114325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,19),(8,22),-0.0759014 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,21),(8,22),-0.19253 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,12),-0.0645701 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0530896 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.0645485 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.0844952 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,22),-0.0821531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,14),-0.0530896 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.0644056 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.0844938 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,22),-0.0819373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,16),-0.0595677 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),-0.0834252 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,21),-0.0656656 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,22),-0.0606191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,19),-0.0844938 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,21),-0.0347054 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,22),-0.0819353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,19),(8,21),-0.0761543 # DEPENDENCYPART_TRISIBL
(8,9),(8,19),(8,22),-0.0789934 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,21),(8,22),-0.0141796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,14),-0.0681107 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.125793 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,19),-0.123964 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,21),-0.0850249 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,22),-0.116216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,16),-0.109687 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,19),-0.107448 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,21),-0.050361 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,22),-0.115344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,19),-0.123964 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,21),-0.0847029 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,22),-0.123546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,19),(8,21),-0.094947 # DEPENDENCYPART_TRISIBL
(8,10),(8,19),(8,22),-0.151062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,21),(8,22),-0.0609826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,16),-0.104619 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,19),-0.106613 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,21),-0.0505578 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,22),-0.119486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,19),-0.12313 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,21),-0.0847922 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,22),-0.127498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,21),-0.094896 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,22),-0.156565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,21),(8,22),-0.0755292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,19),-0.13513 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,21),-0.0766878 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,22),-0.124363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,19),(8,21),-0.0854079 # DEPENDENCYPART_TRISIBL
(8,14),(8,19),(8,22),-0.182051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,21),(8,22),-0.0138278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,19),(8,21),-0.0941768 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,22),-0.155089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,21),(8,22),-0.0763234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,21),(8,22),-0.0698248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.232381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.221544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.0798742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.232381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.227962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.146806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.146285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.225888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.0837833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.237457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.192392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,2),-0.0391254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.157349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.127918 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),8.18916e-05 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.12843 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.185484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),0.0594498 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.16928 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.105472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,2),-0.170907 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.0438702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,-1),-0.185484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.0553422 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),0.236227 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.138629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,2),0.160382 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.276008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,-1),-0.25549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,2),-0.166983 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.081979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,-1),-0.214755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,-1),-0.179905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,12),-0.163907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.0258327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.169344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.0965221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),0.114544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),0.133426 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,14),-0.0245844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.167946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,19),-0.0953642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),0.109489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),0.124751 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),0.185716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.0799323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,21),-0.0164458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),-0.0831095 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,19),-0.0953565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,21),0.106227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),0.136787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,19),(9,21),0.198594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,19),(9,22),0.121069 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,21),(9,22),-0.146248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,12),(9,14),-0.0685977 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.127462 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,19),-0.17116 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.14055 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.137318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.107713 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,19),-0.158754 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,21),0.0233156 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.0717921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,19),-0.17116 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,21),-0.139907 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.148484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,19),(9,21),-0.119591 # DEPENDENCYPART_TRISIBL
(9,10),(9,19),(9,22),-0.16949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,21),(9,22),0.150415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,16),-0.105672 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,19),-0.157088 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,21),0.0231228 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),-0.0758741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,19),-0.169494 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,21),-0.139992 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.152339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,19),(9,21),-0.119531 # DEPENDENCYPART_TRISIBL
(9,12),(9,19),(9,22),-0.174455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,21),(9,22),0.135156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,19),-0.130945 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,21),0.0065543 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,22),0.0793432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,19),(9,21),-0.0647839 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,22),-0.0985255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,21),(9,22),0.0268052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,19),(9,21),-0.118812 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,22),-0.173312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,21),(9,22),0.133723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,21),(9,22),0.0357941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.0870041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),0.122874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.0778412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.0838241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),0.0332005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),0.122874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.0306483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),0.0903898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),0.124951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.0850169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.085671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),0.0423159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),0.124951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.0307113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),0.0674696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.101893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.167604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.129402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.121032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.119864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.329812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.0858389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),0.0354622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),0.122659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.0306483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),0.0905296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.0765998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),0.0264391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),-0.10192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.0815059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.057596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.146132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.135072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.119864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.329812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.245322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.115077 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.241631 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0226347 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.014916 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.115077 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0772772 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.128722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
