# _root_ If the pound falls closer to 2.80 marks , the Bank of England may raise Britain 's base lending rate by one percentage point to 16 % , says Mr. Rendell .
#goldHeads=4,3,4,14,4,5,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
#predictedHeads=4,3,4,14,4,4,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
(11,8),(8,7),-0.0819303 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.172515 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.0923705 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.167446 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.34156 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.131048 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.133377 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.189549 # DEPENDENCYPART_HEADBIGRAM
(11,10),(10,9),-0.142747 # DEPENDENCYPART_HEADBIGRAM
(11,10),(14,9),0.370028 # DEPENDENCYPART_HEADBIGRAM
(11,10),(15,9),0.112586 # DEPENDENCYPART_HEADBIGRAM
(11,10),(20,9),0.0327925 # DEPENDENCYPART_HEADBIGRAM
(11,10),(29,9),0.117577 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0160276 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0247405 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.0758261 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),0.0107208 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.176229 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.30068 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.286967 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.262174 # DEPENDENCYPART_HEADBIGRAM
(11,12),(20,11),0.221986 # DEPENDENCYPART_HEADBIGRAM
(11,12),(29,11),0.234331 # DEPENDENCYPART_HEADBIGRAM
(11,13),(4,12),-0.0910254 # DEPENDENCYPART_HEADBIGRAM
(11,13),(5,12),-0.0602123 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.0569593 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0529939 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0467878 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0226893 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.14064 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.0872812 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.0585584 # DEPENDENCYPART_HEADBIGRAM
(11,13),(20,12),0.0960552 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.052121 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.099759 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.114313 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.236861 # DEPENDENCYPART_HEADBIGRAM
(11,14),(15,13),0.090398 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.101538 # DEPENDENCYPART_HEADBIGRAM
(11,14),(18,13),0.101538 # DEPENDENCYPART_HEADBIGRAM
(11,14),(20,13),0.100661 # DEPENDENCYPART_HEADBIGRAM
(11,14),(24,13),0.101996 # DEPENDENCYPART_HEADBIGRAM
(11,14),(29,13),0.091544 # DEPENDENCYPART_HEADBIGRAM
(11,15),(0,14),-0.0745568 # DEPENDENCYPART_HEADBIGRAM
(11,15),(4,14),-0.0745636 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0605844 # DEPENDENCYPART_HEADBIGRAM
(11,15),(7,14),-0.0595122 # DEPENDENCYPART_HEADBIGRAM
(11,15),(8,14),-0.0661846 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.0738641 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0968992 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0902508 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.0735765 # DEPENDENCYPART_HEADBIGRAM
(11,15),(29,14),0.0834536 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.00442747 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.107948 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0588477 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.0836467 # DEPENDENCYPART_HEADBIGRAM
(11,17),(19,16),0.08363 # DEPENDENCYPART_HEADBIGRAM
(11,17),(20,16),0.0781059 # DEPENDENCYPART_HEADBIGRAM
(11,17),(23,16),0.0836224 # DEPENDENCYPART_HEADBIGRAM
(11,17),(24,16),0.0836378 # DEPENDENCYPART_HEADBIGRAM
(11,17),(27,16),0.0835624 # DEPENDENCYPART_HEADBIGRAM
(11,17),(29,16),0.0430401 # DEPENDENCYPART_HEADBIGRAM
(11,21),(8,20),-0.0226825 # DEPENDENCYPART_HEADBIGRAM
(11,21),(12,20),0.199777 # DEPENDENCYPART_HEADBIGRAM
(11,21),(14,20),0.0987401 # DEPENDENCYPART_HEADBIGRAM
(11,21),(15,20),0.0985026 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.142066 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.109822 # DEPENDENCYPART_HEADBIGRAM
(11,21),(22,20),0.0927769 # DEPENDENCYPART_HEADBIGRAM
(11,21),(24,20),0.044514 # DEPENDENCYPART_HEADBIGRAM
(11,21),(27,20),0.0556558 # DEPENDENCYPART_HEADBIGRAM
(11,21),(29,20),0.0891136 # DEPENDENCYPART_HEADBIGRAM
(11,28),(8,27),-0.0711607 # DEPENDENCYPART_HEADBIGRAM
(11,28),(15,27),0.0673855 # DEPENDENCYPART_HEADBIGRAM
(11,28),(16,27),0.134009 # DEPENDENCYPART_HEADBIGRAM
(11,28),(20,27),0.117474 # DEPENDENCYPART_HEADBIGRAM
(11,28),(21,27),0.0813576 # DEPENDENCYPART_HEADBIGRAM
(11,28),(22,27),0.156717 # DEPENDENCYPART_HEADBIGRAM
(11,28),(23,27),0.154231 # DEPENDENCYPART_HEADBIGRAM
(11,28),(24,27),0.143247 # DEPENDENCYPART_HEADBIGRAM
(11,28),(25,27),0.205764 # DEPENDENCYPART_HEADBIGRAM
(11,28),(29,27),0.0152214 # DEPENDENCYPART_HEADBIGRAM
(11,32),(20,31),0.0852252 # DEPENDENCYPART_HEADBIGRAM
(11,32),(21,31),0.127225 # DEPENDENCYPART_HEADBIGRAM
(11,32),(23,31),0.116738 # DEPENDENCYPART_HEADBIGRAM
(11,32),(24,31),0.124245 # DEPENDENCYPART_HEADBIGRAM
(11,32),(25,31),0.045961 # DEPENDENCYPART_HEADBIGRAM
(11,32),(26,31),0.0938287 # DEPENDENCYPART_HEADBIGRAM
(11,32),(27,31),0.148718 # DEPENDENCYPART_HEADBIGRAM
(11,32),(29,31),0.110795 # DEPENDENCYPART_HEADBIGRAM
(11,32),(30,31),0.16708 # DEPENDENCYPART_HEADBIGRAM
(11,32),(32,31),0.0699714 # DEPENDENCYPART_HEADBIGRAM
(12,6),(1,5),-0.123644 # DEPENDENCYPART_HEADBIGRAM
(12,6),(3,5),-0.122059 # DEPENDENCYPART_HEADBIGRAM
(12,6),(4,5),-0.123566 # DEPENDENCYPART_HEADBIGRAM
(12,6),(7,5),-0.123651 # DEPENDENCYPART_HEADBIGRAM
(12,6),(8,5),-0.12369 # DEPENDENCYPART_HEADBIGRAM
(12,8),(1,7),-0.129244 # DEPENDENCYPART_HEADBIGRAM
(12,8),(4,7),-0.142174 # DEPENDENCYPART_HEADBIGRAM
(12,8),(6,7),-0.13949 # DEPENDENCYPART_HEADBIGRAM
(12,8),(8,7),-0.0237843 # DEPENDENCYPART_HEADBIGRAM
(12,8),(11,7),-0.151314 # DEPENDENCYPART_HEADBIGRAM
(12,8),(14,7),0.0923256 # DEPENDENCYPART_HEADBIGRAM
(12,10),(3,9),-0.0451603 # DEPENDENCYPART_HEADBIGRAM
(12,10),(4,9),-0.129301 # DEPENDENCYPART_HEADBIGRAM
(12,10),(6,9),-0.136446 # DEPENDENCYPART_HEADBIGRAM
(12,10),(7,9),-0.16359 # DEPENDENCYPART_HEADBIGRAM
(12,10),(8,9),-0.0697035 # DEPENDENCYPART_HEADBIGRAM
(12,10),(10,9),-0.125707 # DEPENDENCYPART_HEADBIGRAM
(12,10),(14,9),0.194159 # DEPENDENCYPART_HEADBIGRAM
(12,10),(15,9),0.0617987 # DEPENDENCYPART_HEADBIGRAM
(12,10),(20,9),0.139053 # DEPENDENCYPART_HEADBIGRAM
(12,10),(29,9),0.0866459 # DEPENDENCYPART_HEADBIGRAM
(12,13),(4,12),-0.0332346 # DEPENDENCYPART_HEADBIGRAM
(12,13),(5,12),-0.0107436 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.058309 # DEPENDENCYPART_HEADBIGRAM
(12,13),(8,12),0.201402 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0280451 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),0.262082 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),-0.037407 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.168791 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.146351 # DEPENDENCYPART_HEADBIGRAM
(12,13),(20,12),0.246834 # DEPENDENCYPART_HEADBIGRAM
(12,14),(8,13),-0.0568325 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0564711 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),0.0547776 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.116509 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.0969673 # DEPENDENCYPART_HEADBIGRAM
(12,14),(16,13),0.0974111 # DEPENDENCYPART_HEADBIGRAM
(12,14),(18,13),0.0974137 # DEPENDENCYPART_HEADBIGRAM
(12,14),(20,13),0.0978921 # DEPENDENCYPART_HEADBIGRAM
(12,14),(24,13),0.0978924 # DEPENDENCYPART_HEADBIGRAM
(12,14),(29,13),0.0970192 # DEPENDENCYPART_HEADBIGRAM
(12,15),(0,14),-0.0619518 # DEPENDENCYPART_HEADBIGRAM
(12,15),(4,14),-0.0596856 # DEPENDENCYPART_HEADBIGRAM
(12,15),(5,14),-0.0595341 # DEPENDENCYPART_HEADBIGRAM
(12,15),(7,14),-0.059469 # DEPENDENCYPART_HEADBIGRAM
(12,15),(8,14),-0.0595162 # DEPENDENCYPART_HEADBIGRAM
(12,15),(11,14),-0.0579077 # DEPENDENCYPART_HEADBIGRAM
(12,15),(12,14),0.0942716 # DEPENDENCYPART_HEADBIGRAM
(12,15),(13,14),0.0960694 # DEPENDENCYPART_HEADBIGRAM
(12,15),(15,14),0.0798191 # DEPENDENCYPART_HEADBIGRAM
(12,15),(29,14),0.0970633 # DEPENDENCYPART_HEADBIGRAM
(12,16),(0,15),-0.0905681 # DEPENDENCYPART_HEADBIGRAM
(12,16),(4,15),-0.0678956 # DEPENDENCYPART_HEADBIGRAM
(12,16),(8,15),-0.0616751 # DEPENDENCYPART_HEADBIGRAM
(12,16),(11,15),-0.0624533 # DEPENDENCYPART_HEADBIGRAM
(12,16),(12,15),0.0730311 # DEPENDENCYPART_HEADBIGRAM
(12,16),(13,15),0.105973 # DEPENDENCYPART_HEADBIGRAM
(12,16),(14,15),0.0954687 # DEPENDENCYPART_HEADBIGRAM
(12,16),(16,15),0.282283 # DEPENDENCYPART_HEADBIGRAM
(12,16),(20,15),0.0962428 # DEPENDENCYPART_HEADBIGRAM
(12,16),(29,15),0.0937896 # DEPENDENCYPART_HEADBIGRAM
(12,18),(11,17),-0.00145464 # DEPENDENCYPART_HEADBIGRAM
(12,18),(13,17),0.246816 # DEPENDENCYPART_HEADBIGRAM
(12,18),(16,17),0.214738 # DEPENDENCYPART_HEADBIGRAM
(12,18),(18,17),0.131313 # DEPENDENCYPART_HEADBIGRAM
(12,18),(19,17),0.154813 # DEPENDENCYPART_HEADBIGRAM
(12,19),(12,18),-0.00121921 # DEPENDENCYPART_HEADBIGRAM
(12,19),(14,18),0.113819 # DEPENDENCYPART_HEADBIGRAM
(12,19),(15,18),0.0710858 # DEPENDENCYPART_HEADBIGRAM
(12,19),(16,18),0.068283 # DEPENDENCYPART_HEADBIGRAM
(12,19),(19,18),0.264007 # DEPENDENCYPART_HEADBIGRAM
(12,19),(20,18),0.090971 # DEPENDENCYPART_HEADBIGRAM
(12,19),(21,18),0.0619544 # DEPENDENCYPART_HEADBIGRAM
(12,19),(23,18),0.0904033 # DEPENDENCYPART_HEADBIGRAM
(12,19),(24,18),0.0907674 # DEPENDENCYPART_HEADBIGRAM
(12,19),(27,18),0.0907658 # DEPENDENCYPART_HEADBIGRAM
(12,20),(12,19),-0.00121921 # DEPENDENCYPART_HEADBIGRAM
(12,20),(14,19),0.113819 # DEPENDENCYPART_HEADBIGRAM
(12,20),(15,19),0.0710858 # DEPENDENCYPART_HEADBIGRAM
(12,20),(16,19),0.104303 # DEPENDENCYPART_HEADBIGRAM
(12,20),(18,19),0.0682816 # DEPENDENCYPART_HEADBIGRAM
(12,20),(20,19),0.246709 # DEPENDENCYPART_HEADBIGRAM
(12,20),(21,19),0.0625221 # DEPENDENCYPART_HEADBIGRAM
(12,20),(24,19),0.0904019 # DEPENDENCYPART_HEADBIGRAM
(12,20),(27,19),0.0907644 # DEPENDENCYPART_HEADBIGRAM
(12,20),(29,19),0.0632571 # DEPENDENCYPART_HEADBIGRAM
(13,10),(3,9),-0.20627 # DEPENDENCYPART_HEADBIGRAM
(13,10),(4,9),-0.322199 # DEPENDENCYPART_HEADBIGRAM
(13,10),(6,9),-0.111719 # DEPENDENCYPART_HEADBIGRAM
(13,10),(7,9),-0.0449556 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.114078 # DEPENDENCYPART_HEADBIGRAM
(13,10),(10,9),-0.14132 # DEPENDENCYPART_HEADBIGRAM
(13,10),(14,9),0.311465 # DEPENDENCYPART_HEADBIGRAM
(13,10),(15,9),0.150252 # DEPENDENCYPART_HEADBIGRAM
(13,10),(20,9),0.0267832 # DEPENDENCYPART_HEADBIGRAM
(13,10),(29,9),0.117509 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.156877 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),0.00106712 # DEPENDENCYPART_HEADBIGRAM
(13,11),(12,10),-0.135602 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.0462458 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.124008 # DEPENDENCYPART_HEADBIGRAM
(13,11),(16,10),0.115396 # DEPENDENCYPART_HEADBIGRAM
(13,11),(20,10),0.115462 # DEPENDENCYPART_HEADBIGRAM
(13,11),(24,10),0.118005 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.133792 # DEPENDENCYPART_HEADBIGRAM
(13,12),(6,11),-0.0841567 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.160189 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.175922 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.122798 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.0750035 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.0782462 # DEPENDENCYPART_HEADBIGRAM
(13,12),(16,11),0.0539699 # DEPENDENCYPART_HEADBIGRAM
(13,12),(20,11),0.0636753 # DEPENDENCYPART_HEADBIGRAM
(13,12),(29,11),0.0781152 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0641713 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0725269 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.10163 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.00706033 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.053186 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.0960246 # DEPENDENCYPART_HEADBIGRAM
(13,14),(18,13),0.0960246 # DEPENDENCYPART_HEADBIGRAM
(13,14),(20,13),0.0956398 # DEPENDENCYPART_HEADBIGRAM
(13,14),(24,13),0.0993484 # DEPENDENCYPART_HEADBIGRAM
(13,14),(29,13),0.0543741 # DEPENDENCYPART_HEADBIGRAM
(13,15),(0,14),-0.0710664 # DEPENDENCYPART_HEADBIGRAM
(13,15),(4,14),-0.0739541 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.0599764 # DEPENDENCYPART_HEADBIGRAM
(13,15),(7,14),-0.0589042 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0655766 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0643122 # DEPENDENCYPART_HEADBIGRAM
(13,15),(12,14),-0.0581787 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0829511 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.0895674 # DEPENDENCYPART_HEADBIGRAM
(13,15),(29,14),0.0845646 # DEPENDENCYPART_HEADBIGRAM
(13,17),(12,16),-0.252134 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.0818992 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.0327986 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.0824885 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0823471 # DEPENDENCYPART_HEADBIGRAM
(13,17),(20,16),0.0768229 # DEPENDENCYPART_HEADBIGRAM
(13,17),(23,16),0.0826797 # DEPENDENCYPART_HEADBIGRAM
(13,17),(24,16),0.0826951 # DEPENDENCYPART_HEADBIGRAM
(13,17),(27,16),0.0834207 # DEPENDENCYPART_HEADBIGRAM
(13,17),(29,16),0.0428981 # DEPENDENCYPART_HEADBIGRAM
(14,3),(1,2),-0.121497 # DEPENDENCYPART_HEADBIGRAM
(14,3),(3,2),-0.0188034 # DEPENDENCYPART_HEADBIGRAM
(14,3),(4,2),-0.11861 # DEPENDENCYPART_HEADBIGRAM
(14,3),(7,2),-0.127224 # DEPENDENCYPART_HEADBIGRAM
(14,3),(8,2),-0.133688 # DEPENDENCYPART_HEADBIGRAM
(14,4),(0,3),-0.15838 # DEPENDENCYPART_HEADBIGRAM
(14,4),(1,3),-0.127122 # DEPENDENCYPART_HEADBIGRAM
(14,4),(4,3),-0.116239 # DEPENDENCYPART_HEADBIGRAM
(14,4),(5,3),-0.126088 # DEPENDENCYPART_HEADBIGRAM
(14,4),(7,3),-0.124936 # DEPENDENCYPART_HEADBIGRAM
(14,4),(8,3),-0.130345 # DEPENDENCYPART_HEADBIGRAM
(14,4),(14,3),0.0801831 # DEPENDENCYPART_HEADBIGRAM
(14,4),(20,3),0.0821767 # DEPENDENCYPART_HEADBIGRAM
(14,4),(29,3),0.0763082 # DEPENDENCYPART_HEADBIGRAM
(14,7),(0,6),-0.123044 # DEPENDENCYPART_HEADBIGRAM
(14,7),(1,6),-0.123106 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),-0.123108 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.124187 # DEPENDENCYPART_HEADBIGRAM
(14,7),(5,6),-0.124058 # DEPENDENCYPART_HEADBIGRAM
(14,7),(7,6),-0.120526 # DEPENDENCYPART_HEADBIGRAM
(14,7),(8,6),-0.123641 # DEPENDENCYPART_HEADBIGRAM
(14,7),(12,6),-0.12364 # DEPENDENCYPART_HEADBIGRAM
(14,8),(1,7),-0.116967 # DEPENDENCYPART_HEADBIGRAM
(14,8),(4,7),-0.126645 # DEPENDENCYPART_HEADBIGRAM
(14,8),(6,7),-0.14118 # DEPENDENCYPART_HEADBIGRAM
(14,8),(8,7),-0.103071 # DEPENDENCYPART_HEADBIGRAM
(14,8),(11,7),-0.128448 # DEPENDENCYPART_HEADBIGRAM
(14,8),(14,7),0.0783657 # DEPENDENCYPART_HEADBIGRAM
(14,9),(1,8),-0.129004 # DEPENDENCYPART_HEADBIGRAM
(14,9),(3,8),-0.209574 # DEPENDENCYPART_HEADBIGRAM
(14,9),(4,8),-0.173619 # DEPENDENCYPART_HEADBIGRAM
(14,9),(6,8),-0.103453 # DEPENDENCYPART_HEADBIGRAM
(14,9),(7,8),-0.145631 # DEPENDENCYPART_HEADBIGRAM
(14,9),(11,8),-0.149047 # DEPENDENCYPART_HEADBIGRAM
(14,9),(12,8),-0.116479 # DEPENDENCYPART_HEADBIGRAM
(14,9),(14,8),0.0307172 # DEPENDENCYPART_HEADBIGRAM
(14,9),(15,8),0.124089 # DEPENDENCYPART_HEADBIGRAM
(14,9),(20,8),0.0716148 # DEPENDENCYPART_HEADBIGRAM
(14,10),(3,9),-0.169464 # DEPENDENCYPART_HEADBIGRAM
(14,10),(4,9),-0.144029 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.117116 # DEPENDENCYPART_HEADBIGRAM
(14,10),(7,9),-0.0760483 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.079713 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),-0.124672 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.0963143 # DEPENDENCYPART_HEADBIGRAM
(14,10),(15,9),0.0886391 # DEPENDENCYPART_HEADBIGRAM
(14,10),(20,9),0.0907899 # DEPENDENCYPART_HEADBIGRAM
(14,10),(29,9),0.075757 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.124243 # DEPENDENCYPART_HEADBIGRAM
(14,11),(11,10),0.0122039 # DEPENDENCYPART_HEADBIGRAM
(14,11),(12,10),-0.127967 # DEPENDENCYPART_HEADBIGRAM
(14,11),(13,10),-0.143259 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.023089 # DEPENDENCYPART_HEADBIGRAM
(14,11),(16,10),0.130915 # DEPENDENCYPART_HEADBIGRAM
(14,11),(20,10),0.130915 # DEPENDENCYPART_HEADBIGRAM
(14,11),(24,10),0.0829496 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),-0.143934 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.150688 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.155441 # DEPENDENCYPART_HEADBIGRAM
(14,12),(8,11),-0.171026 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.143385 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.052041 # DEPENDENCYPART_HEADBIGRAM
(14,12),(15,11),0.076936 # DEPENDENCYPART_HEADBIGRAM
(14,12),(16,11),0.0679021 # DEPENDENCYPART_HEADBIGRAM
(14,12),(20,11),0.0753245 # DEPENDENCYPART_HEADBIGRAM
(14,12),(29,11),0.0812291 # DEPENDENCYPART_HEADBIGRAM
(14,13),(4,12),-0.178356 # DEPENDENCYPART_HEADBIGRAM
(14,13),(5,12),-0.175695 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.174783 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.153839 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.0741892 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.116054 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.0483936 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.046637 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.145503 # DEPENDENCYPART_HEADBIGRAM
(14,13),(20,12),0.0642556 # DEPENDENCYPART_HEADBIGRAM
(14,15),(0,14),0.11932 # DEPENDENCYPART_HEADBIGRAM
(14,15),(4,14),-0.0371451 # DEPENDENCYPART_HEADBIGRAM
(14,15),(5,14),-0.0248993 # DEPENDENCYPART_HEADBIGRAM
(14,15),(7,14),-0.0290689 # DEPENDENCYPART_HEADBIGRAM
(14,15),(8,14),-0.0308927 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),-0.0138371 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.00990403 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.0256718 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),0.0336689 # DEPENDENCYPART_HEADBIGRAM
(14,15),(29,14),0.160386 # DEPENDENCYPART_HEADBIGRAM
(14,16),(0,15),-0.0427373 # DEPENDENCYPART_HEADBIGRAM
(14,16),(4,15),-0.0609085 # DEPENDENCYPART_HEADBIGRAM
(14,16),(8,15),-0.0682507 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0737239 # DEPENDENCYPART_HEADBIGRAM
(14,16),(12,15),-0.0667749 # DEPENDENCYPART_HEADBIGRAM
(14,16),(13,15),-0.0720402 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0556974 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.13127 # DEPENDENCYPART_HEADBIGRAM
(14,16),(20,15),0.0890279 # DEPENDENCYPART_HEADBIGRAM
(14,16),(29,15),0.0963883 # DEPENDENCYPART_HEADBIGRAM
(14,18),(11,17),-0.0344294 # DEPENDENCYPART_HEADBIGRAM
(14,18),(13,17),-0.0358725 # DEPENDENCYPART_HEADBIGRAM
(14,18),(16,17),0.229703 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.113321 # DEPENDENCYPART_HEADBIGRAM
(14,18),(19,17),0.118832 # DEPENDENCYPART_HEADBIGRAM
(14,19),(12,18),-0.0685691 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.105438 # DEPENDENCYPART_HEADBIGRAM
(14,19),(15,18),0.133732 # DEPENDENCYPART_HEADBIGRAM
(14,19),(16,18),0.157846 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.23562 # DEPENDENCYPART_HEADBIGRAM
(14,19),(20,18),0.0878676 # DEPENDENCYPART_HEADBIGRAM
(14,19),(21,18),0.0827893 # DEPENDENCYPART_HEADBIGRAM
(14,19),(23,18),0.0927661 # DEPENDENCYPART_HEADBIGRAM
(14,19),(24,18),0.09473 # DEPENDENCYPART_HEADBIGRAM
(14,19),(27,18),0.09473 # DEPENDENCYPART_HEADBIGRAM
(14,20),(12,19),-0.0681898 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.0836644 # DEPENDENCYPART_HEADBIGRAM
(14,20),(15,19),0.114385 # DEPENDENCYPART_HEADBIGRAM
(14,20),(16,19),0.111415 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.0753935 # DEPENDENCYPART_HEADBIGRAM
(14,20),(20,19),0.141767 # DEPENDENCYPART_HEADBIGRAM
(14,20),(21,19),0.0847688 # DEPENDENCYPART_HEADBIGRAM
(14,20),(24,19),0.0941793 # DEPENDENCYPART_HEADBIGRAM
(14,20),(27,19),0.0945434 # DEPENDENCYPART_HEADBIGRAM
(14,20),(29,19),0.0992241 # DEPENDENCYPART_HEADBIGRAM
(14,29),(4,28),-0.0692608 # DEPENDENCYPART_HEADBIGRAM
(14,29),(8,28),-0.0805201 # DEPENDENCYPART_HEADBIGRAM
(14,29),(11,28),-0.0805201 # DEPENDENCYPART_HEADBIGRAM
(14,29),(15,28),0.222413 # DEPENDENCYPART_HEADBIGRAM
(14,29),(20,28),0.123583 # DEPENDENCYPART_HEADBIGRAM
