# _root_ In addition to increasing costs as a result of greater financial exposure for members , these measures could have other , far-reaching repercussions .
#goldHeads=18,1,2,3,4,4,8,6,8,12,12,9,12,13,18,17,18,0,18,22,22,23,19,18,
#predictedHeads=18,1,2,5,3,5,8,6,8,12,12,9,12,13,18,17,18,0,18,23,23,23,19,18,
(17,18),(19,17),0.0537447 # DEPENDENCYPART_HEADBIGRAM
(17,18),(20,17),0.0936111 # DEPENDENCYPART_HEADBIGRAM
(17,18),(22,17),0.0936115 # DEPENDENCYPART_HEADBIGRAM
(17,18),(23,17),0.0956232 # DEPENDENCYPART_HEADBIGRAM
(17,19),(0,18),-0.0726533 # DEPENDENCYPART_HEADBIGRAM
(17,19),(5,18),-0.0634143 # DEPENDENCYPART_HEADBIGRAM
(17,19),(8,18),-0.0655985 # DEPENDENCYPART_HEADBIGRAM
(17,19),(9,18),-0.0623246 # DEPENDENCYPART_HEADBIGRAM
(17,19),(11,18),-0.0597807 # DEPENDENCYPART_HEADBIGRAM
(17,19),(12,18),-0.0655929 # DEPENDENCYPART_HEADBIGRAM
(17,19),(13,18),-0.0608675 # DEPENDENCYPART_HEADBIGRAM
(17,19),(14,18),-0.0643303 # DEPENDENCYPART_HEADBIGRAM
(17,19),(17,18),0.0804469 # DEPENDENCYPART_HEADBIGRAM
(17,19),(19,18),0.0874664 # DEPENDENCYPART_HEADBIGRAM
(17,20),(0,19),-0.0280836 # DEPENDENCYPART_HEADBIGRAM
(17,20),(4,19),-0.0846668 # DEPENDENCYPART_HEADBIGRAM
(17,20),(8,19),-0.0594333 # DEPENDENCYPART_HEADBIGRAM
(17,20),(12,19),-0.0586718 # DEPENDENCYPART_HEADBIGRAM
(17,20),(14,19),-0.0593367 # DEPENDENCYPART_HEADBIGRAM
(17,20),(16,19),-0.0585998 # DEPENDENCYPART_HEADBIGRAM
(17,20),(17,19),0.0973888 # DEPENDENCYPART_HEADBIGRAM
(17,20),(18,19),0.10577 # DEPENDENCYPART_HEADBIGRAM
(17,20),(20,19),0.143835 # DEPENDENCYPART_HEADBIGRAM
(17,20),(23,19),0.0958635 # DEPENDENCYPART_HEADBIGRAM
(17,23),(14,22),-0.0734484 # DEPENDENCYPART_HEADBIGRAM
(17,23),(19,22),0.0401771 # DEPENDENCYPART_HEADBIGRAM
(17,23),(20,22),0.084879 # DEPENDENCYPART_HEADBIGRAM
(17,23),(23,22),0.130469 # DEPENDENCYPART_HEADBIGRAM
(18,2),(0,1),-0.143472 # DEPENDENCYPART_HEADBIGRAM
(18,2),(2,1),-0.0912298 # DEPENDENCYPART_HEADBIGRAM
(18,2),(3,1),-0.123657 # DEPENDENCYPART_HEADBIGRAM
(18,2),(4,1),-0.125564 # DEPENDENCYPART_HEADBIGRAM
(18,2),(5,1),-0.139134 # DEPENDENCYPART_HEADBIGRAM
(18,2),(6,1),-0.124063 # DEPENDENCYPART_HEADBIGRAM
(18,2),(8,1),-0.140407 # DEPENDENCYPART_HEADBIGRAM
(18,2),(9,1),-0.125489 # DEPENDENCYPART_HEADBIGRAM
(18,2),(13,1),-0.124371 # DEPENDENCYPART_HEADBIGRAM
(18,2),(18,1),0.0939813 # DEPENDENCYPART_HEADBIGRAM
(18,4),(0,3),-0.123429 # DEPENDENCYPART_HEADBIGRAM
(18,4),(1,3),-0.129307 # DEPENDENCYPART_HEADBIGRAM
(18,4),(2,3),-0.130417 # DEPENDENCYPART_HEADBIGRAM
(18,4),(4,3),-0.0989454 # DEPENDENCYPART_HEADBIGRAM
(18,4),(5,3),-0.124938 # DEPENDENCYPART_HEADBIGRAM
(18,4),(6,3),-0.12423 # DEPENDENCYPART_HEADBIGRAM
(18,4),(9,3),-0.12437 # DEPENDENCYPART_HEADBIGRAM
(18,4),(11,3),-0.124473 # DEPENDENCYPART_HEADBIGRAM
(18,5),(0,4),-0.0880119 # DEPENDENCYPART_HEADBIGRAM
(18,5),(1,4),-0.126834 # DEPENDENCYPART_HEADBIGRAM
(18,5),(2,4),-0.141012 # DEPENDENCYPART_HEADBIGRAM
(18,5),(3,4),-0.126629 # DEPENDENCYPART_HEADBIGRAM
(18,5),(5,4),-0.129132 # DEPENDENCYPART_HEADBIGRAM
(18,5),(6,4),-0.125245 # DEPENDENCYPART_HEADBIGRAM
(18,5),(8,4),-0.131298 # DEPENDENCYPART_HEADBIGRAM
(18,5),(9,4),-0.12538 # DEPENDENCYPART_HEADBIGRAM
(18,5),(12,4),-0.131688 # DEPENDENCYPART_HEADBIGRAM
(18,5),(18,4),0.0413359 # DEPENDENCYPART_HEADBIGRAM
(18,6),(0,5),-0.149586 # DEPENDENCYPART_HEADBIGRAM
(18,6),(1,5),-0.206955 # DEPENDENCYPART_HEADBIGRAM
(18,6),(2,5),-0.161678 # DEPENDENCYPART_HEADBIGRAM
(18,6),(3,5),-0.133569 # DEPENDENCYPART_HEADBIGRAM
(18,6),(4,5),-0.125675 # DEPENDENCYPART_HEADBIGRAM
(18,6),(6,5),-0.139662 # DEPENDENCYPART_HEADBIGRAM
(18,6),(8,5),-0.150463 # DEPENDENCYPART_HEADBIGRAM
(18,6),(11,5),-0.1295 # DEPENDENCYPART_HEADBIGRAM
(18,6),(18,5),0.0327354 # DEPENDENCYPART_HEADBIGRAM
(18,6),(19,5),0.102761 # DEPENDENCYPART_HEADBIGRAM
(18,7),(1,6),-0.128432 # DEPENDENCYPART_HEADBIGRAM
(18,7),(2,6),-0.132089 # DEPENDENCYPART_HEADBIGRAM
(18,7),(3,6),-0.128385 # DEPENDENCYPART_HEADBIGRAM
(18,7),(4,6),-0.124398 # DEPENDENCYPART_HEADBIGRAM
(18,7),(5,6),-0.129767 # DEPENDENCYPART_HEADBIGRAM
(18,7),(8,6),-0.125574 # DEPENDENCYPART_HEADBIGRAM
(18,7),(9,6),-0.123968 # DEPENDENCYPART_HEADBIGRAM
(18,7),(12,6),-0.125753 # DEPENDENCYPART_HEADBIGRAM
(18,7),(18,6),0.0913212 # DEPENDENCYPART_HEADBIGRAM
(18,7),(19,6),0.0860162 # DEPENDENCYPART_HEADBIGRAM
(18,8),(6,7),-0.115529 # DEPENDENCYPART_HEADBIGRAM
(18,8),(8,7),-0.0622328 # DEPENDENCYPART_HEADBIGRAM
(18,8),(9,7),-0.124746 # DEPENDENCYPART_HEADBIGRAM
(18,8),(12,7),-0.140013 # DEPENDENCYPART_HEADBIGRAM
(18,8),(18,7),0.0304498 # DEPENDENCYPART_HEADBIGRAM
(18,9),(0,8),-0.141141 # DEPENDENCYPART_HEADBIGRAM
(18,9),(2,8),-0.149033 # DEPENDENCYPART_HEADBIGRAM
(18,9),(3,8),-0.103705 # DEPENDENCYPART_HEADBIGRAM
(18,9),(4,8),-0.0958288 # DEPENDENCYPART_HEADBIGRAM
(18,9),(5,8),-0.121018 # DEPENDENCYPART_HEADBIGRAM
(18,9),(6,8),-0.137513 # DEPENDENCYPART_HEADBIGRAM
(18,9),(10,8),-0.125902 # DEPENDENCYPART_HEADBIGRAM
(18,9),(11,8),-0.145349 # DEPENDENCYPART_HEADBIGRAM
(18,9),(12,8),-0.160284 # DEPENDENCYPART_HEADBIGRAM
(18,9),(18,8),0.0557541 # DEPENDENCYPART_HEADBIGRAM
(18,11),(5,10),-0.122997 # DEPENDENCYPART_HEADBIGRAM
(18,11),(6,10),-0.123092 # DEPENDENCYPART_HEADBIGRAM
(18,11),(8,10),-0.124544 # DEPENDENCYPART_HEADBIGRAM
(18,11),(9,10),-0.124722 # DEPENDENCYPART_HEADBIGRAM
(18,11),(11,10),-0.127971 # DEPENDENCYPART_HEADBIGRAM
(18,11),(12,10),-0.123671 # DEPENDENCYPART_HEADBIGRAM
(18,11),(13,10),-0.124019 # DEPENDENCYPART_HEADBIGRAM
(18,11),(14,10),-0.123972 # DEPENDENCYPART_HEADBIGRAM
(18,12),(6,11),-0.122349 # DEPENDENCYPART_HEADBIGRAM
(18,12),(8,11),-0.126193 # DEPENDENCYPART_HEADBIGRAM
(18,12),(9,11),-0.119783 # DEPENDENCYPART_HEADBIGRAM
(18,12),(10,11),-0.122777 # DEPENDENCYPART_HEADBIGRAM
(18,12),(12,11),-0.0331944 # DEPENDENCYPART_HEADBIGRAM
(18,12),(13,11),-0.119761 # DEPENDENCYPART_HEADBIGRAM
(18,12),(14,11),-0.127905 # DEPENDENCYPART_HEADBIGRAM
(18,12),(18,11),0.0767168 # DEPENDENCYPART_HEADBIGRAM
(18,13),(3,12),-0.122019 # DEPENDENCYPART_HEADBIGRAM
(18,13),(4,12),-0.114106 # DEPENDENCYPART_HEADBIGRAM
(18,13),(5,12),-0.139387 # DEPENDENCYPART_HEADBIGRAM
(18,13),(6,12),-0.15022 # DEPENDENCYPART_HEADBIGRAM
(18,13),(8,12),-0.145364 # DEPENDENCYPART_HEADBIGRAM
(18,13),(9,12),-0.204241 # DEPENDENCYPART_HEADBIGRAM
(18,13),(13,12),-0.155365 # DEPENDENCYPART_HEADBIGRAM
(18,13),(14,12),-0.143046 # DEPENDENCYPART_HEADBIGRAM
(18,13),(18,12),0.0404261 # DEPENDENCYPART_HEADBIGRAM
(18,13),(22,12),0.10858 # DEPENDENCYPART_HEADBIGRAM
(18,14),(4,13),-0.104492 # DEPENDENCYPART_HEADBIGRAM
(18,14),(5,13),-0.140691 # DEPENDENCYPART_HEADBIGRAM
(18,14),(8,13),-0.20333 # DEPENDENCYPART_HEADBIGRAM
(18,14),(9,13),-0.164587 # DEPENDENCYPART_HEADBIGRAM
(18,14),(10,13),-0.151158 # DEPENDENCYPART_HEADBIGRAM
(18,14),(11,13),-0.0359276 # DEPENDENCYPART_HEADBIGRAM
(18,14),(12,13),-0.0880994 # DEPENDENCYPART_HEADBIGRAM
(18,14),(14,13),-0.0810159 # DEPENDENCYPART_HEADBIGRAM
(18,14),(18,13),0.0843274 # DEPENDENCYPART_HEADBIGRAM
(18,14),(19,13),0.0936232 # DEPENDENCYPART_HEADBIGRAM
(18,15),(4,14),-0.124519 # DEPENDENCYPART_HEADBIGRAM
(18,15),(5,14),-0.144334 # DEPENDENCYPART_HEADBIGRAM
(18,15),(6,14),-0.114806 # DEPENDENCYPART_HEADBIGRAM
(18,15),(8,14),-0.139293 # DEPENDENCYPART_HEADBIGRAM
(18,15),(9,14),-0.144234 # DEPENDENCYPART_HEADBIGRAM
(18,15),(11,14),-0.196445 # DEPENDENCYPART_HEADBIGRAM
(18,15),(12,14),-0.153569 # DEPENDENCYPART_HEADBIGRAM
(18,15),(13,14),-0.111679 # DEPENDENCYPART_HEADBIGRAM
(18,15),(17,14),-0.14873 # DEPENDENCYPART_HEADBIGRAM
(18,15),(18,14),0.164972 # DEPENDENCYPART_HEADBIGRAM
(18,16),(2,15),-0.165367 # DEPENDENCYPART_HEADBIGRAM
(18,16),(4,15),-0.195275 # DEPENDENCYPART_HEADBIGRAM
(18,16),(5,15),-0.14326 # DEPENDENCYPART_HEADBIGRAM
(18,16),(8,15),-0.14326 # DEPENDENCYPART_HEADBIGRAM
(18,16),(12,15),-0.140923 # DEPENDENCYPART_HEADBIGRAM
(18,16),(13,15),-0.164325 # DEPENDENCYPART_HEADBIGRAM
(18,16),(14,15),-0.167803 # DEPENDENCYPART_HEADBIGRAM
(18,16),(17,15),-0.12602 # DEPENDENCYPART_HEADBIGRAM
(18,16),(18,15),0.10844 # DEPENDENCYPART_HEADBIGRAM
(18,16),(19,15),0.172316 # DEPENDENCYPART_HEADBIGRAM
(18,17),(8,16),-0.129105 # DEPENDENCYPART_HEADBIGRAM
(18,17),(12,16),-0.129534 # DEPENDENCYPART_HEADBIGRAM
(18,17),(14,16),-0.152014 # DEPENDENCYPART_HEADBIGRAM
(18,17),(17,16),-0.0652759 # DEPENDENCYPART_HEADBIGRAM
(18,17),(18,16),0.0499467 # DEPENDENCYPART_HEADBIGRAM
(18,17),(19,16),0.121993 # DEPENDENCYPART_HEADBIGRAM
(18,17),(20,16),0.109101 # DEPENDENCYPART_HEADBIGRAM
(18,17),(23,16),0.0802525 # DEPENDENCYPART_HEADBIGRAM
(18,19),(0,18),0.0979567 # DEPENDENCYPART_HEADBIGRAM
(18,19),(5,18),0.0772517 # DEPENDENCYPART_HEADBIGRAM
(18,19),(8,18),0.0634244 # DEPENDENCYPART_HEADBIGRAM
(18,19),(9,18),-0.00934208 # DEPENDENCYPART_HEADBIGRAM
(18,19),(11,18),-0.0338391 # DEPENDENCYPART_HEADBIGRAM
(18,19),(12,18),0.0681171 # DEPENDENCYPART_HEADBIGRAM
(18,19),(13,18),0.00091926 # DEPENDENCYPART_HEADBIGRAM
(18,19),(14,18),0.0973634 # DEPENDENCYPART_HEADBIGRAM
(18,19),(17,18),0.080203 # DEPENDENCYPART_HEADBIGRAM
(18,19),(19,18),0.0254865 # DEPENDENCYPART_HEADBIGRAM
(18,20),(0,19),-0.047153 # DEPENDENCYPART_HEADBIGRAM
(18,20),(4,19),-0.0538019 # DEPENDENCYPART_HEADBIGRAM
(18,20),(8,19),-0.056406 # DEPENDENCYPART_HEADBIGRAM
(18,20),(12,19),-0.05637 # DEPENDENCYPART_HEADBIGRAM
(18,20),(14,19),-0.0579022 # DEPENDENCYPART_HEADBIGRAM
(18,20),(16,19),-0.0576549 # DEPENDENCYPART_HEADBIGRAM
(18,20),(17,19),-0.0564355 # DEPENDENCYPART_HEADBIGRAM
(18,20),(18,19),0.0868136 # DEPENDENCYPART_HEADBIGRAM
(18,20),(20,19),0.0867791 # DEPENDENCYPART_HEADBIGRAM
(18,20),(23,19),0.0979652 # DEPENDENCYPART_HEADBIGRAM
(18,21),(8,20),-0.0583087 # DEPENDENCYPART_HEADBIGRAM
(18,21),(12,20),-0.0586282 # DEPENDENCYPART_HEADBIGRAM
(18,21),(13,20),-0.0508084 # DEPENDENCYPART_HEADBIGRAM
(18,21),(14,20),-0.0583231 # DEPENDENCYPART_HEADBIGRAM
(18,21),(16,20),-0.0563906 # DEPENDENCYPART_HEADBIGRAM
(18,21),(17,20),-0.0532556 # DEPENDENCYPART_HEADBIGRAM
(18,21),(18,20),0.0933552 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.115404 # DEPENDENCYPART_HEADBIGRAM
(18,21),(22,20),0.0948512 # DEPENDENCYPART_HEADBIGRAM
(18,21),(23,20),0.0940861 # DEPENDENCYPART_HEADBIGRAM
(18,23),(14,22),-0.0583151 # DEPENDENCYPART_HEADBIGRAM
(18,23),(19,22),0.109736 # DEPENDENCYPART_HEADBIGRAM
(18,23),(20,22),0.211197 # DEPENDENCYPART_HEADBIGRAM
(18,23),(23,22),0.17913 # DEPENDENCYPART_HEADBIGRAM
(18,24),(8,23),-0.0697526 # DEPENDENCYPART_HEADBIGRAM
(18,24),(9,23),0.0161729 # DEPENDENCYPART_HEADBIGRAM
(18,24),(12,23),-0.070875 # DEPENDENCYPART_HEADBIGRAM
(18,24),(13,23),0.069658 # DEPENDENCYPART_HEADBIGRAM
(18,24),(14,23),-0.0535042 # DEPENDENCYPART_HEADBIGRAM
(18,24),(17,23),-0.053692 # DEPENDENCYPART_HEADBIGRAM
(18,24),(18,23),0.114828 # DEPENDENCYPART_HEADBIGRAM
(18,24),(19,23),0.140533 # DEPENDENCYPART_HEADBIGRAM
(18,24),(20,23),0.0944895 # DEPENDENCYPART_HEADBIGRAM
(18,24),(22,23),0.153665 # DEPENDENCYPART_HEADBIGRAM
(19,2),(0,1),-0.144723 # DEPENDENCYPART_HEADBIGRAM
(19,2),(2,1),-0.101562 # DEPENDENCYPART_HEADBIGRAM
(19,2),(3,1),-0.124548 # DEPENDENCYPART_HEADBIGRAM
(19,2),(4,1),-0.12353 # DEPENDENCYPART_HEADBIGRAM
(19,2),(5,1),-0.173327 # DEPENDENCYPART_HEADBIGRAM
(19,2),(6,1),-0.118694 # DEPENDENCYPART_HEADBIGRAM
(19,2),(8,1),-0.170041 # DEPENDENCYPART_HEADBIGRAM
(19,2),(9,1),-0.125322 # DEPENDENCYPART_HEADBIGRAM
(19,2),(13,1),-0.123251 # DEPENDENCYPART_HEADBIGRAM
(19,2),(18,1),-0.127374 # DEPENDENCYPART_HEADBIGRAM
(19,5),(0,4),-0.11997 # DEPENDENCYPART_HEADBIGRAM
(19,5),(1,4),-0.137862 # DEPENDENCYPART_HEADBIGRAM
(19,5),(2,4),-0.161397 # DEPENDENCYPART_HEADBIGRAM
(19,5),(3,4),-0.143362 # DEPENDENCYPART_HEADBIGRAM
(19,5),(5,4),-0.0352804 # DEPENDENCYPART_HEADBIGRAM
(19,5),(6,4),-0.135308 # DEPENDENCYPART_HEADBIGRAM
(19,5),(8,4),-0.140144 # DEPENDENCYPART_HEADBIGRAM
(19,5),(9,4),-0.133933 # DEPENDENCYPART_HEADBIGRAM
(19,5),(12,4),-0.140534 # DEPENDENCYPART_HEADBIGRAM
(19,5),(18,4),-0.136544 # DEPENDENCYPART_HEADBIGRAM
(19,6),(0,5),-0.205079 # DEPENDENCYPART_HEADBIGRAM
(19,6),(1,5),-0.00514266 # DEPENDENCYPART_HEADBIGRAM
(19,6),(2,5),-0.249868 # DEPENDENCYPART_HEADBIGRAM
(19,6),(3,5),-0.0780313 # DEPENDENCYPART_HEADBIGRAM
(19,6),(4,5),-0.0613562 # DEPENDENCYPART_HEADBIGRAM
(19,6),(6,5),-0.169385 # DEPENDENCYPART_HEADBIGRAM
(19,6),(8,5),-0.249867 # DEPENDENCYPART_HEADBIGRAM
(19,6),(11,5),-0.123078 # DEPENDENCYPART_HEADBIGRAM
(19,6),(18,5),-0.157665 # DEPENDENCYPART_HEADBIGRAM
(19,6),(19,5),0.0814645 # DEPENDENCYPART_HEADBIGRAM
(19,13),(3,12),-0.0946386 # DEPENDENCYPART_HEADBIGRAM
(19,13),(4,12),-0.0637506 # DEPENDENCYPART_HEADBIGRAM
(19,13),(5,12),-0.235221 # DEPENDENCYPART_HEADBIGRAM
(19,13),(6,12),-0.125707 # DEPENDENCYPART_HEADBIGRAM
(19,13),(8,12),-0.208645 # DEPENDENCYPART_HEADBIGRAM
(19,13),(9,12),-0.0433189 # DEPENDENCYPART_HEADBIGRAM
(19,13),(13,12),-0.178085 # DEPENDENCYPART_HEADBIGRAM
(19,13),(14,12),-0.239836 # DEPENDENCYPART_HEADBIGRAM
(19,13),(18,12),-0.16144 # DEPENDENCYPART_HEADBIGRAM
(19,13),(22,12),0.0850605 # DEPENDENCYPART_HEADBIGRAM
(19,15),(4,14),-0.0806875 # DEPENDENCYPART_HEADBIGRAM
(19,15),(5,14),-0.203595 # DEPENDENCYPART_HEADBIGRAM
(19,15),(6,14),0.0246694 # DEPENDENCYPART_HEADBIGRAM
(19,15),(8,14),-0.22095 # DEPENDENCYPART_HEADBIGRAM
(19,15),(9,14),-0.215411 # DEPENDENCYPART_HEADBIGRAM
(19,15),(11,14),-0.212821 # DEPENDENCYPART_HEADBIGRAM
(19,15),(12,14),-0.223419 # DEPENDENCYPART_HEADBIGRAM
(19,15),(13,14),0.147854 # DEPENDENCYPART_HEADBIGRAM
(19,15),(17,14),-0.233487 # DEPENDENCYPART_HEADBIGRAM
(19,15),(18,14),-0.131733 # DEPENDENCYPART_HEADBIGRAM
(19,16),(2,15),-0.2169 # DEPENDENCYPART_HEADBIGRAM
(19,16),(4,15),-0.147121 # DEPENDENCYPART_HEADBIGRAM
(19,16),(5,15),-0.25735 # DEPENDENCYPART_HEADBIGRAM
(19,16),(8,15),-0.25735 # DEPENDENCYPART_HEADBIGRAM
(19,16),(12,15),-0.208667 # DEPENDENCYPART_HEADBIGRAM
(19,16),(13,15),-0.0812151 # DEPENDENCYPART_HEADBIGRAM
(19,16),(14,15),-0.167598 # DEPENDENCYPART_HEADBIGRAM
(19,16),(17,15),-0.170378 # DEPENDENCYPART_HEADBIGRAM
(19,16),(18,15),-0.131133 # DEPENDENCYPART_HEADBIGRAM
(19,16),(19,15),0.115559 # DEPENDENCYPART_HEADBIGRAM
(19,17),(8,16),-0.181244 # DEPENDENCYPART_HEADBIGRAM
(19,17),(12,16),-0.181673 # DEPENDENCYPART_HEADBIGRAM
(19,17),(14,16),-0.204153 # DEPENDENCYPART_HEADBIGRAM
(19,17),(17,16),-0.0228681 # DEPENDENCYPART_HEADBIGRAM
(19,17),(18,16),-0.128024 # DEPENDENCYPART_HEADBIGRAM
(19,17),(19,16),0.0812051 # DEPENDENCYPART_HEADBIGRAM
(19,17),(20,16),0.10813 # DEPENDENCYPART_HEADBIGRAM
(19,17),(23,16),-0.00345955 # DEPENDENCYPART_HEADBIGRAM
(19,18),(8,17),-0.126096 # DEPENDENCYPART_HEADBIGRAM
(19,18),(9,17),-0.148242 # DEPENDENCYPART_HEADBIGRAM
(19,18),(12,17),-0.130397 # DEPENDENCYPART_HEADBIGRAM
(19,18),(13,17),-0.129748 # DEPENDENCYPART_HEADBIGRAM
(19,18),(14,17),-0.130397 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),-0.0805388 # DEPENDENCYPART_HEADBIGRAM
(19,18),(19,17),0.0697332 # DEPENDENCYPART_HEADBIGRAM
(19,18),(20,17),0.0920832 # DEPENDENCYPART_HEADBIGRAM
(19,18),(22,17),0.0920741 # DEPENDENCYPART_HEADBIGRAM
(19,18),(23,17),0.0898596 # DEPENDENCYPART_HEADBIGRAM
(19,20),(0,19),-0.0564588 # DEPENDENCYPART_HEADBIGRAM
(19,20),(4,19),-0.0377825 # DEPENDENCYPART_HEADBIGRAM
(19,20),(8,19),-0.0535008 # DEPENDENCYPART_HEADBIGRAM
(19,20),(12,19),-0.0345823 # DEPENDENCYPART_HEADBIGRAM
(19,20),(14,19),-0.0592102 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),-0.0491591 # DEPENDENCYPART_HEADBIGRAM
(19,20),(17,19),-0.0747732 # DEPENDENCYPART_HEADBIGRAM
(19,20),(18,19),-0.0483912 # DEPENDENCYPART_HEADBIGRAM
(19,20),(20,19),0.0605484 # DEPENDENCYPART_HEADBIGRAM
(19,20),(23,19),0.156705 # DEPENDENCYPART_HEADBIGRAM
(19,21),(8,20),-0.096431 # DEPENDENCYPART_HEADBIGRAM
(19,21),(12,20),-0.0952381 # DEPENDENCYPART_HEADBIGRAM
(19,21),(13,20),-0.0642999 # DEPENDENCYPART_HEADBIGRAM
(19,21),(14,20),-0.095389 # DEPENDENCYPART_HEADBIGRAM
(19,21),(16,20),-0.0607728 # DEPENDENCYPART_HEADBIGRAM
(19,21),(17,20),-0.0935224 # DEPENDENCYPART_HEADBIGRAM
(19,21),(18,20),-0.0594135 # DEPENDENCYPART_HEADBIGRAM
(19,21),(19,20),0.0734006 # DEPENDENCYPART_HEADBIGRAM
(19,21),(22,20),0.0858192 # DEPENDENCYPART_HEADBIGRAM
(19,21),(23,20),0.0515906 # DEPENDENCYPART_HEADBIGRAM
(19,22),(2,21),-0.0701768 # DEPENDENCYPART_HEADBIGRAM
(19,22),(5,21),-0.0701802 # DEPENDENCYPART_HEADBIGRAM
(19,22),(8,21),-0.0702256 # DEPENDENCYPART_HEADBIGRAM
(19,22),(12,21),-0.0696777 # DEPENDENCYPART_HEADBIGRAM
(19,22),(14,21),-0.0696777 # DEPENDENCYPART_HEADBIGRAM
(19,22),(18,21),-0.0566638 # DEPENDENCYPART_HEADBIGRAM
(19,22),(19,21),0.111006 # DEPENDENCYPART_HEADBIGRAM
(19,22),(20,21),0.108124 # DEPENDENCYPART_HEADBIGRAM
(19,22),(22,21),0.0467191 # DEPENDENCYPART_HEADBIGRAM
(19,22),(23,21),0.0885472 # DEPENDENCYPART_HEADBIGRAM
(19,23),(14,22),-0.088563 # DEPENDENCYPART_HEADBIGRAM
(19,23),(19,22),0.058428 # DEPENDENCYPART_HEADBIGRAM
(19,23),(20,22),0.232034 # DEPENDENCYPART_HEADBIGRAM
(19,23),(23,22),0.28129 # DEPENDENCYPART_HEADBIGRAM
(19,24),(8,23),-0.0655633 # DEPENDENCYPART_HEADBIGRAM
(19,24),(9,23),0.0166635 # DEPENDENCYPART_HEADBIGRAM
(19,24),(12,23),-0.0615356 # DEPENDENCYPART_HEADBIGRAM
(19,24),(13,23),-0.00604192 # DEPENDENCYPART_HEADBIGRAM
(19,24),(14,23),-0.0755389 # DEPENDENCYPART_HEADBIGRAM
(19,24),(17,23),-0.0869377 # DEPENDENCYPART_HEADBIGRAM
(19,24),(18,23),-0.073692 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),0.0952592 # DEPENDENCYPART_HEADBIGRAM
(19,24),(20,23),0.0777627 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.0665437 # DEPENDENCYPART_HEADBIGRAM
(20,16),(2,15),-0.0926699 # DEPENDENCYPART_HEADBIGRAM
(20,16),(4,15),-0.201731 # DEPENDENCYPART_HEADBIGRAM
(20,16),(5,15),-0.133121 # DEPENDENCYPART_HEADBIGRAM
(20,16),(8,15),-0.133121 # DEPENDENCYPART_HEADBIGRAM
(20,16),(12,15),-0.0844386 # DEPENDENCYPART_HEADBIGRAM
(20,16),(13,15),-0.0775851 # DEPENDENCYPART_HEADBIGRAM
(20,16),(14,15),-0.0433701 # DEPENDENCYPART_HEADBIGRAM
(20,16),(17,15),-0.104537 # DEPENDENCYPART_HEADBIGRAM
(20,16),(18,15),-0.120007 # DEPENDENCYPART_HEADBIGRAM
(20,16),(19,15),-0.171522 # DEPENDENCYPART_HEADBIGRAM
(20,17),(8,16),-0.108236 # DEPENDENCYPART_HEADBIGRAM
(20,17),(12,16),-0.108192 # DEPENDENCYPART_HEADBIGRAM
(20,17),(14,16),-0.102143 # DEPENDENCYPART_HEADBIGRAM
(20,17),(17,16),-0.093562 # DEPENDENCYPART_HEADBIGRAM
(20,17),(18,16),-0.128363 # DEPENDENCYPART_HEADBIGRAM
(20,17),(19,16),-0.134087 # DEPENDENCYPART_HEADBIGRAM
(20,17),(20,16),0.0415139 # DEPENDENCYPART_HEADBIGRAM
(20,17),(23,16),0.172208 # DEPENDENCYPART_HEADBIGRAM
(20,19),(0,18),-0.132296 # DEPENDENCYPART_HEADBIGRAM
(20,19),(5,18),-0.12928 # DEPENDENCYPART_HEADBIGRAM
(20,19),(8,18),-0.135318 # DEPENDENCYPART_HEADBIGRAM
(20,19),(9,18),-0.133931 # DEPENDENCYPART_HEADBIGRAM
(20,19),(11,18),-0.13393 # DEPENDENCYPART_HEADBIGRAM
(20,19),(12,18),-0.135318 # DEPENDENCYPART_HEADBIGRAM
(20,19),(13,18),-0.102301 # DEPENDENCYPART_HEADBIGRAM
(20,19),(14,18),-0.103698 # DEPENDENCYPART_HEADBIGRAM
(20,19),(17,18),-0.113847 # DEPENDENCYPART_HEADBIGRAM
(20,19),(19,18),-0.123855 # DEPENDENCYPART_HEADBIGRAM
(20,21),(8,20),-0.0586986 # DEPENDENCYPART_HEADBIGRAM
(20,21),(12,20),-0.063696 # DEPENDENCYPART_HEADBIGRAM
(20,21),(13,20),-0.053254 # DEPENDENCYPART_HEADBIGRAM
(20,21),(14,20),-0.0636422 # DEPENDENCYPART_HEADBIGRAM
(20,21),(16,20),-0.0438034 # DEPENDENCYPART_HEADBIGRAM
(20,21),(17,20),-0.0492952 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),-0.0479928 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0803872 # DEPENDENCYPART_HEADBIGRAM
(20,21),(22,20),0.0993685 # DEPENDENCYPART_HEADBIGRAM
(20,21),(23,20),0.0976719 # DEPENDENCYPART_HEADBIGRAM
(20,22),(2,21),-0.054668 # DEPENDENCYPART_HEADBIGRAM
(20,22),(5,21),-0.0546987 # DEPENDENCYPART_HEADBIGRAM
(20,22),(8,21),-0.0546666 # DEPENDENCYPART_HEADBIGRAM
