# _root_ All the while , Ms. Bartlett had been busy at her assignment , serene in her sense of self-tilth .
#goldHeads=3,3,7,7,6,7,0,7,14,9,12,10,14,8,14,17,15,17,18,7,
#predictedHeads=3,3,7,7,6,7,0,7,8,8,12,10,8,8,14,17,15,17,18,7,
(17,17),(17,16),(17,9),-0.1877 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,3),-0.0923843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.0820785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.208101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,13),-0.141159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,12),-0.0318472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,10),-0.195685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.207678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,3),0.0439792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.141985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,13),-0.187413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,12),-0.139735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,10),-0.143012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,9),-0.208703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,3),-0.066052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.165602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,13),(17,12),-0.149262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,10),-0.226757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,9),-0.345802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,3),-0.0756485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,13),(17,-1),-0.469906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,12),(17,10),-0.16119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,9),-0.0983478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,3),-0.0880145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,12),(17,-1),-0.184746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,10),(17,9),-0.212079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,3),0.03513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,10),(17,-1),-0.0718838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,3),-0.069315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,-1),-0.165962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,3),(17,-1),-0.16319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),-0.0982512 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,13),-0.0970088 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,12),-0.0976259 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,10),-0.0558141 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),-0.0982521 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,3),-0.099853 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.07999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,13),-0.0470392 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,12),-0.102328 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,10),-0.0726988 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,9),-0.103407 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,3),-0.104555 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.137603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,13),(17,12),-0.102103 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,10),-0.0274818 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,9),-0.123032 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,3),-0.106453 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.163126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,10),-0.0845248 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,9),-0.110545 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,3),-0.109874 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,-1),-0.0930613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,10),(17,9),-0.0982534 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,3),-0.100704 # DEPENDENCYPART_TRISIBL
(17,16),(17,10),(17,-1),-0.0772244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,3),-0.104555 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,-1),-0.137615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,3),(17,-1),-0.0894819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,13),-0.0995068 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,12),-0.118248 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,10),-0.0975244 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,9),-0.084269 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,3),-0.112489 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),-0.207567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,12),-0.0742692 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,10),-0.0611872 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,9),-0.0727311 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,3),-0.0735882 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.185064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,12),(17,10),-0.106878 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,9),-0.0789077 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,3),-0.0660107 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,-1),-0.192441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,10),(17,9),-0.0786425 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,3),-0.119145 # DEPENDENCYPART_TRISIBL
(17,15),(17,10),(17,-1),-0.136404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,3),-0.112489 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,-1),-0.207574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,3),(17,-1),-0.188427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,13),(17,12),-0.122872 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,10),-0.126352 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,9),0.302278 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,3),-0.124494 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.374403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,12),(17,10),-0.13204 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,9),-0.0465888 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,3),-0.023851 # DEPENDENCYPART_TRISIBL
(17,14),(17,12),(17,-1),-0.153031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,10),(17,9),-0.0849802 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,3),-0.0870853 # DEPENDENCYPART_TRISIBL
(17,14),(17,10),(17,-1),-0.104977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,9),(17,3),-0.0466693 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,-1),-0.104535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,3),(17,-1),-0.153666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,10),-0.0730827 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,9),0.0218182 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,3),-0.0458354 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,-1),-0.137103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,10),(17,9),-0.0428752 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,3),-0.0870482 # DEPENDENCYPART_TRISIBL
(17,13),(17,10),(17,-1),-0.25173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,9),(17,3),-0.107277 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,-1),-0.182559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,3),(17,-1),-0.14707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,10),(17,9),-0.0225702 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,3),-0.101233 # DEPENDENCYPART_TRISIBL
(17,12),(17,10),(17,-1),-0.141381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,9),(17,3),-0.0642026 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,-1),-0.11923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,3),(17,-1),-0.0758511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,9),(17,3),-0.121171 # DEPENDENCYPART_TRISIBL
(17,10),(17,9),(17,-1),-0.201937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,10),(17,3),(17,-1),-0.173044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,3),(17,-1),-0.15352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0398653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),0.386048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.0620213 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0134814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.19253 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,17),-0.048739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.132091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.216685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.101541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.100165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.0991359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.189348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,14),-0.188595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.087133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,-1),-0.172306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0881411 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0858701 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.222656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,14),-0.0903121 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.201446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,-1),-0.23182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,14),-0.021768 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0908038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,-1),-0.118809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,-1),-0.136983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,-1),-0.530872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(3,2),0.102307 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.0662441 # DEPENDENCYPART_HEADBIGRAM
(0,3),(6,2),0.0662441 # DEPENDENCYPART_HEADBIGRAM
(0,3),(7,2),0.0724354 # DEPENDENCYPART_HEADBIGRAM
(0,6),(3,5),0.0739751 # DEPENDENCYPART_HEADBIGRAM
(0,6),(6,5),0.278615 # DEPENDENCYPART_HEADBIGRAM
(0,6),(7,5),0.0876251 # DEPENDENCYPART_HEADBIGRAM
(0,6),(8,5),0.0870575 # DEPENDENCYPART_HEADBIGRAM
(0,6),(9,5),0.0969625 # DEPENDENCYPART_HEADBIGRAM
(0,7),(0,6),0.0823144 # DEPENDENCYPART_HEADBIGRAM
(0,7),(3,6),0.0379109 # DEPENDENCYPART_HEADBIGRAM
(0,7),(5,6),0.15063 # DEPENDENCYPART_HEADBIGRAM
(0,7),(7,6),0.376864 # DEPENDENCYPART_HEADBIGRAM
(0,7),(8,6),-0.00662641 # DEPENDENCYPART_HEADBIGRAM
(0,7),(9,6),0.0767893 # DEPENDENCYPART_HEADBIGRAM
(0,7),(12,6),0.0388748 # DEPENDENCYPART_HEADBIGRAM
(0,8),(0,7),0.00545416 # DEPENDENCYPART_HEADBIGRAM
(0,8),(3,7),0.0536445 # DEPENDENCYPART_HEADBIGRAM
(0,8),(5,7),0.140671 # DEPENDENCYPART_HEADBIGRAM
(0,8),(6,7),0.141449 # DEPENDENCYPART_HEADBIGRAM
(0,8),(8,7),0.0624905 # DEPENDENCYPART_HEADBIGRAM
(0,8),(12,7),0.075458 # DEPENDENCYPART_HEADBIGRAM
(0,14),(3,13),0.110115 # DEPENDENCYPART_HEADBIGRAM
(0,14),(6,13),0.110115 # DEPENDENCYPART_HEADBIGRAM
(0,14),(7,13),0.111705 # DEPENDENCYPART_HEADBIGRAM
(0,14),(8,13),0.109954 # DEPENDENCYPART_HEADBIGRAM
(0,14),(9,13),0.10994 # DEPENDENCYPART_HEADBIGRAM
(0,14),(10,13),0.109905 # DEPENDENCYPART_HEADBIGRAM
(0,14),(12,13),0.107105 # DEPENDENCYPART_HEADBIGRAM
(0,14),(14,13),0.0808888 # DEPENDENCYPART_HEADBIGRAM
(0,14),(15,13),0.0983007 # DEPENDENCYPART_HEADBIGRAM
(0,14),(17,13),0.0975429 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),0.0607661 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.0934852 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.0934852 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.0961281 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0626617 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0773595 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.089537 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.0949885 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.100533 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.101126 # DEPENDENCYPART_HEADBIGRAM
(2,4),(9,3),0.0953335 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.0939168 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.0966909 # DEPENDENCYPART_HEADBIGRAM
(2,4),(17,3),0.0953501 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.192227 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.179248 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.0574804 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0612569 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.00197684 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.108032 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.184058 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.145178 # DEPENDENCYPART_HEADBIGRAM
(3,4),(9,3),0.189505 # DEPENDENCYPART_HEADBIGRAM
(3,4),(12,3),0.233348 # DEPENDENCYPART_HEADBIGRAM
(3,4),(14,3),0.200397 # DEPENDENCYPART_HEADBIGRAM
(3,4),(17,3),0.235914 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0630663 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.277538 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.159296 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.109539 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0790819 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.0796051 # DEPENDENCYPART_HEADBIGRAM
(3,5),(12,4),0.110241 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.177911 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.293072 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.0545109 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.0600287 # DEPENDENCYPART_HEADBIGRAM
(3,6),(9,5),0.095171 # DEPENDENCYPART_HEADBIGRAM
(3,7),(0,6),-0.0425289 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.118148 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.204358 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.4994 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.0543872 # DEPENDENCYPART_HEADBIGRAM
(3,7),(9,6),0.0938952 # DEPENDENCYPART_HEADBIGRAM
(3,7),(12,6),0.0971396 # DEPENDENCYPART_HEADBIGRAM
(3,8),(0,7),-0.103552 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0866764 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0888015 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0888436 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.177422 # DEPENDENCYPART_HEADBIGRAM
(3,8),(12,7),0.115591 # DEPENDENCYPART_HEADBIGRAM
(3,9),(0,8),-0.0368485 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.108532 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0984471 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0966422 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0742439 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),0.0899888 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0715562 # DEPENDENCYPART_HEADBIGRAM
(3,10),(5,9),0.11235 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.11235 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.133129 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.140736 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.140534 # DEPENDENCYPART_HEADBIGRAM
(3,10),(12,9),0.0791185 # DEPENDENCYPART_HEADBIGRAM
(3,10),(14,9),0.0921903 # DEPENDENCYPART_HEADBIGRAM
(3,10),(17,9),0.0837922 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.110879 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.0982552 # DEPENDENCYPART_HEADBIGRAM
(3,12),(14,11),0.09437 # DEPENDENCYPART_HEADBIGRAM
(3,13),(3,12),0.159432 # DEPENDENCYPART_HEADBIGRAM
(3,13),(6,12),0.132223 # DEPENDENCYPART_HEADBIGRAM
(3,13),(7,12),0.0722056 # DEPENDENCYPART_HEADBIGRAM
(3,13),(8,12),0.0625221 # DEPENDENCYPART_HEADBIGRAM
(3,13),(9,12),0.0980012 # DEPENDENCYPART_HEADBIGRAM
(3,13),(10,12),0.160509 # DEPENDENCYPART_HEADBIGRAM
(3,13),(11,12),0.159979 # DEPENDENCYPART_HEADBIGRAM
(3,13),(14,12),0.0758672 # DEPENDENCYPART_HEADBIGRAM
(3,13),(15,12),0.0853812 # DEPENDENCYPART_HEADBIGRAM
(3,13),(17,12),0.0609549 # DEPENDENCYPART_HEADBIGRAM
(3,14),(3,13),0.109353 # DEPENDENCYPART_HEADBIGRAM
(3,14),(6,13),0.0672443 # DEPENDENCYPART_HEADBIGRAM
(3,14),(7,13),0.0796036 # DEPENDENCYPART_HEADBIGRAM
(3,14),(8,13),0.0749263 # DEPENDENCYPART_HEADBIGRAM
(3,14),(9,13),0.101935 # DEPENDENCYPART_HEADBIGRAM
(3,14),(10,13),0.11444 # DEPENDENCYPART_HEADBIGRAM
(3,14),(12,13),0.0642341 # DEPENDENCYPART_HEADBIGRAM
(3,14),(14,13),0.140521 # DEPENDENCYPART_HEADBIGRAM
(3,14),(15,13),0.0983705 # DEPENDENCYPART_HEADBIGRAM
(3,14),(17,13),0.0545599 # DEPENDENCYPART_HEADBIGRAM
(3,15),(0,14),-0.0560174 # DEPENDENCYPART_HEADBIGRAM
(3,15),(3,14),0.0798741 # DEPENDENCYPART_HEADBIGRAM
(3,15),(7,14),0.136116 # DEPENDENCYPART_HEADBIGRAM
(3,15),(8,14),0.135928 # DEPENDENCYPART_HEADBIGRAM
(3,15),(9,14),0.10345 # DEPENDENCYPART_HEADBIGRAM
(3,15),(10,14),0.119412 # DEPENDENCYPART_HEADBIGRAM
(3,15),(12,14),0.108835 # DEPENDENCYPART_HEADBIGRAM
(3,15),(15,14),0.110946 # DEPENDENCYPART_HEADBIGRAM
(3,15),(17,14),0.0833796 # DEPENDENCYPART_HEADBIGRAM
(3,15),(19,14),0.0833802 # DEPENDENCYPART_HEADBIGRAM
(3,20),(9,19),0.159551 # DEPENDENCYPART_HEADBIGRAM
(3,20),(12,19),0.186483 # DEPENDENCYPART_HEADBIGRAM
(3,20),(14,19),0.102676 # DEPENDENCYPART_HEADBIGRAM
(3,20),(15,19),0.097883 # DEPENDENCYPART_HEADBIGRAM
(3,20),(17,19),0.205181 # DEPENDENCYPART_HEADBIGRAM
(3,20),(18,19),0.143416 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.197187 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.124794 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0377843 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.0474222 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.13839 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.111143 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.0866464 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.06977 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0282577 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.081056 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.078256 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0700333 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.101631 # DEPENDENCYPART_HEADBIGRAM
(5,4),(12,3),0.0778192 # DEPENDENCYPART_HEADBIGRAM
(5,4),(14,3),0.0761977 # DEPENDENCYPART_HEADBIGRAM
(5,4),(17,3),0.0690173 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.0297556 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.109248 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.0819569 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.090568 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.135457 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.040482 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0587759 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0402895 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.355401 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.0570903 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.095726 # DEPENDENCYPART_HEADBIGRAM
(5,7),(12,6),0.0998103 # DEPENDENCYPART_HEADBIGRAM
(5,8),(0,7),-0.103552 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0412092 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0942221 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0888454 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.177422 # DEPENDENCYPART_HEADBIGRAM
(5,8),(12,7),0.115593 # DEPENDENCYPART_HEADBIGRAM
(5,9),(0,8),-0.0370577 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0697554 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.105231 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0913622 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0689605 # DEPENDENCYPART_HEADBIGRAM
(5,9),(12,8),0.0899503 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0641466 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.0796977 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0984675 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.123997 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.131604 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.137982 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.0709273 # DEPENDENCYPART_HEADBIGRAM
(5,10),(14,9),0.0839991 # DEPENDENCYPART_HEADBIGRAM
(5,10),(17,9),0.082918 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.197187 # DEPENDENCYPART_HEADBIGRAM
(6,2),(3,1),-0.124794 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0283087 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.167823 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.0433694 # DEPENDENCYPART_HEADBIGRAM
(6,3),(7,2),0.0899047 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.0866464 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.06977 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.15251 # DEPENDENCYPART_HEADBIGRAM
