# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(20,25),(25,18),-0.643795 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.875105 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.459478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.114871 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.580111 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0545718 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.108379 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.196249 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.432579 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.411191 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.95993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.361856 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-1.53851 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.889882 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.920956 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.939956 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.98275 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.32431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-1.37905 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.100785 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0850216 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.38427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,19),-0.939963 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.98275 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.550766 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.511421 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0417789 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-1.1051 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-1.24492 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.588997 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.22438 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-1.13471 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.20671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.625135 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.372992 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.115779 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-1.20412 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-1.07982 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.958301 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.710267 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.834285 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.521092 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.66739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-1.3078 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.04003 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.9224 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.748453 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.914821 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.54604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-1.23187 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.918683 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.875143 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.14266 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.31961 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.3985 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.845094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.404313 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.414444 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-1.55332 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.68228 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-1.03822 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.42369 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-1.36724 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.13899 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.91834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.260641 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.285551 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.14294 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.426344 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.141252 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.90484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.3665 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.741499 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.580926 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.651347 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.59048 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.334654 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.02821 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.086043 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.0775318 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.727383 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.67884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.448256 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.0562342 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.0506559 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.104318 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.646871 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.67845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.44812 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.150713 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-1.06918 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.05812 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.666426 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.616659 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.76848 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.543704 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.971663 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.207749 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.915931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,1),(1,2),-0.132716 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-1.29566 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.523803 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-0.694176 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.189096 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),-0.646663 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.0202666 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.250113 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.260386 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.216864 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),-0.0849464 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.591772 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),-0.18037 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.38284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,15),-0.452435 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.192215 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.178593 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.5824 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.151063 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.406575 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.228824 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),1.11986 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.13513 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.35772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,18),-0.620459 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),0.150444 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.0443512 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.643945 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.0566763 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.38533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,19),0.0852164 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),0.480197 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.339984 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),1.06021 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.101427 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.35713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,21),0.381961 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),0.0818703 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),0.484796 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.141091 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.180154 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.35714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
