# _root_ UNC also is selling new parts , if needed , directly to the military instead of through a prime contractor .
#goldHeads=3,3,0,3,6,4,4,9,4,4,4,4,14,12,16,4,16,20,20,17,3,
#predictedHeads=3,3,0,3,6,4,4,9,4,9,9,11,14,12,16,14,16,20,20,17,3,
(3,5),(3,11),(3,22),-0.014131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.0982126 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.0860039 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,21),0.00759717 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,22),-0.0965268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0857977 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,21),-0.0569038 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,22),-0.0875326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,21),-0.0271558 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,22),-0.0141709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,21),(3,22),-0.000468039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),0.0119733 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0557845 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0561724 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),0.0154764 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),0.0134151 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.13144 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),0.0265309 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,21),-0.0751215 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0946259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0664769 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),0.00822578 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.0580509 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),0.0317645 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.131698 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.043825 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,21),-0.0495649 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.0884799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0121353 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0492444 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0378339 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.119024 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0379196 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,21),-0.0656958 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0641557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),0.0154764 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),0.0134151 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.13144 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,15),0.0265309 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,21),-0.0751215 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0946259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.00894091 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.131714 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0608753 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,21),-0.107879 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.069626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,14),-0.115255 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0621183 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,21),-0.0702436 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.0486292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.0519364 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,21),-0.0418712 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,22),-0.0815746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,21),-0.108015 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,22),-0.0786867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,21),(3,22),-0.00386795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),0.00883012 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),0.202165 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0662771 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0815391 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.0873519 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.0663231 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,21),0.0160543 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0150684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),0.23271 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,11),-0.0507522 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0788689 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.0974551 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0507753 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,21),0.0553227 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,22),0.0630482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0461012 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0868859 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.089871 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,15),-0.0461243 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,21),0.0520788 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,22),-0.0390372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0704015 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.109845 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.0441994 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,21),0.0133611 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,22),-0.00325838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.0860426 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,15),-0.0434664 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,21),-0.00959602 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,22),-0.0054098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,15),-0.0446764 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,21),-0.0624728 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,22),-0.0484674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,21),0.0132972 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,22),-0.00453572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,21),(3,22),-0.0663329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.0344721 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,11),-0.0900185 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,12),-0.0483733 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.0591573 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,15),-0.091825 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,21),-0.0967822 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,22),-0.124044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),0.0169328 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,12),0.000428374 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.0144168 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,15),0.0143633 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,21),-0.0879909 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,22),-0.229856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.0498941 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,14),-0.0452237 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,15),-0.0984596 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,21),-0.0268575 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,22),-0.130326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,14),-0.0571839 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,15),-0.0806723 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,21),-0.0998556 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,22),-0.129418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,15),-0.0794729 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,21),-0.0968728 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,22),-0.111719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,15),(3,21),-0.0224598 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,22),-0.133417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,21),(3,22),-0.0932446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,11),0.0155999 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,12),-0.0519217 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.0626118 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,15),0.0142379 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,21),-0.0655764 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,22),-0.0548342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,12),-0.0719563 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,14),-0.0692093 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,15),-0.0763024 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,21),0.0334642 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,22),-0.103708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,14),-0.0654613 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,15),-0.0713856 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,21),-0.0682165 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,22),-0.0831364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,15),-0.0637623 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,21),-0.0442568 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,22),-0.0848074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,21),0.0336257 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,22),-0.103753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,21),(3,22),0.0376968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.0704015 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),-0.109845 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,15),-0.0441994 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,21),0.0133611 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,22),-0.00325838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,14),-0.0860426 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,15),-0.0434664 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,21),-0.00959602 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,22),-0.0054098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,15),-0.0446764 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,21),-0.0624728 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,22),-0.0484674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,21),0.0132972 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,22),-0.00453572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,21),(3,22),-0.0663329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,14),-0.0493339 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,15),-0.107525 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,21),-0.021146 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,22),-0.00443474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,15),-0.12991 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,21),-0.0125521 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,22),-0.00148155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,21),-0.0598821 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,22),-0.0107078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,21),(3,22),-0.0566057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,15),-0.0767513 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,21),-0.0855525 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,22),-0.0663455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,15),(3,21),-0.0987817 # DEPENDENCYPART_TRISIBL
(3,12),(3,15),(3,22),-0.0170889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,21),(3,22),-0.0289657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,21),-0.0250493 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,22),-0.00969564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,21),(3,22),-0.00183316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,21),(3,22),-0.0709273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),0.0173629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.191104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),0.094342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0339473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0518978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.009663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0962789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),0.0323921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.009663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0121023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),0.0169113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.114455 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.044504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,16),-0.0463241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,17),0.016592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,21),-0.0165873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),-0.0730831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),0.0170586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.0393115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),0.0593925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),0.0170586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),0.0652756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),0.117712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.0458428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),0.0217706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,16),0.00818773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,17),0.0747957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,21),-0.0185892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),0.0226112 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.289621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.125209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.143534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.176663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.102427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.120371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.211181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,16),-0.252482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,17),-0.184791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,21),-0.0833148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),-0.201397 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0553764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.0768192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.0199675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.030727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.0754468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.0565852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,16),-0.119561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,17),-0.0362624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,21),-0.125623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),-0.194814 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),0.0122629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.0147734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.0345292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.0917319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.0466207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,16),-0.0676959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,17),0.010012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,21),0.00281501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),-0.0221109 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.176663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.102427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.120371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.211181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,16),-0.252482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,17),-0.184791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,21),-0.0833148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),-0.201397 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.0432739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.0500263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.0743069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,16),-0.0703042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,17),-0.00873131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,21),-0.0356723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),-0.0728127 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,14),-0.0633706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,15),-0.0410906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,16),-0.0647869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,17),0.00669178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,21),-0.120819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,22),-0.0668452 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),-0.0444774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,16),-0.0429503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,17),0.0199657 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,21),-0.0225068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,22),-0.0442021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,16),-0.0704541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,17),-0.00888121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,21),-0.0394685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,22),-0.0640174 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,16),(4,17),-0.0660636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,21),-0.104076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,16),(4,22),-0.0730804 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,21),-0.144245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,22),-0.135239 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,21),(4,22),-0.180819 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.00183549 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.0636827 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.10098 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.00183549 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0850162 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.0102689 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.0953032 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),-0.0853711 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,16),-0.050338 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,17),-0.0631025 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,21),-0.0859085 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,22),-0.0322534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),0.0711798 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0170202 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),0.0238571 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.116134 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.0230074 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.103328 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.116609 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,16),0.0834973 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,17),0.0719603 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,21),-0.0868755 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,22),-0.104612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.10101 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),0.0440797 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0954073 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.0188545 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.103931 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0957621 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,16),-0.067327 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,17),-0.0746153 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,21),0.0144907 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,22),-0.00411802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),0.0657822 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0619847 # DEPENDENCYPART_TRISIBL
