# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(3,5),(3,20),(3,28),-0.0923769 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,29),-0.0779532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,22),(3,24),-0.081162 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,25),-0.060972 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,28),-0.0944049 # DEPENDENCYPART_TRISIBL
(3,5),(3,22),(3,29),-0.0867151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,24),(3,25),-0.0762996 # DEPENDENCYPART_TRISIBL
(3,5),(3,24),(3,28),-0.0876214 # DEPENDENCYPART_TRISIBL
(3,5),(3,24),(3,29),-0.125587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,25),(3,28),-0.0970068 # DEPENDENCYPART_TRISIBL
(3,5),(3,25),(3,29),-0.126331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,28),(3,29),-0.0349772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0691351 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0686275 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0771964 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0686275 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0636634 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.046205 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.0896898 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.0636634 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.0771964 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.0686275 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,22),-0.0691336 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.0458907 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,25),-0.090775 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,28),-0.0750573 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,29),-0.0947079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0686168 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0736582 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.0686168 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0631282 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0419892 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.0892027 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0631282 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0736582 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,20),-0.0686168 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,22),-0.0690129 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,24),-0.0418321 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,25),-0.0905376 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,28),-0.0956899 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,29),-0.0590211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0736584 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,11),-0.0686159 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0631311 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0421256 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0892514 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.0631311 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.0736584 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,20),-0.0686159 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,22),-0.0690129 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,24),-0.0419684 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,25),-0.0905862 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,28),-0.0957553 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,29),-0.0664227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.0687379 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0408224 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),0.0169177 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.12626 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,17),-0.0408224 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.0738561 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,20),-0.0687379 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,22),-0.0690318 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,24),0.0170749 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,25),-0.128788 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,28),-0.101017 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,29),-0.0354262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0631311 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,13),-0.0421256 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0892514 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.0631311 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.0736584 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,20),-0.0686159 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,22),-0.0690129 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,24),-0.0419684 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,25),-0.0905862 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,28),-0.0957553 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,29),-0.0664227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.0422339 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,14),-0.0892049 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,17),-0.0631402 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.0744097 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,20),-0.0686253 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,22),-0.0690132 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,24),-0.0420768 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,25),-0.0905398 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,28),-0.09569 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,29),-0.0801846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,14),-0.0896898 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,17),-0.0636634 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.0771964 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,20),-0.0686275 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,22),-0.0691336 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,24),-0.045906 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,25),-0.090775 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,28),-0.0750573 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,29),-0.0947112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,17),-0.0635687 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,18),-0.0736622 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,20),-0.0686159 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,22),-0.069013 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,24),-0.0435587 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,25),-0.0905376 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,28),-0.102549 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,29),-0.0361142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,18),-0.0744097 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,20),-0.0686253 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,22),-0.0690132 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,24),-0.0420768 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,25),-0.0905398 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,28),-0.09569 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,29),-0.0801846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,20),-0.0687379 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,22),-0.0690318 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,24),0.0170749 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,25),-0.128788 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,28),-0.101017 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,29),-0.0354262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,20),(3,22),-0.0690129 # DEPENDENCYPART_TRISIBL
(3,6),(3,20),(3,24),-0.0419684 # DEPENDENCYPART_TRISIBL
(3,6),(3,20),(3,25),-0.0905862 # DEPENDENCYPART_TRISIBL
(3,6),(3,20),(3,28),-0.0957553 # DEPENDENCYPART_TRISIBL
(3,6),(3,20),(3,29),-0.0664227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,22),(3,24),-0.0418321 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,25),-0.0905376 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,28),-0.0956899 # DEPENDENCYPART_TRISIBL
(3,6),(3,22),(3,29),-0.0590319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,24),(3,25),-0.090775 # DEPENDENCYPART_TRISIBL
(3,6),(3,24),(3,28),-0.0750573 # DEPENDENCYPART_TRISIBL
(3,6),(3,24),(3,29),-0.0947079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,25),(3,28),-0.102549 # DEPENDENCYPART_TRISIBL
(3,6),(3,25),(3,29),-0.0373262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,28),(3,29),0.0288251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0648162 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0802214 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0648162 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.061735 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.094259 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.0235555 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.061735 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0802214 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,20),-0.0648277 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,22),-0.0627076 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.0929741 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,25),-0.0263217 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,28),-0.0677155 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,29),-0.129679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0807066 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,11),-0.062709 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0626719 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0977701 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.0264321 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,17),-0.0626719 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.0807066 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,20),-0.0627204 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,22),-0.0626748 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,24),-0.0964855 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,25),-0.0297898 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,28),-0.0645501 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,29),-0.111913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.0432521 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0819492 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),-0.0694841 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),0.0790719 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,17),-0.0819492 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.0916887 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,20),-0.0432635 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,22),-0.0630625 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.0677468 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,25),0.0826133 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,28),-0.0864553 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,29),-0.0490327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0626719 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,13),-0.0977701 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.0264321 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.0626719 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.0807066 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,20),-0.0627204 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,22),-0.0626748 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,24),-0.0964855 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,25),-0.0297898 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,28),-0.0645501 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,29),-0.111913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.102861 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,14),-0.018976 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,17),-0.0711483 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.085837 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,20),-0.0630495 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,22),-0.0630693 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,24),-0.101562 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,25),-0.0250613 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,28),-0.0430129 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,29),-0.121791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,14),-0.0266972 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,17),-0.0701139 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.0844722 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,20),-0.0641141 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,22),-0.0633868 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,24),-0.114876 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,25),-0.0302328 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,28),-0.115625 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,29),-0.113192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,17),-0.0697942 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,18),-0.0574861 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,20),-0.0630021 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,22),-0.0632605 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,24),-0.109069 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,25),-0.0446315 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,28),-0.00297072 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,29),-0.0775869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,17),(3,18),-0.085837 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,20),-0.0630495 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,22),-0.0630693 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,24),-0.101562 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,25),-0.0250613 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,28),-0.0430129 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,29),-0.121791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,20),-0.0432635 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,22),-0.0630625 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,24),-0.0677468 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,25),0.0826133 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,28),-0.0864553 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,29),-0.0490327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,20),(3,22),-0.0626748 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,24),-0.0964855 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,25),-0.0297905 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,28),-0.0645501 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,29),-0.111924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,22),(3,24),-0.0930343 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,25),-0.0262853 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,28),-0.0679676 # DEPENDENCYPART_TRISIBL
(3,7),(3,22),(3,29),-0.133104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,24),(3,25),-0.0301759 # DEPENDENCYPART_TRISIBL
(3,7),(3,24),(3,28),-0.115625 # DEPENDENCYPART_TRISIBL
(3,7),(3,24),(3,29),-0.112512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,25),(3,28),0.0039988 # DEPENDENCYPART_TRISIBL
(3,7),(3,25),(3,29),-0.0458859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,28),(3,29),-0.0864066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.085439 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,11),-0.0724195 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,12),-0.0797246 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,13),-0.0814289 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,14),-0.0787118 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,17),-0.0797246 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,18),-0.085439 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,20),-0.0724195 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,22),-0.0705513 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,24),-0.0814246 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,25),-0.0820374 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,28),-0.0605727 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,29),-0.0559176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),-0.0719538 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,12),-0.0789987 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,13),-0.0858537 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.0822271 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,17),-0.0789987 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,18),-0.0837929 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,20),-0.0719538 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,22),-0.0702031 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.0858463 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,25),-0.0857333 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,28),-0.0581495 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,29),-0.143073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.0797246 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,13),-0.0814289 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,14),-0.0787118 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,17),-0.0797246 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.085439 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,20),-0.0724195 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,22),-0.0705513 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,24),-0.0814246 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,25),-0.0820374 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,28),-0.0605727 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,29),-0.0559176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,13),-0.0820515 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,14),-0.0749876 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,17),-0.0806182 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,18),-0.0908269 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,20),-0.0738953 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,22),-0.0710867 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,24),-0.0820473 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,25),-0.0794127 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,28),-0.0472798 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,29),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,14),-0.0781436 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,17),-0.0823725 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,18),-0.0878773 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,20),-0.0717784 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,22),-0.0702027 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,24),-0.0800538 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,25),-0.0814976 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,28),-0.0446427 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,29),-0.133803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,17),-0.0792998 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,18),-0.0882394 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,20),-0.0718194 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,22),-0.0701982 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,24),-0.081244 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,25),-0.0812604 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,28),-0.055026 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,29),-0.133359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,17),(3,18),-0.0908269 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,20),-0.0738953 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,22),-0.0710867 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,24),-0.0820473 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,25),-0.0794127 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,28),-0.0472798 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,29),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,20),-0.0719538 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,22),-0.0702031 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,24),-0.0858463 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,25),-0.0857333 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,28),-0.0581495 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,29),-0.143073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,20),(3,22),-0.0705513 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,24),-0.0814246 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,25),-0.0820374 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,28),-0.0605727 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,29),-0.0559176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,22),(3,24),-0.0793516 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,25),-0.0795237 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,28),-0.0558409 # DEPENDENCYPART_TRISIBL
(3,8),(3,22),(3,29),-0.112057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,24),(3,25),-0.0814976 # DEPENDENCYPART_TRISIBL
(3,8),(3,24),(3,28),-0.0446427 # DEPENDENCYPART_TRISIBL
(3,8),(3,24),(3,29),-0.133803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,25),(3,28),-0.0573459 # DEPENDENCYPART_TRISIBL
(3,8),(3,25),(3,29),-0.14367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,28),(3,29),-0.132184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
