# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,10,16,16,12,10,10,18,21,23,21,18,10,
(12,16),(16,22),-1.14623 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.0938792 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.818914 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.988395 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.09715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,16),-0.34508 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.341651 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.106953 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.306717 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.614375 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-1.04017 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.122156 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.990214 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.313287 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.221976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.312944 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.730636 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.215997 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.841326 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.175933 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.171741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0296878 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-1.12771 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0913519 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.810132 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.154039 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-1.06439 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-1.17955 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-1.31131 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.382434 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.119295 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.145698 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.142131 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.212168 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.155965 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.557552 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.229819 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.918942 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.341559 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.26556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.158131 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.302827 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.834361 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.879621 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0194757 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.325177 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.458396 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.54247 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.65876 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.859745 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.267011 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-1.06731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.73917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,18),-0.773471 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.904467 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.927458 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0677582 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.691654 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.41046 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.618697 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.578096 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.905567 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.471752 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.77555 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.539257 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.698481 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.170427 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.363819 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.333481 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.168432 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.552781 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.452834 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.363179 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.617662 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.0821079 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.2755 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.292568 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.147347 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0764389 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.441705 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.296924 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.353705 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.267959 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.0755537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.619471 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.748111 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.505052 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.345787 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.171694 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.134815 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.502545 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.353791 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0731891 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.579614 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.313535 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.506061 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.381797 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0704123 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.383934 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.624628 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.499434 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.275189 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.30538 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.0327383 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.647985 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.21114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.832625 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.453259 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-1.01635 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.385378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.320724 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.353397 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.482534 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.14348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.70974 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.485978 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.70453 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.308391 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.502704 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.214074 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.166867 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.225369 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.489527 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.339179 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.143806 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.282452 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0681813 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.56596 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.129713 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.31981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.893114 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.561444 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.598831 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.13529 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.20388 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.651262 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-1.08575 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0608032 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.525391 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.147318 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.748091 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.505032 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.948296 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.744162 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.653639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.263979 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0111825 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.337235 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.314378 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.770011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0408967 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.682746 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.640199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.162637 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.360315 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.460399 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0692914 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.849899 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.448532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,19),-0.0561868 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0649454 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.920774 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.014086 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.567843 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.00550202 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.846797 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.920482 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.19213 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.749187 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.577661 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.548418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),0.0708163 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.143697 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.200086 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.367198 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.0609513 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.603753 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.155043 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.201729 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.00736021 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.0398852 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.256326 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.130858 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.217191 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.174754 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.100232 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.280251 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.109924 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0149471 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0642194 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.165065 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0560421 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.01559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,24),-0.777519 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.238729 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),0.030358 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.0173506 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.0988593 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),0.0421298 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.190835 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.179047 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.0818242 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0759377 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.116408 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.119996 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.221171 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.128646 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0170707 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.212994 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.11558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),0.0352405 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.263193 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-1.34248 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.392642 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-0.839628 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.242601 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.240619 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.228844 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.131621 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0890206 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.281871 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.113931 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.175212 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.136931 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0496343 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.163323 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.11551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0352646 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.253328 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-1.34241 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.389306 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.840745 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.489654 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.609404 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.278508 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.392511 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.171823 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.551778 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.981768 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.674867 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.566902 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.421874 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-1.11824 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.256508 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.250589 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0787519 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.73834 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-0.835812 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-0.838625 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.844319 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.658249 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.584814 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.607912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.546778 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.371036 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.493318 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.384159 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.384051 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0571873 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.530708 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.434904 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.446025 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.429288 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.304831 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.389028 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.405722 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.296444 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.407565 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.348985 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.294315 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.135803 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.34146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.38053 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.951453 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.600239 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.878078 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.868526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,14),-1.03793 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.849526 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.925428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0596242 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.665985 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.113007 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.338798 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-0.942072 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-0.918717 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.938311 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.986049 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.852526 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.808713 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.57202 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.964826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.104506 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.183894 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.200709 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.421758 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.592029 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.502236 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.73031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.41205 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.673061 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.706214 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.648423 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-1.41224 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.811025 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-1.04676 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.916193 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.691029 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-1.22656 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.647614 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.997006 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-1.12763 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.683561 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.813167 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.445008 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.475021 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.03772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-1.36529 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.788928 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-1.22096 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.587398 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.742937 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.423825 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.85758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.696627 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.442615 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),-0.192381 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.32341 # DEPENDENCYPART_GRANDPAR
(21,23),(23,6),-1.3237 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.56692 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-1.57128 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.21681 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.16598 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.958322 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.935695 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.10204 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.28759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.122858 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.734242 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.295992 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-0.836399 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-0.694355 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-0.676908 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.911103 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.635438 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.676151 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.498896 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.47169 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.808675 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.563329 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.31246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.684749 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.0223302 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.278498 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),0.254392 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),0.245357 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.292467 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),0.317882 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.130505 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),0.0281267 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.102837 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),0.0179024 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),0.0668274 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.273209 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.505584 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.268888 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.0176137 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.228685 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),-0.127092 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),0.106792 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),0.155717 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.223401 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.479817 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),0.622892 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.0352092 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.124594 # DEPENDENCYPART_GRANDPAR
